subject,pdf_page,content_page,locator,point_name
MATH,0153,148,第十章 概率 / 10.1 随机事件、古典概型、条件概率与全概率公式（考点清单）,赛制类概率模型的分支分解法
MATH,0154,149,第十章 概率 / 10.1 随机事件、古典概型、条件概率与全概率公式（考点清单）,条件概率的定义法
MATH,0154,149,第十章 概率 / 10.1 随机事件、古典概型、条件概率与全概率公式（考点清单）,条件概率的样本点个数法
MATH,0154,149,第十章 概率 / 10.1 随机事件、古典概型、条件概率与全概率公式（考点清单）,全概率公式的应用
MATH,0154,149,第十章 概率 / 10.1 随机事件、古典概型、条件概率与全概率公式（考点清单）,完备事件组
MATH,0154,149,第十章 概率 / 10.1 随机事件、古典概型、条件概率与全概率公式（考点清单）,互斥事件分割法
MATH,0154,149,第十章 概率 / 10.1 随机事件、古典概型、条件概率与全概率公式（考点清单）,独立元件电路的连接模型
MATH,0155,150,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差,离散型随机变量
MATH,0155,150,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差,离散型随机变量的分布列
MATH,0155,150,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差,分布列的性质
MATH,0155,150,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差,两点分布
MATH,0155,150,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差,离散型随机变量的均值
MATH,0155,150,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差,离散型随机变量的方差
MATH,0155,150,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差,随机变量的标准差
MATH,0155,150,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差,均值与方差的性质
MATH,0155,150,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差,均值与方差的关系
MATH,0155,150,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差,两点分布的均值与方差
MATH,0156,151,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差（考点清单）,分布列性质求参数
MATH,0156,151,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差（考点清单）,分布列的概率求和法
MATH,0156,151,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差（考点清单）,分布列的验证方法
MATH,0156,151,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差（考点清单）,离散型随机变量分布列的求法
MATH,0156,151,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差（考点清单）,离散型随机变量均值的求法
MATH,0156,151,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差（考点清单）,离散型随机变量方差的求法
MATH,0156,151,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差（考点清单）,等差数列与分布列的综合
MATH,0157,152,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差（考点清单）,均值与方差在决策中的应用
MATH,0157,152,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差（考点清单）,用均值比较随机变量取值的平均水平
MATH,0157,152,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差（考点清单）,用方差比较随机变量的稳定性
MATH,0157,152,第十章 概率 / 10.2 离散型随机变量及其分布列、均值、方差（考点清单）,得分型随机变量的分布列与期望
MATH,0158,153,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,$n$ 重伯努利试验
MATH,0158,153,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,二项分布
MATH,0158,153,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,二项分布的分布列
MATH,0158,153,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,二项分布的均值与方差
MATH,0158,153,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,超几何分布
MATH,0158,153,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,超几何分布的分布列
MATH,0158,153,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,超几何分布的均值
MATH,0158,153,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,二项分布与超几何分布的区别
MATH,0158,153,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,正态密度函数
MATH,0158,153,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,正态曲线
MATH,0158,153,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,正态分布
MATH,0158,153,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,标准正态分布
MATH,0158,153,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,正态曲线的对称性
MATH,0158,153,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,正态曲线的峰值
MATH,0158,153,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,正态曲线的面积性质
MATH,0158,153,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,参数 $\mu$ 对正态曲线位置的影响
MATH,0158,153,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,参数 $\sigma$ 对正态曲线形状的影响
MATH,0158,153,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,正态分布的均值与方差
MATH,0159,154,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,$3\sigma$ 原则
MATH,0159,154,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,正态分布在 $\mu\pm k\sigma$ 内的概率
MATH,0159,154,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,二项分布的应用
MATH,0159,154,第十章 概率 / 10.3 二项分布、超几何分布及正态分布,二项分布中概率最大的成功次数
MATH,0160,155,第十章 概率 / 10.3 二项分布、超几何分布及正态分布（考点清单）,超几何分布的判断
MATH,0160,155,第十章 概率 / 10.3 二项分布、超几何分布及正态分布（考点清单）,超几何分布的分布列的求法
MATH,0160,155,第十章 概率 / 10.3 二项分布、超几何分布及正态分布（考点清单）,$\chi^2$ 独立性检验统计量
MATH,0160,155,第十章 概率 / 10.3 二项分布、超几何分布及正态分布（考点清单）,列联表
MATH,0160,155,第十章 概率 / 10.3 二项分布、超几何分布及正态分布（考点清单）,分层抽样
MATH,0160,155,第十章 概率 / 10.3 二项分布、超几何分布及正态分布（考点清单）,不可放回抽样与可放回抽样的期望比较
MATH,0161,156,第十章 概率 / 10.3 二项分布、超几何分布及正态分布（考点清单）,正态分布的 $3\sigma$ 原则应用
MATH,0161,156,第十章 概率 / 10.3 二项分布、超几何分布及正态分布（考点清单）,正态曲线的对称性
MATH,0161,156,第十章 概率 / 10.3 二项分布、超几何分布及正态分布（考点清单）,正态分布概率的区间转化
MATH,0161,156,第十章 概率 / 10.3 二项分布、超几何分布及正态分布（考点清单）,独立性检验的临界值表
MATH,0161,156,第十章 概率 / 10.3 二项分布、超几何分布及正态分布（考点清单）,正态分布的实际估计
MATH,0162,157,第十章 概率 / 高考热点13 概率创新题,信息传输的译码概率模型
MATH,0162,157,第十章 概率 / 高考热点13 概率创新题,独立重复试验的概率
MATH,0162,157,第十章 概率 / 高考热点13 概率创新题,新定义型概率问题
MATH,0162,157,第十章 概率 / 高考热点13 概率创新题,进位制的转换
MATH,0162,157,第十章 概率 / 高考热点13 概率创新题,随机游走模型
MATH,0162,157,第十章 概率 / 高考热点13 概率创新题,概率与函数的综合
MATH,0163,158,第十章 概率 / 高考热点13 概率创新题,概率与函数的综合问题
MATH,0163,158,第十章 概率 / 高考热点13 概率创新题,概率与导数的综合问题
MATH,0163,158,第十章 概率 / 高考热点13 概率创新题,随机游走模型
MATH,0163,158,第十章 概率 / 高考热点13 概率创新题,分层随机抽样
MATH,0163,158,第十章 概率 / 高考热点13 概率创新题,超几何分布的应用
MATH,0163,158,第十章 概率 / 高考热点13 概率创新题,二项分布的最值问题
MATH,0163,158,第十章 概率 / 高考热点13 概率创新题,概率与数列的综合问题
MATH,0164,159,第十章 概率 / 高考热点13 概率创新题,概率与数列的综合问题
MATH,0164,159,第十章 概率 / 高考热点13 概率创新题,概率递推关系的建立
MATH,0164,159,第十章 概率 / 高考热点13 概率创新题,二项分布的期望
MATH,0164,159,第十章 概率 / 高考热点13 概率创新题,全概率公式的加权求法
MATH,0164,159,第十章 概率 / 高考热点13 概率创新题,独立重复试验的分布列
MATH,0165,160,第十一章 统计 / 11.1 用样本估计总体（章首考情清单 + 知识清单）,简单随机抽样
MATH,0165,160,第十一章 统计 / 11.1 用样本估计总体（章首考情清单 + 知识清单）,分层随机抽样
MATH,0165,160,第十一章 统计 / 11.1 用样本估计总体（章首考情清单 + 知识清单）,统计图表
MATH,0165,160,第十一章 统计 / 11.1 用样本估计总体（章首考情清单 + 知识清单）,频率分布直方图的画法
MATH,0165,160,第十一章 统计 / 11.1 用样本估计总体（章首考情清单 + 知识清单）,极差
MATH,0165,160,第十一章 统计 / 11.1 用样本估计总体（章首考情清单 + 知识清单）,组距与组数
MATH,0165,160,第十一章 统计 / 11.1 用样本估计总体（章首考情清单 + 知识清单）,百分位数
MATH,0166,161,第十一章 统计 / 11.1 用样本估计总体,百分位数的计算
MATH,0166,161,第十一章 统计 / 11.1 用样本估计总体,中位数是第 50 百分位数
MATH,0166,161,第十一章 统计 / 11.1 用样本估计总体,众数
MATH,0166,161,第十一章 统计 / 11.1 用样本估计总体,中位数
MATH,0166,161,第十一章 统计 / 11.1 用样本估计总体,平均数
MATH,0166,161,第十一章 统计 / 11.1 用样本估计总体,由频率分布直方图估计众数
MATH,0166,161,第十一章 统计 / 11.1 用样本估计总体,由频率分布直方图估计中位数
MATH,0166,161,第十一章 统计 / 11.1 用样本估计总体,由频率分布直方图估计平均数
MATH,0166,161,第十一章 统计 / 11.1 用样本估计总体,方差
MATH,0166,161,第十一章 统计 / 11.1 用样本估计总体,标准差
MATH,0166,161,第十一章 统计 / 11.1 用样本估计总体,分层随机抽样的总样本平均数
MATH,0166,161,第十一章 统计 / 11.1 用样本估计总体,分层随机抽样的总样本方差
MATH,0167,162,第十一章 统计 / 11.1 用样本估计总体（考点清单）,抽签法
MATH,0167,162,第十一章 统计 / 11.1 用样本估计总体（考点清单）,随机数法
MATH,0167,162,第十一章 统计 / 11.1 用样本估计总体（考点清单）,分层随机抽样的抽样比
MATH,0167,162,第十一章 统计 / 11.1 用样本估计总体（考点清单）,分层随机抽样的比例分配
MATH,0167,162,第十一章 统计 / 11.1 用样本估计总体（考点清单）,条形图
MATH,0167,162,第十一章 统计 / 11.1 用样本估计总体（考点清单）,扇形图
MATH,0167,162,第十一章 统计 / 11.1 用样本估计总体（考点清单）,统计图的读取与比较
MATH,0168,163,第十一章 统计 / 11.1 用样本估计总体（考点清单）,扇形图的应用
MATH,0168,163,第十一章 统计 / 11.1 用样本估计总体（考点清单）,折线图的应用
MATH,0168,163,第十一章 统计 / 11.1 用样本估计总体（考点清单）,条形图与直方图的应用
MATH,0168,163,第十一章 统计 / 11.1 用样本估计总体（考点清单）,组合统计图
MATH,0168,163,第十一章 统计 / 11.1 用样本估计总体（考点清单）,频率分布直方图的纵轴含义
MATH,0168,163,第十一章 统计 / 11.1 用样本估计总体（考点清单）,频率分布直方图中小矩形面积等于频率
MATH,0168,163,第十一章 统计 / 11.1 用样本估计总体（考点清单）,由频率分布直方图估计概率
MATH,0168,163,第十一章 统计 / 11.1 用样本估计总体（考点清单）,由频率分布直方图估计平均数
MATH,0169,164,第十一章 统计 / 11.1 用样本估计总体（考点清单）,由频率分布直方图估计平均数
MATH,0169,164,第十一章 统计 / 11.1 用样本估计总体（考点清单）,由频率分布直方图估计方差
MATH,0169,164,第十一章 统计 / 11.1 用样本估计总体（考点清单）,由频率分布直方图估计众数
MATH,0169,164,第十一章 统计 / 11.1 用样本估计总体（考点清单）,由频率分布直方图估计中位数
MATH,0169,164,第十一章 统计 / 11.1 用样本估计总体（考点清单）,由频率分布直方图估计百分位数
MATH,0169,164,第十一章 统计 / 11.1 用样本估计总体（考点清单）,百分位数的线性插值求法
MATH,0169,164,第十一章 统计 / 11.1 用样本估计总体（考点清单）,频率分布表与直方图的相互转化
MATH,0169,164,第十一章 统计 / 11.1 用样本估计总体（考点清单）,用样本估计总体的人数估算
MATH,0171,166,第十一章 统计 / 11.2 成对数据的统计分析,相关关系
MATH,0171,166,第十一章 统计 / 11.2 成对数据的统计分析,散点图
MATH,0171,166,第十一章 统计 / 11.2 成对数据的统计分析,正相关
MATH,0171,166,第十一章 统计 / 11.2 成对数据的统计分析,负相关
MATH,0171,166,第十一章 统计 / 11.2 成对数据的统计分析,线性相关
MATH,0171,166,第十一章 统计 / 11.2 成对数据的统计分析,非线性相关
MATH,0171,166,第十一章 统计 / 11.2 成对数据的统计分析,样本相关系数
MATH,0171,166,第十一章 统计 / 11.2 成对数据的统计分析,样本相关系数的取值范围与意义
MATH,0171,166,第十一章 统计 / 11.2 成对数据的统计分析,经验回归方程
MATH,0171,166,第十一章 统计 / 11.2 成对数据的统计分析,最小二乘估计公式
MATH,0171,166,第十一章 统计 / 11.2 成对数据的统计分析,残差平方和
MATH,0171,166,第十一章 统计 / 11.2 成对数据的统计分析,残差图
MATH,0172,167,第十一章 统计 / 11.2 成对数据的统计分析,决定系数 $R^2$
MATH,0172,167,第十一章 统计 / 11.2 成对数据的统计分析,残差
MATH,0172,167,第十一章 统计 / 11.2 成对数据的统计分析,残差图
MATH,0172,167,第十一章 统计 / 11.2 成对数据的统计分析,$2\times2$ 列联表
MATH,0172,167,第十一章 统计 / 11.2 成对数据的统计分析,独立性检验
MATH,0172,167,第十一章 统计 / 11.2 成对数据的统计分析,$\chi^2$ 的计算公式
MATH,0172,167,第十一章 统计 / 11.2 成对数据的统计分析,小概率值 $\alpha$ 的临界值
MATH,0172,167,第十一章 统计 / 11.2 成对数据的统计分析,独立性检验的检验规则
MATH,0172,167,第十一章 统计 / 11.2 成对数据的统计分析,零假设 $H_0$
MATH,0173,168,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）,判断相关关系的方法
MATH,0173,168,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）,散点图判断相关关系
MATH,0173,168,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）,样本相关系数判断相关程度
MATH,0173,168,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）,经验回归方程斜率与相关性的关系
MATH,0173,168,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）,决定系数与拟合效果
MATH,0173,168,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）,异常样本点对回归的影响
MATH,0173,168,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）,线性回归模型
MATH,0173,168,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）,用经验回归方程进行预测
MATH,0174,169,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）,求经验回归方程的步骤
MATH,0174,169,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）,最小二乘估计的斜率和截距公式
MATH,0174,169,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）,求非线性经验回归方程的步骤
MATH,0174,169,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）,散点图选择拟合函数
MATH,0174,169,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）,非线性回归的线性化变换
MATH,0174,169,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）,指数型衰减模型的识别
MATH,0175,170,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）,独立性检验的零假设
MATH,0175,170,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）,独立性检验的基本步骤
MATH,0175,170,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）,等高条形图
MATH,0175,170,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）,由等高条形图判断分类变量的关联
MATH,0175,170,第十一章 统计 / 11.2 成对数据的统计分析（考点清单）,条件概率的求法
PHYSICS,0018,12,第二章 相互作用 / 第1节 重力 弹力 摩擦力,重力的产生、公式与方向；g 随海拔与纬度的变化规律
PHYSICS,0018,12,第二章 相互作用 / 第1节 重力 弹力 摩擦力,重心的概念与悬挂法
PHYSICS,0018,12,第二章 相互作用 / 第1节 重力 弹力 摩擦力,弹力的定义、产生条件与方向
PHYSICS,0018,12,第二章 相互作用 / 第1节 重力 弹力 摩擦力,常见模型（面面/点面/点点/轻绳/轻杆）的弹力方向
PHYSICS,0018,12,第二章 相互作用 / 第1节 重力 弹力 摩擦力,弹力有无的四类判断方法
PHYSICS,0019,13,第二章 相互作用 / 第1节 重力 弹力 摩擦力,弹簧串联与并联的等效劲度系数公式及变化方向
PHYSICS,0019,13,第二章 相互作用 / 第1节 重力 弹力 摩擦力,静摩擦力与滑动摩擦力的产生条件、方向、大小对比
PHYSICS,0019,13,第二章 相互作用 / 第1节 重力 弹力 摩擦力,摩擦力大小的计算依据
PHYSICS,0019,13,第二章 相互作用 / 第1节 重力 弹力 摩擦力,"""有摩擦力一定有弹力，有弹力不一定有摩擦力"""
PHYSICS,0020,14,第二章 相互作用 / 第1节 重力 弹力 摩擦力,静摩擦力有无及方向的四类判断方法
PHYSICS,0020,14,第二章 相互作用 / 第1节 重力 弹力 摩擦力,用假设光滑法判断静摩擦力的有无
PHYSICS,0020,14,第二章 相互作用 / 第1节 重力 弹力 摩擦力,用转换对象 + 牛顿第三定律判断静摩擦力方向
PHYSICS,0020,14,第二章 相互作用 / 第1节 重力 弹力 摩擦力,摩擦力的四类突变（静→动、动→静、静→静、动→动）各自的方向与大小变化
PHYSICS,0021,15,第二章 相互作用 / 第2节 力的合成与分解（考点1）,合力与分力的等效替代关系
PHYSICS,0021,15,第二章 相互作用 / 第2节 力的合成与分解（考点1）,力的合成法则
PHYSICS,0021,15,第二章 相互作用 / 第2节 力的合成与分解（考点1）,两个共点力的合力范围与最值条件
PHYSICS,0021,15,第二章 相互作用 / 第2节 力的合成与分解（考点1）,三个共点力的合力最小值判据
PHYSICS,0021,15,第二章 相互作用 / 第2节 力的合成与分解（考点1）,计算法求合力
PHYSICS,0021,15,第二章 相互作用 / 第2节 力的合成与分解（考点1）,效果分解法与正交分解法的区别、实例结果与适用场合
PHYSICS,0021,15,第二章 相互作用 / 第2节 力的合成与分解（考点1）,正交分解法的坐标轴选取原则
PHYSICS,0022,16,第二章 相互作用 / 第2节 力的合成与分解（考点2 死结与活结 定杆与动杆）,死结与活结的区别以及两侧张力是否相等
PHYSICS,0022,16,第二章 相互作用 / 第2节 力的合成与分解（考点2 死结与活结 定杆与动杆）,定杆与动杆的区别以及弹力方向是否沿杆
PHYSICS,0023,17,第二章 相互作用 / 第3节 牛顿第三定律 共点力的平衡（考点1）,牛顿第三定律的内容与表达式
PHYSICS,0023,17,第二章 相互作用 / 第3节 牛顿第三定律 共点力的平衡（考点1）,一对作用力与反作用力 vs 一对平衡力的四点区别
PHYSICS,0023,17,第二章 相互作用 / 第3节 牛顿第三定律 共点力的平衡（考点1）,受力分析的一般步骤
PHYSICS,0023,17,第二章 相互作用 / 第3节 牛顿第三定律 共点力的平衡（考点1）,整体法与隔离法的研究对象与选用原则
PHYSICS,0023,17,第二章 相互作用 / 第3节 牛顿第三定律 共点力的平衡（考点1）,"整体法与隔离法交替使用及""先整体后隔离""的优先顺序"
PHYSICS,0024,18,第二章 相互作用 / 第3节 牛顿第三定律 共点力的平衡（考点2）,平衡状态的定义与平衡条件
PHYSICS,0024,18,第二章 相互作用 / 第3节 牛顿第三定律 共点力的平衡（考点2）,处理共点力平衡的三类方法
PHYSICS,0024,18,第二章 相互作用 / 第3节 牛顿第三定律 共点力的平衡（考点2）,定滑轮只改变力的方向不改变力的大小
PHYSICS,0024,18,第二章 相互作用 / 第3节 牛顿第三定律 共点力的平衡（考点2）,"多研究对象时""先整体求外力、再隔离求内力""的求解次序"
PHYSICS,0025,19,第二章 相互作用 / 微专题3 动态平衡 平衡中的临界极值问题（题型1）,动态平衡的定义与核心思想
PHYSICS,0025,19,第二章 相互作用 / 微专题3 动态平衡 平衡中的临界极值问题（题型1）,图解法的适用特点（一力恒定、一力方向不变、第三力大小方向均变）与判断依据
PHYSICS,0025,19,第二章 相互作用 / 微专题3 动态平衡 平衡中的临界极值问题（题型1）,相似三角形法的适用特点与解法
PHYSICS,0025,19,第二章 相互作用 / 微专题3 动态平衡 平衡中的临界极值问题（题型1）,辅助圆法的适用特点（两变力夹角不变）与解法
PHYSICS,0026,20,第二章 相互作用 / 微专题3 动态平衡 平衡中的临界极值问题（题型2）,用正弦定理处理动态平衡的三步思路
PHYSICS,0026,20,第二章 相互作用 / 微专题3 动态平衡 平衡中的临界极值问题（题型2）,"临界问题的判据词（""刚好""""恰能""""恰好""）及其含义"
PHYSICS,0026,20,第二章 相互作用 / 微专题3 动态平衡 平衡中的临界极值问题（题型2）,三类常见临界条件
PHYSICS,0026,20,第二章 相互作用 / 微专题3 动态平衡 平衡中的临界极值问题（题型2）,平衡中极值问题的三类解法
PHYSICS,0026,20,第二章 相互作用 / 微专题3 动态平衡 平衡中的临界极值问题（题型2）,极限分析法的要害：临界条件必须在变化过程中寻找，不能停留于单一状态
PHYSICS,0027,21,第二章 相互作用 / 实验2 探究弹簧弹力与形变量的关系,探究弹簧弹力与形变量关系的实验原理
PHYSICS,0027,21,第二章 相互作用 / 实验2 探究弹簧弹力与形变量的关系,测弹簧原长必须竖直悬挂
PHYSICS,0027,21,第二章 相互作用 / 实验2 探究弹簧弹力与形变量的关系,测量弹簧长度须在竖直悬挂且稳定时进行，刻度尺竖直靠近弹簧
PHYSICS,0027,21,第二章 相互作用 / 实验2 探究弹簧弹力与形变量的关系,作图规范：横坐标是形变量而非长度；描点均匀分布在直线两侧
PHYSICS,0027,21,第二章 相互作用 / 实验2 探究弹簧弹力与形变量的关系,三类数据处理方法
PHYSICS,0027,21,第二章 相互作用 / 实验2 探究弹簧弹力与形变量的关系,形变超出弹性限度时 $F$-$x$ 图像弯曲
PHYSICS,0027,21,第二章 相互作用 / 实验2 探究弹簧弹力与形变量的关系,三类误差来源（标值/测量/作图不准）及两项改进方案
PHYSICS,0029,22,第二章 相互作用 / 实验3 探究两个互成角度的力的合成规律,验证力的平行四边形定则的实验原理
PHYSICS,0029,22,第二章 相互作用 / 实验3 探究两个互成角度的力的合成规律,"操作步骤中的""等效""要求"
PHYSICS,0029,22,第二章 相互作用 / 实验3 探究两个互成角度的力的合成规律,两分力夹角与拉力方向的操作规范
PHYSICS,0029,22,第二章 相互作用 / 实验3 探究两个互成角度的力的合成规律,记录力方向时标记点应离 $O$ 点尽量远
PHYSICS,0029,22,第二章 相互作用 / 实验3 探究两个互成角度的力的合成规律,数据处理：同标度作图，比较合成的 $F$ 与实测的 $F'$
PHYSICS,0029,22,第二章 相互作用 / 实验3 探究两个互成角度的力的合成规律,六条注意事项
PHYSICS,0029,22,第二章 相互作用 / 实验3 探究两个互成角度的力的合成规律,五类误差来源
PHYSICS,0029,22,第二章 相互作用 / 实验3 探究两个互成角度的力的合成规律,两项改进方案
PHYSICS,0030,23,第三章 牛顿运动定律 / 第1节 牛顿第一定律 牛顿第二定律,牛顿第一定律的内容
PHYSICS,0030,23,第三章 牛顿运动定律 / 第1节 牛顿第一定律 牛顿第二定律,牛顿第一定律的两点意义
PHYSICS,0030,23,第三章 牛顿运动定律 / 第1节 牛顿第一定律 牛顿第二定律,惯性的定义、量度（质量是唯一量度）与普遍性
PHYSICS,0030,23,第三章 牛顿运动定律 / 第1节 牛顿第一定律 牛顿第二定律,牛顿第二定律的内容与表达式 $F=ma$
PHYSICS,0030,23,第三章 牛顿运动定律 / 第1节 牛顿第一定律 牛顿第二定律,"牛顿第二定律的""六性"""
PHYSICS,0030,23,第三章 牛顿运动定律 / 第1节 牛顿第一定律 牛顿第二定律,加速度定义式 $a=\Delta v/\Delta t$ 与决定式 $a=F/m$ 的区别
PHYSICS,0031,24,第三章 牛顿运动定律 / 第1节 牛顿第一定律 牛顿第二定律（续）,用牛顿第二定律解决瞬时性问题的三步思维流程
PHYSICS,0031,24,第三章 牛顿运动定律 / 第1节 牛顿第一定律 牛顿第二定律（续）,细线/弹簧的弹力在状态突变时的差异
PHYSICS,0031,24,第三章 牛顿运动定律 / 第1节 牛顿第一定律 牛顿第二定律（续）,被烧断的细线、剪断的弹簧弹力、被抽出木板对物体的弹力会立即消失
PHYSICS,0031,24,第三章 牛顿运动定律 / 第1节 牛顿第一定律 牛顿第二定律（续）,单位制与基本量/导出量、基本单位/导出单位的构成关系
PHYSICS,0031,24,第三章 牛顿运动定律 / 第1节 牛顿第一定律 牛顿第二定律（续）,国际单位制七个基本物理量及其基本单位
PHYSICS,0031,24,第三章 牛顿运动定律 / 第1节 牛顿第一定律 牛顿第二定律（续）,转动惯量 $J=\sum m_i r_i^2$ 的物理意义
PHYSICS,0031,24,第三章 牛顿运动定律 / 第1节 牛顿第一定律 牛顿第二定律（续）,复摆的定义（绕固定水平轴、形状大小不变、重力作用下的微小摆动）及其与单摆的类比
PHYSICS,0031,24,第三章 牛顿运动定律 / 第1节 牛顿第一定律 牛顿第二定律（续）,量纲法判断物理表达式是否可能成立
PHYSICS,0032,25,第三章 牛顿运动定律 / 第2节 牛顿第二定律的应用,动力学两类基本问题及其转化关系
PHYSICS,0032,25,第三章 牛顿运动定律 / 第2节 牛顿第二定律的应用,"解决动力学两类基本问题的""两个分析、一个桥梁"""
PHYSICS,0032,25,第三章 牛顿运动定律 / 第2节 牛顿第二定律的应用,运动分析要找出相邻过程的联系点
PHYSICS,0032,25,第三章 牛顿运动定律 / 第2节 牛顿第二定律的应用,受力分析须逐个过程进行，注意摩擦力与弹力可能变化
PHYSICS,0032,25,第三章 牛顿运动定律 / 第2节 牛顿第二定律的应用,牛顿第二定律在多过程问题中的应用三要点
PHYSICS,0032,25,第三章 牛顿运动定律 / 第2节 牛顿第二定律的应用,动力学图像问题的分析四步法
PHYSICS,0032,25,第三章 牛顿运动定律 / 第2节 牛顿第二定律的应用,图像中斜率、面积、截距对应的物理意义
PHYSICS,0032,25,第三章 牛顿运动定律 / 第2节 牛顿第二定律的应用,临界点处物体运动形式往往发生变化
PHYSICS,0033,26,第三章 牛顿运动定律 / 第2节（续）/ 考点3 超重和失重问题,$v$-$t$ 图像的斜率表示加速度、面积表示位移
PHYSICS,0033,26,第三章 牛顿运动定律 / 第2节（续）/ 考点3 超重和失重问题,$a$-$t$ 图像的面积表示速度的变化量
PHYSICS,0033,26,第三章 牛顿运动定律 / 第2节（续）/ 考点3 超重和失重问题,$v^2$-$x$ 图像的斜率表示加速度的 2 倍
PHYSICS,0033,26,第三章 牛顿运动定律 / 第2节（续）/ 考点3 超重和失重问题,$F$-$a$ 图像的斜率表示物体的质量
PHYSICS,0033,26,第三章 牛顿运动定律 / 第2节（续）/ 考点3 超重和失重问题,$F$-$t$ 图像的面积表示力的冲量或动量的变化量
PHYSICS,0033,26,第三章 牛顿运动定律 / 第2节（续）/ 考点3 超重和失重问题,$F$-$x$ 图像的面积表示力做的功或动能的变化量
PHYSICS,0033,26,第三章 牛顿运动定律 / 第2节（续）/ 考点3 超重和失重问题,超重、失重、完全失重的现象判据
PHYSICS,0033,26,第三章 牛顿运动定律 / 第2节（续）/ 考点3 超重和失重问题,超重与失重的加速度方向判据
PHYSICS,0033,26,第三章 牛顿运动定律 / 第2节（续）/ 考点3 超重和失重问题,超重失重的动力学原理式
PHYSICS,0033,26,第三章 牛顿运动定律 / 第2节（续）/ 考点3 超重和失重问题,超重失重与速度方向无关、重力本身不变
PHYSICS,0034,27,第三章 牛顿运动定律 / 微专题4 牛顿第二定律的综合应用 / 题型1 动力学中的连接体问题,共速连接体的两类形态
PHYSICS,0034,27,第三章 牛顿运动定律 / 微专题4 牛顿第二定律的综合应用 / 题型1 动力学中的连接体问题,关联速度连接体：绳关联（速度大小相等、方向不同）与杆关联
PHYSICS,0034,27,第三章 牛顿运动定律 / 微专题4 牛顿第二定律的综合应用 / 题型1 动力学中的连接体问题,处理连接体问题的整体法与隔离法
PHYSICS,0034,27,第三章 牛顿运动定律 / 微专题4 牛顿第二定律的综合应用 / 题型1 动力学中的连接体问题,整体法的选取原则
