subject,slug,boundary_body
MATH,不规则几何体建系问题,研究不满足共点三垂直条件的几何体如何建立空间直角坐标系：须先证明所建坐标轴两两垂直（一个线面垂直加底面两线垂直），证明环节不能省略。选轴时可让底面更多点落在轴上、利用底面垂直条件、寻找对称关系。限于建系的前置证明，不含角度距离计算。
MATH,空间向量新定义问题,研究空间向量与立体几何中的新定义问题：面对新情景、新概念（如离散曲率、直线的方向式方程等），先把新元素翻译成已有知识，与平行垂直判定性质及空间角、距离公式结合，明确目标后再构造求解。限于新定义情境，不含常规计算。
MATH,忽视零向量,研究空间向量概念判断中忽视零向量特殊性这一易错点：零向量与任一向量都平行，方向任意，故涉及平行性、方向、模的命题都可能因它出错。范围包括零向量与单位向量的辨析，判断前先检查向量能否取零向量。
MATH,错判数量积的符号与夹角关系,研究由数量积符号与夹角关系求参数范围的易错点：夹角为钝角须数量积小于零且排除反向共线（夹角为180°）情形，锐角则排除同向共线。范围限于两向量夹角与数量积符号的互化，共线情况不可遗漏。
MATH,忽略建系的条件而出错,研究忽略建系条件而出错这一易错点：在未验证三轴两两垂直时直接对几何体建立空间直角坐标系，或因空间方位感不足取错点的坐标符号。使用向量坐标运算前必须确认所建坐标系满足定义要求，限于建系合法性问题，不含运算技巧。
MATH,由线-面关系误解向量关系,研究由线面关系误解向量关系的易错点：线面垂直的方向向量与法向量平行，线面平行则方向向量与法向量垂直且直线不在平面内，线在面内也是方向向量与法向量垂直。范围限于向量刻画线面位置关系的对应，须注意平行情形与在面内的区分。
MATH,忽视异面直线的夹角与向量的夹角范围不同,研究忽视异面直线夹角与向量夹角范围不同的易错点：两异面直线所成角的范围是大于0°小于等于90°，两向量夹角的范围是0°到180°。用向量求异面直线夹角须取绝对值，余弦为负时取相反数，不能把向量夹角直接当作直线所成角。
MATH,线面角与向量夹角转化不清等问题,研究线面角与向量夹角转化不清的易错点：方向向量与法向量夹角余弦的绝对值等于线面角的正弦，直接求出的角与线面角互为余角。不能把方向向量与法向量的夹角当作线面角，也不能漏掉绝对值与正弦余弦的转换；与二面角的向量公式须区分。
MATH,二面角概念模糊,研究二面角与二面角的平面角概念模糊的易错点：两平面法向量夹角的余弦与二面角的余弦可能相等也可能互为相反数，须结合图形判断二面角是锐角还是钝角。二面角的范围是0°到180°，不能把法向量夹角直接当作二面角。
MATH,动点问题没有取舍,研究立体几何动点问题计算后没有取舍的易错点：设动点在线段或棱上求解，结果常出现多个值，须回代题意检验点是否落在允许范围内再取舍。限于动点问题解的取舍环节，不含方程的列法与求解过程。
MATH,用基向量表示指定向量的方法,研究用基向量（不共面的三个向量）表示指定向量的方法：观察图形，把所涉向量转化到同一三角形或平行四边形中，逐步用三角形法则或平行四边形法则把目标向量用基向量的线性组合表示。范围还包括点在线面内时确定系数及基本量的范围。
MATH,三点共线和空间四点共面的方法比较,研究三点共线与空间四点共面的判定方法比较：向量法中三点共线要求相应向量共线，四点共面要求某点的位置向量用其余三点表示时系数和为1。并与公理及推论的几何判定（共面、共线、共点的证明套路）对照使用，注意两种条件不可互替。
MATH,解决垂直问题-利用-可将垂直问题转化为向量数量积的计算问题,研究把立体几何的垂直问题转化为向量数量积计算的思路：两直线垂直等价于方向向量数量积为零，线面垂直等价于方向向量与法向量共线，从而用坐标运算完成证明或求值。范围限于垂直关系的向量处理，平行问题须另用共线或垂直的对应条件。
MATH,利用空间向量证明垂直的方法,研究用空间向量证明垂直的方法：证两直线（含异面直线）垂直只需证方向向量数量积为零，证线面垂直只需证方向向量与平面法向量共线。对照地，证线线平行用方向向量共线、证线面平行用方向向量与法向量垂直且线不在面内，两类条件不可混用。
MATH,用向量法求异面直线所成角的一般步骤,"用向量法求异面直线所成角的一般步骤：建立空间直角坐标系，用坐标表示两直线的方向向量，再用向量夹角公式求两向量夹角的余弦值。异面直线所成角限定在(0,π/2]内，取向量夹角余弦的绝对值即可，不同于取值在[0,π]内的向量夹角本身。"
MATH,用向量法求解直线与平面所成角的方法,向量法求直线与平面所成角：取直线方向向量与平面法向量，线面角的正弦等于两向量夹角余弦的绝对值。范围以直线和平面所成的角为准，取值在0到90度之间，不同于方向向量与法向量夹角的取值；若求线面角的最值，可先化为一元函数，再用基本不等式求解。
MATH,利用向量法解二面角问题的策略,向量法解二面角有两条主策略：一是求两半平面的法向量，借法向量夹角转化二面角，需结合图形判断余弦的正负；二是在两半平面内各取以垂足为起点、垂直于棱的向量，其夹角即二面角的平面角。计算时可先设长度参数，用坐标表示向量，再以数量积公式求余弦。
MATH,利用空间向量求空间距离,空间距离的向量求法：求点线距时，把直线上的定点指向线外一点的向量投影到该直线的单位方向向量上，投影长度即距离；求点面距时，把平面内一点指向面外一点的向量投影到平面的法向量上。线面距、面面距均可转化为点面距求解，适用于空间图形中的距离问题。
PHYSICS,路程,路程是描述物体实际运动轨迹总长度的标量，只谈大小、不谈方向，范围以轨迹本身为限。它和描述初末位置变化的位移相区别：路程取决于具体走法，二者只有在单向直线运动时才大小相等。
PHYSICS,平均速度,平均速度描述某段时间内位置变化的平均快慢，定义为位移与对应时间间隔的比值，是矢量，方向与位移相同。它是对一段过程的平均描述，区别于对应某一时刻的瞬时速度。
PHYSICS,瞬时速度,瞬时速度是物体在某一时刻（或某一位置）运动快慢与方向的描述，可由时间间隔趋于零时平均速度的极限得到，方向即该时刻的运动方向。它与描述一段时间平均快慢的平均速度相区别，也不同于只表示速度大小的速率。
PHYSICS,时刻与时间间隔区别与联系,时刻是时间轴上的点，对应物体那一瞬的状态，如位置与瞬时速度；时间间隔是两时刻之间的段，对应一个过程，如位移与平均速度。两者物理意义不同：时刻无长短，时间间隔有起止，读列车时刻表或运动图象时最常用来区分。
PHYSICS,速度-速度的变化量-加速度的比较,比较三个量：速度描述位置变化的快慢；速度变化量是末速度与初速度之差；加速度描述速度变化的快慢，其大小由合力与质量共同决定，方向与合力方向一致。速度变化量大并不说明加速度大，还要看所用时间，且速度方向与加速度方向不可混同。
PHYSICS,以上各式均为矢量式-应用时应规定正方向,直线运动的运动学各式均为矢量式，应用时须先规定正方向，速度、加速度等量再按正负代入。范围限于同一直线上的运动；若力或运动方向不同，要先沿坐标轴正交分解，再对每一方向分别规定正方向列方程。
PHYSICS,非常规运动学图像,指除常见x-t、v-t、a-t图象之外的运动图象，如速度平方对位移的图象。基本思路是由运动学公式推导出纵、横坐标间的函数关系，再据此判断图线斜率、截距及所围面积的物理意义。与常规图象不同，它的斜率和面积含义不固定，须先推导后解读。
PHYSICS,追及问题的分析和解题思路,追及问题把匀变速直线运动公式用于一个物体追赶（或靠近）另一个物体的过程。解题先分析两物体的运动性质与时间同步关系，再写出位移关系，即位移差或位移和等于初始间距。范围限于直线追及情景，关键在找出两物体速度相等时刻的特殊状态。
PHYSICS,在1t末-2t末-3t末-4t末-n-t末的速度比为-1-2-3-n,仅适用于初速度为零的匀变速直线运动：连续相等时间末速度之比为1:2:…:n，连续相等时间内位移之比为1²:2²:…:n²，各段相等时间间隔内位移之比为1:3:…:(2n-1)，通过连续相等位移所用时间之比按根号差递增。初速不为零时均不成立。
PHYSICS,竖直上抛运动的处理方法,竖直上抛运动是初速度向上、加速度恒为重力加速度g向下的匀变速直线运动，可分成上升、下降两段处理，也可作全程统一处理。注意其多解性：物体经过抛出点上方同一位置时，上升与下降各有一次，解题须把两种情况都考虑到。
PHYSICS,非惯性参考系,非惯性参考系是相对惯性系有加速运动的参考系，包括变速平动与转动。其中牛顿第一定律不成立，解释运动须引入虚构力（惯性力）并修正牛顿第二定律，常见虚构力有惯性力、离心力与科里奥利力。它与无需修正即可应用牛顿定律的惯性参考系相区别。
PHYSICS,惯性的两种表现形式,惯性有两种表现：合外力为零时，表现为物体继续保持静止或匀速直线运动状态；受外力时，表现为运动状态改变的难易程度。质量是惯性大小的唯一量度。惯性是物体本身的性质而非力，不能表述为受到惯性力，它也与作为运动规律的惯性定律相区别。
PHYSICS,对牛顿第三定律的理解,牛顿第三定律指出两个物体间的作用力与反作用力总是大小相等、方向相反、作用在同一直线上，对任何物体、任何情形都成立。相互作用力分别作用在两个不同物体上、性质相同、同时出现，不能相互抵消。这是它与作用在同一物体上的一对平衡力的关键区别。
PHYSICS,超重-物体有向上的加速度称物体处于超重,物体加速度方向向上时处于超重状态，此时它对支持面的压力（或对悬挂物的拉力）大于自身重力，即视重超过mg。超重并不意味着重力增大，改变的只是视重，也就是秤的示数；它与加速度向下、视重小于重力的失重状态相对。
PHYSICS,对超重和失重的理解应当注意的问题,判断超重还是失重，只依据物体加速度的方向，与速度方向无关：加速度向上即超重，向下即失重。物体自身重力并未改变，变的是它对支持物的压力或对悬挂物的拉力。当a=g时处于完全失重，单摆摆动、天平称量、浮力、液体压强等依赖重力的现象都会消失。
PHYSICS,几种等时圆模型分析,等时圆模型研究物体自静止沿竖直圆的光滑弦下滑所用时间：物体沿不同弦滑到圆最低点的时间相同，故称等时。解题关键是先用圆的几何关系找出弦长与直径的关系，再结合匀变速直线运动公式求时间，可拓展到几种等时圆情形的分析。
PHYSICS,板块模型,板块模型中滑块与木板都相对地面运动，靠摩擦力发生相对滑动。位移关系为板长等于两者位移之差（同向）或之和（反向）。分析关键是看摩擦力能提供的最大加速度，判断二者相对静止还是相对滑动；当两者速度相同后，还需重新判断摩擦力的性质是否改变。
PHYSICS,连接体问题的分析易错-整体法与隔离法应用,连接体中各物体加速度相同且不必求内力时，用整体法求加速度；加速度不同或要求物体间相互作用力时，用隔离法对单个物体列方程。加速度相同又需内力时，先整体求加速度，再隔离求内力；滑轮绳连接的两物体加速度方向相反，求绳拉力必须用隔离法。
PHYSICS,求解的基本思路,临界极值问题的一般思路：先审题并把变化的过程划分阶段，再找出过程中变化的物理量、探索其变化规律，最后判断答案发生变化的临界状态，分析临界时刻的条件，列出各量之间的临界关系。它适用于物理量连续变化的过程，关键是找到状态转变瞬间物理量的限制值。
PHYSICS,核心思想-运动分解,小船渡河问题的核心思想是运动分解：船的实际运动是沿船头划行与顺水流漂移两个分运动的合成，合速度方向一般不沿船头指向。分解时以运动的实际效果为依据，把合速度沿水流方向与船头指向两个方向进行合成与分解。
PHYSICS,常见的速度分解模型,通过不可伸长的绳（或杆）连接的关联体，如用绳和定滑轮把船拉向岸边。解法关键是取物体实际速度为合速度，分解为沿绳（杆）方向与垂直绳（杆）方向的分量，沿绳（杆）的分量即绳（杆）长短变化的速度。约束发生在两个物体之间，不同于单个物体的速度合成。
PHYSICS,核心处理思想-运动的合成与分解,平抛运动的核心处理思想是运动的合成与分解：合运动分解为沿初速度方向的匀速直线运动与沿重力方向的匀加速直线运动，水平速度不变x=v0t，竖直初速为零y=gt²/2。两个分运动彼此独立、同时进行，合速度与合位移按平行四边形定则合成。
PHYSICS,核心思想-运动分解-x1,平抛运动分解后还可导出合运动规律：飞行时间只由下落高度决定，水平射程由初速度与下落高度共同决定，轨迹是抛物线；速度偏角α与位移偏角θ之间满足tanα=2tanθ。它与斜抛的区别在于初速度水平，竖直方向没有初速度分量。
PHYSICS,与平抛的区别,类平抛运动与平抛的区别：其加速度由重力以外的恒定合外力（如电场力或斜面上重力分量）产生，方向不一定竖直，而平抛的加速度恒为竖直向下的重力加速度g。识别条件是合外力恒定且垂直初速度，解题关键是沿初速度与合力方向建轴，分解为匀速与匀加速分运动。
PHYSICS,关联速度的分析-运动分解的核心思想,关联速度问题指多个物体的运动被不可伸长的绳（或杆）约束而相互关联。核心思想是运动分解：把各物体实际速度分解为沿绳（杆）与垂直绳（杆）方向的分量，约束要求两物体沿绳（杆）方向的分速度时刻相等，据此列式求解。它不同于单个物体自身的速度合成。
PHYSICS,斜抛运动的物理量求解-多过程问题,斜抛运动的物理量求解利用运动的对称性：上升与下降到同一高度时，上升时间等于下降时间（v0sinθ/g），速度大小相等、方向关于水平对称，水平速度始终不变，竖直分速度大小相等而方向相反。它可用于多过程问题中上升段与下降段的相互换算。
PHYSICS,按运动独立性建立坐标系,斜抛运动可按运动独立性建立坐标系：沿初速度方向为匀速直线运动，沿重力方向加速度恒为g，两个分运动合成合运动；也可再分解为水平匀速（vx=v0cosθ）与竖直上抛两个分运动。最高点的竖直分速度为零，该处速度仅剩水平方向。
PHYSICS,极限思想,极限思想通过极端假设（如让速度趋于极大或极小、角度趋近0°或90°）来分析问题的临界状态，把极限值代入关系式检验结论是否合理。它与转换视角的逆向法、减少计算的对称法配合使用，可高效解决轨迹分析、临界条件与极值求解等问题。
PHYSICS,水平转盘上运动物体模型,水平转盘上圆周运动的物体，若仅靠摩擦力提供向心力，恰好不相对滑动的临界是静摩擦力达到最大值且指向圆心；若水平方向还有绳等其他力，临界情形须按题设判断，先确定某个力是否存在及其方向。范围限于水平面内的圆周运动。
PHYSICS,分析方法,斜面上圆周运动分析方法：先确定约束类型（凹槽或绳牵引），再沿斜面与垂直斜面正交分解，垂直斜面的重力分量与支持力平衡，然后列沿斜面指向圆心的法向方程，最后求临界参数。它与水平面内圆周运动分析的差别在于向心力的来源构成不同。
PHYSICS,圆锥摆的两种变形,圆锥摆两种常见变形：锥角相同而摆长不同时，向心加速度相同，摆长较大的角速度较小、线速度较大；摆高相同而摆长、摆角不同时，周期只由摆高决定，两者周期相同。解决临界问题要关注绳恰好松弛、接触面弹力恰好为零等临界状态。
PHYSICS,三类情况分析,圆周运动临界情形常见三类：水平转盘上的物体恰好不相对滑动，对应静摩擦力达到最大值；绳子即将断，对应拉力达到最大承受值；与支持面或杆的弹力有关，对应弹力恰好为零的状态。确定临界条件时，从某个力达到极值的时刻入手，反求对应的角速度或线速度。
PHYSICS,a-b两物块叠放在转盘上,两个物块（叠放或用轻绳连接）在水平转盘上随盘共转时，要分析哪个先达到滑动临界：比较各自能提供的最大静摩擦力与按自身转动半径所需的向心力，需求先超过摩擦力极限的先滑动。与单物块模型不同，这里须同时考虑两物块间的相互作用与半径差异。
PHYSICS,绳球模型-杆球模型两类经典模型中的临界条件-情景分析,竖直面内圆周运动的绳模型与杆模型临界条件对比：绳（或外管壁等单侧约束）只能提供指向圆心的力，最高点临界状态是约束力恰好为零；杆（或管道等双侧约束）既能向内也能向外用力，最高点临界条件与之不同。区分两类模型的依据是约束能否提供背离圆心的力。
PHYSICS,航天现象中圆周运动的情景创新的问题处理,航天情景中圆周运动问题要找准向心力来源：近地圆轨道上仅由重力提供向心力；航天器加速飞行时座舱对航天员可能出现支持力，重力与支持力的合力提供所需向心力，支持力为零时即完全失重。关键是按具体情景判断哪个力（或哪几个力的合力）充当向心力。
PHYSICS,类比-创新-极限等物理思维考查,圆周运动中要求运用物理思维方法的考查点：类比是把经典模型迁移到新情境（向心力对应引力这类力），创新是面向实际情景建构新模型，极限是用极端条件挖掘临界量。解题关键是找到可类比的经典原型、确定变量的取值边界，再列出向心力方程求解。
PHYSICS,质点,质点是忽略物体大小和形状、把质量集中于一点的理想化模型，用来描述物体的位置与运动。只有当物体的大小、形状对所研究的问题没有影响或影响可忽略时，才能把它看成质点；能否看成质点取决于具体研究问题，与物体实际大小无关。
PHYSICS,参考系,参考系是研究运动时被选作参照的物体。选取参考系具有任意性，但一经选定，对各个物体的运动描述都应统一采用同一参考系；同一物体的运动相对不同参考系描述可能不同，这体现运动的相对性。通常以地面或相对地面静止的物体作为参考系。
PHYSICS,位移,位移是描述物体位置变化的矢量，由初位置指向末位置，大小为两点间直线距离。它与标量的路程相区别：路程是轨迹长度，只看大小；也与位置坐标相区别：坐标描述某一状态的位置，位移描述位置的变化。
PHYSICS,速度,速度是描述位置变化快慢的物理量，定义为位移与时间间隔的比值，是矢量，方向即运动方向。速率只指速度的大小，两者概念不等价，讨论方向与快慢时要区分速度与速率的表述。
PHYSICS,加速度,加速度描述速度变化的快慢，等于速度变化量与时间间隔的比值，是矢量，方向与速度变化量的方向一致。它与速度、速度变化量都可区分：速度大不代表加速度大，速度变化量大也不代表加速度大。实验处理中常用逐差法等方法由数据求出加速度。
PHYSICS,坐标系,坐标系是给物体位置及位置变化定量的数学工具，通过选取原点、正方向与单位长度建立；一维运动常建直线坐标轴，平面运动建平面直角坐标系。它与参考系相区别：参考系确定描述运动的标准，坐标系是在其上定量描述位置的数学手段。
PHYSICS,匀变速直线运动的规律-多过程问题,物体运动包含几个不同性质的阶段时须分段分析：先确定每段的运动性质，再对各段分别选用对应公式列式；相邻两段的衔接处速度是共同量，前段末速度即后段初速度。它与单段问题的区别在于不能把同一组公式贯穿整个过程套用。
PHYSICS,匀变速直线运动问题常用的解题方法,指按已知量与未知量的组合选用公式解匀变速直线运动问题：先弄清各量的已知未知，选不含无用量的运动学公式，也可借助图象法、比例关系等。物体减速到停止的过程，要先判断给定时间内是否已停，不能把总时间直接代入公式计算。
PHYSICS,匀变速直线运动,匀变速直线运动是加速度大小和方向都恒定的直线运动，速度随时间均匀变化；按加速度与速度方向是否相同分为匀加速与匀减速两类。其公式联系速度、位移、加速度与时间，选用公式须根据已知量与未知量来确定。
PHYSICS,速度时间公式,速度时间公式是匀变速直线运动的基本公式，表示某时刻末速度等于初速度加上加速度与时间的乘积，适用于加速度恒定的运动。它是矢量式，应用时要规定正方向；配合识图时，v-t图象斜率表示加速度，a-t图象面积表示速度变化量。
PHYSICS,位移时间公式,本条给出匀变速直线运动位移随时间变化的关系式，说明初速度、加速度与时间的定量关系，并能读x-t图像：图线斜率表示速度，直线表示匀速、曲线表示变速。
PHYSICS,速度位移公式,本条给出匀变速直线运动中速度与位移的关系式（不含时间变量），可据此读v²-x图像的斜率含义；另含人船模型，处理系统初速为零时各部分位移的分配。
PHYSICS,伽利略斜面实验,本条介绍伽利略用斜面实验研究小球运动、并推论自由落体是匀变速直线运动的过程，含理想实验的推理方法及其对建立运动规律的贡献。
PHYSICS,自由落体运动,本条给出自由落体运动的规律（初速为零、只受重力的匀加速直线运动），含平抛与自由落体对比实验的结论，并辨析其适用条件与常见误用。
PHYSICS,胡克定律,本条给出胡克定律（弹簧弹力与形变量成正比，有弹性限度），并含弹簧串联、并联的等效劲度系数，以及用整体法分析弹簧悬挂托盘与盘子的平衡问题。
PHYSICS,静摩擦力,本条说明静摩擦力的概念，给出其有无及方向的判断方法，强调静摩擦力大小随外力变化并在零与最大静摩擦力之间取值。
PHYSICS,滑动摩擦力,本条说明滑动摩擦力的概念与大小计算（取决于正压力与动摩擦因数），含滑动与静摩擦相互转变时的突变处理、摩擦力计算的注意事项，并辨析滑动摩擦力与动力、阻力的关系。
PHYSICS,力的分解,本条说明力的分解与力的合成互为逆运算，给出效果分解法与正交分解法两种方法，并介绍按实际作用效果分解与沿选定坐标轴分解的适用情形。
PHYSICS,四种基本相互作用-引力相互作用-电磁相互作用-强相互作用和弱相互作用,本条介绍自然界四种基本相互作用（引力、电磁、强相互作用和弱相互作用）各自的作用范围，并说明力源于物体之间的相互作用，力不能脱离承载它的物体而独立存在。
PHYSICS,方向-总是竖直向下-竖直向下是和水平面垂直-不一定和接触面垂直-也不一定指向地心,本条说明重力方向总是竖直向下，即与水平面垂直，但未必与接触面垂直、也未必指向地心；并含重心的概念、决定重心位置的因素，以及用悬挂法确定薄板物体重心的方法。
PHYSICS,合力范围,本条说明合力的大小可以比某个分力大、比它小或和它相等，给出两个共点力的合力随夹角变化的取值范围，并能用矢量合成比较三力平衡中各力的大小。
PHYSICS,受力分析多力漏力-受力分析方法,本条给出受力分析的一般步骤与原则，按重力、弹力、摩擦力的顺序逐一分析，强调弹力的方向要垂直接触面、摩擦力要平行于接触面并判断相对运动趋势，并归纳漏力或多画力等易错点。
PHYSICS,整体法与隔离法在受力分析中的应用,本条说明受力分析的两类方法整体法与隔离法：整体法把整个系统当对象，只考虑系统外物体施加的力，用于求系统的合外力或加速度；隔离法分析系统内单个物体的全部受力，用于求物体间的相互作用力；复杂问题常先把系统整体处理，再隔离所需物体。
PHYSICS,相似三角形-动态三角形-拉密定理等方法解决临界极值问题,本条介绍三力平衡求临界与极值的几种方法：用矢量三角形与几何三角形相似的相似三角形法、动态画出闭合三角形的图解法，以及各力与所对角正弦成正比的拉密定理。
PHYSICS,重力,本条说明重力是地球对物体的吸引作用，大小与质量成正比、方向竖直向下，作用点为重心，并含用弹簧图线测定相关量与力的合成实验注意事项。
PHYSICS,弹力,本条说明弹力由物体弹性形变产生，给出弹力有无的判断方法，并介绍常见弹力（支持力、压力、拉力、绳的拉力）的方向与大小确定。
PHYSICS,摩擦力,本条说明摩擦力的概念与静、滑动摩擦的分类，强调需分清运动方向、相对运动（趋势）方向等三个方向，并含叠放物块刚要滑动时的临界条件与摩擦力方向判断。
PHYSICS,力的合成,本条说明力的合成是矢量加法，遵循平行四边形定则（或三角形定则），给出共点力合力的求法与合力随分力夹角变化的取值范围。
PHYSICS,共点力平衡,本条说明共点力平衡的条件（合力为零）与两个推论，含三力平衡时作用线交于一点、以及用全反力与摩擦角处理含摩擦的四力平衡问题。
PHYSICS,共点力的平衡临界极值问题-临界条件,本条说明共点力平衡中临界与极值问题的处理，关键是找出平衡即将被打破的临界状态及其标志条件，如静摩擦力达到最大、弹力恰为零或某力方向发生突变。
PHYSICS,牛顿第一定律,本条说明牛顿第一定律的内容（物体在不受外力时保持静止或匀速直线运动状态），并阐述它与惯性的关系及其在建立力学体系中的意义。
PHYSICS,牛顿第二定律,本条说明牛顿第二定律的表达式，即合外力与加速度的定量关系，含对定律的理解、公式辨析及其六性等特性，并介绍应用方法。
PHYSICS,牛顿第三定律,本条说明牛顿第三定律的内容：两物体间的作用力与反作用力大小相等、方向相反、作用在同一直线上，并阐述对其的理解。
PHYSICS,超重,本条说明超重现象：物体具有向上的加速度时，对支持物的压力（或对悬挂物的拉力）大于自身重力，与运动方向无关、只取决于加速度方向。
PHYSICS,失重,本条说明失重与完全失重现象：物体具有向下的加速度时，视重小于重力；加速度等于重力加速度时为完全失重，并给出两者的判断方法。
PHYSICS,单位制,本条说明单位制与力学单位制的构成，介绍国际单位制中基本单位、导出单位的划分及其相互关系。
PHYSICS,线速度,本条说明线速度的概念，即圆周运动物体沿轨迹切线方向的速度，并给出其与角速度、周期等量的关系，用于描述圆周运动的快慢。
PHYSICS,角速度,本条说明角速度的概念，描述物体绕圆心转动的快慢，并含卫星运行参量随轨道升高而减慢的结论。
PHYSICS,离心现象,本条说明离心现象：做圆周运动的物体在合外力不足以提供所需向心力时，将远离圆心的运动，并介绍防止或利用离心现象的情形。
PHYSICS,曲线运动,本条说明曲线运动的条件（合外力与速度不共线）、特征与速率判断，并含抛体运动中两组易混概念的辨析。
PHYSICS,平抛运动,本条说明平抛运动是水平方向匀速、竖直方向自由落体的合成，给出其运动学公式与两个常用推论，并能比较多个平抛运动及处理角度约束。
PHYSICS,平抛运动与斜面的结合分析,本条说明平抛运动落在斜面上时的分析方法，利用水平与竖直位移的几何关系（斜面倾角）建立方程求解落点，并含与斜面或圆弧面有关的抛体运动及易混概念辨析。
PHYSICS,平抛运动与曲面的结合分析,本条说明平抛运动落在圆弧等曲面上时的分析方法，借助圆心和半径的几何关系确定落点，并含与斜面、曲面有关的平抛运动的综合讨论。
PHYSICS,圆周运动,本条说明圆周运动的基础概念与规律，包括线速度、角速度、周期、频率等描述量及其相互关系，用于刻画物体沿圆轨迹的运动。
PHYSICS,向心力,本条说明向心力是使物体做圆周运动所需的指向圆心的合外力，由其他实际力提供而非新力，并含汽车转弯时由静摩擦提供向心力及水平与倾斜路面的情形。
PHYSICS,向心加速度,本条说明向心加速度的概念，其方向始终指向圆心，改变速度方向而不改变速度大小，并介绍向心力与向心加速度的关系。
PHYSICS,开普勒三定律,本条说明开普勒行星运动三定律（椭圆轨道、面积速度、周期与半长轴的关系），并含万有引力与开普勒定律的综合比较、冲日间隔判据及变轨过程中的周期关系。
PHYSICS,宇宙速度,本条说明宇宙速度的概念与取值范围，涵盖第一、第二、第三三个宇宙速度，并介绍发射速度与三者大小的关系。
PHYSICS,同步卫星,本条说明同步卫星的概念（运行周期与地球自转周期相同、相对地面静止的地球卫星），并含近地卫星、同步卫星与赤道物体三者的运行参量比较。
PHYSICS,天体质量计算,本条说明天体质量与密度的估算方法，即由环绕天体的轨道参量结合万有引力定律推算中心天体的质量与密度。
PHYSICS,表达式-f-g,本条给出微元柱体的体积、质量与动量表达式，即用微元法取一小段柱形体并写出其体积、质量与动量的式子，作为后续分析的基础。
PHYSICS,卫星的对接问题,本条说明卫星对接的两类情形：低轨道飞船加速后沿椭圆轨道做离心运动、追上高轨道的空间站，以及同轨道上飞船先减速降低轨道、再加速抬高轨道后对接，并归纳航天器变轨时的若干注意事项。
PHYSICS,地球重力场监测,本条说明用卫星重力测量监测地球重力场的方法，依据地球质量分布不均导致的引力异常，通过卫星间距离的微小变化反演地表水储量迁移等信息。
PHYSICS,不同高度卫星物理量的比较,本条说明圆轨道上人造卫星的线速度、周期、角速度与加速度随轨道半径变化的关系，概括轨道越高运行越慢、周期越长的结论，并能比较变轨前后及不同轨道卫星的各量，含动能与动量的比较。
PHYSICS,三星模型,本条说明三星模型的构成与受力分析，即三颗星共线、两颗环绕星绕中央星运行，以及三颗星质量相等、分布在等边三角形顶点并各绕中心做圆周运动的两种情形，并延伸到多星模型（三星、四星）及拉格朗日点问题。
PHYSICS,万有引力定律,本条说明万有引力定律的表达式与适用条件（质点间或质量分布均匀的球体），含两条常用推论，并辨析距离趋于零时万有引力并不趋于无穷大。
PHYSICS,功,本条说明功的概念与恒力做功的计算，重点介绍变力做功的多种计算方法，以及力随位移线性变化时的做功处理。
PHYSICS,弹性势能,本条说明弹性势能的概念与特点，指出弹簧形变量最大（拉伸至最长或压缩至最短）时弹性势能最大，并归纳涉及弹簧的能量问题要点。
PHYSICS,功能关系,本条说明功与能变化的关系，给出处理含阻力问题时克服阻力做功与落地动能不相等的辨析，以及为系统选择功能关系的策略。
PHYSICS,功率,本条说明功率的概念及其两种取值，区分平均功率与瞬时功率，并给出两者的计算方法与适用情形。
PHYSICS,动能,物体因运动状态而具有的能量，是标量，大小由质量与速率共同决定，且随参考系选择而变化。与同为状态量的动量（矢量，方向随速度）相区别，也区别于作为能量转移过程量的功。
PHYSICS,动能定理,合外力对物体所做的功等于物体动能的变化量，是标量的过程关系，恒力与变力过程均适用；合功可取各力做功的代数和。与牛顿第二定律的瞬时关系相区别，也与要求只有重力弹力做功的机械能守恒相区别。
PHYSICS,重力势能,物体因所处相对位置而具有的能量，是标量；零势能面可任意选取，数值随参考面变化而变化，但变化量与参考面无关。重力做的功等于重力势能的减少量，且与路径无关。
PHYSICS,机械能守恒定律,系统内只有重力和弹力做功时，动能与势能相互转化而总量不变，条件判断是关键。轻杆轻绳连接的多体系统应对整体判断守恒；与普遍成立的能量守恒定律相区别，也与处理合功与动能变化的动能定理相区别。
PHYSICS,能量守恒定律,能量既不会创生也不会消灭，只能从一种形式转化为另一种形式或从一个物体转移到另一个物体，总量保持不变。是普遍成立的规律，不要求只有保守力做功；机械能守恒只是它在特定条件下的特例。
PHYSICS,冲量,力与作用时间的乘积，是矢量，方向与力的方向相同，反映力在时间上的累积效果，属过程量。恒力直接相乘，变力求平均值或用力—时间图线下面积计算；与状态量动量相区别。
PHYSICS,反冲运动,系统一部分向外喷射或抛出另一部分时，剩余部分向相反方向运动的过程；外力为零或可忽略时系统动量守恒，能量由内能转化而来，机械能通常增加。与碰撞相区别，碰撞的动能不增加。
PHYSICS,动量,质量与速度的乘积，是矢量，方向与速度方向相同，属状态量；对参考系有相对性，对时刻有瞬时性。与标量动能相区别，也区别于描述力与时间累积效果的冲量。
PHYSICS,动量定理,合外力对物体的冲量等于物体动量的变化量，是矢量关系，恒力变力过程均可用；变力可取平均值或用图像面积求解，且可分方向应用。与处理合功和动能变化的标量关系动能定理相区别。
