subject,slug,candidate,reason
CHEMISTRY,判断原电池正-负极的方法,判断原电池正、负极的方法,以题面/指令开头（是题干不是名字）
CHEMISTRY,判断原电池正-负极的方法,判断原电池正负极的常用方法,以题面/指令开头（是题干不是名字）
CHEMISTRY,判断原电池正-负极的方法,判断正负极的两个易错点,以题面/指令开头（是题干不是名字）
CHEMISTRY,判断同分异构体数目的常用方法和思路,【变式训练2·变考法】分子式为C4H9Cl,坏名检测：题干/答案标记
CHEMISTRY,判断弱酸的三种方法,判断一元酸为弱酸的实验方法与结论,以题面/指令开头（是题干不是名字）
CHEMISTRY,判断弱酸的三种方法,判断弱电解质的三个思维角度,以题面/指令开头（是题干不是名字）
CHEMISTRY,判断弱酸的三种方法,判断强酸弱酸的常用方法,以题面/指令开头（是题干不是名字）
CHEMISTRY,利用nh3的还原性可以消除氮氧化物的污染-其中除去no的主要反应如下,乙醛（CH₃CHO）：还原性及与银氨溶液、新制氢氧化铜的反应,超长（>24 字）
CHEMISTRY,利用nh3的还原性可以消除氮氧化物的污染-其中除去no的主要反应如下,氯气与还原性化合物的反应,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,利用nh3的还原性可以消除氮氧化物的污染-其中除去no的主要反应如下,金属氢化物与硼氢化钠的强还原性,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,利用电离常数-k-巧判溶液稀释中有关粒子浓度比值大小,判断溶液中微粒浓度比值的三种方法,以题面/指令开头（是题干不是名字）
CHEMISTRY,利用电离常数-k-巧判溶液稀释中有关粒子浓度比值大小,等浓度CH3COOH与CH3COONa混合液的粒子浓度排序,超长（>24 字）
CHEMISTRY,利用盖斯定律书写热化学方程式的一般步骤,热化学方程式的书写规范,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,利用盖斯定律书写热化学方程式的一般步骤,解题的一般步骤,以题面/指令开头（是题干不是名字）
CHEMISTRY,勒夏特列原理,勒夏特列原理及其适用范围,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,勒夏特列原理及应用,勒夏特列原理及其适用范围,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,化合物,铜的重要化合物及其应用,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,化学与传统文化,《天工开物》中“凡石灰经火焚炼为用”里的“石,括号不配对（截断残片）
CHEMISTRY,化学反应的方向和调控易混易错点,判断反应方向的四个不能,以题面/指令开头（是题干不是名字）
CHEMISTRY,化学反应的方向和调控易混易错点,判断反应自发性需要注意的问题,以题面/指令开头（是题干不是名字）
CHEMISTRY,化学反应的本质,特性：只有种类，没有个数；化学反,含逗号/句末标点（是句子不是名字）
CHEMISTRY,化学反应速率,化学反应速率的概念与表示,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,化学反应速率,平均速率与瞬时速率,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,化学反应速率与化学计量数的关系,化学反应速率的表示方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,化学反应速率与化学计量数的关系,平均速率与瞬时速率,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,化学反应速率及表示方法,化学反应速率的概念与表示,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,化学反应速率及表示方法,化学反应速率的表示方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,化学反应速率的测定,化学反应速率的常用测定方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,化学反应速率的计算方法,化学反应速率的常用测定方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,化学反应速率的计算方法,计算化学反应速率的四种方法,以题面/指令开头（是题干不是名字）
CHEMISTRY,化学实验中的温度控制,浴热(水浴、油浴、沙浴等)；优点,含逗号/句末标点（是句子不是名字）
CHEMISTRY,化学平衡常数,化学平衡常数的含义与表达式,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,化学平衡常数及影响因素,平衡常数的意义与影响因素,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,化学平衡常数的影响因素,平衡常数的意义与影响因素,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,化学平衡常数的影响因素,若化学方程式中各物质的化学计量数都变成n倍或,以虚词结尾（截断残片）
CHEMISTRY,化学平衡状态的判断,不能作为平衡标志的四种情况,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,化学平衡状态的判断,判断化学平衡状态的思维模型,以题面/指令开头（是题干不是名字）
CHEMISTRY,化学平衡状态的判断,判断平衡状态的“逆向相等、变量不变”,以题面/指令开头（是题干不是名字）
CHEMISTRY,化学平衡状态的判断,判断平衡状态的方法：逆向相等与变量不变,以题面/指令开头（是题干不是名字）
CHEMISTRY,化学平衡状态的判断,判断平衡状态：逆向相等、变量不变,以题面/指令开头（是题干不是名字）
CHEMISTRY,化学平衡状态的判断,判断平衡状态：逆向相等与变量不变,以题面/指令开头（是题干不是名字）
CHEMISTRY,化学平衡移动方向和转化率的判断,反应aA(g)+bB(g)cC(g)+dD(,括号不配对（截断残片）
CHEMISTRY,化学平衡移动的分析方法,有机合成的原则与分析方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,化学电源的优点与优劣判断,化学电源的优点与优劣判断标准,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,化学键与物质的类别,本质：质子数相同的一类原子；质子,含逗号/句末标点（是句子不是名字）
CHEMISTRY,化学键对物质性质的影响,配合物的形成对物质性质的影响,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,化学键的符号表征-电子式,电子式的书写规则,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,化工流程题的分析模型,流程中控制溶液pH的目的,以虚词结尾（截断残片）
CHEMISTRY,单糖,糖类的概念与分类,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,单质与氧化还原反应的关系,氧化还原反应与四种基本反应类型的关系,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,卤代烃的性质及应用,卤代烃的水解与消去反应,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,卤代烃的水解反应和消去反应,卤代烃的水解与消去反应,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,卤代烃的结构和性质易混易错点,卤代烃的水解与消去反应,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,卤族元素,卤素单质性质的相似性与递变性,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,卤素离子的检验方法,卤代烃中卤素原子的检验方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,压强平衡常数的计算,压强平衡常数$K_p$的计算步骤,含 LaTeX 定界符（是公式片段不是名字）
CHEMISTRY,压强平衡常数的计算,多平衡体系中平衡常数的计算,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,原子经济性,绿色化学与原子经济性,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,原子结构,原子的构成与微粒数量关系,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,原子结构与元素周期表的关系,能层、能级与原子轨道,被 4 个节点同时 claim（全局互斥）
CHEMISTRY,原子结构中微粒的关系及计算,原子的构成与微粒数量关系,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,原电池,原电池的构成条件与工作原理,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,原电池,盐桥的组成与作用,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,原电池工作原理易错知识-10-点,原电池装置图的四个失分点,坏名检测：题干/答案标记
CHEMISTRY,原电池的工作原理-以zn-cu原电池为例,原电池的构成条件与工作原理,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,反应热,反应热与焓变,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,反应热,计算反应热的四条途径,以题面/指令开头（是题干不是名字）
CHEMISTRY,反应热-焓变,反应热与焓变,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,反应热-焓变,计算反应热的五种常用方法,以题面/指令开头（是题干不是名字）
CHEMISTRY,反应热大小的比较,反应热大小的比较方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,反应热大小的比较规律,反应热大小的比较方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,反应热大小的比较规律,金属腐蚀快慢的比较规律,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,可充电电池题目的解答思路,二次电池的解题流程,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,可充电电池题目的解答思路,锂电池与锂离子电池的工作原理,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,可逆反应,可逆反应的概念与特点,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,可逆反应的特点及应用,判断正在进行的可逆反应的方向以及反应是否达到,以题面/指令开头（是题干不是名字）
CHEMISTRY,可逆反应的特点及应用,可逆反应的概念与特点,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,合金,合金的概念与性能,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,合金,新型合金及其应用,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,合金的概念及性能,合金的概念与性能,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,同系物-同分异构体的概念和判断易混易错点,五同概念辨析：同位素、同素异形体、同系物、同分异构体、同种物质,超长（>24 字）
CHEMISTRY,含量-或转化率-时间-温度-压强-图像,“先拐先平，数值大”原则的应用,含逗号/句末标点（是句子不是名字）
CHEMISTRY,含铝物质的制备和转化,Al3+、Al(OH)3、[Al(OH)4]- 的转化关系,超长（>24 字）
CHEMISTRY,含铝物质的制备和转化,铝三角的转化关系,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,吸热反应和放热反应,判断吸放热的三个易错点,以题面/指令开头（是题干不是名字）
CHEMISTRY,命名原则,有机物的命名方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,在一定温度下-利用催化剂将nh3分解为n2和h2-相关化学键的键能数据如下,加催化剂同时升高温度　②加催化剂同时增大压强,坏名检测：题干/答案标记
CHEMISTRY,在浓差电池中-为了限定某些离子的移动-常涉及到-离子交换膜,氯碱工业中阳离子交换膜的作用,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,在浓差电池中-为了限定某些离子的移动-常涉及到-离子交换膜,离子交换膜的作用,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,在浓差电池中-为了限定某些离子的移动-常涉及到-离子交换膜,离子交换膜的种类与作用,与同学科另一节点主名相同（歧义）
CHEMISTRY,在浓差电池中-为了限定某些离子的移动-常涉及到-离子交换膜,离子交换膜的类型与功能,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,在饱和溶液中加入少量的溶液产生沉淀-若以ksp表示的溶度积常数-则平衡后溶液中,已知：往溴的苯溶液中加入少量铁屑,以题面/指令开头（是题干不是名字）
CHEMISTRY,基元反应,基元反应、过渡态与反应历程,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,外界条件对化学反应速率的影响规律,共价键极性对有机反应的影响,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,外界条件对化学反应速率的影响规律,惰性气体对反应速率的影响,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,外界条件对化学平衡的影响,K2Cr2O7溶液中滴加NaOH与硫酸的颜色变化实验,超长（>24 字）
CHEMISTRY,外界条件对水的电离平衡的影响,外界条件对电离平衡的影响,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,外界条件对水的电离平衡的影响,抑制与促进水电离的方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,外界条件对水的电离平衡的影响,电离平衡的建立与特征,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,多池串联装置类型的判断,多池串联装置的分析方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,大π键,CO2,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,大π键,形成条件,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,官能团的保护,酚羟基,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,官能团的转化,官能团的保护与恢复,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,定性探究题的形式与基本环节,定性探究实验的六个基本环节,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,实验中的排空操作,实验前排空的目的,以虚词结尾（截断残片）
CHEMISTRY,实验室用mno2和浓盐酸制取cl2时注意-四点,氯气的实验室制法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,实验探究乙酸乙酯的制备,乙酸乙酯的制备实验要点,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,实验方案设计,实验操作与条件控制的目的,以虚词结尾（截断残片）
CHEMISTRY,实验方案设计,解答物质制备实验题的思维流程,以题面/指令开头（是题干不是名字）
CHEMISTRY,实验综合题答题模板,判断试剂过量的方法,以题面/指令开头（是题干不是名字）
CHEMISTRY,实验综合题答题模板,物质制备型综合实验的操作顺序与水洗分液的目的,以虚词结尾（截断残片）
CHEMISTRY,对氧化物认识的几个误区,氧化物与化合物分类中的“一定““不一定“,括号不配对（截断残片）
CHEMISTRY,对氧化物认识的几个误区,氧化物分类中的“一定”与“不一定”,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,工业上用某种氧化铝矿石-含fe2o3杂质-为原料冶炼铝的工艺流程如下,工艺流程中加氧化剂将Fe2+转化为Fe3+的目的,以虚词结尾（截断残片）
CHEMISTRY,工业上用某种氧化铝矿石-含fe2o3杂质-为原料冶炼铝的工艺流程如下,工艺流程中原料粉碎研磨的目的,以虚词结尾（截断残片）
CHEMISTRY,工业上用某种氧化铝矿石-含fe2o3杂质-为原料冶炼铝的工艺流程如下,工艺流程中原料预处理的方法及目的,以虚词结尾（截断残片）
CHEMISTRY,工业上用某种氧化铝矿石-含fe2o3杂质-为原料冶炼铝的工艺流程如下,工艺流程中的条件控制及目的,以虚词结尾（截断残片）
CHEMISTRY,工业上用某种氧化铝矿石-含fe2o3杂质-为原料冶炼铝的工艺流程如下,氧化铝的两性,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,工业制法,氯气的工业制法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,巧抓-四点-突破酸碱中和滴定曲线中的粒子浓度关系,电解质溶液中的电荷守恒,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,已知总方程式-书写电极反应式,按要求书写电极反应式和总反应方程式,坏名检测：题干/答案标记
CHEMISTRY,常温下-铁-铝遇浓硝酸能发生-钝化-并非不反应-故常温下浓硝酸可以用铁桶盛放,常温下,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,常见仪器,滴液漏斗末端插入液面以下的目的,以虚词结尾（截断残片）
CHEMISTRY,常见的氧化剂与还原剂,金属氢化物与硼氢化钠的强还原性,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,常见的物质分类的几个误区,氧化物分类中的“一定”与“不一定”,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,常见金属材料,常见金属材料与新型合金,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,常见阳离子的检验与推断依据,铵盐的性质与铵根离子的检验,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,常见阴离子的检验与推断依据,硫酸根检验的两个易错点,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,常规图像解题分析,恒温线与恒压线图像的定一议二,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,平衡常数的综合计算,化学平衡计算的三点说明,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,平衡常数的综合计算,多平衡体系中平衡常数的计算,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,平衡类问题需考虑的几个方面,化学平衡计算的三点说明,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,应用氧化还原反应的原理实现不同价态含硫物质的转化,不同价态含硫物质的转化规律,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,应用氧化还原反应的原理实现不同价态含硫物质的转化,铁与氧化剂反应的价态规律,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,应用氧化还原反应的原理实现不同价态含硫物质的转化,高炉炼铁的原理,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,弱电解质的电离,强电解质与弱电解质的区分,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,弱电解质的电离平衡,判断弱电解质的三个角度,以题面/指令开头（是题干不是名字）
CHEMISTRY,弱电解质的电离平衡,判断强弱电解质的六种实验设计,以题面/指令开头（是题干不是名字）
CHEMISTRY,强电解质与弱电解质,强电解质与弱电解质的区分,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,影响化学平衡的因素,影响电离平衡的因素,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,忽视物质溶于水时溶液体积的变化,已知：PbSO4不溶于水，但可溶,含逗号/句末标点（是句子不是名字）
CHEMISTRY,忽视物质溶于水时溶液体积的变化,解答此类题目注意三个关键点,以题面/指令开头（是题干不是名字）
CHEMISTRY,恒温线或恒压线图像,恒温线与恒压线图像的定一议二,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,惰性气体对化学反应速率的影响,惰性气体对反应速率的影响,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,手性分子,手性分子与手性碳原子的判断,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,抑制-促进水电离平衡的方法,抑制与促进水电离的方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,控制变量法探究影响化学反应速率的因素,甲：在500 ℃时，10 mol,含逗号/句末标点（是句子不是名字）
CHEMISTRY,摩尔质量的计算方法,求气体摩尔质量与相对分子质量的常用方法,以题面/指令开头（是题干不是名字）
CHEMISTRY,摩尔质量的计算方法,求气体摩尔质量与相对分子质量的常用方法（一）,以题面/指令开头（是题干不是名字）
CHEMISTRY,摩尔质量的计算方法,求气体摩尔质量与相对分子质量的常用方法（二）,以题面/指令开头（是题干不是名字）
CHEMISTRY,摩尔质量的计算方法,求气体摩尔质量的常用方法,以题面/指令开头（是题干不是名字）
CHEMISTRY,摩尔质量的计算方法,求算气体摩尔质量的五种常用方法,以题面/指令开头（是题干不是名字）
CHEMISTRY,摩尔质量的计算方法,溶液pH的计算方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,摩尔质量的计算方法,计算每步固体剩余的质量m(剩余),以题面/指令开头（是题干不是名字）
CHEMISTRY,斜向变化体现不同价态-不同类别之间物质的转化-主要体现物质的氧化性或还原性,卤素单质性质的相似性与递变性,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,新型化学电源,化学电源的优点与优劣判断标准,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,既能跟稀盐酸反应-又能跟氢氧化钠溶液反应的化合物是,CO：CaCl2溶液和稀盐酸；加,含逗号/句末标点（是句子不是名字）
CHEMISTRY,既能跟稀盐酸反应-又能跟氢氧化钠溶液反应的化合物是,SO：稀盐酸和BaCl2溶液；加,含逗号/句末标点（是句子不是名字）
CHEMISTRY,晶体与非晶体,晶体与非晶体的区别,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,晶体熔-沸点比较的解题思维流程,解题思路点拨,以题面/指令开头（是题干不是名字）
CHEMISTRY,晶体熔-沸点高低的比较方法,先看晶体类型，再比微粒间作用力,含逗号/句末标点（是句子不是名字）
CHEMISTRY,晶胞,判断两种晶胞是否表示同一晶体,以题面/指令开头（是题干不是名字）
CHEMISTRY,有关物质的熔-沸点-解答下列问题,"氢键除影响物质的熔、沸点外,还影响物质的溶解",含逗号/句末标点（是句子不是名字）
CHEMISTRY,有关电离常数计算的两种类型-以弱酸hx为例,则：Ka=。,含逗号/句末标点（是句子不是名字）
CHEMISTRY,有效碰撞理论解释外因对化学反应速率的影响,孤电子对对键角影响的理论解释,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,有机化合物中的共价键,共价键极性对有机反应的影响,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,有机合成,有机合成的原则与分析方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,有机合成路线的推断方法,有机推断综合题常以新医药、新材料的合成工艺为,以虚词结尾（截断残片）
CHEMISTRY,有机物的制备实验,解答有机物制备实验题的三个着力点,以题面/指令开头（是题干不是名字）
CHEMISTRY,有机物的结构可用键线式表示-如,结构简式与键线式的书写规范,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,有机物的结构特点,结构简式,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,有机物的结构特点,结构简式与键线式的书写规范,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,本实验中加入试剂的顺序是什么-按照其他顺序加入试剂能否达到同样的目的,固体洗涤试剂的选择与目的,以虚词结尾（截断残片）
CHEMISTRY,本实验中加入试剂的顺序是什么-按照其他顺序加入试剂能否达到同样的目的,性质探究实验中常见操作的目的,以虚词结尾（截断残片）
CHEMISTRY,本实验中加入试剂的顺序是什么-按照其他顺序加入试剂能否达到同样的目的,水浴加热的目的,以虚词结尾（截断残片）
CHEMISTRY,核反应方程的分析,核反应方程的分析思路,与同学科另一节点主名相同（歧义）
CHEMISTRY,核外电子运动状态,能层、能级与原子轨道,被 4 个节点同时 claim（全局互斥）
CHEMISTRY,核素,元素、核素与同位素,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,核酸的结构与性质,核酸的组成与结构,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,气体体积的测定方法,间接测量法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,气体摩尔体积,气体摩尔体积与“22.4 L·mol⁻¹”的使用规范,超长（>24 字）
CHEMISTRY,气体摩尔体积,气体摩尔体积与阿伏加德罗定律,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,氧化性-还原性强弱的比较,已知I-、Fe2+、SO2、Cl-和H2O2,以题面/指令开头（是题干不是名字）
CHEMISTRY,氧化物的类型,常用试纸的类型与使用方法,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,氧化还原反应,判断氧化还原反应的依据,以题面/指令开头（是题干不是名字）
CHEMISTRY,氧化还原反应,氧化还原反应生成物的判断方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,氧化还原反应,解决氧化还原反应概念题的一般思路,以题面/指令开头（是题干不是名字）
CHEMISTRY,氧化还原反应,解答氧化还原反应概念题的三个步骤,以题面/指令开头（是题干不是名字）
CHEMISTRY,氧化还原反应中电子转移的表示方法,氧化还原反应生成物的判断方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,氧化还原反应中电子转移的表示方法,电子转移数目的判断要点,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,氧化还原反应方程式的配平方法,判断反应方向的传统方法,以题面/指令开头（是题干不是名字）
CHEMISTRY,氧化还原反应方程式的配平方法,氧化还原方程式的配平步骤,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,氧化还原反应概念的-易错点,氧化还原反应与四种基本反应类型的关系,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,氧化还原反应规律及其应用,价态规律及其应用,与同学科另一节点主名相同（歧义）
CHEMISTRY,氧化钠,氧化钠与过氧化钠的比较,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,氧化铝-氢氧化铝两性的重要应用,AlCl3与NaOH反应的量比规律（氢氧化铝两性）,超长（>24 字）
CHEMISTRY,氧化铝的性质与应用,氧化铝的两性,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,氨基酸的结构与性质,氨基酸的两性与成肽反应,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,氮元素的价类二维图及转化关系,氮元素的“价,括号不配对（截断残片）
CHEMISTRY,氯气,新制氯水的成分与多重性质,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,氯气,氯气与还原性化合物的反应,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,氯水的成分,新制氯水的成分与多重性质,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,水电离出的c水(H＋)与c水(OH－)的计算,水电离出的 c水(H+) 与 c水(OH-) 的计算,超长（>24 字）
CHEMISTRY,水的电离,水的电离与水的离子积,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,水的电离平衡曲线,水的电离平衡曲线的判读,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,水的电离平衡移动的影响因素,影响电离平衡的因素,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,水的电离平衡移动的影响因素,电离度的概念与影响因素,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,水的离子积常数,水的电离与水的离子积,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,水的离子积常数,水的电离平衡曲线的判读,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,沉淀溶解平衡的应用,已知Ksp(AgCl)=1.56×10-10,以题面/指令开头（是题干不是名字）
CHEMISTRY,浓差电池-的分析方法,多池串联装置的分析方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,浓度商与化学平衡常数的表达式,化学平衡常数的含义与表达式,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,浓度计算的常用方法,常用试纸的类型与使用方法,被 3 个节点同时 claim（全局互斥）
CHEMISTRY,浓度计算的常用方法,金属防护的常用方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,浓硫酸,浓硫酸的三大特性,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,浓硫酸,硫酸的性质与浓硫酸的特性,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,浓硫酸与金属的反应规律,浓硫酸与金属反应的规律,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,浓硫酸与金属的反应规律,铁与非金属单质的反应,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,海水提取溴,海水提溴与海带提碘的流程,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,海水提取镁,海水提镁的工艺流程,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,海水提镁的工艺流程分析,工艺流程中冷却降温的目的,以虚词结尾（截断残片）
CHEMISTRY,海水提镁的工艺流程分析,工艺流程中加热的目的,以虚词结尾（截断残片）
CHEMISTRY,海水提镁的工艺流程分析,工艺流程中水浸的目的,以虚词结尾（截断残片）
CHEMISTRY,海水提镁的工艺流程分析,工艺流程中煅烧灼烧的目的,以虚词结尾（截断残片）
CHEMISTRY,海水提镁的工艺流程分析,工艺流程中趁热过滤的目的,以虚词结尾（截断残片）
CHEMISTRY,海水提镁的工艺流程分析,工艺流程中酸浸的目的,以虚词结尾（截断残片）
CHEMISTRY,海水提镁的工艺流程分析,海水提镁的工艺流程,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,混合溶液酸碱性的判断规律,溶液酸碱性的判断依据,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,混合溶液酸碱性的判断规律,溶液酸碱性的判断方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,混合物计算的方法,混合物计算的三种方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,溶度积,溶度积常数及其影响因素,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,溶液ph的计算,溶液pH的计算方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,溶液的ph,溶液的酸碱性与pH,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,溶液的酸碱性,判断溶液酸碱性时的温度陷阱,以题面/指令开头（是题干不是名字）
CHEMISTRY,溶液的酸碱性,常温下,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,溶液的酸碱性,溶液的酸碱性与pH,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,溶液的酸碱性,溶液酸碱性的判断依据,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,溶液的酸碱性,溶液酸碱性的判断方法,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,溶质为酸的溶液-oh-全部来自水的电离,a点，溶质为CH3COONa、C,含逗号/句末标点（是句子不是名字）
CHEMISTRY,滴定操作,中和滴定的误差分析,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,滴定操作,燃烧：按一定流速通入，一段时间后,含逗号/句末标点（是句子不是名字）
CHEMISTRY,滴定操作,酸碱中和滴定的操作与终点判断,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,漂白粉,漂白液与漂白粉,被 2 个节点同时 claim（全局互斥）
CHEMISTRY,烃类的燃烧规律,烃完全燃烧耗氧量的比较规律,被 2 个节点同时 claim（全局互斥）
