subject,pdf_page,content_page,book,chapter,also,note,raw
PHYSICS,0169,162,物理选择性必修第二册,第三章 交变电流,,,选择性必修第二册 第三章 交变电流
PHYSICS,0170,163,物理选择性必修第二册,第三章 交变电流,,,选择性必修第二册 第三章 交变电流
PHYSICS,0171,164,物理选择性必修第二册,第三章 交变电流,,,选择性必修第二册 第三章 交变电流
PHYSICS,0173,166,物理选择性必修第一册,第四章 光,,,选择性必修第一册 第四章 光
PHYSICS,0174,167,物理选择性必修第一册,第四章 光,,,选择性必修第一册 第四章 光
PHYSICS,0175,168,物理选择性必修第一册,第四章 光,,,选择性必修第一册 第四章 光
PHYSICS,0176,169,物理选择性必修第一册,第四章 光,,,选择性必修第一册 第四章 光
PHYSICS,0177,170,物理选择性必修第一册,第四章 光,,,选择性必修第一册 第四章 光（实验：测量玻璃的折射率）
PHYSICS,0178,171,物理选择性必修第一册,第四章 光,,,选择性必修第一册 第四章 光（实验：用双缝干涉测量光的波长）
PHYSICS,0179,172,物理选择性必修第三册,第一章 分子动理论,,,选择性必修第三册 第一章 分子动理论
PHYSICS,0180,173,物理选择性必修第三册,第一章 分子动理论,,,选择性必修第三册 第一章 分子动理论
PHYSICS,0181,174,物理选择性必修第三册,第二章 气体、固体和液体,,,选择性必修第三册 第二章 气体、固体和液体
PHYSICS,0182,175,物理选择性必修第三册,第二章 气体、固体和液体,,,选择性必修第三册 第二章 气体、固体和液体
PHYSICS,0183,176,物理选择性必修第三册,第二章 气体、固体和液体,,,选择性必修第三册 第二章 气体、固体和液体
PHYSICS,0184,177,物理选择性必修第三册,第二章 气体、固体和液体,,,选择性必修第三册 第二章 气体、固体和液体
PHYSICS,0185,178,物理选择性必修第三册,第二章 气体、固体和液体,,,选择性必修第三册 第二章 气体、固体和液体
PHYSICS,0186,179,物理选择性必修第三册,第二章 气体、固体和液体,,,选择性必修第三册 第二章 气体、固体和液体
PHYSICS,0187,180,物理选择性必修第三册,第二章 气体、固体和液体,,,选择性必修第三册 第二章 气体、固体和液体
PHYSICS,0188,181,物理选择性必修第三册,第二章 气体、固体和液体,,,选择性必修第三册 第二章 气体、固体和液体
PHYSICS,0189,182,物理选择性必修第三册,第二章 气体、固体和液体,,,选择性必修第三册 第二章 气体、固体和液体（气体实验定律在变质量问题中的应用）
PHYSICS,0190,183,物理选择性必修第三册,第三章 热力学定律,,,选择性必修第三册 第三章 热力学定律
PHYSICS,0191,184,物理选择性必修第三册,第三章 热力学定律,,,选择性必修第三册 第三章 热力学定律
PHYSICS,0192,185,物理选择性必修第三册,第一章 分子动理论,物理选择性必修第三册 第二章 气体、固体和液体,,选择性必修第三册 第一章、 第二章（实验）
PHYSICS,0193,186,物理选择性必修第三册,第四章 原子结构和波粒二象性,,,选择性必修第三册 第四章 原子结构和波粒二象性
PHYSICS,0194,187,物理选择性必修第三册,第四章 原子结构和波粒二象性,,,选择性必修第三册 第四章 原子结构和波粒二象性
PHYSICS,0195,188,物理选择性必修第三册,第四章 原子结构和波粒二象性,,,选择性必修第三册 第四章 原子结构和波粒二象性
PHYSICS,0196,189,物理选择性必修第三册,第四章 原子结构和波粒二象性,,,选择性必修第三册 第四章 原子结构和波粒二象性
PHYSICS,0197,190,物理选择性必修第三册,第四章 原子结构和波粒二象性,,,选择性必修第三册 第四章 原子结构和波粒二象性
PHYSICS,0198,191,物理选择性必修第三册,第五章 原子核和核反应,,,选择性必修第三册 第五章 原子核
PHYSICS,0199,192,物理选择性必修第三册,第五章 原子核和核反应,,,选择性必修第三册 第五章 原子核
CHEMISTRY,0003,1,化学必修第一册,第一章 物质及其变化,,,必修第一册 第一章 物质及其变化
CHEMISTRY,0004,2,化学必修第一册,第一章 物质及其变化,,,必修第一册 第一章 物质及其变化
CHEMISTRY,0005,3,化学必修第一册,第一章 物质及其变化,,,必修第一册 第一章 物质及其变化（跨章节综览性质）
CHEMISTRY,0006,4,化学必修第一册,第一章 物质及其变化,化学必修第二册 第八章 化学与可持续发展,,必修第一册 第一章 物质及其变化；必修第二册 第八章 化学与可持续发展
CHEMISTRY,0007,5,化学必修第二册,第八章 化学与可持续发展,化学选择性必修3 第四章 生物大分子,,必修第二册 第八章 化学与可持续发展；选择性必修3 第四章 生物大分子
CHEMISTRY,0008,6,化学必修第二册,第八章 化学与可持续发展,化学必修第一册 第四章 物质结构 元素周期律,,必修第二册 第八章 化学与可持续发展；必修第一册 第四章 物质结构 元素周期律
CHEMISTRY,0009,7,化学必修第一册,第二章 海水中的重要元素——钠和氯,,,必修第一册 第二章 海水中的重要元素——钠和氯
CHEMISTRY,0010,8,化学必修第一册,第二章 海水中的重要元素——钠和氯,,,必修第一册 第二章 海水中的重要元素——钠和氯
CHEMISTRY,0011,9,化学必修第一册,第二章 海水中的重要元素——钠和氯,,,必修第一册 第二章 海水中的重要元素——钠和氯
CHEMISTRY,0012,10,化学必修第一册,第二章 海水中的重要元素——钠和氯,,,必修第一册 第二章 海水中的重要元素——钠和氯（计算方法跨章通用）
CHEMISTRY,0013,11,化学必修第一册,第二章 海水中的重要元素——钠和氯,,,必修第一册 第二章 海水中的重要元素——钠和氯（计算方法跨章通用）
CHEMISTRY,0014,12,化学必修第一册,第一章 物质及其变化,,,必修第一册 第一章 物质及其变化（离子反应）
CHEMISTRY,0015,13,化学必修第一册,第一章 物质及其变化,,,必修第一册 第一章 物质及其变化（离子反应）
CHEMISTRY,0016,14,化学必修第一册,第一章 物质及其变化,,,必修第一册 第一章 物质及其变化（离子反应）
CHEMISTRY,0017,15,化学必修第一册,第一章 物质及其变化,,,必修第一册 第一章 物质及其变化（氧化还原反应）
CHEMISTRY,0018,16,化学必修第一册,第一章 物质及其变化,,,必修第一册 第一章 物质及其变化（氧化还原反应）
CHEMISTRY,0019,17,化学必修第一册,第一章 物质及其变化,,,必修第一册 第一章 物质及其变化（氧化还原反应）
CHEMISTRY,0020,18,化学必修第一册,第一章 物质及其变化,,,必修第一册 第一章 物质及其变化（氧化还原反应）
CHEMISTRY,0021,19,化学必修第一册,第一章 物质及其变化,,,必修第一册 第一章 物质及其变化（氧化还原反应）
CHEMISTRY,0022,20,化学必修第一册,第一章 物质及其变化,,,必修第一册 第一章 物质及其变化（氧化还原反应、离子反应）
CHEMISTRY,0023,22,化学必修第一册,第二章 海水中的重要元素——钠和氯,,,必修第一册 第二章 海水中的重要元素——钠和氯
CHEMISTRY,0024,21,化学必修第一册,第一章 物质及其变化,,,必修第一册 第一章 物质及其变化
CHEMISTRY,0025,23,化学必修第一册,第二章 海水中的重要元素——钠和氯,化学必修第一册 第四章 物质结构 元素周期律,,必修第一册 第二章 海水中的重要元素——钠和氯；必修第一册 第四章 物质结构 元素周期律
CHEMISTRY,0026,24,化学必修第一册,第三章 铁 金属材料,,,必修第一册 第三章 铁 金属材料
CHEMISTRY,0027,25,化学必修第一册,第三章 铁 金属材料,,,必修第一册 第三章 铁 金属材料
CHEMISTRY,0028,26,化学必修第一册,第三章 铁 金属材料,,,必修第一册 第三章 铁 金属材料
CHEMISTRY,0029,27,化学必修第一册,第三章 铁 金属材料,,,必修第一册 第三章 铁 金属材料
CHEMISTRY,0030,28,化学必修第二册,第八章 化学与可持续发展,,,必修第二册 第八章 化学与可持续发展（资源综合利用与化工生产）
CHEMISTRY,0031,29,化学必修第二册,第八章 化学与可持续发展,,,必修第二册 第八章 化学与可持续发展（资源综合利用与化工生产）
CHEMISTRY,0032,30,化学必修第二册,第八章 化学与可持续发展,,,必修第二册 第八章 化学与可持续发展（资源综合利用与化工生产）
CHEMISTRY,0033,31,化学必修第二册,第八章 化学与可持续发展,,,必修第二册 第八章 化学与可持续发展
CHEMISTRY,0034,32,化学必修第二册,第五章 化工生产中的重要非金属元素,,,必修第二册 第五章 化工生产中的重要非金属元素（第三节 无机非金属材料）
CHEMISTRY,0035,33,化学必修第一册,第二章 海水中的重要元素——钠和氯,化学必修第二册 第八章 化学与可持续发展,,必修第一册 第二章 海水中的重要元素——钠和氯（第二节 氯及其化合物）；必修第二册 第八章 化学与可持续发展（海水资源的开发利用）
CHEMISTRY,0036,34,化学必修第一册,第二章 海水中的重要元素——钠和氯,化学必修第一册 第四章 物质结构 元素周期律,,必修第一册 第二章 海水中的重要元素——钠和氯（第二节 氯及其化合物）；必修第一册 第四章 物质结构 元素周期律（卤族元素性质的递变）
CHEMISTRY,0037,35,化学必修第二册,第八章 化学与可持续发展,,,必修第二册 第八章 化学与可持续发展（第一节 自然资源的开发利用）
CHEMISTRY,0038,36,化学必修第二册,第五章 化工生产中的重要非金属元素,,,必修第二册 第五章 化工生产中的重要非金属元素（第一节 硫及其化合物）
CHEMISTRY,0039,37,化学必修第二册,第五章 化工生产中的重要非金属元素,,,必修第二册 第五章 化工生产中的重要非金属元素（第一节 硫及其化合物）
CHEMISTRY,0040,38,化学必修第二册,第五章 化工生产中的重要非金属元素,,,必修第二册 第五章 化工生产中的重要非金属元素（第二节 氮及其化合物）
CHEMISTRY,0041,39,化学必修第二册,第五章 化工生产中的重要非金属元素,,,必修第二册 第五章 化工生产中的重要非金属元素（第二节 氮及其化合物）
CHEMISTRY,0042,40,化学必修第一册,第一章 物质及其变化,,,选择性必修 2 物质结构与性质 第一章 原子结构与性质（第一节 原子结构）
CHEMISTRY,0043,41,化学必修第一册,第一章 物质及其变化,,,选择性必修 2 物质结构与性质 第一章 原子结构与性质（第一节 原子结构、第二节 原子结构与元素的性质）
CHEMISTRY,0044,42,化学必修第一册,第一章 物质及其变化,化学必修第一册 第四章 物质结构 元素周期律,,选择性必修 2 物质结构与性质 第一章 原子结构与性质（第二节 原子结构与元素的性质）；必修第一册 第四章 物质结构 元素周期律
CHEMISTRY,0045,43,化学必修第一册,第四章 物质结构 元素周期律,化学必修第一册 第一章 物质及其变化,,必修第一册 第四章 物质结构 元素周期律；选择性必修 2 物质结构与性质 第一章（第二节 原子结构与元素的性质）
CHEMISTRY,0046,44,化学必修第一册,第四章 物质结构 元素周期律,化学必修第一册 第一章 物质及其变化,,必修第一册 第四章 物质结构 元素周期律；选择性必修 2 物质结构与性质 第一章
CHEMISTRY,0047,45,化学必修第一册,第四章 物质结构 元素周期律,化学必修第一册 第一章 物质及其变化,,必修第一册 第四章 物质结构 元素周期律；选择性必修 2 物质结构与性质 第一章
CHEMISTRY,0048,46,化学必修第一册,第四章 物质结构 元素周期律,化学必修第一册 第一章 物质及其变化,,必修第一册 第四章 物质结构 元素周期律；选择性必修 2 物质结构与性质 第一章
CHEMISTRY,0049,47,化学必修第一册,第四章 物质结构 元素周期律,化学必修第一册 第二章 海水中的重要元素——钠和氯 | 化学必修第一册 第三章 铁 金属材料,,必修第一册 第四章 物质结构 元素周期律（第三节 化学键）；选择性必修 2 物质结构与性质 第二章 分子结构与性质（第一节 共价键）、 第三章 晶体结构与性质
CHEMISTRY,0050,48,化学必修第一册,第四章 物质结构 元素周期律,化学必修第一册 第二章 海水中的重要元素——钠和氯,,必修第一册 第四章 物质结构 元素周期律（第三节 化学键）；选择性必修 2 物质结构与性质 第二章 分子结构与性质（第一节 共价键、第二节 分子的空间结构）
CHEMISTRY,0051,49,化学必修第一册,第二章 海水中的重要元素——钠和氯,,,选择性必修 2 物质结构与性质 第二章 分子结构与性质（第二节 分子的空间结构、第三节 分子结构与物质的性质）
CHEMISTRY,0052,50,化学必修第一册,第二章 海水中的重要元素——钠和氯,化学必修第一册 第三章 铁 金属材料,,选择性必修 2 物质结构与性质 第二章 分子结构与性质（第三节 分子结构与物质的性质）；选择性必修 2 第三章（超分子）
CHEMISTRY,0053,51,化学必修第一册,第二章 海水中的重要元素——钠和氯,,,选择性必修 2 物质结构与性质 第二章 分子结构与性质
CHEMISTRY,0054,52,化学必修第一册,第二章 海水中的重要元素——钠和氯,,,选择性必修 2 物质结构与性质 第二章 分子结构与性质
CHEMISTRY,0055,53,化学必修第一册,第二章 海水中的重要元素——钠和氯,,,选择性必修 2 物质结构与性质 第二章 分子结构与性质
CHEMISTRY,0056,54,化学选择性必修2,第三章 晶体结构与性质,,,选择性必修2 物质结构与性质 第三章 晶体结构与性质
CHEMISTRY,0057,55,化学选择性必修2,第三章 晶体结构与性质,,,选择性必修2 物质结构与性质 第三章 晶体结构与性质
CHEMISTRY,0058,56,化学选择性必修2,第三章 晶体结构与性质,,,选择性必修2 物质结构与性质 第三章 晶体结构与性质
CHEMISTRY,0059,57,化学选择性必修2,第三章 晶体结构与性质,,,选择性必修2 物质结构与性质 第三章 晶体结构与性质
CHEMISTRY,0060,58,化学选择性必修2,第三章 晶体结构与性质,,,选择性必修2 物质结构与性质 第三章 晶体结构与性质
CHEMISTRY,0061,59,化学选择性必修2,第三章 晶体结构与性质,,,选择性必修2 物质结构与性质 第三章 晶体结构与性质
CHEMISTRY,0062,60,化学选择性必修1,第一章 化学反应的热效应,,,选择性必修1 化学反应原理 第一章 化学反应的热效应
CHEMISTRY,0063,61,化学选择性必修1,第一章 化学反应的热效应,,,选择性必修1 化学反应原理 第一章 化学反应的热效应
CHEMISTRY,0064,62,化学选择性必修1,第一章 化学反应的热效应,,,选择性必修1 化学反应原理 第一章 化学反应的热效应
CHEMISTRY,0065,63,化学选择性必修1,第一章 化学反应的热效应,,,选择性必修1 化学反应原理 第一章 化学反应的热效应
CHEMISTRY,0066,64,化学选择性必修1,第一章 化学反应的热效应,,,选择性必修1 化学反应原理 第一章 化学反应的热效应
CHEMISTRY,0067,65,化学选择性必修1,第一章 化学反应的热效应,,,选择性必修1 化学反应原理 第一章 化学反应的热效应
CHEMISTRY,0068,66,化学选择性必修1,第四章 化学反应与电能,,,选择性必修1 化学反应原理 第四章 化学反应与电能
CHEMISTRY,0069,67,化学选择性必修1,第四章 化学反应与电能,,,选择性必修1 化学反应原理 第四章 化学反应与电能
CHEMISTRY,0070,68,化学选择性必修1,第四章 化学反应与电能,,,选择性必修1 化学反应原理 第四章 化学反应与电能
CHEMISTRY,0071,69,化学选择性必修1,第四章 化学反应与电能,,,选择性必修1 化学反应原理 第四章 化学反应与电能
CHEMISTRY,0072,70,化学选择性必修1,第四章 化学反应与电能,,,选择性必修1 化学反应原理 第四章 化学反应与电能
CHEMISTRY,0073,71,化学选择性必修1,第四章 化学反应与电能,,,选择性必修1 化学反应原理 第四章 化学反应与电能
CHEMISTRY,0074,72,化学选择性必修1,第四章 化学反应与电能,,,选择性必修1 化学反应原理 第四章 化学反应与电能
CHEMISTRY,0075,73,化学选择性必修1,第四章 化学反应与电能,,,选择性必修1 化学反应原理 第四章 化学反应与电能
CHEMISTRY,0076,74,化学选择性必修1,第四章 化学反应与电能,,,选择性必修1 化学反应原理 第四章 化学反应与电能
CHEMISTRY,0078,75,化学选择性必修1,第四章 化学反应与电能,,,选择性必修1 化学反应原理 第四章 化学反应与电能
CHEMISTRY,0079,76,化学选择性必修1,第四章 化学反应与电能,,,选择性必修1 化学反应原理 第四章 化学反应与电能
CHEMISTRY,0080,77,化学选择性必修1,第四章 化学反应与电能,,,选择性必修1 化学反应原理 第四章 化学反应与电能
CHEMISTRY,0081,78,化学选择性必修1,第四章 化学反应与电能,,,选择性必修1 化学反应原理 第四章 化学反应与电能
CHEMISTRY,0082,79,化学选择性必修1,第二章 化学反应速率与化学平衡,,,选择性必修1 化学反应原理 第二章 化学反应速率与化学平衡
CHEMISTRY,0083,80,化学选择性必修1,第二章 化学反应速率与化学平衡,,,选择性必修1 化学反应原理 第二章 化学反应速率与化学平衡
CHEMISTRY,0084,81,化学选择性必修1,第二章 化学反应速率与化学平衡,,,选择性必修1 化学反应原理 第二章 化学反应速率与化学平衡
CHEMISTRY,0085,82,化学选择性必修1,第二章 化学反应速率与化学平衡,,,选择性必修1 化学反应原理 第二章 化学反应速率与化学平衡
CHEMISTRY,0086,83,化学选择性必修1,第二章 化学反应速率与化学平衡,,,选择性必修1 化学反应原理 第二章 化学反应速率与化学平衡
CHEMISTRY,0087,84,化学选择性必修1,第二章 化学反应速率与化学平衡,,,选择性必修1 化学反应原理 第二章 化学反应速率与化学平衡
CHEMISTRY,0088,85,化学选择性必修1,第二章 化学反应速率与化学平衡,,,选择性必修1 化学反应原理 第二章 化学反应速率与化学平衡
CHEMISTRY,0089,86,化学选择性必修1,第二章 化学反应速率与化学平衡,,,选择性必修1 化学反应原理 第二章 化学反应速率与化学平衡
CHEMISTRY,0090,87,化学选择性必修1,第二章 化学反应速率与化学平衡,,,选择性必修1 化学反应原理 第二章 化学反应速率与化学平衡
CHEMISTRY,0091,88,化学选择性必修1,第二章 化学反应速率与化学平衡,,,选择性必修1 化学反应原理 第二章 化学反应速率与化学平衡
CHEMISTRY,0092,89,化学选择性必修1,第二章 化学反应速率与化学平衡,,,选择性必修1 化学反应原理 第二章 化学反应速率与化学平衡
CHEMISTRY,0093,90,化学选择性必修1,第二章 化学反应速率与化学平衡,,,选择性必修1 化学反应原理 第二章 化学反应速率与化学平衡
CHEMISTRY,0094,91,化学选择性必修1,第二章 化学反应速率与化学平衡,,,选择性必修1 化学反应原理 第二章 化学反应速率与化学平衡
CHEMISTRY,0095,92,化学选择性必修1,第二章 化学反应速率与化学平衡,,,选择性必修1 化学反应原理 第二章 化学反应速率与化学平衡
CHEMISTRY,0096,93,化学选择性必修1,第二章 化学反应速率与化学平衡,,,选择性必修1 化学反应原理 第二章 化学反应速率与化学平衡
CHEMISTRY,0097,94,化学选择性必修1,第二章 化学反应速率与化学平衡,,,选择性必修1 化学反应原理 第二章 化学反应速率与化学平衡
CHEMISTRY,0098,95,化学选择性必修1,第三章 水溶液中的离子反应与平衡,,,选择性必修1 化学反应原理 第三章 水溶液中的离子反应与平衡
CHEMISTRY,0099,96,化学选择性必修1,第三章 水溶液中的离子反应与平衡,,,选择性必修1 化学反应原理 第三章 水溶液中的离子反应与平衡
CHEMISTRY,0100,97,化学选择性必修1,第三章 水溶液中的离子反应与平衡,,,选择性必修1 化学反应原理 第三章 水溶液中的离子反应与平衡
CHEMISTRY,0101,98,化学选择性必修1,第三章 水溶液中的离子反应与平衡,,,选择性必修1 化学反应原理 第三章 水溶液中的离子反应与平衡
CHEMISTRY,0102,99,化学选择性必修1,第三章 水溶液中的离子反应与平衡,,,选择性必修1 化学反应原理 第三章 水溶液中的离子反应与平衡
CHEMISTRY,0103,100,化学选择性必修1,第三章 水溶液中的离子反应与平衡,,,选择性必修1 化学反应原理 第三章 水溶液中的离子反应与平衡
CHEMISTRY,0104,101,化学选择性必修1,第三章 水溶液中的离子反应与平衡,,,选择性必修1 化学反应原理 第三章 水溶液中的离子反应与平衡
CHEMISTRY,0105,102,化学选择性必修1,第三章 水溶液中的离子反应与平衡,,,选择性必修1 化学反应原理 第三章 水溶液中的离子反应与平衡
CHEMISTRY,0106,103,化学选择性必修1,第三章 水溶液中的离子反应与平衡,,,选择性必修1 化学反应原理 第三章 水溶液中的离子反应与平衡
CHEMISTRY,0107,104,化学选择性必修1,第三章 水溶液中的离子反应与平衡,,,选择性必修1 化学反应原理 第三章 水溶液中的离子反应与平衡
CHEMISTRY,0108,105,化学选择性必修1,第三章 水溶液中的离子反应与平衡,,,选择性必修1 化学反应原理 第三章 水溶液中的离子反应与平衡
CHEMISTRY,0109,106,化学选择性必修1,第三章 水溶液中的离子反应与平衡,,,选择性必修1 化学反应原理 第三章 水溶液中的离子反应与平衡
CHEMISTRY,0110,107,化学选择性必修1,第三章 水溶液中的离子反应与平衡,,,选择性必修1 化学反应原理 第三章 水溶液中的离子反应与平衡
CHEMISTRY,0111,108,化学选择性必修1,第三章 水溶液中的离子反应与平衡,,,选择性必修1 化学反应原理 第三章 水溶液中的离子反应与平衡
CHEMISTRY,0112,109,化学选择性必修1,第三章 水溶液中的离子反应与平衡,,,选择性必修1 化学反应原理 第三章 水溶液中的离子反应与平衡
CHEMISTRY,0113,110,化学选择性必修3,第二章 烃,,,选择性必修3 有机化学基础 第二章 烃
CHEMISTRY,0114,111,化学选择性必修3,第二章 烃,,,选择性必修3 有机化学基础 第二章 烃
CHEMISTRY,0115,112,化学选择性必修3,第二章 烃,,,选择性必修3 有机化学基础 第二章 烃
CHEMISTRY,0116,113,化学选择性必修3,第二章 烃,,,选择性必修3 有机化学基础 第二章 烃
CHEMISTRY,0117,114,化学选择性必修3,第二章 烃,,,选择性必修3 有机化学基础 第二章 烃
CHEMISTRY,0118,115,化学选择性必修3,第三章 烃的衍生物,,,选择性必修3 有机化学基础 第三章 烃的衍生物
CHEMISTRY,0119,116,化学选择性必修3,第三章 烃的衍生物,,,选择性必修3 有机化学基础 第三章 烃的衍生物
CHEMISTRY,0120,117,化学选择性必修3,第三章 烃的衍生物,,,选择性必修3 有机化学基础 第三章 烃的衍生物
CHEMISTRY,0121,118,化学选择性必修3,第三章 烃的衍生物,,,选择性必修3 有机化学基础 第三章 烃的衍生物
CHEMISTRY,0122,119,化学选择性必修3,第三章 烃的衍生物,,,选择性必修3 有机化学基础 第三章 烃的衍生物
CHEMISTRY,0123,120,化学选择性必修3,第二章 烃,,,选择性必修3 有机化学基础 第二章 烃
CHEMISTRY,0124,121,化学选择性必修3,第一章 有机化合物的结构特点与研究方法,,,选择性必修3 有机化学基础 第一章 认识有机化合物
CHEMISTRY,0125,122,化学选择性必修3,第一章 有机化合物的结构特点与研究方法,,,选择性必修3 有机化学基础 第一章 认识有机化合物
CHEMISTRY,0126,123,化学选择性必修3,第四章 生物大分子,,,选择性必修3 有机化学基础 第四章 生物大分子
CHEMISTRY,0127,124,化学选择性必修3,第四章 生物大分子,,,选择性必修3 有机化学基础 第四章 生物大分子
CHEMISTRY,0128,125,化学选择性必修3,第四章 生物大分子,化学选择性必修3 第五章 合成高分子,,选择性必修3 有机化学基础 第四章 生物大分子、 第五章 合成高分子
CHEMISTRY,0129,126,化学选择性必修3,第五章 合成高分子,,,选择性必修3 有机化学基础 第五章 合成高分子
CHEMISTRY,0130,127,化学选择性必修3,第五章 合成高分子,,,选择性必修3 有机化学基础 第五章 合成高分子
CHEMISTRY,0131,128,化学选择性必修3,第三章 烃的衍生物,化学选择性必修3 第五章 合成高分子,,选择性必修3 有机化学基础 第三章 烃的衍生物、 第五章 合成高分子
CHEMISTRY,0132,129,化学选择性必修3,第三章 烃的衍生物,,,选择性必修3 有机化学基础 第三章 烃的衍生物
CHEMISTRY,0133,130,化学选择性必修3,第三章 烃的衍生物,,,选择性必修3 有机化学基础 第三章 烃的衍生物（有机合成）
CHEMISTRY,0134,131,化学选择性必修3,第三章 烃的衍生物,,,选择性必修3 有机化学基础 第三章 烃的衍生物（有机合成）
CHEMISTRY,0135,132,化学选择性必修3,第三章 烃的衍生物,,,选择性必修3 有机化学基础 第三章 烃的衍生物（有机合成）
CHEMISTRY,0136,133,化学选择性必修3,第三章 烃的衍生物,,,选择性必修3 有机化学基础 第三章 烃的衍生物（有机合成）
CHEMISTRY,0137,134,化学选择性必修3,第三章 烃的衍生物,,,选择性必修3 有机化学基础 第三章 烃的衍生物（有机合成）
CHEMISTRY,0141,138,化学必修第一册,第一章 物质及其变化,,,"必修第一册 第一章 物质及其变化 及全册""实验活动""栏目（化学实验基本方法与实验安全）"
CHEMISTRY,0142,139,化学必修第一册,第二章 海水中的重要元素——钠和氯,化学必修第二册 第五章 化工生产中的重要非金属元素,,必修第一册 第二章 海水中的重要元素——钠和氯；必修第二册 第五章 化工生产中的重要非金属元素；选择性必修3 有机化学基础（乙烯的检验）
CHEMISTRY,0143,140,化学必修第一册,第二章 海水中的重要元素——钠和氯,化学必修第一册 第三章 铁 金属材料 | 化学必修第二册 第五章 化工生产中的重要非金属元素,,必修第一册 第二章 海水中的重要元素——钠和氯；必修第一册 第三章 铁 金属材料；必修第二册 第五章 化工生产中的重要非金属元素
CHEMISTRY,0144,141,化学必修第一册,第一章 物质及其变化,化学必修第二册 第五章 化工生产中的重要非金属元素,,必修第一册 第一章 物质及其变化（过滤、蒸发等分离提纯基本操作）；必修第二册 第五章 化工生产中的重要非金属元素；选择性必修3 有机化学基础（萃取、分液）
CHEMISTRY,0145,142,化学必修第一册,第一章 物质及其变化,化学必修第二册 第五章 化工生产中的重要非金属元素,,必修第一册 第一章 物质及其变化；必修第二册 第五章 化工生产中的重要非金属元素；选择性必修3 有机化学基础（蒸馏、萃取、重结晶）
CHEMISTRY,0146,143,化学必修第一册,第一章 物质及其变化,,,必修第一册 第一章 物质及其变化；选择性必修3 有机化学基础（萃取、蒸馏、重结晶）
CHEMISTRY,0147,144,化学必修第一册,第二章 海水中的重要元素——钠和氯,化学必修第二册 第五章 化工生产中的重要非金属元素,,必修第一册 第二章 海水中的重要元素——钠和氯（氯气的实验室制法）；必修第二册 第五章 化工生产中的重要非金属元素（氨、硝酸、硫酸的工业制备）；选择性必修3 有机化学基础（乙烯的制备）
CHEMISTRY,0148,145,化学必修第一册,第二章 海水中的重要元素——钠和氯,化学必修第二册 第五章 化工生产中的重要非金属元素,,必修第一册 第二章 海水中的重要元素——钠和氯（氯气的实验室制法与净化）；必修第二册 第五章 化工生产中的重要非金属元素（硫、氮及其化合物）；选择性必修3 有机化学基础（乙烯、乙炔的制备）
CHEMISTRY,0149,146,化学必修第一册,第二章 海水中的重要元素——钠和氯,化学必修第二册 第五章 化工生产中的重要非金属元素,,必修第一册 第二章 海水中的重要元素——钠和氯；必修第二册 第五章 化工生产中的重要非金属元素
CHEMISTRY,0150,147,化学必修第一册,第二章 海水中的重要元素——钠和氯,化学必修第一册 第三章 铁 金属材料 | 化学必修第二册 第五章 化工生产中的重要非金属元素,,必修第一册 第二章 海水中的重要元素——钠和氯；必修第一册 第三章 铁 金属材料；必修第二册 第五章 化工生产中的重要非金属元素
CHEMISTRY,0151,148,化学必修第一册,第二章 海水中的重要元素——钠和氯,化学必修第二册 第五章 化工生产中的重要非金属元素,,必修第一册 第二章 海水中的重要元素——钠和氯；必修第二册 第五章 化工生产中的重要非金属元素；选择性必修3 有机化学基础
CHEMISTRY,0152,149,化学必修第一册,第一章 物质及其变化,,,必修第一册 第一章 物质及其变化（沉淀的洗涤与检验）；选择性必修3 有机化学基础（萃取、分液）
CHEMISTRY,0153,150,化学必修第一册,第二章 海水中的重要元素——钠和氯,,,必修第一册 第二章 海水中的重要元素——钠和氯；选择性必修1 化学反应原理（温度、压强、浓度对反应速率与平衡的影响）
CHEMISTRY,0155,152,化学必修第一册,第二章 海水中的重要元素——钠和氯,,,必修第一册 第二章 海水中的重要元素——钠和氯（气体的量取与定量测定）；选择性必修2 物质结构与性质（配合物）；选择性必修3 有机化学基础（乙腈、结晶与重结晶）
CHEMISTRY,0156,153,化学选择性必修1,第二章 化学反应速率与化学平衡,,,选择性必修1 化学反应原理（酸碱中和滴定、沉淀滴定、氧化还原滴定）；必修第一册 第二章 海水中的重要元素——钠和氯
CHEMISTRY,0158,155,化学选择性必修1,第二章 化学反应速率与化学平衡,,,选择性必修1 化学反应原理（滴定分析、盐类水解）；选择性必修2 物质结构与性质（配合物）；必修第一册 第二章 海水中的重要元素——钠和氯
CHEMISTRY,0159,156,化学选择性必修1,第二章 化学反应速率与化学平衡,,,选择性必修1 化学反应原理（盐类水解、滴定曲线与滴定终点判断）；必修第一册 第二章 海水中的重要元素——钠和氯（碳酸钠与碳酸氢钠）
BIOLOGY,0005,1,生物学必修1,第一章 走近细胞,,,必修1《分子与细胞》 第1章 走近细胞
BIOLOGY,0006,2,生物学必修1,第二章 组成细胞的分子,,,必修1《分子与细胞》 第2章 组成细胞的分子 第1节
BIOLOGY,0007,3,生物学必修1,第二章 组成细胞的分子,,,必修1《分子与细胞》 第2章 组成细胞的分子 第2~3节
BIOLOGY,0008,4,生物学必修1,第二章 组成细胞的分子,,,必修1《分子与细胞》 第2章 组成细胞的分子 第3节
