subject,slug,name,kind,current_book,current_chapter,declared_book,declared_chapter
PHYSICS,弹力的方向,弹力的方向,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,弹力的大小,弹力的大小,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,静摩擦力与滑动摩擦力的比较,静摩擦力与滑动摩擦力的比较,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,核心规律-受力分析-力的合成与分解-共点力的平衡,核心规律,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,合力范围,合力范围,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,本质-是力的合成的逆运算-同样遵循矢量运算法则,力的分解的本质,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,平衡条件-根本条件-作用在物体上的所有共点力的合力为零-即-f_合-0,平衡条件,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,特殊情形-三力平衡,特殊情形：三力平衡,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,动态平衡问题,动态平衡问题,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,静摩擦-滑动摩擦-大小突减,静摩擦 → 滑动摩擦 (大小突减)：,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,滑动摩擦-静摩擦-大小可能突增,滑动摩擦 → 静摩擦 (大小可能突增)：,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,外部作用导致-n-突变,外部作用导致 N 突变：,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,斜面倾角突变-等效于-n-变,斜面倾角突变 (等效于 N 变)：,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,受力分析多力漏力-受力分析方法,受力分析多力漏力——受力分析方法,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,整体法与隔离法在受力分析中的应用,整体法与隔离法在受力分析中的应用,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,相似三角形-动态三角形-拉密定理等方法解决临界极值问题,三力平衡的三角形法与拉密定理,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,摩擦力的突变类问题,摩擦力的突变类问题,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,共点力的动态平衡,共点力的动态平衡,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,共点力的平衡临界极值问题-临界条件,共点力的平衡临界极值问题——临界条件,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,加速度方向突变,加速度方向突变,same_chapter_alias,物理必修第一册,相互作用,物理必修第一册,第三章 相互作用——力
PHYSICS,表达式-f-g,表达式：F＝G,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,天上-星球上空距离星体中心r-r-h处的重力加速度为g,天上,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,自力更生法-求解地球-中心天体-质量,自力更生法：求解地球（中心天体）质量,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,环绕天体法-计算天体的质量,环绕天体法：计算天体的质量,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,卫星发射速度和宇宙速度与运动轨迹的关系,卫星发射速度和宇宙速度与运动轨迹的关系,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,变轨原理,变轨原理,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,变轨过程分析,变轨过程分析,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,卫星的对接问题,卫星的对接问题,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,引力波探测,引力波探测,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,深空引力导航,深空引力导航,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,小行星防御与资源开发,小行星防御与资源开发,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,地球重力场监测,地球重力场监测,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,地球同步卫星,地球同步卫星,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,卫星变轨-1-2-3,卫星变轨：1→2→3,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,各点物理量参数的关系,各点物理量参数的关系,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,不同高度卫星物理量的比较,不同高度卫星物理量的比较,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,双星模型,双星模型,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,三星模型,三星模型,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,万有引力与航天的基本定律和概念,万有引力与航天的基本定律和概念,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,万有引力与航天的理解应用,万有引力与航天的理解应用,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,万有引力的-两点理解-和-两个推论,万有引力的“两点理解”和“两个推论”,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,万有引力定律的应用,万有引力定律的应用,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,万有引力与航天中的情景创新的问题处理,万有引力与航天中的情景创新的问题处理,prefix_only,物理必修第二册,万有引力与宇宙航行,物理必修第二册,第七章 万有引力与宇宙航行
PHYSICS,功和能,功和能,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,对公式w-flcosα的理解,对公式W＝Flcosα的理解,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,合力做功的计算方法,合力做功的计算方法,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,公式p-和p-fv的比较,公式P＝ 和P＝Fv的比较,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,弹力做功与弹性势能变化的关系,弹力做功与弹性势能变化的关系,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,功能关系和能量守恒定律,功能关系和能量守恒定律,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,常见的功能关系,常见的功能关系,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,对能量守恒定律的几点理解,对能量守恒定律的几点理解,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,运用能量守恒定律解题的基本思路,运用能量守恒定律解题的基本思路,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,对机械能守恒条件的理解,对机械能守恒条件的理解,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,守恒条件,机械能守恒的条件,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,机车启动问题,机车启动问题,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,合外力做功与动能的关系,合外力做功与动能的关系,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,对动能定理的理解,对动能定理的理解,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,应用动能定理求解步骤,应用动能定理求解步骤,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,传送带模型中的功和能量的关系,传送带模型中的功和能量的关系：,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,板块模型中的功和能量的关系,板块模型中的功和能量的关系,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,机械振动,机械振动,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第二章 机械振动
PHYSICS,图象,简谐运动的振动图象,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第二章 机械振动
PHYSICS,周期性,简谐运动的周期性,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第二章 机械振动
PHYSICS,对称性,简谐运动的对称性,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第二章 机械振动
PHYSICS,固有振动和固有频率,固有振动和固有频率,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第二章 机械振动
PHYSICS,阻尼振动,阻尼振动,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第二章 机械振动
PHYSICS,传播特点,传播特点,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第三章 机械波
PHYSICS,机械波的分类,机械波的分类,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第三章 机械波
PHYSICS,波长λ-在波动中振动相位总是相同的两个相邻质点间的距离-用-λ-表示,波长λ,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第三章 机械波
PHYSICS,波速v-波长λ和频率f-周期t的关系-v-λf,波速v、波长λ和频率f、周期T的关系,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第三章 机械波
PHYSICS,波动图象的特点,波动图象的特点,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第三章 机械波
PHYSICS,波动图象的信息,波动图象的信息,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第三章 机械波
PHYSICS,反射-波在传播过程中遇到介质界面会返回来继续传播的现象叫作波的反射,反射,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第三章 机械波
PHYSICS,衍射-波在传播过程中可以绕过障碍物继续传播的现象叫做波的衍射,衍射,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第三章 机械波
PHYSICS,弹簧振子模型,弹簧振子模型,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第二章 机械振动
PHYSICS,单摆周期,单摆周期,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第二章 机械振动
PHYSICS,单摆的受力特征,单摆的受力特征,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第二章 机械振动
PHYSICS,传播方向和振动方向的判断-图像理解,传播方向和振动方向的判断——图像理解,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第三章 机械波
PHYSICS,造成波动问题多解的主要因素有,造成波动问题多解的主要因素有,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第三章 机械波
PHYSICS,解决波的多解问题的思路和步骤,解决波的多解问题的思路和步骤,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第三章 机械波
PHYSICS,动能定理及其应用-功能关系,动能定理及其应用——功能关系,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,动能定理表达式的推导,动能定理表达式的推导,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,机械能守恒定律的三种表达式,机械能守恒定律的三种表达式,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,机械能守恒定律的应用技巧,机械能守恒定律的应用技巧,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,摩擦力做功与能量关系分析技巧,摩擦力做功与能量关系分析技巧,same_book_other_chapter,物理必修第二册,机械能与能量守恒,物理必修第二册,第八章 机械能守恒定律
PHYSICS,回复力,回复力,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第二章 机械振动
PHYSICS,多普勒效应的成因分析,多普勒效应的成因分析,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第三章 机械波
PHYSICS,多普勒效应在生活中的应用,多普勒效应在生活中的应用,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第三章 机械波
PHYSICS,波的干涉中振动加强点和减弱点的判断方法,波的干涉中振动加强点和减弱点的判断方法：,cross_book,物理必修第二册,机械能与能量守恒,物理选择性必修第一册,第三章 机械波
PHYSICS,动量和动量定理,动量和动量定理,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,冲量的计算方法,冲量的计算方法,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,动量变化量的理解和计算,动量变化量的理解和计算,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,关于i-δp-p2-p1的几点说明,关于I=Δp=p2-p1的几点说明,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,定量计算某过程中合外力的冲量或动量变化量,定量计算某过程中合外力的冲量或动量变化量：,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,系统-内力和外力,系统、内力和外力,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,碰撞中的-时间极短-的含义,碰撞中的“时间极短”的含义,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,多物体-多过程问题中动量守恒定律的应用,多物体、多过程问题中动量守恒定律的应用,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,定义-碰撞指的是两个物体在很短的时间内发生相互作用,碰撞的过程特点与遵循原则,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,对心碰撞,对心碰撞,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,滑块-小球-弹簧模型,滑块（小球）—弹簧模型,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,子弹打木块模型,子弹打木块模型,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,模型特点,动量模型的特点,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,滑块-木板模型的临界问题,滑块-木板模型的临界问题,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,流体模型,流体模型,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,微粒类问题分析步骤,微粒类问题分析步骤,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,人船模型,“人船模型”,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,滑块-斜面-曲面-模型-相对运动与临界问题,滑块-斜面（曲面）模型——相对运动与临界问题,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,动量定理的应用-流体类模型,动量定理的应用——流体类模型,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,动量守恒定律的推导,动量守恒定律的推导,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,动量守恒中的速度,动量守恒中的速度,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,非弹性碰撞和完全非弹性碰撞,非弹性碰撞和完全非弹性碰撞,same_chapter_alias,物理选择性必修第一册,动量,物理选择性必修第一册,第一章 动量守恒定律
PHYSICS,横波,横波,same_chapter_alias,物理选择性必修第一册,机械振动与机械波,物理选择性必修第一册,第三章 机械波
PHYSICS,纵波,纵波,same_chapter_alias,物理选择性必修第一册,机械振动与机械波,物理选择性必修第一册,第三章 机械波
PHYSICS,波速,波速,same_chapter_alias,物理选择性必修第一册,机械振动与机械波,物理选择性必修第一册,第三章 机械波
PHYSICS,波的衍射,波的衍射,same_chapter_alias,物理选择性必修第一册,机械振动与机械波,物理选择性必修第一册,第三章 机械波
PHYSICS,波长,波长,same_book_other_chapter,物理选择性必修第一册,机械振动与机械波,物理选择性必修第一册,第四章 光
PHYSICS,波的干涉,波的干涉,same_chapter_alias,物理选择性必修第一册,机械振动与机械波,物理选择性必修第一册,第三章 机械波
PHYSICS,多普勒效应,多普勒效应,same_chapter_alias,物理选择性必修第一册,机械振动与机械波,物理选择性必修第一册,第三章 机械波
PHYSICS,光的反射和折射,光的反射和折射,same_chapter_alias,物理选择性必修第一册,光学,物理选择性必修第一册,第四章 光
PHYSICS,光路可逆性,光路可逆性,same_chapter_alias,物理选择性必修第一册,光学,物理选择性必修第一册,第四章 光
PHYSICS,杨氏双缝干涉,杨氏双缝干涉,same_chapter_alias,物理选择性必修第一册,光学,物理选择性必修第一册,第四章 光
PHYSICS,薄膜干涉,薄膜干涉,same_chapter_alias,物理选择性必修第一册,光学,物理选择性必修第一册,第四章 光
PHYSICS,电磁说-麦克斯韦认为光是一种电磁波,电磁说：麦克斯韦认为光是一种电磁波。,same_chapter_alias,物理选择性必修第一册,光学,物理选择性必修第一册,第四章 光
PHYSICS,应用-光纤通信-激光测距-激光武器等,应用：光纤通信；激光测距；激光武器等。,same_chapter_alias,物理选择性必修第一册,光学,物理选择性必修第一册,第四章 光
PHYSICS,条件-①光从光密介质射入光疏介质-②入射角大于或等于临界角,全反射的条件与临界角,same_chapter_alias,物理选择性必修第一册,光学,物理选择性必修第一册,第四章 光
PHYSICS,薄膜干涉的应用,薄膜干涉的应用,same_chapter_alias,物理选择性必修第一册,光学,物理选择性必修第一册,第四章 光
PHYSICS,应用光的折射和全反射解决问题的两个技巧,应用光的折射和全反射解决问题的两个技巧：,same_chapter_alias,物理选择性必修第一册,光学,物理选择性必修第一册,第四章 光
PHYSICS,应用光的折射和全反射解决问题的四个注意,应用光的折射和全反射解决问题的四个注意：,same_chapter_alias,物理选择性必修第一册,光学,物理选择性必修第一册,第四章 光
PHYSICS,干涉和衍射中几种光现象的判断,干涉和衍射中几种光现象的判断,same_chapter_alias,物理选择性必修第一册,光学,物理选择性必修第一册,第四章 光
PHYSICS,三种光学模型的光路特点,三种光学模型的光路特点,same_chapter_alias,物理选择性必修第一册,光学,物理选择性必修第一册,第四章 光
PHYSICS,几何光学中的范围和临界问题,几何光学中的范围和临界问题,same_chapter_alias,物理选择性必修第一册,光学,物理选择性必修第一册,第四章 光
PHYSICS,七种色光的物理量比较分析,七种色光的物理量比较分析,same_chapter_alias,物理选择性必修第一册,光学,物理选择性必修第一册,第四章 光
PHYSICS,光的干涉-衍射和偏振,光的干涉、衍射和偏振,same_chapter_alias,物理选择性必修第一册,光学,物理选择性必修第一册,第四章 光
PHYSICS,光的波粒二象性-长期争论后达成的共识,光的波粒二象性(长期争论后达成的共识),same_chapter_alias,物理选择性必修第一册,光学,物理选择性必修第一册,第四章 光
PHYSICS,元电荷,元电荷,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,电荷守恒定律,电荷守恒定律,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,电场线,电场线,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,等势面,等势面,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第十章 静电场中的能量
PHYSICS,静电场的基本概念和规律,静电场的基本概念和规律,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,三种起电方式,三种起电方式,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,静电力做功,静电力做功,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,静电场的应用,静电场的应用,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,静电平衡状态的特征,静电平衡状态的特征,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,尖端放电的应用与防止,尖端放电的应用与防止,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,静电屏蔽的应用,静电屏蔽的应用,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,做直线运动的条件,做直线运动的条件,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,用动力学观点分析,用动力学观点分析,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,用功能观点分析,用功能观点分析,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,求解电偏转问题的两种思路,求解电偏转问题的两种思路,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,两个重要结论,带电粒子偏转的两个重要结论,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,e-x图像,E-x图像,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,φ-x图像-反映了电势随位移变化的规律,φ-x图像（反映了电势随位移变化的规律）,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,ep-x图像,Ep-x图像,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,利用电场线和等势面解决带电粒子运动问题的方法,利用电场线和等势面解决带电粒子运动问题的方法,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,平行板电容器的动态分析问题的两种情况,平行板电容器的动态分析问题的两种情况,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,等效重力场,等效重力场,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,等效重力场的相关知识点及解释,等效重力场的相关知识点及解释,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,等效法求解电场中圆周运动问题的解题思路,等效法求解电场中圆周运动问题的解题思路,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,求电场力做功的方法,求电场力做功的方法,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,电荷,电荷,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,库仑定律,库仑定律,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,电场强度,电场强度,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,电场,电场,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,电势,电势,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第十章 静电场中的能量
PHYSICS,电势能,电势能,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第十章 静电场中的能量
PHYSICS,电势差,电势差,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第十章 静电场中的能量
PHYSICS,电势差与电场强度的关系,电势差与电场强度的关系,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,电容器,电容器,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第十章 静电场中的能量
PHYSICS,电容,电容,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第十章 静电场中的能量
PHYSICS,电容器充放电过程,电容器充放电过程,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,带电粒子在电场中的运动,带电粒子在电场中的运动,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第十章 静电场中的能量
PHYSICS,带电粒子在匀强电场中偏转的两个分运动,带电粒子在匀强电场中偏转的两个分运动,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,带电粒子在电场中的平衡问题-受力分析,带电粒子在电场中的平衡问题——受力分析,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,电场中的功能关系,电场中的功能关系,same_chapter_alias,物理必修第三册,静电场,物理必修第三册,第九章 静电场及其应用
PHYSICS,电阻定律,电阻定律,same_book_other_chapter,物理必修第三册,恒定电流,物理必修第三册,第十一章 电路及其应用
PHYSICS,电功率,电功率,same_book_other_chapter,物理必修第三册,恒定电流,物理必修第三册,第十二章 电能 能量守恒定律
PHYSICS,焦耳定律,焦耳定律,same_book_other_chapter,物理必修第三册,恒定电流,物理必修第三册,第十二章 电能 能量守恒定律
PHYSICS,电源的内阻-电源内部是由导体构成-所以也有电阻-这个电阻叫做电源的内阻,电源的内阻,same_book_other_chapter,物理必修第三册,恒定电流,物理必修第三册,第十二章 电能 能量守恒定律
PHYSICS,电流做功的实质-电能转化成其他形式能的过程,电流做功的实质：电能转化成其他形式能的过程。,same_book_other_chapter,物理必修第三册,恒定电流,物理必修第三册,第十二章 电能 能量守恒定律
PHYSICS,额定功率和实际功率,额定功率和实际功率,same_book_other_chapter,物理必修第三册,恒定电流,物理必修第三册,第十二章 电能 能量守恒定律
PHYSICS,路端电压与外电阻的关系,路端电压与外电阻的关系,same_book_other_chapter,物理必修第三册,恒定电流,物理必修第三册,第十二章 电能 能量守恒定律
PHYSICS,程序法-遵循-局部-整体-局部-的思路,程序法: 遵循“局部—整体—局部”的思路,same_book_other_chapter,物理必修第三册,恒定电流,物理必修第三册,第十二章 电能 能量守恒定律
PHYSICS,结论法-串反并同-应用条件为电源内阻不为零,结论法：“串反并同”，应用条件为电源内阻不为零．,same_book_other_chapter,物理必修第三册,恒定电流,物理必修第三册,第十二章 电能 能量守恒定律
PHYSICS,特殊值法-对于某些特殊电路问题-可以采取代入特殊值的方法去判定,特殊值法,same_book_other_chapter,物理必修第三册,恒定电流,物理必修第三册,第十二章 电能 能量守恒定律
