subject,material,current_node_slug,verdict,node_slug,evidence,slice
CHEMISTRY,ext-che-813727c8d6-002,常见阴离子的检验与推断依据,REBIND,硫酸根离子的检验,材料只讲SO42-的检验（先加稀盐酸排除CO32-与SO3 2-与Ag+的干扰再加BaCl2且必须用稀盐酸而不是稀硝酸或硫酸）；现挂节点是常见阴离子检验的总表（碳酸根与硫酸根与氢氧根与碘离子）；候选节点边界即不能用硝酸酸化以免SO3 2-被氧化成SO4 2-造成假阳性,slice_03
CHEMISTRY,ext-che-822771fccd-005b,装置气密性检查方法,REBIND,装置气密性的检查方法,材料并列给出微热法、液差法、滴液法、抽气吹气法四种检查方法与静置观察要点；候选节点边界「描述现象必须写清是否形成稳定液柱…检查气密性必须在加入试剂之前」与之对应且该节点已收四条同类材料；现挂节点只剩这一条材料、其边界与材料边界逐字相同属近重复节点,slice_04
CHEMISTRY,ext-che-86a0fcc39c-016,新型化学电源,REBIND,多液电池的分析方法,材料讲多液电池逐室分析（先判正负极、再判各室氧化还是还原、结合离子交换膜判断内电路是否闭合、用三个守恒检验电极反应式）；现挂节点边界限于微生物电池等新型电源的类型与原理；候选节点边界正是离子交换膜限定迁移方向与产物形式,slice_05
CHEMISTRY,ext-che-8b4c78b419-006,so检验的易错点,KEEP,,材料讲 SO4^2- 检验的正确操作（先加足量稀盐酸排除 CO3^2-、SO3^2-、Ag+ 干扰再加 BaCl2 观白色沉淀；不能先加 BaCl2 再加酸判断沉淀是否溶解；酸化不能换稀硝酸）；现挂节点边界第 (1)(3) 项正是这两处误判（先加钡盐后加酸会把 Ag+、Pb2+ 现象误判成 SO4；必须用稀盐酸而不能用稀硝酸并排除 Ag+ 干扰）；候选节点是同题另建节点、边界讲的是同一套试剂与顺序禁忌,slice_06
CHEMISTRY,ext-che-91f4672bad-011,有关物质的量浓度的计算,REBIND,溶液稀释与混合的计算,材料四节讲稀释守恒、同溶质混合式、电荷守恒与等质量等体积混合的质量分数规律；候选边界正是「等体积混合须结合密度判断质量分数偏向、稀释时体积守恒是错误前提」；现挂「有关物质的量浓度的计算」边界只列定义式守恒、气体溶于水与质量分数换算三项,slice_07
CHEMISTRY,ext-che-a13e903c71-021c,硒和碲及其化合物的性质,KEEP,,材料边界与现挂节点边界逐字同文（同族自上而下非金属性减弱与SeO2、TeO2氧化性强于SO2与两性氧化物判据）且材料讲的正是这些；候选节点「硒、碲及其化合物的性质」与现挂同题近重复（名称仅差顿号）属节点合并而非错绑,slice_08
CHEMISTRY,ext-che-a4f995ac24-002b,乙烯,REBIND,乙烯的实验室制法,材料是乙烯制法单元（乙醇与浓硫酸体积比1:3 沸石 检验前除杂）；候选节点同名且边界逐点吻合（温度偏低增副反应 SO2 干扰须先除杂）；现挂节点乙烯的边界以结构与性质为主 制法只作附带一句,slice_09
CHEMISTRY,ext-che-aa83e6fece-004,物质的分类,REBIND,对下列物质分类-并完善表格内容,材料讲交叉分类法（多标准、同种物质可属多类）与树状分类法（同一标准逐级、各层为包含关系）的定义与标准统一；候选节点名即材料标题且已收 5 条同题材料；现挂「物质的分类」声明的范围是物质类别的划分与常见俗名对应、未含两种分类方法,slice_10
CHEMISTRY,ext-che-b4cc61c65b-008,常见阴离子的检验与推断依据,REBIND,硫酸根离子的检验,材料专讲SO42−检验操作（先加稀盐酸排除CO32−与SO32−与Ag+再加BaCl2看白色沉淀）与干扰排除；候选节点边界即硫酸根检验的酸化禁忌（不能用硝酸或Ba(NO3)2以免SO32−被氧化造成假阳性）；现挂节点是覆盖多种阴离子的通用检验节点并把硫酸根只列为其中一项,slice_11
CHEMISTRY,ext-che-c00fa0f1f7-007,核素,REBIND,核反应方程的分析思路,材料讲核反应方程抓质量数守恒与电荷数守恒两条并据此求未知核素（碳14 β衰变示例）；候选节点边界即「守恒的对象是质量数与电荷数」与「判断元素种类只看质子数」；现挂节点边界是核素概念与原子构成、同位素与元素的界限、不涉及核反应方程的列式,slice_12
CHEMISTRY,ext-che-c293e5af8b-025,键的极性与羧酸酸性,KEEP,,材料讲羧基与相邻共价键极性越大酸性越强、烃基推电子使酸性减弱；现挂节点边界（该规律用于比较结构相似的羧酸）覆盖该内容；候选节点键的极性对羧酸酸性的影响是同题近重复节点,slice_01
CHEMISTRY,ext-che-c3ab790e04-021,误差分析,REBIND,中和滴定的误差分析方法,材料讲由c待＝c标V标/V待出发把误差归结为V(标准)偏大或偏小并给出滴定管仰视俯视读数的偏差方向；与候选节点边界「判断误差的方向时始终抓住V(标准)偏大则结果偏高这一条主线」及锥形瓶只用蒸馏水洗不润洗一致、属中和滴定误差方法的专名节点,slice_02
CHEMISTRY,ext-che-c3ab790e04-021d,氧化还原滴定,REBIND,氧化还原滴定的原理与指示剂,材料讲氧化还原滴定的原理与常用试剂与三类指示剂（氧化还原指示剂与碘量法的淀粉专用指示剂与KMnO4自身指示剂）与实例；现挂节点边界只落在定量计算按电子守恒列式；候选节点边界正是介质条件与淀粉指示剂只能在碘量法中使用,slice_03
CHEMISTRY,ext-che-c940c45b21-002b,乙烯,REBIND,乙烯的实验室制法,材料是实验室制乙烯全流程（乙醇与浓硫酸体积比约1比3、170℃、温度计插入反应液、SO2杂质的生成与除去）；候选节点边界「温度计测的是反应液的温度…检验性质前必须先用碱液除去SO2」与材料要点重合；现挂「乙烯」是烯烃结构与性质节点、边界只把制法列为附注,slice_04
CHEMISTRY,ext-che-cb0f101582-006b,硫酸,REBIND,硫酸的工业制备（接触法）,材料讲接触法制硫酸三步（硫或黄铁矿造气、二氧化硫催化氧化、用 98.3% 浓硫酸吸收三氧化硫）与尾气氨水吸收；现挂节点边界是硫酸性质与硫酸、亚硫酸的易混界限；候选节点边界正是三氧化硫不能用水吸收与尾气处理,slice_05
CHEMISTRY,ext-che-cdf4760f34-003,电解质概念和判断的几个-特殊点,REBIND,强电解质与弱电解质,材料先给强电解质完全电离、弱电解质部分电离（溶液中存在电离平衡）的定义再按周期表记忆常见强酸强碱（即物质类别归属）末段四点注意才涉及概念判定；现挂节点边界只收单质混合物不是电解质、自身电离、强弱按电离程度划分等概念特殊点、不含类别归属与定义；同名节点边界明确包含二者的物质类别归属与电离方程式书写,slice_06
CHEMISTRY,ext-che-ce1fbc591e-005,极端假设法确定浓度范围,REBIND,极端假设法确定可逆反应的浓度范围,材料讲把可逆反应分别假设向右与向左进行到底求极限、真实平衡值落在两极限之间且完全转化的端点取不到；候选边界正是「双向极值都要假设、平衡值不能取完全转化的端点」；现挂与候选为同名变体的重复节点,slice_07
CHEMISTRY,ext-che-d28ff8e706-004,试纸的使用方法,REBIND,试纸的类型与使用方法,材料首段即三类试纸（石蕊与pH与淀粉碘化钾）及各自作用 标题即候选节点名；候选节点边界讲检验气体先润湿与pH试纸不能润湿且只能读整数；现挂节点名只覆盖使用方法 收不下材料中的试纸类型部分,slice_08
CHEMISTRY,ext-che-d28ff8e706-004b,物质的溶解与加热,KEEP,,材料讲易水解固体溶解不加热 浓硫酸酸入水 管口不对人 液体不超过三分之一；现挂节点边界逐句写的就是这些（FeCl3 AlCl3 不加热 管口不对人 1/3） 即材料正落在现挂声明范围内；候选为同题近重复 属节点合并而非错绑,slice_09
CHEMISTRY,ext-che-e5ccf9cc1e-020,有机物分子结构的确定,REBIND,有机物分子结构的鉴定方法,材料含化学法鉴定官能团、红外光谱给化学键与官能团、核磁共振氢谱给氢的种类与数目比、X射线衍射测键长键角四项；现挂边界只收红外与氢谱两项；候选边界明列红外只给种类不能给数目与位置、氢谱只反映氢环境、最终确认常需X射线衍射,slice_10
CHEMISTRY,ext-che-e8e221ed0f-006b,有机化合物中的共价键,REBIND,键的极性对羧酸酸性的影响,材料专讲键的极性影响羧酸酸性的机制（羧基中羟基极性越大越易电离出H+）与两条规律（吸电子基增强与烃基推电子减弱）；候选节点边界即该规律基于诱导效应且只适用于同类有机酸之间比较；现挂节点以σ键π键与反应活性为主并把羧酸酸性作为附带讨论,slice_11
CHEMISTRY,ext-che-fa19c9abe5-001b,有关物质的量浓度的计算,REBIND,气体溶于水后溶液浓度的计算,材料专讲气体溶于水求浓度的思路与通式并以「体积必须由溶液质量和密度求出、不能用水体积代替」为关键点；候选节点边界即「溶液体积不能用水与气体体积相加、必须用溶液质量除以密度」；现挂节点边界只把气体溶于水列为三项之一,slice_12
PHYSICS,ext-phy-00dee0496f-009c,质量亏损,REBIND,核能的计算方法,材料给出核能计算的三条路径（质能方程配kg与焦耳、1u相当于931.5MeV、比结合能乘核子数）；候选节点即核能的计算方法；现挂节点只收质量亏损与结合能的换算关系,slice_01
PHYSICS,ext-phy-089780a205-007,热力学图像问题,REBIND,气体状态变化图像的分析方法,材料讲点与线的物理意义、V-T与p-T图中用与原点连线斜率比较压强体积、p-V图线与V轴所围面积表示做功；材料标题与候选节点同名且候选边界「求功必须用p-V图像的面积、其他图像不能直接由面积求功」正对材料内容,slice_02
PHYSICS,ext-phy-0e06a470ac-005,波粒二象性,REBIND,光的波粒二象性,材料讲干涉衍射偏振证明波动性与光电效应说明粒子性与概率波与频率越高粒子性越显著；现挂节点边界只讲个别光子与大量光子的统计表现；候选节点边界逐条列出波动性与粒子性的实验证据与表现（干涉衍射偏振与光电效应康普顿效应）,slice_03
PHYSICS,ext-phy-0f258d43a9-013,热力学图像问题,REBIND,气体状态变化图像的分析方法,材料按点、线、斜率、面积四层讲气体状态变化图像的分析并提醒不同图像常量意义不同；候选节点名与边界（比较压强体积看状态点到原点连线的斜率；求功必须用p-V图像面积）与材料一致；现挂节点是章内热力学图像题节点、把该分析法列为补充,slice_04
PHYSICS,ext-phy-154f35f7e3-002d,三个自由点电荷平衡模型,REBIND,三个自由点电荷的平衡模型,材料讲三点共线、两同夹异、两大夹小及中间电荷到两侧距离比等于电荷量比的平方根；现挂节点与候选节点是同一结论的近重复节点；候选节点这一同名者已收同题材料且边界正是两侧同号、中间异号,slice_05
PHYSICS,ext-phy-1e87c34de3-008b,天上-星球上空距离星体中心r-r-h处的重力加速度为g,REBIND,星体表面与上空的重力加速度,材料兼讲星体表面 g=GM/R²（由中心天体质量与半径共同决定）与上空 g'=GM/(R+h)² 并给出随高度按平方反比减小与联立求天体质量的规律；现挂节点（天上）按其名称与定位只收星球上空 r=R+h 处一个情形且其边界为抽取残句；同名节点边界即表面与上空两式并用 r 表示到球心距离,slice_06
PHYSICS,ext-phy-1f062f3888-007,电路动态分析的方法,REBIND,电路动态分析的三种方法,材料讲电路动态分析的程序法、结论法（串反并同）与极限法三种方法；候选边界正是「串反并同以内阻不为零为前提、程序法要求每一步推理有依据」；现挂「电路动态分析的方法」与候选为同一知识点的重复节点,slice_07
PHYSICS,ext-phy-202a7903f4-006c,实验基础知识,REBIND,探究小车速度随时间变化的规律,材料讲本实验器材与过程（小车停在靠近打点计时器处与先接通电源后释放小车与换纸带重复三次）；现挂「实验基础知识」是收各实验材料的上位桶节点（边界只写到国际单位制）；候选节点同名且边界即本实验的释放位置与器材取舍；同批 ext-phy-f42dc02f15-009 已从该桶节点改绑到同名节点,slice_08
PHYSICS,ext-phy-206fb04353-053b,带电粒子在组合场-电场与磁场各位于一定的区域内-并不重叠-中的运动,REBIND,电偏转与磁偏转的比较,材料比较电偏转恒力做类平抛与磁偏转变力做匀速圆周的受力与规律；现挂节点讲的是电场磁场分区组合（先电后磁等）的衔接问题；候选节点同名且边界讲两者受力性质不同 不可互相套用,slice_09
PHYSICS,ext-phy-206fb04353-086d,比结合能,REBIND,核能的计算方法,材料给出核能计算的三种方法（ΔE=Δmc²、质量亏损原子质量单位数×931.5 MeV、比结合能之差）与吸放能判断；候选边界正对质量亏损须由反应前后质量相减、用931.5 MeV时Δm须以u为单位；现挂「比结合能」边界是比结合能的定义、曲线与稳定性关系,slice_10
PHYSICS,ext-phy-206fb04353-105,变压器,REBIND,探究变压器原副线圈电压与匝数的关系,材料是探究实验（用可拆变压器测量不同匝数下的U1与U2并列表比较）与误差说明（漏磁与线圈电阻使实测电压比偏小）；候选节点边界即必须铁芯闭合与只用交流电压挡与实测电压比略大于匝数比；现挂节点讲工作原理与理想关系不含实验操作与误差,slice_11
PHYSICS,ext-phy-206fb04353-106,油膜法估测油酸分子的大小,KEEP,,材料是油膜法测分子大小的原理、V与S的测量与实验步骤；其边界与现挂节点边界逐字同文（理想化模型、纯油酸体积按浓度折算、数格误差、未散开就描线则直径偏大）；候选节点「用油膜法估测油酸分子的大小」与之同题近重复,slice_12
PHYSICS,ext-phy-211199b145-007b,电磁阻尼和电磁驱动,KEEP,,材料讲电磁阻尼与电磁驱动的成因效果能量转化及阻尼摆与磁悬浮列车；现挂节点边界与材料边界逐字一致且覆盖该内容；候选节点电磁阻尼与电磁驱动与现挂同题（仅和与与用字不同）,slice_01
PHYSICS,ext-phy-27916050fc-002,用油膜法估测油酸分子的大小实验,REBIND,用油膜法估测油酸分子的大小,材料是完整的油膜法实验（原理d=V/S、器材、步骤、数格数据处理、撒粉与描轮廓注意事项）；标题与候选节点同名且候选边界「必须按配制比例换算纯油酸的体积、不能把油酸酒精溶液的体积当作油酸体积」正对材料的数据处理与注意事项,slice_02
PHYSICS,ext-phy-2890a8a6ef-010,对超重和失重的理解应当注意的问题,REBIND,超重与失重的判断方法,材料讲从受力与从加速度两个角度判断超重与失重且只取决于加速度方向而与运动方向无关；现挂节点边界侧重重力没有变大变小与视重变化与完全失重时依赖重力的现象消失；候选节点边界即只看加速度方向与斜向加速度取竖直分量投影与完全失重只对应a=g且方向向下,slice_03
PHYSICS,ext-phy-2b63d7a05b-010,滑块-木板模型的临界问题,REBIND,滑块-木板模型,材料讲滑块-木板模型通法（未滑离与滑离两种情形分别列动量守恒与能量守恒、滑离条件是相对位移等于板长、提分关键三条）；候选节点名与材料标题逐字相同且边界收「板长与滑块位移混为一谈…判断是否滑落」等模型通法；现挂节点偏重临界问题一类,slice_04
PHYSICS,ext-phy-32ce307c34-008,运动的合成与分解,REBIND,合运动与分运动的关系,材料讲合运动与分运动的等时性、独立性与等效性及渡河时间由垂直于河岸的分运动决定；现挂节点边界是平抛运动的分解与小船过河的最短时间和最短位移；候选节点边界正是渡河时间只由垂直分速度决定,slice_05
PHYSICS,ext-phy-3612e63f5b-015,对机械能守恒条件的理解,KEEP,,材料给出机械能守恒的三种情形（只受重力；除重力外其他力不做功或做功代数和为零；只有系统内弹力做功时系统守恒）并强调是系统而非某个物体守恒；现挂节点边界三项与材料逐字对应且同样提醒并非物体的机械能守恒；候选节点（机械能守恒的条件）是同题另建节点、边界只讲只受与只做功之别,slice_06
PHYSICS,ext-phy-3628073593-009,动量定理,REBIND,用动量定理解释两类现象,材料讲动量变化量一定时时间越短力越大与作用力一定时时间越长动量变化越大两类现象及缓冲装置延长作用时间的原理；候选边界正是「先判断哪个量保持不变、不要把延长作用时间说成减小冲量」；现挂「动量定理」边界讲冲量与动量变化量的矢量关系、其应用类材料按库内惯例归位同名节点,slice_07
PHYSICS,ext-phy-3a86d307ab-004,天上-星球上空距离星体中心r-r-h处的重力加速度为g,REBIND,星体表面与上空的重力加速度,材料讲表面g=GM/R²与高空g'=GM/(R+h)²与比例关系与黄金代换与球壳与内部深度；现挂节点边界只是「得。所以式中g为地球表面附近重力加速度」的残句；候选节点同名且边界即r是到星体中心的距离与g随高度增大而减小 并已挂三条同题材料,slice_08
PHYSICS,ext-phy-504a241474-007b,电容器,REBIND,含电容器电路的分析,材料讲拆去电容器看结构 稳态相当于断路 电压等于并联电阻电压 变化时用 ΔQ=CΔU 判充放电电流方向；现挂节点电容器讲器件本身 稳态断路只作与电容相区分的附带一句；候选节点同名且边界讲须先正确求电容器两端电压,slice_09
PHYSICS,ext-phy-59dd10c06b-001c,弹力,REBIND,弹力有无的判断方法,材料给条件法/假设法/状态法/替换法四种判断弹力有无的方法及适用情形；候选节点名即材料标题且边界正是这四种方法的要点（不能只看是否接触、假设法要针对同一点同一状态、状态法先明确运动状态）；现挂「弹力」是含产生条件与方向大小的总节点,slice_10
PHYSICS,ext-phy-59dd10c06b-004,静摩擦力,REBIND,静摩擦力有无及方向的判断方法,材料逐条给条件法与假设法（假设光滑看是否相对滑动）与状态法（列平衡方程或F合=ma）与转换对象法；候选节点边界即三种方法的结论必须一致与相对是相对接触物体；现挂节点是含概念与大小随外力变化范围的静摩擦力总节点,slice_11
PHYSICS,ext-phy-5ba7f10b79-019,应用动能定理求解步骤,REBIND,动能定理在多过程问题中的应用,材料全部讲多过程问题：全过程应用的条件与列式注意（重力弹力静电力的功与路径无关、阻力做功等于力乘路程）以及分阶段应用的条件与中间速度；候选节点边界逐条即这些要点；现挂节点边界只把多过程列为注意事项之一,slice_12
PHYSICS,ext-phy-5fc61a6abe-004,磁感线,KEEP,,材料讲磁感线的定义与特点（切线方向表示磁场方向、疏密表示强弱、闭合、假想、不相交）；现挂节点边界即收该内容；候选节点磁感线的特点是同题另建节点,slice_01
PHYSICS,ext-phy-61d1d14b26-005b,热力学图像问题,REBIND,气体状态变化图像的分析方法,材料讲四类等值变化图像的形状与斜率意义（pV=CT、p-T过原点且斜率越大体积越小等）并归结点线斜率面积四要素；材料标题与候选节点同名且候选边界即比较压强体积要看状态点到原点连线的斜率与求功要用p-V图像面积,slice_02
PHYSICS,ext-phy-61d1d14b26-015,用油膜法估测油酸分子的大小实验,KEEP,,材料讲油膜法实验原理D=V/S与溶液配制与测一滴体积与数格法求面积与误差分析；其边界与现挂节点边界同文（只差定位前缀）；候选「用油膜法估测油酸分子的大小」与之同题近重复；材料讲的正是现挂节点声明的范围,slice_03
PHYSICS,ext-phy-6249360606-006,全反射,REBIND,条件-①光从光密介质射入光疏介质-②入射角大于或等于临界角,材料讲全反射的两个条件、临界角公式sinC=1/n与判定思路；候选节点名即「全反射的条件与临界角」且已收三条同名材料；现挂「全反射」边界是现象与临界角由折射率决定的综合节点,slice_04
PHYSICS,ext-phy-6dcd554e9e-001b,带电粒子在匀强电场中偏转的两个分运动,REBIND,两个重要结论,材料讲经同一加速电场加速再经同一偏转电场时偏移量与偏转角相同、速度反向延长线过水平位移中点；现挂节点边界是沿初速度匀速与沿静电力匀加速两个分运动及其偏移量和偏转角；候选节点名字即带电粒子偏转的两个重要结论且已收同题材料,slice_05
PHYSICS,ext-phy-7105d033a5-004,传播方向和振动方向的判断-图像理解,REBIND,振动图像与波的图像的综合分析,材料讲两图像综合的两方面（由振动图定周期、波的图定波长进而求波速；先定该时刻质点振动方向再定传播方向）并强调两图对应时刻与质点弄错会得相反结论；现挂节点边界只声明波的传播方向与质点振动方向的判断方法、不含波速与两图对应关系；同名节点边界即两图不能互换、判方向须取同一时刻的波形与振动方向,slice_06
PHYSICS,ext-phy-7105d033a5-006b,波的干涉,REBIND,波的叠加原理,材料讲几列波相遇后各自保持原状态继续传播、重叠区质点位移为各波单独引起位移的矢量和；候选边界正是「叠加是位移的合成、不能一律把两列波引起的位移大小相加」；现挂「波的干涉」边界讲的是干涉图样这一叠加特例,slice_07
PHYSICS,ext-phy-7a8d42b6f9-003,万有引力的-两点理解-和-两个推论,REBIND,万有引力与重力的关系,材料整篇讲地表物体重力只是万有引力的一个分力与极点才等于万有引力与向心力指向地轴及忽略自转的GMm/R²=mg近似；现挂节点的两点理解中该内容只占一句 主体是球壳与球体内部的两个推论；候选节点同名且边界即赤道两极差别与是否忽略自转 已挂6条同题材料,slice_08
PHYSICS,ext-phy-7b8a5ea480-008b,电磁阻尼和电磁驱动,KEEP,,材料讲电磁阻尼阻碍相对运动与电磁驱动追赶磁场 以及楞次定律与能量转化；现挂节点与材料同题 其边界讲的正是相对运动与能量守恒计算 节点内两条材料皆属该题；候选为同名近重复（综合复习） 判据因「和」与「与」之差误报,slice_09
PHYSICS,ext-phy-83aaecb372-004b,波粒二象性,REBIND,光的波粒二象性,材料给波动性证据（干涉衍射偏振）、粒子性证据（光电效应康普顿效应）与波粒二象性及概率波、使用要点；候选边界逐条对应（干涉衍射偏振证明波动性、光电效应康普顿效应说明粒子性）；现挂「波粒二象性」边界与候选节点为同一知识点的近重复节点,slice_10
PHYSICS,ext-phy-83dd6313b9-001b,库仑定律,REBIND,库仑力作用下的平衡问题,材料讲库仑力参与下的共点力平衡解题思路（受力分析后按平衡条件列方程并与库仑定律联立）与库仑力随距离变化须重新计算；候选节点边界即静电力是矢量须规定正方向与电荷量可能重新分配；现挂节点讲的是库仑定律本身的内容与适用条件,slice_11
PHYSICS,ext-phy-89752a9c75-013,机械能守恒定律的应用技巧,REBIND,轻弹簧连接系统的机械能守恒,材料讲轻弹簧系统内动能重力势能与弹性势能相互转化而总机械能守恒并给出弹性势能由形变量决定、两端物体速度相同的两点注意；候选节点边界即系统守恒、特殊位置速度关系与形变量；现挂节点边界只写守恒前提的判断,slice_12
PHYSICS,ext-phy-91bac4cabf-017,应用动能定理求解步骤,REBIND,动能定理在多过程问题中的应用,材料讲多过程时分段与全过程应用动能定理及重力阻力做功特点；候选节点边界即全过程列式求中间状态须回到分阶段与阻力用路程；现挂节点是动能定理的一般求解步骤、多过程仅为其一条注意事项,slice_01
PHYSICS,ext-phy-9626018097-002,电磁感应中的三大动力学观点,REBIND,动量定理在电磁感应中的应用,材料通篇讲导体棒变加速运动中安培力冲量BLq、q=ΔΦ/R总与动量定理联用求位移速度电荷量；材料标题与候选节点同名且候选边界「安培力的冲量要用平均值写成BLq或B²L²x/R总、只有其他外力为恒力时才能写成F其他Δt」逐条吻合,slice_02
PHYSICS,ext-phy-9885683808-001,必备实验仪器的原理及使用,REBIND,螺旋测微器的原理与读数,材料只讲螺旋测微器的螺距0.5mm与可动刻度50等分与0.01mm精确度与读数公式与半毫米刻度线与零点误差；现挂节点边界只是「一、打点计时器」的残句（仪器总表）；候选节点边界即必须看清半毫米刻度线是否露出与可动刻度必须估读一位,slice_03
PHYSICS,ext-phy-9885683808-001b,游标卡尺的读数,REBIND,游标卡尺的构造与读数,材料讲游标卡尺构造、精确度由游标尺等分数决定与「主尺整毫米数＋游标对齐格数×精确度」读数法；候选节点名与材料标题逐字相同且已收三条同类材料；现挂节点只剩这一条材料、其边界与材料边界逐字相同属近重复节点,slice_04
PHYSICS,ext-phy-9ade384fa8-003b,天上-星球上空距离星体中心r-r-h处的重力加速度为g,REBIND,星体表面与上空的重力加速度,材料同时讲星体表面 g=GM/R²、上空 r=R+h 处 g'=GM/(R+h)² 与用 GM=gR² 反求天体质量；现挂节点只管星球上空那一段；候选节点边界正是 r 是到中心距离而不是高度且随高度平方反比减小,slice_05
PHYSICS,ext-phy-9ade384fa8-003d,万有引力的-两点理解-和-两个推论,REBIND,万有引力与重力的关系,材料讲万有引力产生重力与随自转向心力两个效果、赤道重力加速度最小两极最大、通常近似认为万有引力等于重力；现挂节点边界收的是作用反作用、重力只是万有引力的一个分力以及匀质球壳空腔与球体内部引力的两个推论；同名节点边界即只有考虑自转时赤道两极才不同与忽略自转的近似处理,slice_06
PHYSICS,ext-phy-aa3eac86a6-002,必备实验仪器的原理及使用,REBIND,螺旋测微器的原理与读数,材料讲螺距0.5mm与可动刻度50等分对应精确度0.01mm以及必须估读一位的螺旋测微器读数方法；候选边界正是「必须看清半毫米刻度线是否露出、可动刻度必须估读一位」；现挂「必备实验仪器的原理及使用」是收各仪器材料的上位桶节点（库内《验证机械能守恒定律》等材料同此惯例归位同名节点）,slice_07
PHYSICS,ext-phy-af45d1db73-004,平抛运动,REBIND,探究平抛运动特点的实验步骤,材料按装背板与斜槽末端水平（平衡法）与固定位置描迹与定坐标原点四步讲实验操作；现挂「平抛运动」边界是水平匀速与竖直自由落体的合成及运动学公式与两个推论；候选节点同名且边界即第2步平衡法与第4步原点不是槽口端点,slice_08
PHYSICS,ext-phy-af45d1db73-006,平抛运动,REBIND,探究平抛运动特点实验的注意事项,材料讲斜槽末端切线水平 同一位置释放 坐标原点取球心投影三条操作及其对应误差来源；现挂节点边界只讲水平匀速与竖直自由落体的合成与公式推论 实验注意不在其声明内；候选节点同名且边界讲斜槽是否光滑与坐标原点,slice_09
PHYSICS,ext-phy-b2defc754e-005,等效替代法,REBIND,替代法测电阻,材料讲用电阻箱替换待测电阻、滑动变阻器阻值不变、电表读数相同时电阻箱读数即待测阻值及其无电表内阻系统误差的优点；候选边界正对替代前后电路必须不变、两次读数须完全一致；现挂「等效替代法」是跨实验的总方法节点（力的合成、动量守恒用位移替代速度等）,slice_10
PHYSICS,ext-phy-b7fee3d991-003c,万有引力定律的应用,REBIND,万有引力与重力的关系,材料讲万有引力分解为重力与随自转向心力（赤道向心力最大重力最小与两极重力最大）与黄金代换与表面及上空及内部三处重力加速度；候选节点边界即只有考虑自转时赤道两极才不同与表面GMm/R2=mg；现挂节点讲天体运动应用与星球瓦解及黑洞,slice_11
PHYSICS,ext-phy-b8d5634019-006b,弹力的定义及产生条件,REBIND,弹力有无的判断方法,材料专讲判断弹力有无的条件法、假设法与状态法；候选节点名即材料标题且边界正是这三法的要害（不能只看接触、假设法针对同一点同一状态、状态法先明确运动状态）；现挂节点以弹力的定义与产生条件为主、有无判断只是附带一节,slice_12
PHYSICS,ext-phy-baf18087a8-013,质量亏损,REBIND,核能的计算方法,材料讲核力与质量亏损及核能计算的两条单位路径（kg配焦耳、u配931.5MeV）；候选节点即核能的计算方法（含质量亏损定义与单位要求）；材料标题亦为核能的计算方法,slice_01
PHYSICS,ext-phy-bb84aa4cd5-002c,牛顿第三定律,REBIND,作用力与反作用力,材料讲两物体间作用力与反作用力总是大小相等方向相反作用在同一直线上、表达式F=-F′及同时性异体性同性质；与候选节点边界「力的作用是相互的、作用力与反作用力总是互相依存同时存在」一致、且上一轮同类裁定已把《牛顿第三定律》材料从该节点归到其同名节点,slice_02
PHYSICS,ext-phy-c8d7f6c61f-001,受力分析多力漏力-受力分析方法,REBIND,受力分析的三个技巧,材料讲三个技巧（不把研究对象所受的力与它施加的力混淆与假设法判断弹力摩擦力与转换研究对象用牛顿第三定律）并附一般顺序；现挂节点边界是受力分析的一般步骤与漏力多画力；候选节点边界即假设法只判断力的有无与方向与转换研究对象得到的相互作用力不能同画,slice_03
PHYSICS,ext-phy-ced0c3e323-003b,电容器,REBIND,含容电路的分析方法,材料讲含容电路的简化（稳定时电容器支路视为断路）、电容器电压等于并联电阻电压、充放电与电荷量变化（Q=CU）；候选节点边界正是「与电容器串联的电阻不分压…电压升高是充电、降低是放电」；现挂「电容器」是元件与电容概念节点,slice_04
PHYSICS,ext-phy-d0a08f55f3-003,全反射,REBIND,条件-①光从光密介质射入光疏介质-②入射角大于或等于临界角,材料讲全反射的两条发生条件与临界角 sinC=1/n 及折射率越大临界角越小；现挂节点是折射与反射共存的一般点；候选节点名字即全反射的条件与临界角且已收同名同内容材料,slice_05
PHYSICS,ext-phy-d3b4e26995-002b,动量守恒定律,REBIND,应用动量守恒定律的解题步骤,材料给出应用动量守恒定律的五步（明确研究对象与系统组成、受力分析判断是否守恒、规定正方向、由动量守恒列方程、解并讨论）与分段分方向列式等使用要点；现挂节点边界讲的是定律本身（合外力为零则总动量不变、可分方向应用、与机械能守恒的区别）；同名节点边界即列式前统一正方向与参考系等步骤要点,slice_06
PHYSICS,ext-phy-d72335472d-004,库仑力作用下的平衡,REBIND,库仑力作用下的平衡问题,材料讲金属球接触的电荷均分、表面电荷重新分布使作用力偏离库仑定律与三个自由点电荷平衡模型的三点共线两同夹异；候选边界正是「电荷量可能重新分配、不能沿用原来的电荷量」；两节点为同名变体的重复节点,slice_07
PHYSICS,ext-phy-df69780a4e-016,磁场中的仪器,REBIND,回旋加速器,材料专讲回旋加速器的构造与交变电压周期等于回旋周期与最大动能由B和R决定与总时间；现挂「磁场中的仪器」是速度选择器与流量计等的上位桶节点（边界只写到速度选择器）；候选节点同名且边界即提高加速电压不能提高最大动能 已挂6条同题材料,slice_08
