subject,slug,material_slug,current_node_slug,suggested_node_slug,verdict,evidence,slice
BIOLOGY,细胞中的脂质,bio-mo-cell-237,细胞中的脂质,,KEEP,正文：「1. 性激素的功能是：①促进生殖器官的发育以及生殖细胞的形成」——以性激素、维生素D功能与脂质元素为对象，固醇属脂质,slice-05
BIOLOGY,细胞中的脂质,ext-bio-3d1f7601ae-003,细胞中的脂质,,KEEP,正文：「（1）脂质主要由 C、H、O 组成，磷脂还含有 N、P。」——以脂质元素组成、合成场所与易错辨析为对象,slice-05
BIOLOGY,细胞中的脂质,ext-bio-c8448860bd-005,细胞中的脂质,,KEEP,正文：「元素组成：脂质主要是C、H、O，其中磷脂还含有N、P。」——以脂质元素组成与脂肪/磷脂/固醇三大类功能为对象,slice-05
BIOLOGY,细胞中的脂质,ext-bio-cebcb9d917-006,细胞中的脂质,,KEEP,正文：「- 饱和脂肪酸：长链上每个碳原子与相邻的碳原子以单键连接；熔点较高、容易凝固；动物脂肪大多含有饱和脂肪酸，室温下呈固态。」——以饱和与不饱和脂肪酸的对比为对象，属脂质的分子结构面,slice-05
BIOLOGY,细胞壁,bio-cell-wall-fully-transparent,细胞壁,,KEEP,正文：「细胞壁是全透性的：水、溶质都可自由通过，不具选择透过性；质壁分离的'膜'是原生质层而非细胞壁。」——以细胞壁的全透性与「质壁分离的膜是原生质层」为对象，属细胞壁的特性面,slice-05
BIOLOGY,细胞壁,bio-fj-08-lysozyme-antibacterial,细胞壁,,KEEP,正文：「1. 溶菌酶能水解细菌细胞壁（肽聚糖）。」——以溶菌酶水解细菌细胞壁为对象，讲的是细菌细胞壁成分（肽聚糖）这一面，与节点「不同生物细胞壁成分不同」同题,slice-05
BIOLOGY,细胞壁,bio-kb-plant-cell-wall-traits,细胞壁,,KEEP,正文：「1. 成分：主要是纤维素和果胶；形成与高尔基体有关。」——以植物细胞壁的成分、特性与功能为对象（含「任何细胞的边界都是细胞膜而非细胞壁」）,slice-05
BIOLOGY,细胞壁,bio-kb2-01-mycoplasma,细胞壁,,KEEP,正文：「支原体是原核生物，可能是最小、最简单的单细胞生物；与细菌细胞结构的区别是支原体没有细胞壁。」——以支原体没有细胞壁这一特例为对象，节点边界明列此条,slice-05
BIOLOGY,细胞壁,bio-kb2-05-cell-wall,细胞壁,,KEEP,正文：「植物细胞壁主要成分是纤维素和果胶，其形成与高尔基体有关，可用纤维素酶和果胶酶去除；」——以植物细胞壁的成分、特性（全透性）与功能为对象,slice-05
BIOLOGY,细胞壁,bio-kb3-f3-s3-2-n12,细胞壁,,KEEP,正文：「原核生物细胞壁成分是肽聚糖。」——以植物/原核/真菌三类细胞壁成分为对象，逐字对上节点边界,slice-05
BIOLOGY,细胞壁,bio-kb3-f4-s22-n21,细胞壁,,KEEP,正文：「(1)组成：主要由纤维素和果胶构成。」——以植物细胞壁的组成与功能为对象,slice-05
BIOLOGY,细胞壁,bio-mo-cell-110,细胞壁,,KEEP,正文：「1. 不同生物细胞壁的主要成分不同，植物细胞壁的主要成分是纤维素和果胶，细菌细胞壁的主要成分是肽聚糖，而真菌细胞壁的主要成分是几丁质。」——以不同生物细胞壁成分不同为对象，与节点边界同句,slice-05
BIOLOGY,细胞壁,bio-mo-cell-126,细胞壁,,KEEP,正文：「1. 植物细胞的壁也并不是完全的全透性。」——以细胞壁全透性的限度为对象，属细胞壁的特性面,slice-05
BIOLOGY,细胞壁,ext-bio-1bb1c59fbe-003,细胞壁,,KEEP,正文：「植物细胞壁的主要成分是纤维素和果胶。」——以细胞壁的成分、形成、去除方法、全透性与不同生物差异为对象,slice-05
BIOLOGY,细胞壁,ext-bio-81d7a60554-002c,细胞壁,,KEEP,正文：「合成时期：有丝分裂末期（细胞板由中央向四周扩展形成细胞壁）。」——以植物细胞壁的成分、合成场所/时期、去除方法与全透性为对象,slice-05
BIOLOGY,细胞壁,ext-bio-cebcb9d917-003d,细胞壁,,KEEP,正文：「**分布与功能**：几丁质是昆虫外骨骼和真菌细胞壁的重要成分。」——以几丁质与真菌细胞壁为对象，正对节点边界「不同生物细胞壁的主要成分不同（植物、真菌与细菌各有差异）」,slice-05
BIOLOGY,细胞核的结构和功能,bio-fj-05-chromatin-chromosome,细胞核的结构和功能,,KEEP,正文：「1. 染色质和染色体是同一种物质（DNA和蛋白质）在不同时期的两种状态。」——以染色质与染色体的关系为对象，属核内组分,slice-05
BIOLOGY,细胞核的结构和功能,bio-fj-05-enucleated-amoeba,细胞核的结构和功能,,KEEP,正文：「4. 说明细胞核控制细胞的代谢和遗传。」——以变形虫去核/植核实验为对象，结论落在核的控制作用,slice-05
BIOLOGY,细胞核的结构和功能,bio-fj-05-nuclear-pore-complex,细胞核的结构和功能,,KEEP,正文：「1. 核孔复合体是特殊的跨膜运输蛋白质复合体，双向选择性亲水通道。」——以核孔复合体的双功能与双向性为对象，核孔属核结构,slice-05
BIOLOGY,细胞核的结构和功能,bio-fj-05-nucleus-distribution,细胞核的结构和功能,,KEEP,正文：「1. 高等植物成熟的筛管细胞没有细胞核。」——以哪些细胞没有细胞核为对象，属核的分布面,slice-05
BIOLOGY,细胞核的结构和功能,bio-fj-05-nucleus-function-experiments,细胞核的结构和功能,,KEEP,正文：「1. 美西螈细胞核移植：皮肤颜色遗传受细胞核控制（未设对照）。」——以四个经典实验证明核功能为对象,slice-05
BIOLOGY,细胞核的结构和功能,bio-fj-05-nucleus-structure,细胞核的结构和功能,,KEEP,正文：「1. 核膜：双层膜，把核内物质与细胞质分开。」——以核膜/核仁/染色质等核结构组成为对象,slice-05
BIOLOGY,细胞核的结构和功能,bio-fx-nuclear-male-sterility,细胞核的结构和功能,雄性不育的类型,REBIND,材料正文原句：「1. 显性核不育：含显性不育基因即表现为雄性不育。」——对象是核基因控制的雄性不育的遗传类型（显性/隐性核不育、遵循孟德尔定律），标题含「细胞核」但所讲不是细胞核的结构与功能；现库有『雄性不育的类型』节点，边界正是核不育与细胞质不育的区分,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb-chromatin-chromosome-same-substance,细胞核的结构和功能,,KEEP,正文：「1. 同一物质（DNA和蛋白质）在不同时期的两种状态：分裂间期呈染色质（细丝状），分裂期呈染色体。」——以染色体与染色质的关系为对象，染色质是该节点的结构组分之一,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb-nucleus-control-experiments,细胞核的结构和功能,,KEEP,正文：「1. 伞藻嫁接实验（相互对照）与核移植实验（自身对照）：伞藻“帽”的形状由细胞核控制。」——以四个经典实验的结论为对象，属核功能的实验证据面,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb-nucleus-distribution-exception,细胞核的结构和功能,,KEEP,正文：「1. 除高等植物成熟的筛管细胞和哺乳动物成熟的红细胞等极少数细胞外，真核细胞都有细胞核。」——以真核细胞普遍有核、极少数无核为对象，属细胞核的分布面,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb-nucleus-function-core,细胞核的结构和功能,,KEEP,正文：「1. 功能：细胞核是遗传信息库，是细胞代谢和遗传的控制中心。」——以细胞核的功能（遗传信息库与控制中心）为对象,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb2-05-chromatin-chromosome,细胞核的结构和功能,,KEEP,正文：「染色质和染色体是同一物质不同时期的两种存在状态，主要成分都是DNA和蛋白质；」——以染色质与染色体的关系为对象，属核内组分,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb2-05-nucleus-function,细胞核的结构和功能,,KEEP,正文：「实验证据：伞藻嫁接与核移植实验（帽形由细胞核控制）、黑白美西螈核移植、蝾螈受精卵横缢、变形虫切割实验。」——以核功能及其实验证据为对象（教师版同文）,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f3-s3-3-n01,细胞核的结构和功能,,KEEP,正文：「除高等植物成熟的筛管细胞和哺乳动物成熟的红细胞等极少数细胞外，真核细胞都有细胞核。」——同核分布条，以真核细胞普遍有核为对象,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f3-s3-3-n02,细胞核的结构和功能,,KEEP,正文：「细胞核的功能：细胞核是遗传信息库，是细胞代谢和遗传的控制中心。」——以核的功能为对象,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f3-s3-3-n03,细胞核的结构和功能,,KEEP,正文：「美西螈核移植实验、伞藻嫁接和核移植实验表明细胞核控制着细胞的遗传，蝾螈受精卵横缢实验、变形虫切割实验和核移植实验表明细胞核控制着细胞的代谢。」——以核移植/嫁接实验结论为对象，属核功能证据,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f3-s3-3-n04,细胞核的结构和功能,,KEEP,正文：「核膜：具有双层膜，把核内物质与细胞质分开。」——以核膜为对象，属核结构,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f3-s3-3-n05,细胞核的结构和功能,,KEEP,正文：「染色质因容易被碱性染料染成深色而得名，主要由DNA和蛋白质组成，DNA是遗传信息的载体；细胞核中的DNA就像细胞生命活动的“蓝图”。」——以染色质的得名、组成与载体作用为对象，属核内组分,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f3-s3-3-n06,细胞核的结构和功能,,KEEP,正文：「染色质与染色体的区别是染色质和染色体是同一物质在细胞不同时期的两种存在状态。」——以染色质与染色体的关系为对象，属核内组分,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f3-s3-3-n07,细胞核的结构和功能,,KEEP,正文：「核仁的作用是与某种RNA的合成以及核糖体的形成有关。」——以核仁作用为对象，核仁属核结构,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f3-s3-3-n08,细胞核的结构和功能,,KEEP,正文：「核孔：实现核质之间频繁的物质交换和信息交流。」——以核孔为对象，核孔属核结构,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f3-s3-3-n09,细胞核的结构和功能,生物模型的类型,REBIND,材料正文原句：「模型是人们为了某种特定的目的而对认识对象所做的一种简化的概括性的描述，包括物理模型、概念模型、数学模型等；」——对象是模型的三种类型（物理/概念/数学模型）与「照片不是物理模型」的判断口径，与细胞核无关；现库有『生物模型的类型』节点，边界正在于此,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f3-s3-3-n10,细胞核的结构和功能,细胞是基本的生命系统,REBIND,材料正文原句：「细胞既是生物体结构和功能的基本单位，也是生物体代谢和遗传的基本单位。」——对象是细胞作为结构与功能的基本单位/生命系统，全条无细胞核内容；现库有『细胞是基本的生命系统』节点（边界即「以细胞为结构与功能的基本单位…强调细胞是最基本的生命系统」）,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f4-s26-n01,细胞核的结构和功能,,KEEP,正文：「细胞核的分布：除了高等植物成熟的筛管细胞和哺乳动物成熟的红细胞等极少数细胞外，真核细胞都有细胞核。」——以核的分布为对象,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f4-s26-n02,细胞核的结构和功能,,KEEP,正文：「(1)实验一：黑白美西螈核移植实验实验结论：美西螈皮肤颜色是由细胞核控制的，证明细胞核是遗传的控制中心。」——以美西螈核移植实验结论为对象，属核功能证据,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f4-s26-n03,细胞核的结构和功能,,KEEP,正文：「②实验结果：细胞核控制着细胞的分裂、分化。」——以蝾螈横缢实验结论为对象，属核功能证据,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f4-s26-n04,细胞核的结构和功能,,KEEP,正文：「②实验结果：变形虫的摄食、应激性及生长和分裂等各项生命活动都离不开细胞核。」——以变形虫切割实验结果为对象，属核功能证据,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f4-s26-n05,细胞核的结构和功能,,KEEP,正文：「(4)实验四：伞藻嫁接、核移植实验实验结论：伞藻“帽”的形状由细胞核控制，证明了细胞核是遗传的控制中心。」——以伞藻实验结论为对象，属核功能证据,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f4-s26-n06,细胞核的结构和功能,,KEEP,正文：「功能结论细胞核控制着细胞的代谢和遗传。」——以核功能的总结论为对象,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f4-s27-n01,细胞核的结构和功能,,KEEP,正文：「①结构：双层膜(外膜和内膜)。」——以核膜的双层结构为对象，属核结构,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f4-s27-n02,细胞核的结构和功能,,KEEP,正文：「(3)核仁功能：与某种RNA的合成以及核糖体的形成有关。」——以核孔功能与核仁作用为对象，属核结构,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f4-s27-n03,细胞核的结构和功能,,KEEP,正文：「①组成：主要由DNA和蛋白质组成。」——以染色质的组成与功能为对象，属核结构,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f4-s27-n04,细胞核的结构和功能,,KEEP,正文：「b．染色质和染色体是同一物质在细胞不同时期的两种存在状态。」——以染色质与染色体的关系为对象，属核结构,slice-05
BIOLOGY,细胞核的结构和功能,bio-kb3-f4-s27-n05,细胞核的结构和功能,细胞是基本的生命系统,REBIND,材料正文原句：「(1)细胞作为基本的生命系统，其结构复杂而精巧。」——全条讲细胞是一个统一的整体、各组分分工合作、细胞是结构的基本单位，无细胞核内容；现库有『细胞是基本的生命系统』节点,slice-05
BIOLOGY,细胞核的结构和功能,bio-mo-cell-101,细胞核的结构和功能,,KEEP,正文：「2. 细胞核是遗传信息库，是细胞代谢和遗传的控制中心。」——以核分布、核功能、核结构（核膜/核仁/染色质/核孔）连述为对象,slice-05
BIOLOGY,细胞核的结构和功能,bio-mo-cell-102,细胞核的结构和功能,,KEEP,正文：「1. 核仁的作用是与某种RNA的合成以及核糖体的形成有关。」——以核仁、核孔、染色质/染色体为对象，属核结构与组分,slice-05
BIOLOGY,细胞核的结构和功能,bio-mo-cell-103,细胞核的结构和功能,生物模型的类型,REBIND,材料正文原句：「1. 模型的形式很多，包括物理模型、概念模型、数学模型等。」——对象是模型的类型（第二句为建构细胞模型的科学性，近『物理模型的构建方法』），与细胞核无关；现库有『生物模型的类型』节点,slice-05
BIOLOGY,细胞核的结构和功能,bio-mo-cell-104,细胞核的结构和功能,,KEEP,正文：「1. 光学显微镜下最容易注意到的细胞中的一个结构是细胞核，但有极少数细胞中没有核，如高等植物成熟的筛管细胞和哺乳动物成熟的红细胞。」——以核在镜下的可见性与极少数无核细胞为对象，属核分布,slice-05
BIOLOGY,细胞核的结构和功能,bio-mo-cell-105,细胞核的结构和功能,,KEEP,正文：「1. 细胞核是遗传信息库，是细胞代谢和遗传的控制中心。」——以核的功能为对象,slice-05
BIOLOGY,细胞核的结构和功能,bio-mo-cell-107,细胞核的结构和功能,,KEEP,正文：「1. 核孔并非一个简单的孔道，而是由多种蛋白质组成的一个复杂而精细的结构，具有选择性。」——以核孔的结构与选择性为对象，核孔属核结构,slice-05
BIOLOGY,细胞核的结构和功能,bio-mo-cell-108,细胞核的结构和功能,,KEEP,正文：「1. 核仁与某种RNA的合成以及核糖体的形成有关，这并不等于所有细胞中的核糖体都需在核仁内组装。」——以核仁与rRNA/核糖体形成及核糖体组装例外为对象，属核结构,slice-05
BIOLOGY,细胞核的结构和功能,bio-mo-cell-109,细胞核的结构和功能,,KEEP,正文：「1. 没有细胞核，细胞不能生长和分裂。」——以无核细胞的后果为对象，属核的功能面,slice-05
BIOLOGY,细胞核的结构和功能,bio-mo-cell-membrane-005,细胞核的结构和功能,,KEEP,正文：「1. 细胞核的结构：①核膜：双层膜，作用是把核内物质与细胞质分开。」——以核膜/染色质/核仁/核孔四项结构为对象,slice-05
BIOLOGY,细胞核的结构和功能,bio-mo-cell-membrane-006,细胞核的结构和功能,,KEEP,正文：「1. 染色体和染色质是同一种物质在细胞不同时期的两种存在状态。」——以染色质与染色体的关系为对象（末句建构模型为其附属）,slice-05
BIOLOGY,细胞核的结构和功能,ext-bio-1bb1c59fbe-004,细胞核的结构和功能,,KEEP,正文：「- 是核质交换的双向选择性亲水通道，是一种特殊的跨膜运输蛋白质复合体。」——以核孔复合体、核膜核仁变化、核孔选择性与代谢关系为对象，全条在核结构与核孔,slice-05
BIOLOGY,细胞核的结构和功能,ext-bio-1bb1c59fbe-004b,细胞核的结构和功能,,KEEP,正文：「细胞核是遗传信息库，是细胞代谢和遗传的控制中心；DNA 上储存着遗传信息，遗传信息就像细胞生命活动的“蓝图”，这张“蓝图”储藏在细胞核里。」——以染色质与染色体、细胞核的功能为对象（末节细胞地位为附属块）,slice-05
BIOLOGY,细胞核的结构和功能,ext-bio-1bb1c59fbe-005,细胞核的结构和功能,,KEEP,正文：「伞藻“帽”的形状是由细胞核控制的，说明细胞核是遗传的控制中心。」——以伞藻与美西螈核移植实验结论为对象，属核功能证据,slice-05
BIOLOGY,细胞核的结构和功能,ext-bio-24553426a1-003,细胞核的结构和功能,,KEEP,正文：「| [A]核膜 | (1)双层膜 将核内物质与细胞质分开；(2)具有选择透过性。」——主体（第二、三节）为细胞核结构与核孔运输（约八成正文），首节生物膜系统为附属块（邻近节点），判该节点为主,slice-05
BIOLOGY,细胞核的结构和功能,ext-bio-3199bef3a3-003c,细胞核的结构和功能,,KEEP,正文：「1 核被膜 核被膜（核膜）是双层膜 有利于核内环境的相对稳定 把核内物质与细胞质分开。」——逐条辨析核被膜/核孔复合体/核仁/染色质四项，正是该节点的结构组分,slice-05
BIOLOGY,细胞核的结构和功能,ext-bio-3199bef3a3-004,细胞核的结构和功能,,KEEP,正文：「1 核膜的层数 核被膜（核膜）是内、外两层膜构成的双层膜 不是单层膜 核膜把核内物质与细胞质分开 有利于核内环境的相对稳定。」——以核膜层数与核孔选择透过性为对象，属核结构易错面,slice-05
BIOLOGY,细胞核的结构和功能,ext-bio-81d7a60554-009,细胞核的结构和功能,,KEEP,正文：「（4）伞藻嫁接与核移植实验：嫁接实验只能证明帽的形状与假根有关，核移植实验说明帽的形状由细胞核决定，从而说明细胞核是遗传的控制中心。」——以四个经典实验的结论为对象，属核功能证据,slice-05
BIOLOGY,细胞核的结构和功能,ext-bio-81d7a60554-010,细胞核的结构和功能,,KEEP,正文：「细胞核的功能：细胞核是遗传信息库，是细胞代谢和遗传的控制中心。」——以核的四项结构与核功能及易错提醒为对象,slice-05
BIOLOGY,细胞核的结构和功能,ext-bio-81d7a60554-011,细胞核的结构和功能,,KEEP,正文：「（2）大量实验证明，凡是无核的细胞既不能生长也不能分裂，如哺乳动物成熟的红细胞；人工去掉细胞核的细胞一般不能存活太久，如变形虫去掉细胞核后新陈代谢减弱、运动停止，重新移入细胞核后又能恢复生命活动。」——以无核细胞与核膜核仁周期性变化为对象，结论落在核的控制作用,slice-05
BIOLOGY,结束后-应将耐药菌-培养基-纸片等进行高温灭菌处理-防止对环境造成污染,bio-fx-differential-indicator,结束后-应将耐药菌-培养基-纸片等进行高温灭菌处理-防止对环境造成污染,,KEEP,材料讲的鉴别培养基（刚果红、酚红指示剂）正是节点名下的一类培养基及其使用：「刚果红与纤维素形成红色复合物，纤维素被分解后菌落周围出现透明圈」；节点 name=培养基的分类与使用（该节点 slug 是整句、boundary 是另一个节点的内容，属节点元数据损坏，已记 notes、不构成材料改绑理由）。｜材料正文原句（materials[3]）,slice-06
BIOLOGY,翻译,bio-kb-trna-anticodon-structure-function,翻译,,KEEP,正文：「2. 一端是携带氨基酸的部位；另一端有3个相邻碱基（反密码子）与mRNA上密码子互补配对。」——以tRNA的结构与反密码子为对象，逐字对上节点边界「涉及tRNA的结构与反密码子」,slice-05
BIOLOGY,翻译,ext-bio-26746c92ba-098b,翻译,,KEEP,正文：「翻译的过程中需借助核糖体实现氨基酸的脱水缩合，具体过程为：核糖体沿 mRNA 按 $5'\\rightarrow 3'$ 的方向移动，tRNA 不断与 mRNA 配对结合，其上的氨基酸在核糖体上进行脱水缩合，从而根据 mRNA 序列合成肽链；翻译过程中密码子、反密码子与氨基酸形成一一对应关系。」——以密码子、tRNA 与核糖体上合成肽链为对象，即节点的「翻译的过程」,slice-05
BIOLOGY,翻译,ext-bio-26746c92ba-099,翻译,,KEEP,正文：「分析这类题目时先明确：反密码子与密码子的配对中，密码子前两对碱基严格遵循碱基互补配对原则，第三对有一定自由度，如密码子第三个碱基 A、U、C 都可以与反密码子第一个碱基次黄嘌呤（I）配对。」——以反密码子与密码子配对的灵活性为对象，属翻译中的配对辨析,slice-05
BIOLOGY,翻译,ext-bio-2e2f39614d-002c,翻译,,KEEP,正文：「翻译的定义：游离在细胞质中的各种氨基酸，以mRNA为模板合成具有一定氨基酸顺序的蛋白质的过程。」——以翻译的定义、模板、原料与场所为对象,slice-05
BIOLOGY,翻译,ext-bio-2e2f39614d-003,翻译,,KEEP,正文：「翻译的条件：模板mRNA、氨基酸、ATP、酶、tRNA和核糖体。」——以翻译的条件与核糖体位点上的肽链延伸/终止为对象,slice-05
BIOLOGY,翻译,ext-bio-2e2f39614d-004b,翻译,,KEEP,正文：「多聚核糖体模型：一条mRNA分子上可以相继结合多个核糖体，同时进行多条肽链的合成；图中多条肽链的氨基酸序列相同，因为它们由同一条mRNA作模板；其意义是少量mRNA可以在短时间内合成大量蛋白质，提高翻译效率。」——以多聚核糖体模型与启动子/起始密码子辨析为对象，对上节点边界的多聚核糖体模型与易错辨析,slice-05
BIOLOGY,翻译,ext-bio-6ae920af4a-003,翻译,,KEEP,正文：「一个 mRNA 分子上可相继结合多个核糖体，同时进行多条氨基酸序列完全相同的肽链的合成。」——以tRNA、翻译过程与多聚核糖体为对象，逐字对上节点边界,slice-05
BIOLOGY,自由组合定律的解题规律及方法,ext-bio-636de2a928-028,自由组合定律的解题规律及方法,,KEEP,材料主线是两对基因 F₂ 比的拆分与合并：「从拆开看即：黄色∶浅黄色∶白色 = 1∶2∶1；抗锈病∶感锈病 = 3∶1」，用拆分法处理两对基因的分离比，是节点（PROCEDURE）的拆分法面；同节点已有「拆分法求解自由组合定律问题」「逆向组合法推断亲本基因型」等同族材料。｜材料正文原句（materials[5]）,slice-06
BIOLOGY,非特异性免疫,bio-nested-pcr-two-rounds,非特异性免疫,pcr技术,REBIND,材料通篇是 PCR 技术变体：「两套引物进行两轮 PCR，第二轮的扩增产物才是目的基因片段。」「第二轮：取少量第一轮产物稀释 100~1000 倍作模板，用第二对引物（内引物，结合在第一轮产物内部）扩增 15~30 循环。」；现绑节点「非特异性免疫」是三道防线/生来就有/不针对特定病原体，与材料无一字相关；包内 pcr技术（生物学选择性必修3·第三章 基因工程）边界即「体外特异性扩增DNA片段的技术…引物…每个扩增周期经历变性、复性和延伸三步」。｜材料正文原句（materials[4]）,slice-06
CHEMISTRY,c-si单质的存在形态-物理性质及用途,ext-che-19a4bd3e1e-001,c-si单质的存在形态-物理性质及用途,,KEEP,材料讲碳单质的存在形态与同素异形体：「碳单质的存在形式有金刚石、石墨、无定形碳、足球烯等，它们互为同素异形体，物理性质差异较大而化学性质相似」；节点边界即「碳在自然界中既有游离态又有化合态且有多种同素异形体，硅只有化合态」，首句的碳族价层排布属同族框架。｜材料正文原句（materials[11]）,slice-06
CHEMISTRY,与量有关的离子方程式书写技巧,chem-kb-quantity-related-ionic-equation-techniques,与量有关的离子方程式书写技巧,,KEEP,标题与节点同名、正文即节点三法：「连续型（分步书写法）…竞争型（先强后弱法）…配比型（少定多变法）」，与节点边界按成因分类（连续型、竞争型、配比型）逐条一致。｜材料正文原句（materials[14]）,slice-06
CHEMISTRY,中心原子杂化类型的判断,chem-equivalent-hydrogen-rules,中心原子杂化类型的判断,判断同分异构体数目的常用方法和思路,REBIND,材料三条规则与现绑节点（中心原子杂化类型的判断，边界只讲价层电子对数与σ键数+孤电子对数判 sp/sp2/sp3）无关：「①同一碳原子上的氢原子等效；②同一碳原子所连的相同基团（如3个-CH3）上的氢原子等效；③位于对称位置上的氢原子等效。一元取代物数目等于分子中不同化学环境的氢原子种类数。」；包内 判断同分异构体数目的常用方法和思路 的边界(3)逐字列「等效氢法…①分子中同一个碳原子上连接的氢原子等效；②同一个碳原子上所连接的甲基氢原子等效；③分子中处于对称位置上的氢原子等效」，别名亦有「等效氢法判断一取代物数目」。｜材料正文原句（materials[16]）,slice-06
CHEMISTRY,化学与传统文化,chem-fx-tian-gong-kai-wu-zhong-fan-shi-hui-jin-f73x17,化学与传统文化,,KEEP,材料即古籍中的物质判断：「《天工开物》中『凡石灰经火焚炼为用』里的『石灰』指的是CaCO3」「《开宝本草》记载硝石…涉及物质的溶解、蒸发、结晶」；节点边界即「以传统文化（古籍记载、传统工艺）为载体的化学知识辨析」。｜材料正文原句（materials[12]）,slice-06
CHEMISTRY,对数折线图四步法,ext-che-e1f44db337-030,对数折线图四步法,,KEEP,材料是该节点的策略面：「若为多条直线，需要判断各直线所对应的参数，分两步走：第一步…第二步…」，与节点边界「斜率只决定曲线属于哪一类物理量，具体常数要靠特殊点代入」同轴，别名也含「对数图像中直线归属的判断策略」。｜材料正文原句（materials[18]）,slice-06
CHEMISTRY,强电解质与弱电解质,ext-che-4a6b0a9516-002,强电解质与弱电解质,,KEEP,首句主语即节点概念：「在水溶液中能完全电离的电解质是强电解质…在水溶液中只能部分电离的电解质是弱电解质」；全篇为概念、类别归属、判断角度三面，与节点边界（物质类别归属、电离方程式、酸式盐电离）同轴。｜材料正文原句（materials[10]）,slice-06
CHEMISTRY,有机合成中碳骨架的构建,ext-che-4dd2e79693-121b,有机合成中碳骨架的构建,,KEEP,材料讲成环这一碳骨架构建方式：「狄尔斯-阿尔德反应…得到环加成产物，构建了环状碳骨架」；节点边界(3)逐条列「成环反应：①二元醇成环…⑤利用题」，本材料是节点的一个面。｜材料正文原句（materials[13]）,slice-06
CHEMISTRY,氢氧化铝的制备方法,ext-che-2a6b2482d9-006b,氢氧化铝的制备方法,,KEEP,首句『实验室制备 Al(OH)₃ 常用三种方法，共同思路是提供 OH⁻ 但不能让 Al(OH)₃ 溶解。』三条方法『一是向可溶性铝盐中加足量氨水（不用强碱）：Al³⁺＋3NH₃·H₂O==Al(OH)₃↓＋3NH₄⁺，因为 Al(OH)₃ 不溶于弱碱氨水，反应容易控制。』『二是向含 AlO₂⁻ 的溶液中通入过量 CO₂…』末句『三种方法的依据都是 Al(OH)₃ 只溶于强酸强碱、不溶于弱酸弱碱。』＝本节点 boundary『制备时不能用 NaOH 等强碱作沉淀剂，用量不易控制且过量会使 Al(OH)3 溶解』的正面答案；type=METHOD_MODEL ⇒ 判据1/2/4/5 成立。源文件：core/data/src/main/resources/knowledge/moe-2025-teaching-support-v2-07.json,slice-03
CHEMISTRY,热化学方程式,wusan-che-v-6b40dd6b,热化学方程式,,KEEP,标题与节点同名、正文即节点的书写规则面：「③注明各物质的聚集状态，固态为s、液态为l、气态为g…⑤ΔH单位中的mol⁻¹指每摩尔反应…⑥化学计量数加倍则ΔH也加倍」，与节点边界（标注聚集状态、注明反应热数值与符号）一致。｜材料正文原句（materials[15]）,slice-06
CHEMISTRY,熟练掌握溶解-过滤-蒸发等操作-认识化学方法在物质分离和提纯中的重要作用,chem-filtration-operation-points,熟练掌握溶解-过滤-蒸发等操作-认识化学方法在物质分离和提纯中的重要作用,,KEEP,材料是节点的一个操作面（过滤）：「操作要点：一贴（滤纸润湿紧贴漏斗内壁）；二低（滤纸边缘低于漏斗边缘、液面低于滤纸边缘）；三靠…」；节点 name=物质分离提纯的常用方法，边界自称「涵盖操作要点与解题步骤」，别名含「过滤操作要点：一贴二低三靠」（节点 slug 是整句，已记 notes）。｜材料正文原句（materials[19]）,slice-06
