subject,point_slug,prereq_slug,verdict,reason
PHYSICS,万有引力与航天的理解应用,非惯性参考系,unrelated,常规应用不需要非惯性系
PHYSICS,万有引力定律的应用,万有引力定律,valid,应用建立在定律本身之上
PHYSICS,弹性势能,开普勒三定律,unrelated,开普勒定律与弹性势能完全无关
PHYSICS,功能关系,功率,unrelated,功能关系与功率是工和功率章的平行概念
PHYSICS,守恒条件,宇宙速度,unrelated,机械能守恒条件 与宇宙速度无关
PHYSICS,机车启动问题,机械能守恒定律,unrelated,机车问题用功率与第二定律 机械能不守恒
PHYSICS,机械振动,有效值的理解,unrelated,交流电有效值 与机械振动无关
PHYSICS,图象,固有振动和固有频率,inverted,振动图象是简谐运动基础 先于固有频率
PHYSICS,周期性,周期和频率,valid,周期概念是理解周期性的前提
PHYSICS,固有振动和固有频率,回复力,valid,固有频率由回复力特征决定
PHYSICS,阻尼振动,重力势能,unrelated,阻尼振动与重力势能无前置关系
PHYSICS,传播特点,传感器,unrelated,传感器与波的传播完全无关
PHYSICS,机械波的分类,机械波,valid,分类建立在机械波概念之上
PHYSICS,波动图象的特点,波动图象的信息,inverted,特点属基本识图 信息提取是应用 方向反
PHYSICS,波动图象的信息,正弦式交变电流,unrelated,交变电流与波动图象完全无关
PHYSICS,弹簧振子模型,弹性势能,unrelated,模型先建立 能量分析在后 非其前置
PHYSICS,单摆的受力特征,单摆周期,inverted,受力分析是周期公式的前提 方向反
PHYSICS,造成波动问题多解的主要因素有,运动的合成与分解,unrelated,波的周期性与运动的合成无关
PHYSICS,动能,功能关系,inverted,功能关系依赖动能等概念 方向反
PHYSICS,动能,理想变压器的两类动态分析,unrelated,电学动态分析 与动能完全无关
PHYSICS,动能定理,动能,valid,定理表述为动能变化 需先会动能
PHYSICS,重力势能,造成波动问题多解的主要因素有,unrelated,机械波问题 与重力势能完全无关
PHYSICS,机械能守恒定律,机械波的分类,unrelated,波的分类与机械能守恒完全无关
PHYSICS,能量守恒定律,线速度,unrelated,能量守恒是普适定律，与线速度无关
PHYSICS,反冲运动,参考系,valid,反冲速度须相对参考系定义
PHYSICS,动量和动量定理,动量,valid,动量定理建立在动量定义之上
PHYSICS,系统-内力和外力,简谐运动,unrelated,系统受力与简谐运动无关专题
PHYSICS,碰撞中的-时间极短-的含义,矢量和标量,valid,动量冲量为矢量，矢量是基础
PHYSICS,滑块-小球-弹簧模型,滑块-木板模型的临界问题,unrelated,弹簧与板块模型平行，无前置
PHYSICS,子弹打木块模型,失重,unrelated,子弹打木块与失重无关
PHYSICS,滑块-木板模型的临界问题,滑动摩擦力,valid,滑块木板模型分析依赖滑动摩擦力
PHYSICS,流体模型,波长,unrelated,流体模型属动量定理，与波长无关
PHYSICS,人船模型,a-b两物块叠放在转盘上,unrelated,人船模型与转盘临界问题平行
PHYSICS,动量,动态平衡问题,unrelated,动量定义不依赖动态平衡
PHYSICS,动量定理,动量守恒定律的推导,inverted,守恒推导建立在动量定理上，方向反
PHYSICS,动量定理的应用-流体类模型,动量定理,valid,流体模型直接应用动量定理
PHYSICS,动量守恒定律,动量守恒中的速度,inverted,速度问题是应用注意事项，方向反
PHYSICS,动量守恒定律的推导,动量守恒定律,inverted,定律由推导确立，方向反
PHYSICS,动量守恒中的速度,动量和动量定理,valid,速度问题须先掌握动量基础
PHYSICS,弹性碰撞,弹力的方向,unrelated,弹性碰撞与弹力方向无关
PHYSICS,非弹性碰撞,非常规运动学图像,unrelated,非弹性碰撞与运动学图像无关
PHYSICS,非弹性碰撞和完全非弹性碰撞,非弹性碰撞,valid,完全非弹性是非弹性的特例
PHYSICS,弹簧振子,弹性碰撞,unrelated,弹簧振子属振动，与弹性碰撞无关
PHYSICS,机械波,曲线运动的基本概念与处理思想,unrelated,机械波与曲线运动概念无关
PHYSICS,机械波,机械振动,valid,机械波是机械振动的传播
PHYSICS,波速,波的衍射,unrelated,衍射依赖波长条件，非波速
PHYSICS,波的衍射,波的干涉,unrelated,衍射与干涉是平行波现象
PHYSICS,简谐运动,等时圆使用条件,unrelated,等时圆是运动学技巧，与简谐无关
PHYSICS,单摆,单位制,valid,周期公式须单位制基础
PHYSICS,受迫振动,双星模型,unrelated,受迫振动与双星模型无关专题
PHYSICS,共振,全反射,unrelated,共振属振动，全反射属光学
PHYSICS,波长,波速,inverted,v=λf建立在波长之上，方向反
PHYSICS,波的干涉,求解的基本思路,unrelated,泛化解题思路非干涉具体前置
PHYSICS,波的干涉,波动图象的特点,valid,干涉建立在波形相位关系之上
PHYSICS,多普勒效应,外部作用导致-n-突变,unrelated,N突变是受力分析，与多普勒无关
PHYSICS,多普勒效应的成因分析,多普勒效应在生活中的应用,inverted,应用建立在成因之上，方向反
PHYSICS,多普勒效应在生活中的应用,地球同步卫星,unrelated,同步卫星与多普勒应用无关
PHYSICS,光的反射和折射,光的偏振,unrelated,偏振与反射折射是章内平行子题
PHYSICS,光路可逆性,光的衍射,unrelated,光路可逆与衍射无前置依赖
PHYSICS,杨氏双缝干涉,机械波,valid,光干涉复用波的干涉概念
PHYSICS,薄膜干涉,自由落体运动,unrelated,薄膜干涉与自由落体无关
PHYSICS,薄膜干涉的应用,薄膜干涉,valid,应用直接建立在薄膜干涉原理上
PHYSICS,干涉和衍射中几种光现象的判断,常见的速度分解模型,unrelated,速度分解属力学，与光现象判断无关
PHYSICS,三种光学模型的光路特点,人船模型,unrelated,光学模型与人船模型无关专题
PHYSICS,几何光学中的范围和临界问题,冲量,unrelated,几何光学与冲量无关专题
PHYSICS,光的折射,光的干涉-衍射和偏振,unrelated,折射与干涉衍射是章内平行子题
PHYSICS,全反射,光路可逆性,unrelated,全反射由折射公式导出，与可逆无关
PHYSICS,光的干涉,光的反射和折射,unrelated,干涉依赖波动概念，与折射无关
PHYSICS,光的干涉-衍射和偏振,光的干涉,valid,干涉是合并点的首个组成
PHYSICS,光的衍射,光的折射,unrelated,衍射依赖波动概念，与折射无关
PHYSICS,光的偏振,倾斜传送带,unrelated,偏振与倾斜传送带无关专题
PHYSICS,激光,滑块-小球-弹簧模型,unrelated,激光与弹簧模型无关专题
PHYSICS,元电荷,做直线运动的条件,unrelated,元电荷与直线运动条件无关
PHYSICS,电荷守恒定律,电荷,valid,守恒定律建立在电荷概念之上
PHYSICS,电场线,电场强度,valid,电场线意义基于电场强度
PHYSICS,等势面,第二类永动机,unrelated,等势面与第二类永动机无关
PHYSICS,静电力做功,阿伏加德罗常数,unrelated,静电力做功与阿伏加德罗常数无关
PHYSICS,静电场的应用,静电力做功,unrelated,做功公式是电场应用章的子项
PHYSICS,静电平衡状态的特征,静电屏蔽的应用,inverted,屏蔽是平衡特征的应用，方向反
PHYSICS,尖端放电的应用与防止,导体切割磁感线时的感应电动势,unrelated,尖端放电与感应电动势无关专题
PHYSICS,静电屏蔽的应用,静电场的应用,unrelated,屏蔽基于平衡特征，非宽泛应用
PHYSICS,用动力学观点分析,理想气体的状态方程,unrelated,静电动力学思路与气体状态方程无关
PHYSICS,求解电偏转问题的两种思路,气体实验定律,unrelated,电偏转与气体实验定律无关
PHYSICS,e-x图像,玻尔原子模型的三条假设,unrelated,静电场图像与原子模型无关
PHYSICS,ep-x图像,e-x图像,unrelated,两图像平行，互不为前置
PHYSICS,等效重力场,等势面,unrelated,等效场技巧不需等势面知识
PHYSICS,等效重力场的相关知识点及解释,等效重力场,valid,相关知识点页以核心概念为基础
PHYSICS,电荷,电磁感应现象及其应用,unrelated,电荷最基础，感应不构成其前置
PHYSICS,库仑定律,常见物理量和状态,unrelated,热学系统概念与静电学无关
PHYSICS,电场强度,电场,valid,先有电场概念，再用场强定量描述
PHYSICS,电场,电势能,inverted,电势能在后，须先有电场与电场力
PHYSICS,电势能,电势差,inverted,电势差由电势能导出，方向反了
PHYSICS,电势差,电势,valid,电势差是两点电势之差
PHYSICS,电容器,电容,inverted,先有电容器器件，电容是其属性
PHYSICS,电容,电场线,unrelated,电容与电场线图像无关
PHYSICS,电容器充放电过程,电容器,valid,先认识器件，再学其充放电过程
PHYSICS,带电粒子在电场中的运动,布朗运动,unrelated,分子热运动与电场中运动无关
PHYSICS,电阻定律,电路的故障分析,unrelated,电阻定律不依赖故障分析
PHYSICS,电功率,用动力学观点分析,unrelated,电功率与匀强电场运动公式无关
PHYSICS,焦耳定律,热力学第二定律,unrelated,焦耳热与热力学方向性无关
PHYSICS,额定功率和实际功率,静电平衡状态的特征,unrelated,功率概念与静电平衡无关
PHYSICS,路端电压与外电阻的关系,质量亏损,unrelated,闭合电路与核物理无关
PHYSICS,电流,电容器充放电过程,unrelated,电容器在前册，电流不依赖它
PHYSICS,电路的故障分析,电路中的基本概念,valid,故障分析须先有电路基本概念
PHYSICS,电动势,电功率,unrelated,电动势由做功定义，不依赖电功率
PHYSICS,电路中的基本概念,电路中的基本定律,inverted,定律建立在概念之上，方向反了
PHYSICS,电路中的基本定律,电荷守恒定律,unrelated,电路定律不直接依赖电荷守恒
PHYSICS,电阻率,电阻定律,valid,电阻率由电阻定律公式导出测量
PHYSICS,安培力,天然放射现象,unrelated,磁场力与核放射无关
PHYSICS,磁场的基本概念和性质,磁场中的仪器,inverted,仪器如质谱仪须先有磁场基本概念
PHYSICS,磁聚焦模型和磁发散模型,磁感应强度,valid,模型轨迹半径公式需要磁感应强度B
PHYSICS,产生感应电流的条件,两种运动状态-x1,unrelated,感应条件与平衡态分析无关
PHYSICS,自感现象的理解,自感,valid,理解页以自感概念为基础
PHYSICS,导体切割磁感线时的感应电动势,对晶体和非晶体的理解,unrelated,切割电动势与固体章节无关
PHYSICS,两种运动状态-x1,两种表述,unrelated,平衡态与热力学第二定律表述无关
PHYSICS,两种运动状态-x1,逐差法-的实际应用及小技巧,unrelated,与纸带数据处理无关
PHYSICS,磁场,相对湿度,unrelated,磁场与水汽湿度无关
PHYSICS,磁感应强度,磁场的基本概念和性质,valid,磁感应强度是磁场的定量描述
PHYSICS,磁通量,磁聚焦模型和磁发散模型,unrelated,磁通量不依赖粒子轨迹模型
PHYSICS,带电粒子在磁场中的运动,带电粒子在电场中的运动,unrelated,两场内运动平行，互不为前置
PHYSICS,带电粒子在立体空间中的运动,带电粒子在磁场中的运动,valid,空间运动是平面圆周运动的拓展
PHYSICS,电磁感应现象,电磁感应中的线框模型,inverted,线框模型是感应现象的应用
PHYSICS,电磁感应,电源的功率问题,unrelated,感应定律与电源功率问题无关
PHYSICS,电磁感应现象及其应用,电磁感应现象,valid,应用建立在现象理解之上
PHYSICS,电磁感应中的电路问题,电磁感应中的图像问题,unrelated,两类平行题型，互不为前置
PHYSICS,电磁感应中的图像问题,电磁感应中的双棒模型,unrelated,双棒是特定模型，非图像前置
PHYSICS,电磁感应中的单棒模型,电磁感应中的三大动力学观点,valid,单棒模型需三大观点方法求解
PHYSICS,电磁感应中的双棒模型,电磁感应中的单棒模型,valid,双棒模型由单棒模型拓展而来
PHYSICS,电磁感应中的三大动力学观点,电磁感应,valid,方法建立在电磁感应基础之上
PHYSICS,楞次定律,核裂变,unrelated,感应电流方向与核裂变无关
PHYSICS,法拉第电磁感应定律,求解电偏转问题的两种思路,unrelated,切割定律与电偏转技巧无关
PHYSICS,涡流,活塞气缸模型,unrelated,涡流与气体实验定律模型无关
PHYSICS,涡流,库仑定律,unrelated,涡流是感应现象，不需库仑定律
PHYSICS,磁场中的仪器,磁场,valid,质谱仪等仪器建立在磁场之上
PHYSICS,普通二极管和发光二极管,无线电波的发射,unrelated,二极管与无线电发射无前置关系
PHYSICS,理想变压器的两类动态分析,深空引力导航,unrelated,变压器与引力弹弓无关
PHYSICS,负载电阻不变的分析思路,角速度,unrelated,变压器动态分析不直接需角速度
PHYSICS,有效值的理解,曲线运动,unrelated,有效值与曲线运动无关
PHYSICS,交变电流,三星模型,unrelated,交变电流与万有引力模型无关
PHYSICS,变压器,受迫振动,unrelated,变压器与机械振动无关
PHYSICS,电磁振荡,电磁振动-电磁波和传感器,unrelated,振荡是该页的一部分，自循环
PHYSICS,电磁振动-电磁波和传感器,动能,unrelated,电磁振荡页不依赖力学动能
PHYSICS,电磁波,电磁振荡,valid,振荡电流是电磁波的源，先学振荡
PHYSICS,传感器,交变电流,unrelated,交变电流与传感器无学习依赖
PHYSICS,无线电波的发射,振荡电路过程中各物理量的变化,valid,电磁振荡是产生高频交变电流的基础
PHYSICS,常见传感器的特点,小行星防御与资源开发,unrelated,万有引力主题与传感器无关
PHYSICS,工作原理,尖端放电的应用与防止,unrelated,静电尖端放电与传感器原理无关
PHYSICS,阿伏加德罗常数,闭合电路欧姆定律,unrelated,电路定律与阿伏加德罗常数无关
PHYSICS,布朗运动,工作原理,unrelated,传感器原理与布朗运动无关
PHYSICS,分子间作用力,分子热运动,unrelated,二者是分子动理论平行基本内容
PHYSICS,气体实验定律,气体压强,valid,压强概念是气体实验定律的基础
PHYSICS,理想气体状态方程,玻尔理论的几个重要概念,unrelated,原子物理与气体状态方程无关
PHYSICS,液晶,涡流,unrelated,涡流与液晶无关
PHYSICS,饱和汽,额定功率和实际功率,unrelated,电功率与饱和汽无关
PHYSICS,分子模型,分子动理论,unrelated,分子模型是动理论内容的一部分
PHYSICS,分子热运动,分子模型,unrelated,二者为分子动理论平行内容
PHYSICS,气体分子运动的特点,气体-液体-固体和热力学定理,unrelated,总章节包含该点非其前置
PHYSICS,气体压强,气体分子运动的特点,valid,压强产生靠分子碰撞解释
PHYSICS,气体-液体-固体和热力学定理,欧姆定律,unrelated,电学与热学总章无关
PHYSICS,理想气体的状态方程,理想气体状态方程,unrelated,同概念不同slug重复边
PHYSICS,表面张力,自感现象的理解,unrelated,自感与表面张力无关
PHYSICS,常见物理量和状态,常见基本粒子及其分类,unrelated,基本粒子与气体状态无关
PHYSICS,两种表述,两个重要结论,unrelated,热力学第二定律与带电偏转无关
PHYSICS,第二类永动机,第一类永动机,unrelated,两类永动机平行对应两定律
PHYSICS,活塞气缸模型,洛伦兹力,unrelated,洛伦兹力与气体模型无关
PHYSICS,液柱模型,液晶,unrelated,液柱密封气体与液晶不同义
PHYSICS,数据处理-x1,扩散,unrelated,扩散与实验数据处理无关
PHYSICS,误差分析-x1,表面张力,unrelated,误差分析不依赖表面张力
PHYSICS,注意事项-x1,波粒二象性,unrelated,波粒二象性与实验注意事项无关
PHYSICS,分子动理论,几个基本概念的理解,unrelated,光子概念与分子动理论无关
PHYSICS,内能,光的波粒二象性,unrelated,光的波粒二象性与内能无关
PHYSICS,热力学第一定律,热力学图像问题,inverted,图像问题是第一定律的应用方向反
PHYSICS,热力学第二定律,热力学第一定律,unrelated,两定律相互独立非前置
PHYSICS,热力学图像问题,液柱模型,unrelated,液柱模型求压强非图像前置
PHYSICS,光子说,元电荷,unrelated,元电荷与光子说无关
PHYSICS,波粒二象性,法拉第电磁感应定律,unrelated,电磁感应与光波粒二象性无关
PHYSICS,玻尔模型,环形磁场,unrelated,磁场模型与原子模型无关
PHYSICS,核反应,核力的特点,unrelated,写核反应方程无需核力特点
PHYSICS,质量亏损,误差分析-x1,unrelated,实验误差分析与质量亏损无关
PHYSICS,原子结构与波粒二象性,原子核衰变,unrelated,总章节与核衰变无前置关系
PHYSICS,几个基本概念的理解,内能,unrelated,内能与光子光电子概念无关
PHYSICS,特征谱线,物质波,unrelated,物质波非特征谱线前置
PHYSICS,玻尔理论的几个重要概念,玻尔理论对氢光谱的解析,inverted,能级概念是光谱解析基础方向反
PHYSICS,玻尔原子模型的三条假设,阻尼振动,unrelated,阻尼振动与玻尔模型无关
PHYSICS,玻尔理论对氢光谱的解析,玻尔模型,valid,玻尔模型是氢光谱解析的基础
PHYSICS,物质波,焦耳定律,unrelated,焦耳定律与物质波无关
PHYSICS,同位素,变质量问题的处理思想-等效,unrelated,气体变质量思想与同位素无关
PHYSICS,核力的特点,核力,valid,先有核力概念再谈其特点
PHYSICS,常见基本粒子及其分类,带电粒子在立体空间中的运动,unrelated,带电粒子运动与粒子分类无关
PHYSICS,核反应的判断-方程与应用,核反应,valid,核反应概念是方程判断的基础
PHYSICS,光电效应,光子说,valid,光子能量公式是解释光电效应基础
PHYSICS,光电效应现象,光电效应方程,inverted,现象在前方程是解释方向反
PHYSICS,光电效应的产生条件,光电效应现象,valid,先知现象再论其发生条件
PHYSICS,光电效应方程,光电效应,valid,现象与实验规律是方程基础
PHYSICS,光电效应的图像问题,光电效应的产生条件,unrelated,图像问题依赖方程非仅产生条件
PHYSICS,原子核式结构,原子核的组成-原子核是由质子和中子组成的-原子核的电荷数等于核内的质子数,inverted,核式结构先于核组成方向反
PHYSICS,原子核的组成-原子核是由质子和中子组成的-原子核的电荷数等于核内的质子数,半衰期,inverted,组成先于衰变半衰期方向反
PHYSICS,原子核衰变,原子核式结构,valid,核式结构是理解核衰变的前提
PHYSICS,核裂变,核聚变,unrelated,裂变与聚变为平行反应类型
PHYSICS,核聚变,核反应的判断-方程与应用,valid,核反应方程通则先于聚变方程
PHYSICS,光的波粒二象性,光电效应的图像问题,unrelated,图像问题是子应用非二象性前置
PHYSICS,核力,晶体,unrelated,晶体与核力无关
PHYSICS,常见的图象,小量程电流表-表头,unrelated,表头与力学常见图像无关
PHYSICS,动力学中的经典模型,分析板块模型的思路,inverted,板块思路是经典模型的子内容，框架先行
PHYSICS,弹簧不锁定模型,常见的导出单位,unrelated,力学模型与导出单位无前置关系
PHYSICS,常见的导出单位,常见的图象,unrelated,导出单位与运动图象分属不同主题
PHYSICS,系统误差,等效替代法,unrelated,误差类型与实验方法为平行概念
PHYSICS,电磁打点计时器,电磁感应中的线框模型,unrelated,计时器与电磁感应线框模型无关
PHYSICS,电火花打点计时器,电流表的内-外接法的选择,unrelated,打点计时器与电表接法无关联
PHYSICS,电表的改装,电表的内接与外接,inverted,先学电表改装，再学内接外接
PHYSICS,电表改装问题的两点提醒,电磁打点计时器,unrelated,改装提醒与打点计时器无关联
PHYSICS,逐差法原理,转换法,unrelated,逐差法与转换法为平行实验方法
PHYSICS,逐差法-的实际应用及小技巧,饱和汽,unrelated,逐差法与饱和汽完全无关
PHYSICS,电表的内接与外接,电表改装问题的两点提醒,unrelated,两点提醒不是内接外接的前置
PHYSICS,电流表的内-外接法的选择,电压表-电流表的改装,valid,改装确立表头内阻，支撑接法误差分析
PHYSICS,控制变量法,技巧突破点,unrelated,控制变量法与力学技巧点无关
PHYSICS,等效替代法,电表的改装,unrelated,等效替代法与电表改装无关联
PHYSICS,放大法,控制变量法,unrelated,放大法与控制变量法为平行方法
PHYSICS,累积法,系统误差,unrelated,累积法与系统误差为平行概念
PHYSICS,电磁感应中的线框模型,电火花打点计时器,unrelated,线框模型与打点计时器无关
PHYSICS,电磁感应中的线框模型,电磁感应中的电路问题,valid,线框模型需先掌握感应电路分析
PHYSICS,回复力,周期性,unrelated,回复力与周期性为简谐运动平行侧面
PHYSICS,运动的合成与分解,路程,unrelated,合成分解依赖矢量运算而非路程
CHEMISTRY,分散系,共价键,unrelated,分散系与共价键分属不同主题
CHEMISTRY,胶体,联合制碱法-侯氏制碱法,unrelated,胶体与侯氏制碱法无关联
CHEMISTRY,丁达尔效应,nahco3与碱反应的应用,unrelated,丁达尔效应与NaHCO3反应无关
CHEMISTRY,电解质,电解水,inverted,电解水依赖电解质与电离知识
CHEMISTRY,非电解质,阿伏加德罗常数-10大-陷阱,unrelated,非电解质与NA陷阱无关联
CHEMISTRY,物理变化,焰色试验的应用,unrelated,焰色试验是物理变化实例非前置
CHEMISTRY,化学变化,化合价,unrelated,化学变化与化合价互不依赖
CHEMISTRY,分散系的分类,分散系,valid,先定义分散系才能进行其分类
CHEMISTRY,fe-oh-3胶体的制备,fe-oh-2的制备,unrelated,两种铁的氢氧化物制备为平行实验
CHEMISTRY,常见的混合物,常见的易混淆物质变化,unrelated,混合物举例与易混淆变化互不依赖
CHEMISTRY,氧化物的类型,氧化剂,unrelated,氧化物分类与氧化剂概念无关
CHEMISTRY,各类物质的化学通性,反应原理,inverted,物质通性是理解具体反应原理的基础
CHEMISTRY,胶体的性质及应用,胶体,valid,先有胶体概念再学其性质应用
CHEMISTRY,对物质的元素组成的几个误区,对氧化物认识的几个误区,unrelated,两组误区清单为平行易错点
CHEMISTRY,常见的物质分类的几个误区,常见的混合物,unrelated,分类误区不以混合物举例为前置
CHEMISTRY,常见的易混淆物质变化,常见的与量无关的离子反应,unrelated,易混淆变化与离子反应清单无关
CHEMISTRY,物质间转化的5个常见易错点,物质的量浓度,unrelated,转化易错点与物质的量浓度无关
CHEMISTRY,胶体知识易错点,胶体的性质及应用,valid,胶体易错点需先掌握胶体知识
CHEMISTRY,阿伏加德罗定律及其推论,镁的重要化合物,unrelated,阿伏加德罗定律与镁化合物无关
CHEMISTRY,阿伏加德罗定律的应用,阿伏加德罗定律及其推论,valid,定律应用需先掌握定律及推论
CHEMISTRY,阿伏加德罗常数-10大-陷阱,阿伏加德罗常数,valid,NA陷阱需先掌握阿伏加德罗常数
CHEMISTRY,误将溶液体积看作1l,设计和制作一个氢氧燃料电池,unrelated,浓度易错点与燃料电池无关
CHEMISTRY,忽视溶液中水的存在,常见阴离子的检验与推断依据,unrelated,忽视溶剂水与阴离子检验无关
CHEMISTRY,物质的组成,物质的化学键,unrelated,物质组成与化学键互不依赖
CHEMISTRY,物质的化学键,物质的分类,unrelated,化学键学习不依赖物质分类
CHEMISTRY,电离,电子转移,unrelated,电离不涉及电子转移
CHEMISTRY,离子方程式,离子反应,valid,离子方程式是离子反应的表达方式
CHEMISTRY,离子共存,碳酸钠和碳酸氢钠易错知识点,unrelated,离子共存与钠盐易错点无关
CHEMISTRY,氧化剂,氢氧化铜,unrelated,氧化剂概念与氢氧化铜无关
CHEMISTRY,还原剂,过氧化钠,unrelated,还原剂概念与过氧化钠无关
CHEMISTRY,电子转移,电子式,unrelated,电子转移与电子式互不依赖
CHEMISTRY,化合价,制备原料,unrelated,化合价与制碱原料无关联
CHEMISTRY,电解质及其分类,电解质,valid,先学电解质概念再学其分类
CHEMISTRY,电解质的电离,电解质溶液的导电性,inverted,电离是导电机理，解释导电性
CHEMISTRY,电解质溶液的导电性,电解质溶液的导电原理,valid,导电性强弱分析需先懂导电原理
CHEMISTRY,常见阳离子的检验与推断依据,常见金属材料,unrelated,阳离子检验与金属材料无关
CHEMISTRY,常见阴离子的检验与推断依据,常见阳离子的检验与推断依据,unrelated,阴离子与阳离子检验为平行内容
CHEMISTRY,电解质溶液的导电原理,电解质导电性的-易错点,inverted,易错点是导电原理知识的衍生
CHEMISTRY,电解质的电离的-易错点,电解质的电离,valid,电离易错点需先掌握电离知识
CHEMISTRY,电解质导电性的-易错点,电解质及其分类,valid,导电性易错点基于电解质分类
CHEMISTRY,离子共存的判断易错点,离子共存,valid,易错点以离子共存概念为基础
CHEMISTRY,电荷守恒在离子推断中的应用,电离,valid,电荷守恒应用需先懂电解质电离
CHEMISTRY,离子反应,离子共存的判断易错点,inverted,离子共存判断依赖离子反应知识
CHEMISTRY,常见的与量无关的离子反应,工业制法,unrelated,工业制法与离子反应类型无关联
CHEMISTRY,氧化还原反应,氧化物的类型,unrelated,氧化物分类不是氧化还原的前置
CHEMISTRY,氧化还原反应,氧化性-还原性的判断,inverted,氧化性还原性判断是氧化还原的延伸
CHEMISTRY,氧化还原反应概念的-易错点,氧化还原反应,valid,易错点以氧化还原概念为基础
CHEMISTRY,氧化钠,氧化还原反应,unrelated,氧化钠性质学习不依赖氧化还原
CHEMISTRY,过氧化钠,误将溶液体积看作1l,unrelated,浓度易错点与过氧化钠无关联
CHEMISTRY,碳酸钠,碳酸氢钠,unrelated,碳酸钠与碳酸氢钠是并列钠盐
CHEMISTRY,碳酸氢钠,碱金属的一般性与特殊性,unrelated,碱金属元素性质与碳酸氢钠无关
CHEMISTRY,焰色试验,焰色反应,valid,焰色试验基于焰色反应现象
CHEMISTRY,化学性质,化学变化,unrelated,化学变化是基础常识非直接前置
CHEMISTRY,钠的制取及保存,钠和钠的氧化物易错知识点,unrelated,易错点非制取及保存的前置
CHEMISTRY,钠的用途,钠的制取及保存,unrelated,钠的用途不依赖其制取与保存
CHEMISTRY,金属钠露置在空气中的变化过程,金属腐蚀的类型,unrelated,金属腐蚀类型属选必1与此无关
CHEMISTRY,碳酸钠与碳酸氢钠的相互转化,碳酸钠,valid,相互转化需先认识碳酸钠
CHEMISTRY,联合制碱法-侯氏制碱法,红色物质cu和cu2o的检验,unrelated,铜检验方法与侯氏制碱法无关
CHEMISTRY,碱金属的一般性与特殊性,碱金属元素易错知识点,inverted,易错点是碱金属知识的延伸
CHEMISTRY,焰色反应,热重分析确定金属化合物的组成,unrelated,热重分析与焰色反应无关联
CHEMISTRY,钠与水及酸-碱-盐溶液的反应,金属钠露置在空气中的变化过程,inverted,露置变化是钠与水等反应的综合
CHEMISTRY,na2o2的性质及应用,na22,unrelated,强氧化性是Na2O2性质的一个侧面
CHEMISTRY,nahco3与碱反应的应用,na2o2的性质及应用,unrelated,过氧化钠与碳酸氢钠应用无关
CHEMISTRY,制备原料,制取cl2装置的创新,unrelated,装置创新不是制备原料的前置
CHEMISTRY,反应原理,原子结构,unrelated,原子结构非氯反应原理的前置
CHEMISTRY,焰色试验的应用,焰色试验-易错点,unrelated,易错点非焰色试验应用的前置
CHEMISTRY,钠和钠的氧化物易错知识点,钠与水及酸-碱-盐溶液的反应,valid,易错点基于钠与酸碱盐溶液反应
CHEMISTRY,碳酸钠和碳酸氢钠易错知识点,碳酸钠与碳酸氢钠的相互转化,valid,易错点包含两物质转化及应用
CHEMISTRY,焰色试验-易错点,焰色试验,valid,易错点以焰色试验知识为基础
CHEMISTRY,na22,fe2-与fe3-的相互转化,unrelated,Fe2+与Fe3+转化与过氧化钠无关
CHEMISTRY,氯气,氯及其化合物的知识盲点,inverted,知识盲点依赖氯气等基础知识
CHEMISTRY,氯水的成分,氯气,valid,氯水由氯气溶于水形成
CHEMISTRY,漂白粉,溶液的配制误差分析,unrelated,溶液配制误差分析与漂白粉无关
CHEMISTRY,氯离子检验,氯水的成分,unrelated,氯离子检验不依赖氯水成分
CHEMISTRY,工业制法,对角线规则,unrelated,对角线规则与氯的工业制法无关
CHEMISTRY,卤族元素,单质铜的化学性质,unrelated,铜的化学性质与卤族元素无关
CHEMISTRY,海水提取溴,海带中提取碘,unrelated,提溴提碘是平行的海水提取工艺
CHEMISTRY,海带中提取碘,氯离子检验,unrelated,碘提取不依赖氯离子检验
CHEMISTRY,卤族元素的易错点,卤族元素,valid,易错点建立在卤族元素知识上
CHEMISTRY,从海水中提取物质的思路,亚铁盐,unrelated,亚铁盐与海水提取思路无关
CHEMISTRY,制取cl2装置的创新,燃料电池,unrelated,燃料电池与氯气制取装置无关
CHEMISTRY,氯及其化合物的知识盲点,氧化钠,unrelated,氧化钠与氯化合物盲点无关
CHEMISTRY,阿伏加德罗常数,阿伏加德罗定律的应用,inverted,阿伏加德罗定律应用依赖常数
CHEMISTRY,气体摩尔体积,次氯酸和次氯酸盐,unrelated,次氯酸性质与气体摩尔体积无关
CHEMISTRY,物质的量-阿伏加德罗常数,物质的量,valid,需先懂物质的量再学其与NA关系
CHEMISTRY,溶液的配制误差分析,溶液的稀释和混合问题,unrelated,稀释混合与配制误差是平行应用
CHEMISTRY,物质的量,物质的组成,valid,物质的量以认识物质组成为基础
CHEMISTRY,物质的量浓度,物质的量-阿伏加德罗常数,valid,浓度定义c=n/V依赖物质的量
CHEMISTRY,铁的氧化物,铁的氢氧化物的稳定性,unrelated,铁的氧化物不依赖氢氧化物稳定性
CHEMISTRY,铁的氢氧化物,铁的原子结构和存在,unrelated,铁原子结构非氢氧化物学习前置
CHEMISTRY,铁盐,铁的物理性质,unrelated,铁盐与铁的物理性质无关联
CHEMISTRY,亚铁盐,了解电镀原理,unrelated,电镀原理与亚铁盐无前置关系
