subject,pdf_page,content_page,candidate,match_kind,node_slug,node_name
MATH,0152,147,"""至少""""至多""型概率的对立事件转化",none,,
MATH,0153,148,相互独立事件的判定,none,,
MATH,0153,148,相互独立事件同时发生的概率,none,,
MATH,0153,148,概率的基本性质,none,,
MATH,0153,148,赛制类概率模型的分支分解法,none,,
MATH,0154,149,条件概率的定义法,none,,
MATH,0154,149,条件概率的样本点个数法,none,,
MATH,0154,149,全概率公式的应用,none,,
MATH,0154,149,完备事件组,none,,
MATH,0154,149,互斥事件分割法,none,,
MATH,0154,149,独立元件电路的连接模型,none,,
MATH,0155,150,离散型随机变量,exact,离散型随机变量,离散型随机变量
MATH,0155,150,离散型随机变量的分布列,none,,
MATH,0155,150,分布列的性质,none,,
MATH,0155,150,两点分布,none,,
MATH,0155,150,离散型随机变量的均值,none,,
MATH,0155,150,离散型随机变量的方差,exact,离散型随机变量的方差,离散型随机变量的方差
MATH,0155,150,随机变量的标准差,none,,
MATH,0155,150,均值与方差的性质,none,,
MATH,0155,150,均值与方差的关系,none,,
MATH,0155,150,两点分布的均值与方差,none,,
MATH,0156,151,分布列性质求参数,none,,
MATH,0156,151,分布列的概率求和法,none,,
MATH,0156,151,分布列的验证方法,none,,
MATH,0156,151,离散型随机变量分布列的求法,none,,
MATH,0156,151,离散型随机变量均值的求法,none,,
MATH,0156,151,离散型随机变量方差的求法,none,,
MATH,0156,151,等差数列与分布列的综合,none,,
MATH,0157,152,均值与方差在决策中的应用,none,,
MATH,0157,152,用均值比较随机变量取值的平均水平,none,,
MATH,0157,152,用方差比较随机变量的稳定性,none,,
MATH,0157,152,得分型随机变量的分布列与期望,none,,
MATH,0158,153,$n$ 重伯努利试验,none,,
MATH,0158,153,二项分布,exact,二项分布,二项分布
MATH,0158,153,二项分布的分布列,none,,
MATH,0158,153,二项分布的均值与方差,none,,
MATH,0158,153,超几何分布,exact,超几何分布,超几何分布
MATH,0158,153,超几何分布的分布列,none,,
MATH,0158,153,超几何分布的均值,none,,
MATH,0158,153,二项分布与超几何分布的区别,none,,
MATH,0158,153,正态密度函数,none,,
MATH,0158,153,正态曲线,none,,
MATH,0158,153,正态分布,exact,正态分布,正态分布
MATH,0158,153,标准正态分布,none,,
MATH,0158,153,正态曲线的对称性,none,,
MATH,0158,153,正态曲线的峰值,none,,
MATH,0158,153,正态曲线的面积性质,none,,
MATH,0158,153,参数 $\mu$ 对正态曲线位置的影响,none,,
MATH,0158,153,参数 $\sigma$ 对正态曲线形状的影响,none,,
MATH,0158,153,正态分布的均值与方差,none,,
MATH,0159,154,$3\sigma$ 原则,none,,
MATH,0159,154,正态分布在 $\mu\pm k\sigma$ 内的概率,none,,
MATH,0159,154,二项分布的应用,none,,
MATH,0159,154,二项分布中概率最大的成功次数,none,,
MATH,0160,155,超几何分布的判断,none,,
MATH,0160,155,超几何分布的分布列的求法,none,,
MATH,0160,155,$\chi^2$ 独立性检验统计量,none,,
MATH,0160,155,列联表,none,,
MATH,0160,155,分层抽样,none,,
MATH,0160,155,不可放回抽样与可放回抽样的期望比较,none,,
MATH,0161,156,正态分布的 $3\sigma$ 原则应用,none,,
MATH,0161,156,正态曲线的对称性,none,,
MATH,0161,156,正态分布概率的区间转化,none,,
MATH,0161,156,独立性检验的临界值表,none,,
MATH,0161,156,正态分布的实际估计,none,,
MATH,0162,157,信息传输的译码概率模型,none,,
MATH,0162,157,独立重复试验的概率,none,,
MATH,0162,157,新定义型概率问题,none,,
MATH,0162,157,进位制的转换,none,,
MATH,0162,157,随机游走模型,none,,
MATH,0162,157,概率与函数的综合,none,,
MATH,0163,158,概率与函数的综合问题,none,,
MATH,0163,158,概率与导数的综合问题,none,,
MATH,0163,158,随机游走模型,none,,
MATH,0163,158,分层随机抽样,exact,分层随机抽样,分层随机抽样
MATH,0163,158,超几何分布的应用,none,,
MATH,0163,158,二项分布的最值问题,none,,
MATH,0163,158,概率与数列的综合问题,none,,
MATH,0164,159,概率与数列的综合问题,none,,
MATH,0164,159,概率递推关系的建立,none,,
MATH,0164,159,二项分布的期望,none,,
MATH,0164,159,全概率公式的加权求法,none,,
MATH,0164,159,独立重复试验的分布列,none,,
MATH,0165,160,简单随机抽样,exact,简单随机抽样,简单随机抽样
MATH,0165,160,分层随机抽样,exact,分层随机抽样,分层随机抽样
MATH,0165,160,统计图表,none,,
MATH,0165,160,频率分布直方图的画法,none,,
MATH,0165,160,极差,none,,
MATH,0165,160,组距与组数,none,,
MATH,0165,160,百分位数,none,,
MATH,0166,161,百分位数的计算,none,,
MATH,0166,161,中位数是第 50 百分位数,none,,
MATH,0166,161,众数,none,,
MATH,0166,161,中位数,none,,
MATH,0166,161,平均数,none,,
MATH,0166,161,由频率分布直方图估计众数,none,,
MATH,0166,161,由频率分布直方图估计中位数,none,,
MATH,0166,161,由频率分布直方图估计平均数,none,,
MATH,0166,161,方差,none,,
MATH,0166,161,标准差,none,,
MATH,0166,161,分层随机抽样的总样本平均数,none,,
MATH,0166,161,分层随机抽样的总样本方差,none,,
MATH,0167,162,抽签法,none,,
MATH,0167,162,随机数法,none,,
MATH,0167,162,分层随机抽样的抽样比,none,,
MATH,0167,162,分层随机抽样的比例分配,none,,
MATH,0167,162,条形图,none,,
MATH,0167,162,扇形图,none,,
MATH,0167,162,统计图的读取与比较,none,,
MATH,0168,163,扇形图的应用,none,,
MATH,0168,163,折线图的应用,none,,
MATH,0168,163,条形图与直方图的应用,none,,
MATH,0168,163,组合统计图,none,,
MATH,0168,163,频率分布直方图的纵轴含义,none,,
MATH,0168,163,频率分布直方图中小矩形面积等于频率,none,,
MATH,0168,163,由频率分布直方图估计概率,none,,
MATH,0168,163,由频率分布直方图估计平均数,none,,
MATH,0169,164,由频率分布直方图估计平均数,none,,
MATH,0169,164,由频率分布直方图估计方差,none,,
MATH,0169,164,由频率分布直方图估计众数,none,,
MATH,0169,164,由频率分布直方图估计中位数,none,,
MATH,0169,164,由频率分布直方图估计百分位数,none,,
MATH,0169,164,百分位数的线性插值求法,none,,
MATH,0169,164,频率分布表与直方图的相互转化,none,,
MATH,0169,164,用样本估计总体的人数估算,none,,
MATH,0171,166,相关关系,none,,
MATH,0171,166,散点图,none,,
MATH,0171,166,正相关,none,,
MATH,0171,166,负相关,none,,
MATH,0171,166,线性相关,none,,
MATH,0171,166,非线性相关,none,,
MATH,0171,166,样本相关系数,none,,
MATH,0171,166,样本相关系数的取值范围与意义,none,,
MATH,0171,166,经验回归方程,none,,
MATH,0171,166,最小二乘估计公式,none,,
MATH,0171,166,残差平方和,none,,
MATH,0171,166,残差图,none,,
MATH,0172,167,决定系数 $R^2$,none,,
MATH,0172,167,残差,none,,
MATH,0172,167,残差图,none,,
MATH,0172,167,$2\times2$ 列联表,none,,
MATH,0172,167,独立性检验,exact,独立性检验,独立性检验
MATH,0172,167,$\chi^2$ 的计算公式,none,,
MATH,0172,167,小概率值 $\alpha$ 的临界值,none,,
MATH,0172,167,独立性检验的检验规则,none,,
MATH,0172,167,零假设 $H_0$,none,,
MATH,0173,168,判断相关关系的方法,none,,
MATH,0173,168,散点图判断相关关系,none,,
MATH,0173,168,样本相关系数判断相关程度,none,,
MATH,0173,168,经验回归方程斜率与相关性的关系,none,,
MATH,0173,168,决定系数与拟合效果,none,,
MATH,0173,168,异常样本点对回归的影响,none,,
MATH,0173,168,线性回归模型,none,,
MATH,0173,168,用经验回归方程进行预测,none,,
MATH,0174,169,求经验回归方程的步骤,none,,
MATH,0174,169,最小二乘估计的斜率和截距公式,none,,
MATH,0174,169,求非线性经验回归方程的步骤,none,,
MATH,0174,169,散点图选择拟合函数,none,,
MATH,0174,169,非线性回归的线性化变换,none,,
MATH,0174,169,指数型衰减模型的识别,none,,
MATH,0175,170,独立性检验的零假设,none,,
MATH,0175,170,独立性检验的基本步骤,none,,
MATH,0175,170,等高条形图,none,,
MATH,0175,170,由等高条形图判断分类变量的关联,none,,
MATH,0175,170,条件概率的求法,none,,
PHYSICS,0018,12,重力的产生、公式与方向；g 随海拔与纬度的变化规律,none,,
PHYSICS,0018,12,重心的概念与悬挂法,none,,
PHYSICS,0018,12,弹力的定义、产生条件与方向,none,,
PHYSICS,0018,12,常见模型（面面/点面/点点/轻绳/轻杆）的弹力方向,none,,
PHYSICS,0018,12,弹力有无的四类判断方法,none,,
PHYSICS,0019,13,弹簧串联与并联的等效劲度系数公式及变化方向,none,,
PHYSICS,0019,13,静摩擦力与滑动摩擦力的产生条件、方向、大小对比,none,,
PHYSICS,0019,13,摩擦力大小的计算依据,none,,
PHYSICS,0019,13,"""有摩擦力一定有弹力，有弹力不一定有摩擦力""",none,,
PHYSICS,0020,14,静摩擦力有无及方向的四类判断方法,none,,
PHYSICS,0020,14,用假设光滑法判断静摩擦力的有无,none,,
PHYSICS,0020,14,用转换对象 + 牛顿第三定律判断静摩擦力方向,none,,
PHYSICS,0020,14,摩擦力的四类突变（静→动、动→静、静→静、动→动）各自的方向与大小变化,none,,
PHYSICS,0021,15,合力与分力的等效替代关系,none,,
PHYSICS,0021,15,力的合成法则,none,,
PHYSICS,0021,15,两个共点力的合力范围与最值条件,none,,
PHYSICS,0021,15,三个共点力的合力最小值判据,none,,
PHYSICS,0021,15,计算法求合力,none,,
PHYSICS,0021,15,效果分解法与正交分解法的区别、实例结果与适用场合,none,,
PHYSICS,0021,15,正交分解法的坐标轴选取原则,none,,
PHYSICS,0022,16,死结与活结的区别以及两侧张力是否相等,none,,
PHYSICS,0022,16,定杆与动杆的区别以及弹力方向是否沿杆,none,,
PHYSICS,0023,17,牛顿第三定律的内容与表达式,none,,
PHYSICS,0023,17,一对作用力与反作用力 vs 一对平衡力的四点区别,none,,
PHYSICS,0023,17,受力分析的一般步骤,none,,
PHYSICS,0023,17,整体法与隔离法的研究对象与选用原则,none,,
PHYSICS,0023,17,"整体法与隔离法交替使用及""先整体后隔离""的优先顺序",none,,
PHYSICS,0024,18,平衡状态的定义与平衡条件,none,,
PHYSICS,0024,18,处理共点力平衡的三类方法,none,,
PHYSICS,0024,18,定滑轮只改变力的方向不改变力的大小,none,,
PHYSICS,0024,18,"多研究对象时""先整体求外力、再隔离求内力""的求解次序",none,,
PHYSICS,0025,19,动态平衡的定义与核心思想,none,,
PHYSICS,0025,19,图解法的适用特点（一力恒定、一力方向不变、第三力大小方向均变）与判断依据,none,,
PHYSICS,0025,19,相似三角形法的适用特点与解法,none,,
PHYSICS,0025,19,辅助圆法的适用特点（两变力夹角不变）与解法,none,,
PHYSICS,0026,20,用正弦定理处理动态平衡的三步思路,none,,
PHYSICS,0026,20,"临界问题的判据词（""刚好""""恰能""""恰好""）及其含义",none,,
PHYSICS,0026,20,三类常见临界条件,none,,
PHYSICS,0026,20,平衡中极值问题的三类解法,none,,
PHYSICS,0026,20,极限分析法的要害：临界条件必须在变化过程中寻找，不能停留于单一状态,none,,
PHYSICS,0027,21,探究弹簧弹力与形变量关系的实验原理,none,,
PHYSICS,0027,21,测弹簧原长必须竖直悬挂,none,,
PHYSICS,0027,21,测量弹簧长度须在竖直悬挂且稳定时进行，刻度尺竖直靠近弹簧,none,,
PHYSICS,0027,21,作图规范：横坐标是形变量而非长度；描点均匀分布在直线两侧,none,,
PHYSICS,0027,21,三类数据处理方法,none,,
PHYSICS,0027,21,形变超出弹性限度时 $F$-$x$ 图像弯曲,none,,
PHYSICS,0027,21,三类误差来源（标值/测量/作图不准）及两项改进方案,none,,
PHYSICS,0029,22,验证力的平行四边形定则的实验原理,none,,
PHYSICS,0029,22,"操作步骤中的""等效""要求",none,,
PHYSICS,0029,22,两分力夹角与拉力方向的操作规范,none,,
PHYSICS,0029,22,记录力方向时标记点应离 $O$ 点尽量远,none,,
PHYSICS,0029,22,数据处理：同标度作图，比较合成的 $F$ 与实测的 $F'$,none,,
PHYSICS,0029,22,六条注意事项,none,,
PHYSICS,0029,22,五类误差来源,none,,
PHYSICS,0029,22,两项改进方案,none,,
PHYSICS,0030,23,牛顿第一定律的内容,none,,
PHYSICS,0030,23,牛顿第一定律的两点意义,none,,
PHYSICS,0030,23,惯性的定义、量度（质量是唯一量度）与普遍性,none,,
PHYSICS,0030,23,牛顿第二定律的内容与表达式 $F=ma$,none,,
PHYSICS,0030,23,"牛顿第二定律的""六性""",none,,
PHYSICS,0030,23,加速度定义式 $a=\Delta v/\Delta t$ 与决定式 $a=F/m$ 的区别,none,,
PHYSICS,0031,24,用牛顿第二定律解决瞬时性问题的三步思维流程,none,,
PHYSICS,0031,24,细线/弹簧的弹力在状态突变时的差异,none,,
PHYSICS,0031,24,被烧断的细线、剪断的弹簧弹力、被抽出木板对物体的弹力会立即消失,none,,
PHYSICS,0031,24,单位制与基本量/导出量、基本单位/导出单位的构成关系,none,,
PHYSICS,0031,24,国际单位制七个基本物理量及其基本单位,none,,
PHYSICS,0031,24,转动惯量 $J=\sum m_i r_i^2$ 的物理意义,none,,
PHYSICS,0031,24,复摆的定义（绕固定水平轴、形状大小不变、重力作用下的微小摆动）及其与单摆的类比,none,,
PHYSICS,0031,24,量纲法判断物理表达式是否可能成立,none,,
PHYSICS,0032,25,动力学两类基本问题及其转化关系,none,,
PHYSICS,0032,25,"解决动力学两类基本问题的""两个分析、一个桥梁""",none,,
PHYSICS,0032,25,运动分析要找出相邻过程的联系点,none,,
PHYSICS,0032,25,受力分析须逐个过程进行，注意摩擦力与弹力可能变化,none,,
PHYSICS,0032,25,牛顿第二定律在多过程问题中的应用三要点,none,,
PHYSICS,0032,25,动力学图像问题的分析四步法,none,,
PHYSICS,0032,25,图像中斜率、面积、截距对应的物理意义,none,,
PHYSICS,0032,25,临界点处物体运动形式往往发生变化,none,,
PHYSICS,0033,26,$v$-$t$ 图像的斜率表示加速度、面积表示位移,none,,
PHYSICS,0033,26,$a$-$t$ 图像的面积表示速度的变化量,none,,
PHYSICS,0033,26,$v^2$-$x$ 图像的斜率表示加速度的 2 倍,none,,
PHYSICS,0033,26,$F$-$a$ 图像的斜率表示物体的质量,none,,
PHYSICS,0033,26,$F$-$t$ 图像的面积表示力的冲量或动量的变化量,none,,
PHYSICS,0033,26,$F$-$x$ 图像的面积表示力做的功或动能的变化量,none,,
PHYSICS,0033,26,超重、失重、完全失重的现象判据,none,,
PHYSICS,0033,26,超重与失重的加速度方向判据,none,,
PHYSICS,0033,26,超重失重的动力学原理式,none,,
PHYSICS,0033,26,超重失重与速度方向无关、重力本身不变,none,,
PHYSICS,0034,27,共速连接体的两类形态,none,,
PHYSICS,0034,27,关联速度连接体：绳关联（速度大小相等、方向不同）与杆关联,none,,
PHYSICS,0034,27,处理连接体问题的整体法与隔离法,none,,
PHYSICS,0034,27,整体法的选取原则,none,,
PHYSICS,0034,27,隔离法的选取原则,none,,
PHYSICS,0034,27,整体法与隔离法的交替运用,none,,
PHYSICS,0034,27,连接体中力的分配规律 $F_{12}=\frac{m_2}{m_1+m_2}F$ 及其适用条件,none,,
PHYSICS,0035,28,临界极值问题的题干用语识别,none,,
PHYSICS,0035,28,接触与脱离的临界条件 $F_N=0$,none,,
PHYSICS,0035,28,相对滑动的临界条件为静摩擦力达到最大值,none,,
PHYSICS,0035,28,绳断裂的临界条件为张力等于最大承受张力；绳松弛的临界条件为 $F_T=0$,none,,
PHYSICS,0035,28,收尾速度（最终速度）的临界条件为合力为零,none,,
PHYSICS,0035,28,解决临界极值问题的三种方法,none,,
PHYSICS,0036,29,传送带模型的实质是物体与传送带间的相对运动,none,,
PHYSICS,0036,29,传送带模型的两类,none,,
PHYSICS,0036,29,处理传送带问题的一般思路,none,,
PHYSICS,0036,29,共速是摩擦力与运动状态发生改变的临界点,none,,
PHYSICS,0036,29,倾斜传送带共速后的运动判据,none,,
PHYSICS,0036,29,物体位移以地面为参考系；相对位移的计算,none,,
PHYSICS,0036,29,划痕长度的计算规则,none,,
PHYSICS,0036,29,物块轻放于匀速传送带上时，传送带长度需满足 $L>\dfrac{v^2}{2\mu g}$ 才可能共速,none,,
PHYSICS,0037,30,水平传送带模型：$v_0$ 与 $v$ 同向时的三种情形,none,,
PHYSICS,0037,30,水平传送带模型：物体能否在离开传送带前与传送带共速的判据,none,,
PHYSICS,0037,30,反向进入（速度与传动方向相反）时的运动：先匀减速、后反向匀加速、可能再匀速,none,,
PHYSICS,0037,30,倾斜传送带上的摩擦力突变分析,none,,
PHYSICS,0037,30,传送带与连接体结合（绳跨过定滑轮、绳与传送带平行）的分析思路,none,,
PHYSICS,0038,31,倾斜传送带上行时 $\mu>\tan\theta$ 与 $\mu<\tan\theta$ 两种情形的初速度分段讨论,none,,
PHYSICS,0038,31,倾斜传送带上的加速度表达式：$a=(\mu\cos\theta-\sin\theta)g$、$a=(\mu\cos\theta+\sin\theta)g$、$a=(\sin\theta-\mu\cos\theta)g$,none,,
PHYSICS,0038,31,"倾斜传送带下行时分段加速度（$a_1$ 与 $a_2$）及""共速后加速度改变""的判据",none,,
PHYSICS,0038,31,"传送带长度 $l$ 与""达到共速所需位移""比较决定最终运动形式",none,,
PHYSICS,0038,31,$\mu>\tan\theta$ 时共速后可保持匀速；$\mu<\tan\theta$ 时共速后仍继续加速（或反向）直至离开,none,,
PHYSICS,0039,32,"滑块-木板模型的""一个转折""",none,,
PHYSICS,0039,32,"滑块-木板模型的""两个关联""",none,,
PHYSICS,0039,32,处理滑块-木板模型的一般思路,none,,
PHYSICS,0039,32,共速假设的判别方法,none,,
PHYSICS,0039,32,滑块-木板模型的题型划分,none,,
PHYSICS,0040,33,$a$-$F$ 图像中滑块-木板系统的三个阶段,none,,
PHYSICS,0040,33,$a$-$F$ 图线转折点的物理含义,none,,
PHYSICS,0040,33,"斜面上""木板恰好能静止""隐含 $\mu_{板-斜面}=\tan\theta$ 的条件",none,,
PHYSICS,0040,33,斜面上滑块-木板模型中判断木板能否保持静止的方法,none,,
PHYSICS,0040,33,滑块不脱离木板的最小长度判据,none,,
PHYSICS,0040,33,系统因摩擦产生热量的计算思路,none,,
PHYSICS,0041,34,"水平面上滑块-木板模型按""力作用在块上/板上""的分类解读",none,,
PHYSICS,0041,34,$F$ 作用在块上、水平面光滑时的相对静止过程方程与两个临界条件,none,,
PHYSICS,0041,34,$F$ 作用在块上、水平面粗糙时的方程（对整体 $F-f'=(m+M)a$；对板 $f_{弹}-f'=Ma$）与临界条件,none,,
PHYSICS,0041,34,$F$ 作用在板上时的临界条件,none,,
PHYSICS,0041,34,相对滑动后块与板各自的运动方程,none,,
PHYSICS,0041,34,"$a$-$F$ 图像中""对地滑动""段与""板块滑动""段的划分与斜率含义",none,,
PHYSICS,0042,35,探究加速度与力、质量关系的实验原理,none,,
PHYSICS,0042,35,平衡阻力的方法,none,,
PHYSICS,0042,35,槽码质量需远小于小车质量的原因与豁免条件,none,,
PHYSICS,0042,35,操作细节：小车靠近打点计时器、先接通电源后释放、到达滑轮前按住小车,none,,
PHYSICS,0042,35,数据处理方法,none,,
PHYSICS,0042,35,$a$-$F$、$a$-$1/M$ 图像的三类反常形状及原因,none,,
PHYSICS,0042,35,误差来源,none,,
PHYSICS,0042,35,两项改进方案,none,,
PHYSICS,0043,36,物体做曲线运动的两个判据,none,,
PHYSICS,0043,36,曲线运动是变速运动、加速度不为 0,none,,
PHYSICS,0043,36,匀变速曲线运动与变加速曲线运动的区分,none,,
PHYSICS,0043,36,曲线运动轨迹的特征,none,,
PHYSICS,0043,36,由合力与速度的夹角判断速率变化,none,,
PHYSICS,0043,36,运动的合成与分解遵循平行四边形定则,none,,
PHYSICS,0043,36,运动分解的方法,none,,
PHYSICS,0043,36,合运动与分运动的等时性、独立性、等效性,none,,
PHYSICS,0043,36,由两分运动的性质推断合运动性质,none,,
PHYSICS,0043,36,小船渡河模型,none,,
PHYSICS,0044,37,小船渡河的最短时间：船头垂直河岸，$t_{\min}=d/v_{船}$,none,,
PHYSICS,0044,37,渡河时间只取决于船沿垂直河岸方向的分速度,none,,
PHYSICS,0044,37,水速小于船速时的最短位移渡河,none,,
PHYSICS,0044,37,水速大于船速时的最短位移渡河,none,,
PHYSICS,0044,37,在斜面上建立 $Oxy$ 坐标系做二维运动分析（分解为沿坐标轴方向的独立分运动，分别列运动学方程）的通用方法,none,,
PHYSICS,0045,38,分析小船渡河问题的思维流程,none,,
PHYSICS,0045,38,关联速度模型的五类典型情境及其定量关系,none,,
PHYSICS,0045,38,关联速度的通用解法：分解实际速度，沿绳（杆）方向分速度大小相等,none,,
PHYSICS,0045,38,处理关联速度问题的两条原则,none,,
PHYSICS,0046,39,平抛运动的坐标建立方式,none,,
PHYSICS,0046,39,平抛运动的速度关系,none,,
PHYSICS,0046,39,平抛运动的位移关系,none,,
PHYSICS,0046,39,平抛运动的轨迹方程 $y=\frac{g}{2v_0^2}x^2$,none,,
PHYSICS,0046,39,平抛运动的重要推论,none,,
PHYSICS,0046,39,平抛运动在相等时间内速度变化量相等,none,,
PHYSICS,0046,39,平抛运动水平位移的均匀性与竖直方向位移差恒定,none,,
PHYSICS,0046,39,与斜面有关的平抛运动的四类约束（垂直打到斜面、切入斜面、位移垂直斜面、落在斜面上）及其时间关系式,none,,
PHYSICS,0046,39,与斜面有关问题的判别方法,none,,
PHYSICS,0047,40,圆弧面约束的三类平抛情形（切入圆弧面凹槽、在半圆内的平抛、从圆上一点水平抛出落到圆周上）及其关系式,none,,
PHYSICS,0047,40,"平抛运动""离斜面距离最大""的判据",none,,
PHYSICS,0047,40,按斜面方向建立坐标系的处理方法,none,,
PHYSICS,0047,40,类平抛运动的定义,none,,
PHYSICS,0047,40,类平抛运动的速度与位移关系,none,,
PHYSICS,0047,40,类平抛运动的坐标建系方式,none,,
PHYSICS,0048,41,斜抛运动的坐标建立与运动分解,none,,
PHYSICS,0048,41,斜抛运动水平方向的速度与位移公式,none,,
PHYSICS,0048,41,斜抛运动竖直方向的速度与位移公式,none,,
PHYSICS,0048,41,斜抛运动的飞行时间 $t_{总}=\frac{2v_0\sin\theta}{g}$,none,,
PHYSICS,0048,41,斜抛运动的射高 $H_m=\frac{v_0^2\sin^2\theta}{2g}$,none,,
PHYSICS,0048,41,斜抛运动的射程 $x_m=\frac{v_0^2\sin 2\theta}{g}$；$v_0$ 一定时 $\theta=45°$ 射程最大,none,,
PHYSICS,0048,41,用逆向思维处理斜抛运动,none,,
PHYSICS,0048,41,带电粒子在匀强电场中类平抛运动的坐标分解方法,none,,
PHYSICS,0049,42,抛体运动临界问题的常见描述与解题关键,none,,
PHYSICS,0049,42,抛体运动极值问题的解题方法,none,,
PHYSICS,0049,42,落向斜坡类问题的分析链,none,,
PHYSICS,0049,42,立体空间抛体运动问题的降维思想,none,,
PHYSICS,0050,43,降维法的一般步骤,none,,
PHYSICS,0050,43,抛体运动相遇问题的常见类型,none,,
PHYSICS,0050,43,抛体运动相遇问题的特点,none,,
PHYSICS,0050,43,抛体运动相遇问题的解题方法,none,,
PHYSICS,0050,43,两物体竖直分运动性质不同的相遇问题分析,none,,
PHYSICS,0050,43,平抛与竖直上抛相遇的条件,none,,
PHYSICS,0051,44,描述圆周运动的物理量间的关系,none,,
PHYSICS,0051,44,向心加速度的三种表达式,none,,
PHYSICS,0051,44,线速度与角速度、周期、频率的关系式,none,,
PHYSICS,0051,44,周期与频率的关系 $T=1/f$,none,,
PHYSICS,0051,44,共轴传动的特征（角速度相同）及定量关系,none,,
PHYSICS,0051,44,皮带传动/齿轮传动/摩擦传动的特征（轮缘或啮合处线速度大小相等）及定量关系,none,,
PHYSICS,0051,44,匀速圆周运动中合力提供向心力及其表达式,none,,
PHYSICS,0051,44,变速圆周运动中切向力与法向力的作用,none,,
PHYSICS,0051,44,离心与近心的条件判据,none,,
PHYSICS,0052,45,"圆周运动动力学问题的""一审二确三分四列""分析思路",none,,
PHYSICS,0052,45,确定研究对象的方法,none,,
PHYSICS,0052,45,确定圆周运动轨道平面的重要性,none,,
PHYSICS,0052,45,圆周运动分析中的几何关系,none,,
PHYSICS,0052,45,运动情况分析,none,,
PHYSICS,0052,45,受力分析与向心力来源的确定,none,,
PHYSICS,0052,45,由牛顿运动定律与圆周运动知识列方程,none,,
PHYSICS,0052,45,圆锥摆类问题中夹角与角速度的关系,none,,
PHYSICS,0053,46,水平面内圆周运动临界问题的通用判据,none,,
PHYSICS,0053,46,单体转盘上物块的受力与临界条件,none,,
PHYSICS,0053,46,转盘同侧绳连接两物体的两个临界状态,none,,
PHYSICS,0053,46,转盘异侧绳连接两物体开始滑动的临界方程组,none,,
PHYSICS,0053,46,叠加连接体在转盘上的先后滑动判据,none,,
PHYSICS,0053,46,球绳转盘模型（绳张力恒等于吊物重力）及 $A$ 向外滑动的临界条件,none,,
PHYSICS,0053,46,圆锥摆的临界角速度 $\omega=\sqrt{g/(l\cos\theta)}$,none,,
PHYSICS,0054,47,竖直面内圆周运动的两类模型（绳球模型与杆球模型）及其实例,none,,
PHYSICS,0054,47,绳球模型与杆球模型在受力能力上的共同特征与区别,none,,
PHYSICS,0054,47,绳球模型最高点与最低点的动力学方程,none,,
PHYSICS,0054,47,"杆球模型最高点""拉力""与""支持力""两种情况的动力学方程",none,,
PHYSICS,0054,47,绳球模型最高点速度范围 $v\ge\sqrt{gR}$ 与脱轨条件,none,,
PHYSICS,0054,47,"杆球模型最高点速度范围 $v\ge0$ 与""不存在脱轨""的特点",none,,
PHYSICS,0054,47,两类模型最高点临界速度的差异,none,,
PHYSICS,0054,47,杆球模型 $F_N$-$v^2$ 图像的物理含义,none,,
PHYSICS,0055,48,斜面上圆周运动的受力分解,none,,
PHYSICS,0055,48,斜面上圆周运动的最易滑动位置,none,,
PHYSICS,0055,48,斜面上圆周运动的最低点临界方程,none,,
PHYSICS,0055,48,斜面转盘临界角速度 $\omega_{\max}=\sqrt{\dfrac{g(\mu\cos\theta-\sin\theta)}{r}}$,none,,
PHYSICS,0055,48,斜面转盘能稳住物块的前提条件 $\mu>\tan\theta$,none,,
PHYSICS,0056,49,探究平抛运动特点的实验原理,none,,
PHYSICS,0056,49,装置调节要求,none,,
PHYSICS,0056,49,实验操作要求,none,,
PHYSICS,0056,49,作图要求,none,,
PHYSICS,0056,49,判断轨迹是否为抛物线的方法,none,,
PHYSICS,0056,49,由完整轨迹求初速度 $v_0=x\sqrt{g/(2y)}$,none,,
PHYSICS,0056,49,由残缺轨迹求初速度,none,,
PHYSICS,0056,49,实验误差来源与改进,none,,
PHYSICS,0056,49,探究平抛运动特点的对比实验法,none,,
PHYSICS,0056,49,传感器法探究平抛运动,none,,
PHYSICS,0057,50,探究向心力大小与半径、角速度、质量关系的实验原理与装置,none,,
PHYSICS,0057,50,控制变量法的三次探究设计,none,,
PHYSICS,0057,50,转速控制要求,none,,
PHYSICS,0057,50,数据处理与结论,none,,
PHYSICS,0057,50,用绳和沙袋定性研究向心力的方案,none,,
PHYSICS,0057,50,用力传感器与光电门传感器定量研究向心力的方案,none,,
PHYSICS,0058,51,"开普勒第一定律（轨道定律）的内容与""行星轨道必有近日点和远日点""的推论",none,,
PHYSICS,0058,51,开普勒第二定律（面积定律）的内容及近/远日点速度关系 $v_1/v_2=r_2/r_1$,none,,
PHYSICS,0058,51,开普勒第三定律（周期定律）$\frac{a^3}{T^2}=k$，$k$ 只与中心天体有关,none,,
PHYSICS,0058,51,由面积定律推导近日点与远日点的速度关系,none,,
PHYSICS,0058,51,万有引力定律的表达式与引力常量,none,,
PHYSICS,0058,51,万有引力定律的三条适用条件,none,,
PHYSICS,0058,51,匀质球层空腔内万有引力合力为零的推论,none,,
PHYSICS,0058,51,匀质球体内部万有引力公式 $F'=G\frac{Mmr}{R^3}$ 及其推导,none,,
PHYSICS,0058,51,万有引力的两个效果,none,,
PHYSICS,0058,51,赤道与两极处万有引力与重力的关系式,none,,
