subject,slug,name,book,chapter,section,score
PHYSICS,光的折射,光的折射,物理选必1,光,1 光的折射,1.00
PHYSICS,全反射,全反射,物理选必1,光,2 全反射,1.00
PHYSICS,光的干涉,光的干涉,物理选必1,光,3 光的干涉,1.00
PHYSICS,光的衍射,光的衍射,物理选必1,光,5 光的衍射,1.00
PHYSICS,光的偏振,光的偏振,物理其余,1　实验：探究小车速度随时间变化的规律,6　光的偏振,1.00
PHYSICS,激光,激光,物理其余,1　实验：探究小车速度随时间变化的规律,8　激光,1.00
PHYSICS,元电荷,元电荷,物理必修三,静电场及其应用,1 电荷,0.67
PHYSICS,电荷守恒定律,电荷守恒定律,物理其余,1　实验：探究小车速度随时间变化的规律,1　电荷及其守恒定律,1.00
PHYSICS,电场线,电场线,物理必修三,电路及其应用,3 电场 电场强度,0.40
PHYSICS,等势面,等势面,物理必修三,电磁感应与电磁波初步,1 电势能和电势,0.25
PHYSICS,电荷,电荷,物理必修三,静电场及其应用,1 电荷,1.00
PHYSICS,库仑定律,库仑定律,物理必修三,静电场中的能量,2 库仑定律,1.00
PHYSICS,电场强度,电场强度,物理必修三,电路及其应用,3 电场 电场强度,1.00
PHYSICS,电势,电势,物理必修三,电磁感应与电磁波初步,1 电势能和电势,0.67
PHYSICS,电势能,电势能,物理必修三,电磁感应与电磁波初步,1 电势能和电势,1.00
PHYSICS,电势差,电势差,物理必修三,电磁感应与电磁波初步,2 电势差,1.00
PHYSICS,电容器,电容器,物理必修三,电磁感应与电磁波初步,4 电容器的电容,1.00
PHYSICS,电容,电容,物理必修三,电磁感应与电磁波初步,4 电容器的电容,0.67
PHYSICS,带电粒子在电场中的运动,带电粒子在电场中的运动,物理必修三,电磁感应与电磁波初步,5 带电粒子在电场中的运动,1.00
PHYSICS,电阻定律,电阻定律,物理其余,1　实验：探究小车速度随时间变化的规律,1　电荷及其守恒定律,0.43
PHYSICS,电功率,电功率,物理必修二,机械能守恒定律,1 功与功率,0.67
PHYSICS,焦耳定律,焦耳定律,物理其余,1　实验：探究小车速度随时间变化的规律,5　焦耳定律,1.00
PHYSICS,电流,电流,物理必修三,电磁感应与电磁波初步,1 电源和电流,0.67
PHYSICS,欧姆定律,欧姆定律,物理其余,1　实验：探究小车速度随时间变化的规律,3　欧姆定律,1.00
PHYSICS,闭合电路欧姆定律,闭合电路欧姆定律,物理必修三,电磁感应与电磁波初步,2 闭合电路的欧姆定律,1.00
PHYSICS,电动势,电动势,物理其余,1　实验：探究小车速度随时间变化的规律,2　电动势,1.00
PHYSICS,安培力,安培力,物理其余,1　实验：探究小车速度随时间变化的规律,5　力的分解,0.33
PHYSICS,洛伦兹力,洛伦兹力,物理其余,1　实验：探究小车速度随时间变化的规律,5　力的分解,0.25
PHYSICS,磁场,磁场,物理必修三,电磁感应与电磁波初步,1 磁场 磁感线,0.50
PHYSICS,磁感应强度,磁感应强度,物理其余,1　实验：探究小车速度随时间变化的规律,2　磁感应强度,1.00
PHYSICS,磁通量,磁通量,物理必修三,电磁感应与电磁波初步,2 磁感应强度 磁通量,0.50
PHYSICS,带电粒子在磁场中的运动,带电粒子在磁场中的运动,物理必修三,电磁感应与电磁波初步,5 带电粒子在电场中的运动,0.88
PHYSICS,电磁感应现象,电磁感应现象,物理必修三,电磁感应与电磁波初步,3 电磁感应现象及应用,1.00
PHYSICS,楞次定律,楞次定律,物理选必2,安培力与洛伦兹力,1 楞次定律,1.00
PHYSICS,法拉第电磁感应定律,法拉第电磁感应定律,物理选必2,电磁感应,2 法拉第电磁感应定律,1.00
PHYSICS,自感,自感,物理选必2,电磁振荡与电磁波,4 互感和自感,0.67
PHYSICS,涡流,涡流,物理必修三,电磁感应与电磁波初步,1 电源和电流,0.25
PHYSICS,正弦式交变电流,正弦式交变电流,物理选必2,传感器,1 交变电流,0.57
PHYSICS,交变电流,交变电流,物理选必2,传感器,1 交变电流,1.00
PHYSICS,变压器,变压器,物理选必2,传感器,3 变压器,1.00
PHYSICS,电能的输送,电能的输送,物理选必2,传感器,4 电能的输送,1.00
PHYSICS,电磁振荡,电磁振荡,物理选必2,传感器,1 电磁振荡,1.00
PHYSICS,电磁波,电磁波,物理选必2,传感器,2 电磁场与电磁波,0.75
PHYSICS,传感器,传感器,物理选必2,传感器,1 认识传感器,1.00
PHYSICS,阿伏加德罗常数,阿伏加德罗常数,物理必修二,机械能守恒定律,3 向心加速度,0.10
PHYSICS,布朗运动,布朗运动,物理选必1,光,1 简谐运动,0.40
PHYSICS,分子间作用力,分子间作用力,物理其余,1　实验：探究小车速度随时间变化的规律,3　分子间的作用力,1.00
PHYSICS,气体实验定律,气体实验定律,物理选必1,动量守恒定律,4 实验：验证动量守恒定律,0.36
PHYSICS,理想气体状态方程,理想气体状态方程,物理其余,1　实验：探究小车速度随时间变化的规律,3　理想气体的状态方程,1.00
PHYSICS,晶体,晶体,物理选必3,原子结构和波粒二象性,4 固体,0.33
PHYSICS,液晶,液晶,物理选必3,原子核和核反应,5 液体,0.33
PHYSICS,饱和汽,饱和汽,物理其余,1　实验：探究小车速度随时间变化的规律,3　饱和汽与饱和汽压,0.67
PHYSICS,相对湿度,相对湿度,物理选必3,分子动理论,1 温度和温标,0.20
PHYSICS,分子动理论,分子动理论,物理选必2,传感器,1 分子动理论的基本内容,0.43
PHYSICS,内能,内能,物理其余,1　实验：探究小车速度随时间变化的规律,5　内能,1.00
PHYSICS,热力学第一定律,热力学第一定律,物理选必3,原子核和核反应,2 热力学第一定律,1.00
PHYSICS,热力学第二定律,热力学第二定律,物理选必3,原子核和核反应,4 热力学第二定律,1.00
PHYSICS,光子说,光子说,物理其余,1　实验：探究小车速度随时间变化的规律,2　光的粒子性,0.40
PHYSICS,波粒二象性,波粒二象性,物理其余,1　实验：探究小车速度随时间变化的规律,3　粒子的波动性,0.43
PHYSICS,玻尔模型,玻尔模型,物理其余,1　实验：探究小车速度随时间变化的规律,4　玻尔的原子模型,0.60
PHYSICS,天然放射现象,天然放射现象,物理其余,1　实验：探究小车速度随时间变化的规律,7　静电现象的应用,0.25
PHYSICS,半衰期,半衰期,物理选必3,原子核和核反应,2 放射性元素的衰变,0.11
PHYSICS,核反应,核反应,物理选必1,光,2 全反射,0.25
PHYSICS,质量亏损,质量亏损,物理必修三,电磁感应与电磁波初步,1 动量,0.20
PHYSICS,光电效应,光电效应,物理选必3,原子核和核反应,2 光电效应,1.00
PHYSICS,原子核式结构,原子核式结构,物理选必3,原子核和核反应,3 原子的核式结构模型,0.86
PHYSICS,核裂变,核裂变,物理选必3,原子核和核反应,4 核裂变与核聚变,0.75
PHYSICS,核聚变,核聚变,物理其余,1　实验：探究小车速度随时间变化的规律,7　核聚变,1.00
CHEMISTRY,分散系,分散系,,,,0.00
CHEMISTRY,胶体,胶体,化学选必2,晶体结构与性质,第二节 分子晶体与共价晶体,0.17
CHEMISTRY,丁达尔效应,丁达尔效应,,,,0.00
CHEMISTRY,电解质,电解质,化学选必1,化学反应与电能,第二节 电解池,0.33
CHEMISTRY,非电解质,非电解质,化学选必1,化学反应与电能,第二节 电解池,0.25
CHEMISTRY,物理变化,物理变化,化学必修一,海水中的重要元素——钠和氯,第一节 钠及其化合物,0.40
CHEMISTRY,化学变化,化学变化,化学必修一,物质结构 元素周期律,第三节 化学键,0.50
CHEMISTRY,物质的分类,物质的分类,化学必修一,物质及其变化,第一节 物质的分类及转化,0.60
CHEMISTRY,电离,电离,化学选必1,水溶液中的离子反应与平衡,第一节 电离平衡,0.50
CHEMISTRY,离子方程式,离子方程式,化学必修一,物质及其变化,第二节 离子反应,0.33
CHEMISTRY,离子共存,离子共存,化学必修一,物质及其变化,第二节 离子反应,0.40
CHEMISTRY,氧化剂,氧化剂,化学必修一,物质及其变化,第三节 氧化还原反应,0.33
CHEMISTRY,还原剂,还原剂,化学必修一,物质及其变化,第三节 氧化还原反应,0.33
CHEMISTRY,电子转移,电子转移,化学选必1,化学反应与电能,第二节 电解池,0.20
CHEMISTRY,化合价,化合价,化学必修一,海水中的重要元素——钠和氯,第一节 钠及其化合物,0.40
CHEMISTRY,离子反应,离子反应,化学必修一,物质及其变化,第二节 离子反应,1.00
CHEMISTRY,氧化还原反应,氧化还原反应,化学必修一,物质及其变化,第三节 氧化还原反应,1.00
CHEMISTRY,钠,钠,化学必修一,海水中的重要元素——钠和氯,第一节 钠及其化合物,0.25
CHEMISTRY,氧化钠,氧化钠,化学必修一,海水中的重要元素——钠和氯,第一节 钠及其化合物,0.40
CHEMISTRY,过氧化钠,过氧化钠,化学必修一,海水中的重要元素——钠和氯,第一节 钠及其化合物,0.33
CHEMISTRY,碳酸钠,碳酸钠,化学选必3,生物大分子,第三节 核酸,0.25
CHEMISTRY,碳酸氢钠,碳酸氢钠,化学选必3,生物大分子,第三节 核酸,0.20
CHEMISTRY,焰色试验,焰色试验,化学必修二,化学与可持续发展,第三节 环境保护与绿色化学,0.09
CHEMISTRY,氯气,氯气,化学必修一,海水中的重要元素——钠和氯,第二节 氯及其化合物,0.20
CHEMISTRY,氯水的成分,氯水的成分,化学选必1,水溶液中的离子反应与平衡,第三节 盐类的水解,0.20
CHEMISTRY,漂白粉,漂白粉,化学选必3,生物大分子,第二节 蛋白质,0.20
CHEMISTRY,氯离子检验,氯离子检验,化学必修一,物质及其变化,第二节 离子反应,0.33
CHEMISTRY,阿伏加德罗常数,阿伏加德罗常数,,,,0.00
CHEMISTRY,气体摩尔体积,气体摩尔体积,化学选必2,晶体结构与性质,第二节 分子晶体与共价晶体,0.11
CHEMISTRY,物质的量,物质的量,化学必修一,海水中的重要元素——钠和氯,第三节 物质的量,1.00
CHEMISTRY,物质的量浓度,物质的量浓度,化学必修一,海水中的重要元素——钠和氯,第三节 物质的量,0.60
CHEMISTRY,铁,铁,化学必修一,铁 金属材料,第一节 铁及其化合物,0.25
CHEMISTRY,铁的氧化物,铁的氧化物,化学必修一,铁 金属材料,第一节 铁及其化合物,0.60
CHEMISTRY,铁的氢氧化物,铁的氢氧化物,化学必修一,铁 金属材料,第一节 铁及其化合物,0.50
CHEMISTRY,铁盐,铁盐,化学选必1,水溶液中的离子反应与平衡,第三节 盐类的水解,0.25
CHEMISTRY,亚铁盐,亚铁盐,化学选必1,水溶液中的离子反应与平衡,第三节 盐类的水解,0.20
CHEMISTRY,合金,合金,化学选必3,烃的衍生物,第五节 有机合成,0.25
CHEMISTRY,金属材料,金属材料,化学必修一,铁 金属材料,第二节 金属材料,1.00
CHEMISTRY,核素,核素,化学选必3,生物大分子,第三节 核酸,0.33
CHEMISTRY,离子键,离子键,化学必修一,物质及其变化,第二节 离子反应,0.50
CHEMISTRY,电子式,电子式,化学选必1,化学反应与电能,第二节 电解池,0.25
CHEMISTRY,原子结构,原子结构,化学选必2,原子结构与性质,第一节 原子结构,1.00
CHEMISTRY,元素周期表,元素周期表,化学必修一,物质结构 元素周期律,第二节 元素周期律,0.67
CHEMISTRY,元素周期律,元素周期律,化学必修一,物质结构 元素周期律,第二节 元素周期律,1.00
CHEMISTRY,化学键,化学键,化学必修一,物质结构 元素周期律,第三节 化学键,1.00
CHEMISTRY,共价键,共价键,化学选必2,分子结构与性质,第一节 共价键,1.00
CHEMISTRY,硫,硫,化学必修二,化工生产中的重要非金属元素,第一节 硫及其化合物,0.25
CHEMISTRY,二氧化硫,二氧化硫,化学必修二,化工生产中的重要非金属元素,第一节 硫及其化合物,0.33
CHEMISTRY,三氧化硫,三氧化硫,化学必修二,化工生产中的重要非金属元素,第一节 硫及其化合物,0.33
CHEMISTRY,浓硫酸,浓硫酸,化学选必3,生物大分子,第三节 核酸,0.25
CHEMISTRY,氮气,氮气,化学必修二,化工生产中的重要非金属元素,第二节 氮及其化合物,0.20
CHEMISTRY,一氧化氮,一氧化氮,化学必修二,化工生产中的重要非金属元素,第二节 氮及其化合物,0.33
CHEMISTRY,二氧化氮,二氧化氮,化学必修二,化工生产中的重要非金属元素,第二节 氮及其化合物,0.33
CHEMISTRY,氨,氨,,,,0.00
CHEMISTRY,铵盐,铵盐,化学选必1,水溶液中的离子反应与平衡,第三节 盐类的水解,0.25
CHEMISTRY,硝酸,硝酸,化学选必3,生物大分子,第三节 核酸,0.33
CHEMISTRY,酸雨,酸雨,化学选必3,生物大分子,第三节 核酸,0.33
CHEMISTRY,硅,硅,,,,0.00
CHEMISTRY,二氧化硅,二氧化硅,化学必修一,物质及其变化,第三节 氧化还原反应,0.29
CHEMISTRY,硅酸盐,硅酸盐,化学选必3,生物大分子,第三节 核酸,0.25
CHEMISTRY,陶瓷,陶瓷,,,,0.00
CHEMISTRY,玻璃,玻璃,,,,0.00
CHEMISTRY,水泥,水泥,化学选必1,水溶液中的离子反应与平衡,第三节 盐类的水解,0.25
CHEMISTRY,放热反应,放热反应,化学选必1,化学反应的热效应,第一节 反应热,0.67
CHEMISTRY,吸热反应,吸热反应,化学选必1,化学反应的热效应,第一节 反应热,0.67
CHEMISTRY,燃料电池,燃料电池,化学选必1,化学反应与电能,第二节 电解池,0.50
CHEMISTRY,可逆反应,可逆反应,化学选必1,化学反应的热效应,第一节 反应热,0.25
CHEMISTRY,转化率,转化率,化学必修一,物质及其变化,第一节 物质的分类及转化,0.33
CHEMISTRY,勒夏特列原理,勒夏特列原理,化学选必1,化学反应与电能,第一节 原电池,0.14
CHEMISTRY,化学反应的本质,化学反应的本质,化学选必1,化学反应速率与化学平衡,第一节 化学反应速率,0.43
CHEMISTRY,化学反应速率,化学反应速率,化学选必1,化学反应速率与化学平衡,第一节 化学反应速率,1.00
CHEMISTRY,影响化学反应速率的因素,影响化学反应速率的因素,化学选必1,化学反应速率与化学平衡,第一节 化学反应速率,0.56
CHEMISTRY,化学平衡,化学平衡,化学选必1,化学反应速率与化学平衡,第二节 化学平衡,1.00
CHEMISTRY,甲烷,甲烷,化学选必3,烃,第一节 烷烃,0.33
CHEMISTRY,取代反应,取代反应,化学选必1,化学反应的热效应,第一节 反应热,0.25
CHEMISTRY,同系物,同系物,化学必修一,海水中的重要元素——钠和氯,第三节 物质的量,0.20
CHEMISTRY,同分异构体,同分异构体,化学选必2,原子结构与性质,第一节 原子结构,0.14
CHEMISTRY,加成反应,加成反应,化学选必1,化学反应的热效应,第一节 反应热,0.25
CHEMISTRY,聚合反应,聚合反应,化学选必1,化学反应的热效应,第一节 反应热,0.25
CHEMISTRY,酯化反应,酯化反应,化学必修一,物质及其变化,第三节 氧化还原反应,0.33
CHEMISTRY,烷烃,烷烃,化学选必3,烃,第一节 烷烃,1.00
CHEMISTRY,乙烯,乙烯,化学必修二,有机化合物,第二节 乙烯与有机高分子材料,0.29
CHEMISTRY,乙醇,乙醇,化学必修二,有机化合物,第三节 乙醇与乙酸,0.67
CHEMISTRY,乙酸,乙酸,化学必修二,有机化合物,第三节 乙醇与乙酸,0.67
CHEMISTRY,基本营养物质,基本营养物质,化学必修二,有机化合物,第四节 基本营养物质,1.00
CHEMISTRY,海水资源,海水资源,化学必修二,化学与可持续发展,第一节 自然资源的开发利用,0.22
CHEMISTRY,金属冶炼,金属冶炼,化学必修一,铁 金属材料,第二节 金属材料,0.33
CHEMISTRY,自然资源的开发利用,自然资源的开发利用,化学必修二,化学与可持续发展,第一节 自然资源的开发利用,1.00
CHEMISTRY,绿色化学,绿色化学,化学必修二,化学与可持续发展,第三节 环境保护与绿色化学,0.50
CHEMISTRY,焓变,焓变,化学必修二,化学反应与能量,第一节 化学反应与能量变化,0.14
CHEMISTRY,热化学方程式,热化学方程式,化学选必1,化学反应速率与化学平衡,第三节 化学反应的方向,0.38
CHEMISTRY,盖斯定律,盖斯定律,化学必修一,物质结构 元素周期律,第二节 元素周期律,0.12
CHEMISTRY,燃烧热,燃烧热,化学选必1,化学反应的热效应,第一节 反应热,0.25
CHEMISTRY,中和热,中和热,化学选必1,化学反应的热效应,第一节 反应热,0.50
CHEMISTRY,键能,键能,化学必修一,物质结构 元素周期律,第三节 化学键,0.25
CHEMISTRY,反应热,反应热,化学选必1,化学反应的热效应,第一节 反应热,1.00
CHEMISTRY,活化能,活化能,化学必修二,化学反应与能量,第一节 化学反应与能量变化,0.29
CHEMISTRY,催化剂,催化剂,化学必修一,物质结构 元素周期律,第三节 化学键,0.20
CHEMISTRY,平衡常数-x1,平衡常数,化学选必1,化学反应速率与化学平衡,第二节 化学平衡,0.40
CHEMISTRY,等效平衡,等效平衡,化学选必1,化学反应速率与化学平衡,第二节 化学平衡,0.40
CHEMISTRY,化学平衡状态,化学平衡状态,化学选必1,化学反应速率与化学平衡,第二节 化学平衡,0.67
CHEMISTRY,化学平衡的移动,化学平衡的移动,化学选必1,化学反应速率与化学平衡,第二节 化学平衡,0.67
CHEMISTRY,弱电解质的电离,弱电解质的电离,化学选必1,水溶液中的离子反应与平衡,第一节 电离平衡,0.33
CHEMISTRY,酸碱中和滴定,酸碱中和滴定,化学选必3,生物大分子,第三节 核酸,0.20
CHEMISTRY,盐类水解,盐类水解,化学选必1,水溶液中的离子反应与平衡,第三节 盐类的水解,1.00
CHEMISTRY,溶度积,溶度积,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.14
CHEMISTRY,电离平衡,电离平衡,化学选必1,水溶液中的离子反应与平衡,第一节 电离平衡,1.00
CHEMISTRY,水的电离,水的电离,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.60
CHEMISTRY,溶液的ph,溶液的pH,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.40
CHEMISTRY,沉淀溶解平衡,沉淀溶解平衡,化学选必1,水溶液中的离子反应与平衡,第四节 沉淀溶解平衡,1.00
CHEMISTRY,电极反应式,电极反应式,化学选必1,化学反应的热效应,第一节 反应热,0.20
CHEMISTRY,电解原理,电解原理,化学选必1,化学反应与电能,第一节 原电池,0.67
CHEMISTRY,新型化学电源,新型化学电源,化学必修一,物质结构 元素周期律,第三节 化学键,0.33
CHEMISTRY,原电池,原电池,化学选必1,化学反应与电能,第一节 原电池,1.00
CHEMISTRY,电解池,电解池,化学选必1,化学反应与电能,第二节 电解池,1.00
CHEMISTRY,金属的腐蚀,金属的腐蚀,化学选必1,化学反应与电能,第三节 金属的腐蚀与防护,0.67
CHEMISTRY,金属的防护,金属的防护,化学选必1,化学反应与电能,第三节 金属的腐蚀与防护,0.67
CHEMISTRY,能层,能层,化学必修二,化学反应与能量,第一节 化学反应与能量变化,0.14
CHEMISTRY,能级,能级,化学必修二,化学反应与能量,第一节 化学反应与能量变化,0.14
CHEMISTRY,构造原理,构造原理,化学选必2,原子结构与性质,第一节 原子结构,0.40
CHEMISTRY,电子排布式,电子排布式,化学选必1,化学反应与电能,第二节 电解池,0.17
CHEMISTRY,电离能,电离能,化学选必1,水溶液中的离子反应与平衡,第一节 电离平衡,0.40
CHEMISTRY,电负性,电负性,化学选必1,化学反应与电能,第二节 电解池,0.25
CHEMISTRY,键参数,键参数,化学必修一,物质结构 元素周期律,第三节 化学键,0.20
CHEMISTRY,杂化轨道,杂化轨道,化学必修一,物质结构 元素周期律,第三节 化学键,0.17
CHEMISTRY,vsepr模型,VSEPR模型,,,,0.00
CHEMISTRY,氢键,氢键,化学必修一,物质结构 元素周期律,第三节 化学键,0.25
CHEMISTRY,范德华力,范德华力,,,,0.00
CHEMISTRY,分子的极性,分子的极性,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.29
CHEMISTRY,晶体,晶体,化学选必2,晶体结构与性质,第二节 分子晶体与共价晶体,0.40
CHEMISTRY,分子晶体,分子晶体,化学选必2,晶体结构与性质,第二节 分子晶体与共价晶体,0.60
CHEMISTRY,共价晶体,共价晶体,化学选必2,晶体结构与性质,第二节 分子晶体与共价晶体,0.80
CHEMISTRY,金属晶体,金属晶体,化学选必2,晶体结构与性质,第三节 金属晶体与离子晶体,0.67
CHEMISTRY,离子晶体,离子晶体,化学选必2,晶体结构与性质,第三节 金属晶体与离子晶体,0.67
CHEMISTRY,配合物,配合物,化学选必2,晶体结构与性质,第四节 配合物与超分子,0.60
CHEMISTRY,有机物的结构特点,有机物的结构特点,化学选必3,有机化合物的结构特点与研究方法,第一节 有机化合物的结构特点,0.75
CHEMISTRY,烷烃的命名,烷烃的命名,化学选必3,烃,第一节 烷烃,0.50
CHEMISTRY,苯,苯,,,,0.00
CHEMISTRY,醇,醇,化学选必3,烃的衍生物,第二节 醇 酚,0.50
CHEMISTRY,酚,酚,化学选必3,烃的衍生物,第二节 醇 酚,0.50
CHEMISTRY,醛,醛,化学选必3,烃的衍生物,第三节 醛 酮,0.50
CHEMISTRY,酮,酮,化学选必3,烃的衍生物,第三节 醛 酮,0.50
CHEMISTRY,酯,酯,,,,0.00
CHEMISTRY,烯烃,烯烃,化学选必3,烃,第二节 烯烃 炔烃,0.67
CHEMISTRY,炔烃,炔烃,化学选必3,烃,第二节 烯烃 炔烃,0.67
CHEMISTRY,芳香烃,芳香烃,化学选必3,烃,第三节 芳香烃,1.00
CHEMISTRY,卤代烃,卤代烃,化学选必3,烃的衍生物,第一节 卤代烃,1.00
CHEMISTRY,羧酸,羧酸,化学选必3,烃的衍生物,第四节 羧酸 羧酸衍生物,0.40
CHEMISTRY,有机合成,有机合成,化学选必3,烃的衍生物,第五节 有机合成,1.00
CHEMISTRY,糖类,糖类,化学选必3,生物大分子,第一节 糖类,1.00
CHEMISTRY,蛋白质,蛋白质,化学选必3,生物大分子,第二节 蛋白质,1.00
CHEMISTRY,核酸,核酸,化学选必3,生物大分子,第三节 核酸,1.00
CHEMISTRY,合成高分子,合成高分子,化学选必3,合成高分子,第一节 合成高分子的基本方法,0.50
CHEMISTRY,常见仪器,常见仪器,,,,0.00
CHEMISTRY,药品取用,药品取用,化学必修二,化学与可持续发展,第二节 化学品的合理使用,0.14
CHEMISTRY,气体制备,气体制备,化学选必2,晶体结构与性质,第二节 分子晶体与共价晶体,0.12
CHEMISTRY,分离提纯,分离提纯,化学必修一,物质及其变化,第二节 离子反应,0.20
CHEMISTRY,过滤,过滤,,,,0.00
CHEMISTRY,蒸发,蒸发,化学必修二,化学与可持续发展,第一节 自然资源的开发利用,0.12
CHEMISTRY,蒸馏,蒸馏,,,,0.00
CHEMISTRY,萃取,萃取,,,,0.00
CHEMISTRY,重结晶,重结晶,化学选必2,原子结构与性质,第一节 原子结构,0.17
CHEMISTRY,物质检验,物质检验,化学必修一,海水中的重要元素——钠和氯,第三节 物质的量,0.40
CHEMISTRY,实验方案设计,实验方案设计,化学选必1,化学反应的热效应,第二节 反应热的计算,0.11
CHEMISTRY,中和滴定,中和滴定,,,,0.00
BIOLOGY,细胞学说,细胞学说,生物必修一,细胞的生命历程,第2节 细胞的分化,0.29
BIOLOGY,生命系统的结构层次,生命系统的结构层次,生物选必2,生态系统及其稳定性,第1节 生态系统的结构,0.45
BIOLOGY,病毒,病毒,生物必修二,基因突变及其他变异,第3节 人类遗传病,0.12
BIOLOGY,原核细胞,原核细胞,生物必修一,细胞的能量供应和利用,第3节 细胞呼吸的原理和应用,0.38
BIOLOGY,真核细胞,真核细胞,生物必修一,细胞的基本结构,第3节 细胞核的结构和功能,0.30
BIOLOGY,细胞的多样性和统一性,细胞的多样性和统一性,生物必修一,走近细胞,第2节 细胞的多样性和统一性,0.78
BIOLOGY,组成细胞的元素,组成细胞的元素,生物必修一,组成细胞的分子,第1节 细胞中的元素和化合物,0.36
BIOLOGY,水,水,,,,0.00
BIOLOGY,无机盐,无机盐,生物必修一,组成细胞的分子,第2节 细胞中的无机物,0.25
BIOLOGY,氨基酸,氨基酸,生物选必3,基因工程,第3节 基因工程的应用,0.12
BIOLOGY,核苷酸,核苷酸,生物必修一,组成细胞的分子,第5节 核酸是遗传信息的携带者,0.17
BIOLOGY,脱水缩合,脱水缩合,生物必修一,组成细胞的分子,第1节 细胞中的元素和化合物,0.08
BIOLOGY,糖类,糖类,生物必修一,组成细胞的分子,第3节 细胞中的糖类和脂质,0.25
BIOLOGY,脂质,脂质,生物必修一,组成细胞的分子,第3节 细胞中的糖类和脂质,0.25
BIOLOGY,蛋白质,蛋白质,生物选必3,基因工程,第4节 蛋白质工程的原理和应用,0.38
BIOLOGY,核酸,核酸,生物必修一,组成细胞的分子,第5节 核酸是遗传信息的携带者,0.18
BIOLOGY,细胞壁,细胞壁,生物必修一,细胞的生命历程,第2节 细胞的分化,0.33
BIOLOGY,线粒体,线粒体,生物必修二,基因和染色体的关系,第2节 基因在染色体上,0.11
BIOLOGY,叶绿体,叶绿体,生物必修二,基因和染色体的关系,第2节 基因在染色体上,0.11
BIOLOGY,内质网,内质网,生物选必1,内环境与稳态,第2节 内环境的稳态,0.11
BIOLOGY,核糖体,核糖体,生物必修二,基因和染色体的关系,第2节 基因在染色体上,0.11
BIOLOGY,溶酶体,溶酶体,生物必修二,基因和染色体的关系,第2节 基因在染色体上,0.11
BIOLOGY,液泡,液泡,生物选必1,体液调节,第3节 体液调节与神经调节的关系,0.10
BIOLOGY,生物膜系统,生物膜系统,生物选必2,生态系统及其稳定性,第3节 生态系统的物质循环,0.36
BIOLOGY,细胞骨架,细胞骨架,生物必修一,细胞的生命历程,第2节 细胞的分化,0.29
BIOLOGY,高尔基体,高尔基体,生物必修二,基因和染色体的关系,第2节 基因在染色体上,0.22
BIOLOGY,自由扩散,自由扩散,生物必修二,生物的进化,第2节 自然选择与适应的形成,0.08
BIOLOGY,协助扩散,协助扩散,生物必修二,生物的进化,第4节 协同进化与生物多样性的形成,0.06
BIOLOGY,质壁分离,质壁分离,生物必修一,组成细胞的分子,第3节 细胞中的糖类和脂质,0.10
BIOLOGY,渗透作用,渗透作用,生物必修二,基因和染色体的关系,第1节 减数分裂和受精作用,0.10
BIOLOGY,被动运输,被动运输,生物必修一,细胞的物质输入和输出,第1节 被动运输,0.67
BIOLOGY,主动运输,主动运输,生物必修一,细胞的物质输入和输出,第2节 主动运输与胞吞、胞吐,0.44
BIOLOGY,胞吞,胞吞,生物必修一,细胞的物质输入和输出,第2节 主动运输与胞吞、胞吐,0.22
BIOLOGY,胞吐,胞吐,生物必修一,细胞的物质输入和输出,第2节 主动运输与胞吞、胞吐,0.22
BIOLOGY,酶的本质,酶的本质,生物必修一,组成细胞的分子,第3节 细胞中的糖类和脂质,0.10
BIOLOGY,酶的作用,酶的作用,生物必修二,基因和染色体的关系,第1节 减数分裂和受精作用,0.11
BIOLOGY,酶的特性,酶的特性,生物选必1,免疫调节,第2节 特异性免疫,0.25
BIOLOGY,atp的结构,ATP的结构,生物必修二,基因的本质,第2节 DNA的结构,0.50
BIOLOGY,atp与adp的转化,ATP与ADP的转化,生物必修一,细胞的能量供应和利用,第4节 光合作用与能量转化,0.22
BIOLOGY,有氧呼吸,有氧呼吸,生物必修一,细胞的能量供应和利用,第3节 细胞呼吸的原理和应用,0.25
BIOLOGY,无氧呼吸,无氧呼吸,生物必修一,细胞的能量供应和利用,第3节 细胞呼吸的原理和应用,0.22
BIOLOGY,细胞呼吸原理的应用,细胞呼吸原理的应用,生物必修一,细胞的能量供应和利用,第3节 细胞呼吸的原理和应用,0.71
BIOLOGY,光反应,光反应,生物必修一,细胞的能量供应和利用,第4节 光合作用与能量转化,0.10
BIOLOGY,暗反应,暗反应,生物必修一,细胞的能量供应和利用,第1节 降低化学反应活化能的酶,0.09
BIOLOGY,色素,色素,生物必修二,基因和染色体的关系,第2节 基因在染色体上,0.12
BIOLOGY,类囊体,类囊体,生物必修二,基因和染色体的关系,第2节 基因在染色体上,0.11
BIOLOGY,光合作用,光合作用,生物必修一,细胞的能量供应和利用,第4节 光合作用与能量转化,0.33
BIOLOGY,光合作用的影响因素,光合作用的影响因素,生物选必2,种群及其动态,第3节 影响种群数量变化的因素,0.27
