subject,material,material_title,current_node_slug,current_node_name,title_matches_node,note
PHYSICS,ext-phy-61d1d14b26-005b,气体状态变化图像的分析方法,热力学图像问题,热力学图像问题,气体状态变化图像的分析方法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-61d1d14b26-015,用油膜法估测油酸分子的大小,用油膜法估测油酸分子的大小实验,用油膜法估测油酸分子的大小实验,用油膜法估测油酸分子的大小,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-504a241474-007b,含电容器电路的分析,电容器,电容器,含电容器电路的分析,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
MATH,ext-mat-8d4d2bc954-001f,三角形解的个数判断,三角形解的个数问题,三角形解的个数问题,三角形解的个数判断,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
MATH,ext-mat-9346e3d003-008,圆的参数方程,圆的方程,圆的方程,圆的参数方程,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
MATH,ext-mat-2c4c1b3df0-003,三角形四心的向量表示,奔驰定理,奔驰定理,三角形四心的向量表示,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-e5ccf9cc1e-020,有机物分子结构的鉴定方法,有机物分子结构的确定,有机物分子结构的确定,有机物分子结构的鉴定方法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-6e5105e0b4-020,浓度计算的常用方法,物质的量浓度,物质的量浓度,浓度计算的常用方法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-cb0f101582-006b,硫酸的工业制备（接触法）,硫酸,硫酸,硫酸的工业制备（接触法）,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-48262bc853-002,强弱规律及其应用,氧化还原反应规律及其应用,氧化还原反应规律及其应用,强弱规律及其应用,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-48262bc853-003,价态规律及其应用,氧化还原反应规律及其应用,氧化还原反应规律及其应用,价态规律及其应用,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-d28ff8e706-004,试纸的类型与使用方法,试纸的使用方法,试纸的使用方法,试纸的类型与使用方法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-d28ff8e706-004b,物质的溶解与加热操作,物质的溶解与加热,物质的溶解与加热,物质的溶解与加热操作,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-a13e903c71-021c,硒、碲及其化合物的性质,硒和碲及其化合物的性质,硒和碲及其化合物的性质,硒、碲及其化合物的性质,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-004850c1e8-013b,不同价态含硫物质的转化,硫及其化合物之间的转化规律,硫及其化合物之间的转化规律,应用氧化还原反应的原理实现不同价态含硫物质的转化,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-004850c1e8-015b,硫代硫酸钠的性质,硫代硫酸钠,硫代硫酸钠,硫代硫酸钠的性质,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-e8e221ed0f-006b,键的极性对羧酸酸性的影响,有机化合物中的共价键,有机化合物中的共价键,键的极性对羧酸酸性的影响,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-309fd84b7e-004,核反应方程的分析思路,核反应方程的分析,核反应方程的分析,核反应方程的分析思路,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-309fd84b7e-004b,核反应方程的分析思路,核反应方程的分析,核反应方程的分析,核反应方程的分析思路,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
BIOLOGY,ext-bio-013e7e4c37-016b,密度制约因素与非密度制约因素,种群的数量变化,种群的数量变化,密度制约因素与非密度制约因素,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-144a906566-003,晶胞参数与晶体密度的计算,晶胞,晶胞,晶胞参数与晶体密度的计算,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-043d5a4425-018b,键的极性对羧酸酸性的影响,键的极性对化学性质的影响,键的极性对化学性质的影响,键的极性对羧酸酸性的影响,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-5fce0adee9-011,离子推断的四项基本原则,常见阳离子的检验与推断依据,常见阳离子的检验与推断依据,离子推断的四项基本原则,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-c3ab790e04-021,中和滴定的误差分析方法,误差分析,误差分析,中和滴定的误差分析方法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-c3ab790e04-021d,氧化还原滴定的原理与指示剂,氧化还原滴定,氧化还原滴定,氧化还原滴定的原理与指示剂,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
BIOLOGY,ext-bio-e3a300b276-010c,调查人群中的遗传病,人类遗传病,人类遗传病,调查人群中的遗传病,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
BIOLOGY,ext-bio-e3a300b276-011b,遗传病的检测与预防,遗传病的检测和预防,遗传病的检测和预防,遗传病的检测与预防,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-6bf2e64662-016,硫酸的工业制备（接触法）,硫酸,硫酸,硫酸的工业制备（接触法）,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-91f4672bad-011,溶液稀释与混合的计算,有关物质的量浓度的计算,有关物质的量浓度的计算,溶液稀释与混合的计算,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-fa19c9abe5-001b,气体溶于水后溶液浓度的计算,有关物质的量浓度的计算,有关物质的量浓度的计算,气体溶于水后溶液浓度的计算,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-258405f3c6-008,离子推断的四项基本原则,离子推断的方法与原则,离子推断的方法与原则,离子推断的四项基本原则,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-86a0fcc39c-016,多液电池的分析方法,新型化学电源,新型化学电源,多液电池的分析方法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-aa83e6fece-004,交叉分类法与树状分类法,物质的分类,物质的分类,对下列物质分类-并完善表格内容,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-747e72a70a-007,守恒法在化学计算中的应用,化学计算中的守恒法,化学计算中的守恒法,守恒法在化学计算中的应用,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-c293e5af8b-025,键的极性对羧酸酸性的影响,键的极性与羧酸酸性,键的极性与羧酸酸性,键的极性对羧酸酸性的影响,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-b4cc61c65b-008,硫酸根离子的检验,常见阴离子的检验与推断依据,常见阴离子的检验与推断依据,硫酸根离子的检验,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-c940c45b21-002b,乙烯的实验室制法,乙烯,乙烯,乙烯的实验室制法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-ce1fbc591e-005,极端假设法确定可逆反应的浓度范围,极端假设法确定浓度范围,极端假设法确定浓度范围,极端假设法确定可逆反应的浓度范围,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-813727c8d6-002,硫酸根离子的检验,常见阴离子的检验与推断依据,常见阴离子的检验与推断依据,硫酸根离子的检验,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-20d30e5ba6-003,化学反应速率的计算方法,化学反应速率及其计算,化学反应速率及其计算,化学反应速率的计算方法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-21d2923986-013,新型无机非金属材料,陶瓷,陶瓷,新型无机非金属材料,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-8b4c78b419-006,硫酸根离子的检验,so检验的易错点,SO42-检验的易错点,硫酸根离子的检验,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-4aca25a694-004,水电离出的离子浓度的计算,水电离出的c(H+)（或c(OH-)）的计算,水电离出的c(H+)（或c(OH-)）的计算,水电离出的离子浓度的计算,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-4aca25a694-016,氧化还原滴定的原理与指示剂,氧化还原滴定,氧化还原滴定,氧化还原滴定的原理与指示剂,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-020cba294a-018,氧化还原反应的守恒规律,氧化还原反应规律及其应用,氧化还原反应规律及其应用,氧化还原反应的守恒规律,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-020cba294a-019,价态规律及其应用,氧化还原反应规律及其应用,氧化还原反应规律及其应用,价态规律及其应用,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-020cba294a-020,强弱规律及其应用,氧化还原反应规律及其应用,氧化还原反应规律及其应用,强弱规律及其应用,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-020cba294a-021,先后规律及其应用,氧化还原反应规律及其应用,氧化还原反应规律及其应用,先后规律及其应用,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-72b20828f8-011b,基态、激发态与原子光谱,核外电子运动状态,核外电子运动状态,基态、激发态与原子光谱,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-cdf4760f34-003,强电解质与弱电解质,电解质概念和判断的几个-特殊点,电解质概念和判断的几个“特殊点”,强电解质与弱电解质,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
BIOLOGY,ext-bio-ccd0d00ddf-004b,无丝分裂,细胞增殖,细胞增殖,无丝分裂,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-822771fccd-005b,装置气密性的检查方法,装置气密性检查方法,装置气密性检查方法,装置气密性的检查方法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-1e9a37df8e-012b,键的极性对羧酸酸性的影响,羧酸的结构和性质,羧酸的结构和性质,键的极性对羧酸酸性的影响,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-c00fa0f1f7-007,核反应方程的分析思路,核素,核素,核反应方程的分析思路,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
CHEMISTRY,ext-che-25f43f1fc3-019,氧化还原反应的守恒规律,氧化还原反应规律及其应用,氧化还原反应规律及其应用,氧化还原反应的守恒规律,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-c8d7f6c61f-001,受力分析的三个技巧,受力分析多力漏力-受力分析方法,受力分析多力漏力——受力分析方法,受力分析的三个技巧,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-baf18087a8-013,核能的计算方法,质量亏损,质量亏损,核能的计算方法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-2890a8a6ef-010,超重与失重的判断方法,对超重和失重的理解应当注意的问题,对超重和失重的理解应当注意的问题,超重与失重的判断方法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-9885683808-001b,游标卡尺的构造与读数,游标卡尺的读数,游标卡尺的读数,游标卡尺的构造与读数,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
MATH,ext-mat-9e06c77f62-001b,圆锥曲线的弦长公式,硬解定理,硬解定理,圆锥曲线的弦长公式,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-d72335472d-004,库仑力作用下的平衡问题,库仑力作用下的平衡,库仑力作用下的平衡,库仑力作用下的平衡问题,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-7b8a5ea480-008b,电磁阻尼与电磁驱动,电磁阻尼和电磁驱动,电磁阻尼和电磁驱动,电磁阻尼与电磁驱动,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-e7ae1dda3f-018,探究变压器电压与匝数关系的实验,变压器,变压器,探究变压器电压与匝数关系的实验,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-aa3eac86a6-002,螺旋测微器的原理与读数,必备实验仪器的原理及使用,必备实验仪器的原理及使用,螺旋测微器的原理与读数,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-b8d5634019-006b,弹力有无的判断方法,弹力的定义及产生条件,弹力的定义及产生条件,弹力有无的判断方法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-83aaecb372-004b,光的波粒二象性,波粒二象性,波粒二象性,光的波粒二象性,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
MATH,ext-mat-bb4895ddb1-031,三角形垂心的向量特征,平面向量与三角形的垂心,平面向量与三角形的垂心,三角形垂心的向量特征,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-af45d1db73-006,探究平抛运动特点实验的注意事项,平抛运动,平抛运动,探究平抛运动特点实验的注意事项,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-5fc61a6abe-004,磁感线的特点,磁感线,磁感线,磁感线的特点,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-f42dc02f15-002,螺旋测微器的原理与读数,必备实验仪器的原理及使用,必备实验仪器的原理及使用,螺旋测微器的原理与读数,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-f42dc02f15-009,实物图连接的注意事项,实验基础知识,实验基础知识,实物图连接的注意事项,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
MATH,ext-mat-6a743128b0-001,分式不等式的解法,解分数不等式忽略分母不为零致错,解分数不等式忽略分母不为零致错,分式不等式的解法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-6249360606-006,全反射的条件与临界角,全反射,全反射,条件-①光从光密介质射入光疏介质-②入射角大于或等于临界角,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-f2e423daf2-005,摩擦力大小的计算方法,摩擦力,摩擦力,摩擦力大小的计算方法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-9626018097-002,动量定理在电磁感应中的应用,电磁感应中的三大动力学观点,电磁感应中的三大动力学观点,动量定理在电磁感应中的应用,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-0f258d43a9-013,气体状态变化图像的分析方法,热力学图像问题,热力学图像问题,气体状态变化图像的分析方法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-7105d033a5-004,振动图像与波的图像的综合分析,传播方向和振动方向的判断-图像理解,传播方向和振动方向的判断——图像理解,振动图像与波的图像的综合分析,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-089780a205-007,气体状态变化图像的分析方法,热力学图像问题,热力学图像问题,气体状态变化图像的分析方法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-1e87c34de3-008b,星体表面与上空的重力加速度,天上-星球上空距离星体中心r-r-h处的重力加速度为g,天上,星体表面与上空的重力加速度,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-0e06a470ac-005,光的波粒二象性,波粒二象性,波粒二象性,光的波粒二象性,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-6dcd554e9e-001b,带电粒子偏转的两个重要结论,带电粒子在匀强电场中偏转的两个分运动,带电粒子在匀强电场中偏转的两个分运动,两个重要结论,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-b7fee3d991-003c,万有引力与重力的关系,万有引力定律的应用,万有引力定律的应用,万有引力与重力的关系,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-202a7903f4-006c,探究小车速度随时间变化的规律,实验基础知识,实验基础知识,探究小车速度随时间变化的规律,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
MATH,ext-mat-9c65092122-005,复数相等的充要条件,复数的概念,复数的概念,复数相等的充要条件,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-e342c3c922-005,斜面上圆周运动的临界问题,圆周运动常见的临界状态,圆周运动常见的临界状态,斜面上圆周运动的临界问题,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-3a86d307ab-004,星体表面与上空的重力加速度,天上-星球上空距离星体中心r-r-h处的重力加速度为g,天上,星体表面与上空的重力加速度,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-9885683808-001,螺旋测微器的原理与读数,必备实验仪器的原理及使用,必备实验仪器的原理及使用,螺旋测微器的原理与读数,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-1f062f3888-007,电路动态分析的三种方法,电路动态分析的方法,电路动态分析的方法,电路动态分析的三种方法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-32ce307c34-008,合运动与分运动的关系,运动的合成与分解,运动的合成与分解,合运动与分运动的关系,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-89752a9c75-013,轻弹簧连接系统的机械能守恒,机械能守恒定律的应用技巧,机械能守恒定律的应用技巧,轻弹簧连接系统的机械能守恒,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-154f35f7e3-002d,三个自由点电荷的平衡模型,三个自由点电荷平衡模型,三个自由点电荷平衡模型,三个自由点电荷的平衡模型,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-af45d1db73-004,探究平抛运动特点的实验步骤,平抛运动,平抛运动,探究平抛运动特点的实验步骤,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-f42dc02f15-006,滑动变阻器两种接法的选择,滑动变阻器的限流式与分压式,滑动变阻器的限流式与分压式,滑动变阻器两种接法的选择,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-ced0c3e323-003b,含容电路的分析方法,电容器,电容器,含容电路的分析方法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-3612e63f5b-015,机械能守恒的条件,对机械能守恒条件的理解,对机械能守恒条件的理解,守恒条件,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-bb84aa4cd5-002c,作用力与反作用力,牛顿第三定律,牛顿第三定律,作用力与反作用力,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
MATH,ext-mat-c114939125-005b,分式不等式的解法,分式不等式及其解法,分式不等式及其解法,分式不等式的解法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-7105d033a5-006b,波的叠加原理,波的干涉,波的干涉,波的叠加原理,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-b2defc754e-005,替代法测电阻,等效替代法,等效替代法,替代法测电阻,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-7a8d42b6f9-003,万有引力与重力的关系,万有引力的-两点理解-和-两个推论,万有引力的“两点理解”和“两个推论”,万有引力与重力的关系,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-27916050fc-002,用油膜法估测油酸分子的大小,用油膜法估测油酸分子的大小实验,用油膜法估测油酸分子的大小实验,用油膜法估测油酸分子的大小,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-d3b4e26995-002b,应用动量守恒定律的解题步骤,动量守恒定律,动量守恒定律,应用动量守恒定律的解题步骤,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-d0a08f55f3-003,全反射的条件与临界角,全反射,全反射,条件-①光从光密介质射入光疏介质-②入射角大于或等于临界角,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-eaffbd3f7f-008,力的正交分解法,力的分解,力的分解,力的正交分解法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
MATH,ext-mat-d526b3fb2b-002c,对数混合运算的一般原则,对数运算,对数运算,对数混合运算的一般原则,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-91bac4cabf-017,动能定理在多过程问题中的应用,应用动能定理求解步骤,应用动能定理求解步骤,动能定理在多过程问题中的应用,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
MATH,ext-mat-4621e44142-001e,等差数列的判定方法,等差数列,等差数列,等差数列的判定方法,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-9ade384fa8-003b,星体表面与上空的重力加速度,天上-星球上空距离星体中心r-r-h处的重力加速度为g,天上,星体表面与上空的重力加速度,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-9ade384fa8-003d,万有引力与重力的关系,万有引力的-两点理解-和-两个推论,万有引力的“两点理解”和“两个推论”,万有引力与重力的关系,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
PHYSICS,ext-phy-3628073593-009,用动量定理解释两类现象,动量定理,动量定理,用动量定理解释两类现象,材料标题与另一节点同名；需裁定是否改绑（上位概念收下位材料属合法）
