subject,slug,name,bound_materials,figure_verbalized,hit,sample_content
PHYSICS,电势差与电场强度的关系,电势差与电场强度的关系,17,yes,极值,电场强度的三个公式及适用范围 E=F/q适用于任何电场，E=kQ/r²适用于点电荷电场，E=U/d只适用于匀强电场。 选择电场强度计算公式时判断适用条件。 1.
PHYSICS,电容器,电容器,3,yes,支路,含容电路：电容器稳定后相当于断路 电路稳定后电容器支路无电流、相当于断路，两极板间电压等于该支路（并联电阻）两端电压。 稳定电路中电容器电压与电荷量的确定。 1
PHYSICS,电容器充放电过程,电容器充放电过程,15,yes,支路,电阻表检测不同电学元件时的示数特点 定值电阻正反接阻值相等；二极管正反接阻值差很多；电容器示数逐渐变大（充电）；电感示数逐渐减小（自感）。 用欧姆挡判别元件类型
PHYSICS,带电粒子在电场中的运动,带电粒子在电场中的运动,12,yes,图线,带电粒子只受静电力时v-t图像的判读 由v-t图像确定加速度方向与大小变化，进而判定各点场强方向、大小及电势、电势能变化。 带电粒子在非匀强电场中变速运动的图像
PHYSICS,带电粒子在电场中的平衡问题-受力分析,带电粒子在电场中的平衡问题——受力分析,4,yes,曲线,带电粒子在电场中的两种分析观点 求解电场中直线运动的规律选择 电场直线运动计算 动力学观点：$a=qE/m$、$v^2-v_0^2=2ad$；功能观点：匀强电场
PHYSICS,电源的内阻-电源内部是由导体构成-所以也有电阻-这个电阻叫做电源的内阻,电源的内阻：电源内部是由导体构成，所以也有电阻，这个电阻叫做电源的内阻；,2,yes,支路,电桥法与双电源法测电阻 电桥平衡（灵敏电流计示数为零）时对角线电阻乘积相等；双电源正反两次测量可消除部分系统误差。 高精度或特殊要求的测电阻方法。 1. 电桥法
PHYSICS,路端电压与外电阻的关系,路端电压与外电阻的关系,11,yes,串联,电路故障排查的器材选择原则 电路中有电源时一般用电压表排查，无电源或电源断开时用电阻表排查；示数分为零和很大两种情况。 断路、短路故障的检测方案设计。 无论用什
PHYSICS,程序法-遵循-局部-整体-局部-的思路,程序法: 遵循“局部—整体—局部”的思路,1,yes,支路,动态电路分析的程序法 按局部电阻变化、总电阻变化、总电流和路端电压变化、再分析各支路的顺序递推分析动态电路。 滑动变阻器阻值变化、开关通断引起的电路动态问题。 
PHYSICS,结论法-串反并同-应用条件为电源内阻不为零,结论法：“串反并同”，应用条件为电源内阻不为零．,3,yes,串联,串反并同结论 某一电阻增大时，与它串联或间接串联的电阻的电流、电压、功率都减小；与它并联或间接并联的都增大。 电源有内阻、单一电阻变化的动态电路快速判断。 1.
PHYSICS,特殊值法-对于某些特殊电路问题-可以采取代入特殊值的方法去判定,"特殊值法:对于某些特殊电路问题,可以采取代入特殊值的方法去判定.",2,no,,串反并同法的局限与替代方法 串反并同一般只能用于仅一个电阻变化的情况；两个及以上电阻变化时用计算法、特殊值法、极限法处理。 判断串反并同能否使用并选择替代方案。
PHYSICS,电源输出功率-整个外电路上消耗的电功率,电源输出功率:整个外电路上消耗的电功率.,6,no,,电源输出功率最大的条件与公式 P出=E²R/(R+r)²，当R=r时输出功率最大为E²/4r；外电阻越接近内阻输出功率越大。 可变外电阻求电源最大输出功率及效率
PHYSICS,纯电阻电路和非纯电阻电路的处理,纯电阻电路和非纯电阻电路的处理,6,yes,并联,电表与开关的电阻化处理约定 电压表、电流表可看成定值电阻；断开的开关阻值无穷大、闭合的开关阻值为0。 动态电路与含表电路的结构简化。 1. 可以把电路中的电压表
PHYSICS,数学思想处理电路中的功率和效率问题,数学思想处理电路中的功率和效率问题,1,no,,多次碰撞问题 多次碰撞常用数学归纳法找出每次碰撞后速度（位移）的通项规律。 物体与挡板多次碰撞、连续碰撞问题。 处理方法：数学归纳法。 主要模型：两个物体之间或
PHYSICS,等效电源法处理电路中的功率问题,等效电源法处理电路中的功率问题,7,yes,串联,原线圈含负载的等效电源法：$E'=\frac{U}{k}$，$r'=\frac{R_0}{k^2}$ 原线圈串联定值电阻 $R_0$、匝数比 $k=\frac{
PHYSICS,欧姆定律,欧姆定律,2,yes,曲线,欧姆定律与伏安特性曲线 欧姆定律适用于金属和电解液纯电阻电路，使用时注意同体性和同时性；伏安特性曲线反映元件性质。 欧姆定律的应用与元件特性判断。 1. 内容：
PHYSICS,闭合电路欧姆定律,闭合电路欧姆定律,8,yes,图线,测量电源电动势和内阻的实验原理 实验原理是闭合电路欧姆定律E=U+Ir，其中U为路端电压、I为流过电源的电流。 伏安法测电池电动势与内阻的方案设计与理解。 实验
PHYSICS,电路的故障分析,电路的故障分析,3,yes,串联,热敏电阻与电磁继电器温控电路的分析 热敏电阻随温度改变阻值，控制回路电压达到继电器吸合电压时电路通断，按串联分压列式求设定电阻。 自动温控装置的设计与计算。 1
PHYSICS,电路中的基本概念,电路中的基本概念,0,no,,
PHYSICS,电路中的基本定律,电路中的基本定律,0,no,,
PHYSICS,仪器构造-质谱仪由粒子源-加速电场-偏转磁场和照相底片构成,仪器构造：质谱仪由粒子源、加速电场、偏转磁场和照相底片构成.,9,no,,经同一加速与偏转电场粒子轨迹与比荷无关 经同一加速电场和同一偏转电场后，粒子偏移量与比荷无关，所有粒子轨迹相同。 质子、α粒子、各种离子经相同加速和偏转电场的对
PHYSICS,判断电磁感应现象能否产生的方法,判断电磁感应现象能否产生的方法：,2,yes,图线,判断感应电流有无的方法 先定回路，再看磁通量是否变化、回路是否闭合，两者同时满足才有感应电流。 判断电磁感应现象能否发生。 判断流程：①确定所研究的回路；②看穿
PHYSICS,产生条件-穿过回路的磁通量发生改变-与电路是否闭合无关,产生条件：穿过回路的磁通量发生改变，与电路是否闭合无关。,1,no,,电磁振荡与电磁波：LC 回路振荡、电磁场与电磁波谱 LC 回路中电场能与磁场能周期性转化形成电磁振荡，变化的电场与磁场交替产生并由近及远传播形成电磁波，按频率高
PHYSICS,危害-互感现象能发生在任何两个相互靠近的电路之间-互感现象有时会影响电路的工作,危害：互感现象能发生在任何两个相互靠近的电路之间，互感现象有时会影响电路的工作。,0,no,,
PHYSICS,定义-一个线圈中的电流变化时-它所产生的变化的磁场在它本身激发出感应电动势的现象,定义：一个线圈中的电流变化时，它所产生的变化的磁场在它本身激发出感应电动势的现象。,16,yes,支路,阻碍原电流的变化——自感现象（增反减同） 线圈中电流增大时自感电动势与原电流反向，减小时同向，即阻碍原电流的变化。 通电自感、断电自感及含线圈电路的分析。 阻碍
PHYSICS,带电粒子在交变电磁场中的运动,带电粒子在交变电磁场中的运动：,12,yes,斜率,带电粒子在交变电场中的直线运动类型 常见交变电压分正反向时间相同与不同两类，粒子做单向直线运动或往返运动。 粒子在周期性变化电压的极板间做直线运动的问题。 1.
PHYSICS,电磁感应中的电路问题,电磁感应中的电路问题,8,yes,并联,电磁感应中通过回路的电荷量 $q=\frac{\Delta\Phi}{R}$ 电磁感应过程通过导体截面的电荷量 $q=\frac{\Delta\Phi}{R}$
PHYSICS,电磁感应中的图像问题,电磁感应中的图像问题,9,yes,面积,电场中的图像问题 由场强、电势、电势能随位置变化图像提取电场信息。 处理电场图像类问题时使用。 E-x 图像：与 x 轴围成的面积表示电势差，正负表示场强方向。
PHYSICS,正弦式交变电流的变化规律-线圈在中性面位置时开始计时,正弦式交变电流的变化规律(线圈在中性面位置时开始计时),7,yes,图线,振动图像与波的图像随时间的变化规律 振动图像随时间延伸且已有形状不变；波的图像沿传播方向平移、原有波形周期性变化。 判断经过一段时间后两种图像的形状变化。 1.
PHYSICS,振荡电路过程中各物理量的变化,振荡电路过程中各物理量的变化,3,no,,振幅、周期与振动物理量的变化关系 位移变大则加速度变大、速度变小；一个周期路程为 4A。 分析振子各量变化时使用。 振幅是离开平衡位置的最大距离（标量，表示振动
PHYSICS,电能的远距离输送电路图,电能的远距离输送电路图：,0,no,,
PHYSICS,电磁振荡,电磁振荡,1,no,,LC 振荡电路 电场能与磁场能周期性相互转化，周期由 L 和 C 决定。 分析振荡电路充放电过程时使用。 放电：电场能转化为磁场能，放电完毕时电流最大；充电：磁
PHYSICS,气体实验定律,气体实验定律,2,yes,面积,气体实验图像的面积与斜率 p-V 图线下面积表示做功，等温、等容、等压线在图中可比较参量。 分析气体图像问题时使用。 p-V 图像：图线与 V 轴围成的面积表示
PHYSICS,物理意义-一切自发过程总是沿着分子热运动的无序度增大的方向进行程,物理意义：一切自发过程总是沿着分子热运动的无序度增大的方向进行程。,4,yes,图线,功能图像中图线斜率的物理意义 $E_k-x$ 图线斜率为合外力，$E_p-x$ 为对应的力，$E-x$ 为除重力弹力外的力，$E-t$ 为功率。 能量随位移或时
PHYSICS,变质量问题的处理思想-等效,变质量问题的处理思想——等效,10,yes,面积,变质量问题之充气：整体作为研究对象 充气时把原有气体和即将充入的气体整体作为研究对象，转化为质量不变问题列式。 向容器、轮胎充气类问题。 充气问题：选择原有气体
PHYSICS,误差分析-x1,误差分析,1,yes,图线,a-F 图像异常的原因分析 由截距与弯曲判断实验操作问题 探究 a 与 F 关系实验 图线在 $F$ 轴上有截距说明未平衡摩擦或倾角过小；在 $a$ 轴上有截距
PHYSICS,注意事项-x1,注意事项,13,yes,图线,探究弹簧弹力实验的注意事项 规范完成弹簧弹力实验 悬挂法测劲度系数 钩码不宜过多以防超过弹性限度；用轻质弹簧并尽量多测几组数据；记录时统一单位并注意 $F$ 与
PHYSICS,图像法在处理实验数据方面的应用-x1,图像法在处理实验数据方面的应用,12,yes,图线,测E和r的U-I图像数据分析 U-I图线为直线U=−Ir+E：纵轴截距为电动势E，斜率绝对值表示内阻r=|ΔU/ΔI|。 图像法处理测电源电动势和内阻的实验数据
PHYSICS,热力学第一定律,热力学第一定律,9,yes,图线,热力学第一定律的正负号法则 $\Delta U=Q+W$：$W$ 为正表示外界对系统做功，$Q$ 为正表示系统吸热，$\Delta U$ 为正表示内能增加。 一
PHYSICS,热力学图像问题,热力学图像问题,0,no,,
PHYSICS,分子运动速率分布图像-气体分子速率呈-中间多-两头少-的规律分布-如下图所示,分子运动速率分布图像：气体分子速率呈“中间多、两头少”的规律分布，如下图所示。,1,no,,气体分子运动的特点 气体分子间距大、作用力可忽略，速率呈“中间多、两头少”分布，各方向运动机会均等。 气体分子动理论的统计理解。 1. 气体分子间距远大于分子直
PHYSICS,光电效应的图像问题,光电效应的图像问题,7,yes,斜率,E_km-ν 图像的三要素（横截距、纵截距、斜率） $E_{km}$-$\nu$ 图线：横截距为极限频率 $\nu_0$；纵截距绝对值为逸出功 $W_0$；斜率
PHYSICS,常见的图象,常见的图象,0,no,,
PHYSICS,图象的应用,图象的应用,0,no,,
PHYSICS,动力学三大观点在多体问题和多过程运动中的应用,动力学三大观点在多体问题和多过程运动中的应用,8,yes,斜率,v-t图像法适用于多过程运动问题 用 v-t 图像解题不止适用于追及相遇，遇到多过程问题也可尝试画图求解。 多阶段、多物体交织的运动过程问题。 用 v-t 图像
PHYSICS,必备实验仪器的原理及使用,必备实验仪器的原理及使用,15,yes,图线,回旋加速器的原理与最大动能 交变电压周期等于粒子回旋周期，最大动能由 B 和 D 形盒半径决定。 分析回旋加速器问题时使用。 交变电压周期与粒子圆周运动周期相等
PHYSICS,用力传感器或已知质量的钩码等代替弹簧测力计,用力传感器或已知质量的钩码等代替弹簧测力计。,3,yes,斜率,用压力传感器水平放置弹簧消除自重影响 把弹簧水平放置并用压力（拉力）传感器测弹力，可消除弹簧自重对实验的影响并自动获得图像。 弹簧实验的器材与方案创新。 1. 
PHYSICS,图像法在处理实验数据方面的应用,图像法在处理实验数据方面的应用,0,no,,
CHEMISTRY,氧化物的类型,氧化物的类型,5,yes,曲线,氧化物的类型与判断误区 氧化物分酸性、碱性、两性、不成盐和特殊氧化物，金属或非金属氧化物与酸碱性无必然对应。 氧化物分类判断题。 酸性氧化物与碱反应生成盐和水（
CHEMISTRY,浓度计算的常用方法,浓度计算的常用方法,7,no,,反应热计算的常用依据 反应热可由热化学方程式、盖斯定律、燃烧热、键能、焓等多种途径计算。 选择合适方法计算反应热时使用。 热化学方程式：反应热与化学计量数成正比
CHEMISTRY,在化学研究中-物质的量浓度是使用最广泛的一种表示溶液浓度的方法,在化学研究中，物质的量浓度是使用最广泛的一种表示溶液浓度的方法。,7,yes,纵坐标,配制一定物质的量浓度溶液的步骤与仪器 配制溶液按计算、称量、溶解、冷却移液、洗涤、定容、摇匀七步，用容量瓶定容。 规范描述配制溶液实验、选择仪器时使用。 主要仪
CHEMISTRY,电解质概念和判断的几个-特殊点,电解质概念和判断的几个“特殊点”,7,yes,纵坐标,对数图像的解题策略五步 定型、明轴、抓特殊点、明趋势、联知识五步解读对数图像。 水溶液平衡的对数/负对数图像题。 1. 先确定图像是对数图像还是负对数图像。 2
CHEMISTRY,碱金属元素单质及其化合物有广泛用途,碱金属元素单质及其化合物有广泛用途。,7,no,,元素化合物框图推断三步法 找特征信息、提假设验证、代入全题检验三步完成物质推断。 元素化合物的框图转化推断题。 1. 找信息：圈出特征颜色、气味、溶解性及特殊反
CHEMISTRY,碳酸钠-碳酸氢钠与酸反应的特点,碳酸钠、碳酸氢钠与酸反应的特点,6,yes,横轴,多元弱酸盐与强酸反应的量比规律 酸不足只质子化一步生成酸式盐，酸过量则完全反应生成弱酸。 CO32-、S2-、PO43-等多元弱酸盐与盐酸等强酸的反应。 盐酸不
CHEMISTRY,na2co3-nahco3与酸反应的图像分析,Na2CO3、NaHCO3与酸反应的图像分析,15,yes,顶点,铁与稀硝酸反应的量比规律 硝酸过量生成Fe3+，铁过量（硝酸不足）生成Fe2+。 铁与稀硝酸反应的产物判断与方程式书写。 硝酸过量时：Fe+4HNO3(稀)=F
CHEMISTRY,实验室制取氯气装置的改进,实验室制取氯气装置的改进,7,yes,连接顺序,实验室制氯气的易错点 制氯气须用浓盐酸、控温防挥发、实验结束后先停止反应再拆装置。 装置连接顺序与操作正误判断时使用。 必须用浓盐酸，稀盐酸与 MnO2 不反应
CHEMISTRY,制取cl2装置的创新,制取Cl2装置的创新,4,no,,分离提纯的创新装置 抽滤加快过滤，竖立冷凝管实现回流，双耳球防倒吸，减压蒸馏适于高沸点易分解物。 识别与设计创新分离装置时使用。 抽滤（减压过滤）：水流抽气使系
CHEMISTRY,电子工业常用30-的fecl3溶液腐蚀敷在绝缘板上的铜箔-制造印刷电路板,电子工业常用30%的FeCl3溶液腐蚀敷在绝缘板上的铜箔，制造印刷电路板。,0,no,,
CHEMISTRY,铁与水蒸气反应实验改进前后的装置如图所示,铁与水蒸气反应实验改进前后的装置如图所示：,0,no,,
CHEMISTRY,用如图所示装置-夹持仪器省略-制备氢氧化亚铁,用如图所示装置(夹持仪器省略)制备氢氧化亚铁。,4,no,,Fe(OH)2在空气中白色沉淀先变灰绿后变红褐 Fe(OH)2白色沉淀在空气中迅速变灰绿色，最终变为红褐色Fe(OH)3。 Fe2+的检验与Fe(OH)2制备实
CHEMISTRY,粗铜的电解精炼示意图如图所示,粗铜的电解精炼示意图如图所示。,6,no,,电镀与电解精炼铜 电镀时镀层金属作阳极、镀件作阴极，镀液浓度不变；精炼铜Cu2＋浓度减小。 电解原理应用判断。 电镀：利用电解原理在金属表面镀上其他金属或合金；
CHEMISTRY,某兴趣小组利用电解装置-探究-铁作阳极-时发生反应的多样性-实验过程如图,某兴趣小组利用电解装置，探究“铁作阳极”时发生反应的多样性，实验过程如图。,7,yes,流向,电解时两极的放电顺序 惰性阳极放电顺序Cl－＞OH－，阴极Ag＋＞Cu2＋＞H＋，K＋至Al3＋在水溶液中不放电。 判断电解产物。 活性电极（金属活动性顺序中A
CHEMISTRY,热重分析确定金属化合物的组成,热重分析确定金属化合物的组成,6,yes,曲线,热重分析中固体失重的先后顺序规律 加热失重顺序：先失结晶水，再失去非金属元素形成的气体，金属被氧化时才失O2。 热重法分析含结晶水固体、盐类分解的组成推断。 常
CHEMISTRY,能源与科学-技术-社会密不可分-下列装置或过程能实现电能转化为化学能的是,能源与科学、技术、社会密不可分。下列装置或过程能实现电能转化为化学能的是,4,no,,化学反应中能量转化的形式对应 常见能量转化：光合作用光能转化学能，原电池化学能转电能，电解池电能转化学能。 判断能量转化形式、辨析能量守恒表述时使用。 吸热反应
CHEMISTRY,如图所示是检验某无色气体a是so2和co2的混合气体的装置-按要求回答下列问题,如图所示是检验某无色气体A是SO2和CO2的混合气体的装置，按要求回答下列问题：,11,no,,Fe(OH)2 制备的装置设计与成功关键 Fe(OH)2 极易被氧化，制备须隔绝氧气：覆盖苯或煤油、H2 排空、煮沸除氧等。 设计制备 Fe(OH)2 装置、说
CHEMISTRY,二氧化硫的尾气处理,二氧化硫的尾气处理,4,no,,二氧化硫的性质 SO2具有酸性氧化物通性、氧化性、还原性和漂白性。 SO2性质与现象分析。 无色、有刺激性气味的气体，易溶于水；酸性氧化物：SO2＋H2O⇌H2
CHEMISTRY,下图是检验某无色气体a是so2和co2的混合气体的装置图-按要求回答下列问题,下图是检验某无色气体A是SO2和CO2的混合气体的装置图，按要求回答下列问题：,0,no,,
CHEMISTRY,常见的装置,常见的装置,0,no,,
CHEMISTRY,金属与硝酸反应计算的四种方法,金属与硝酸反应计算的四种方法,8,no,,反应热计算的虚拟路径法（盖斯定律循环） 同一反应不同途径的反应热总和相等，按同向加、反向减列式求ΔH。 有溶解、电离等中间过程或多步循环的反应热计算。 核心：同
CHEMISTRY,现象描述答题模板,现象描述答题模板,4,no,,归因解释类问题的答题模板 摆数据现象、排除无关反应、用速率与平衡理论解释三步作答。 『解释原因』类简答题。 第一步：从图像或表格中找出相关数据与变化趋势（某条件
CHEMISTRY,分析图像书写热化学方程式,分析图像书写热化学方程式。,0,no,,
CHEMISTRY,北京冬奥会期间使用氢燃料清洁能源汽车-其氢氧燃料电池工作示意图如图所示,北京冬奥会期间使用氢燃料清洁能源汽车，其氢氧燃料电池工作示意图如图所示。,0,no,,
CHEMISTRY,o2作为原电池的正极反应物时-其电极反应在不同的介质中有不同的写法,O2作为原电池的正极反应物时，其电极反应在不同的介质中有不同的写法。,5,yes,流向,钢铁的析氢腐蚀与吸氧腐蚀 水膜酸性强时析氢腐蚀，弱酸或中性时吸氧腐蚀，最终生成铁锈。 书写两类腐蚀的电极反应、解释铁生锈时使用。 析氢腐蚀（水膜酸性较强）：负极
CHEMISTRY,已知总方程式-书写电极反应式,已知总方程式，书写电极反应式,8,yes,流向,新型电化学装置分析三步法 按析氧化（电子流向）、定电极、列电极反应式三步分析新装置。 陌生电化学装置（新型电池、电解装置）的分析与计算。 1. 析氧化：分析电子
CHEMISTRY,在浓差电池中-为了限定某些离子的移动-常涉及到-离子交换膜,在浓差电池中，为了限定某些离子的移动，常涉及到“离子交换膜”。,9,no,,离子交换膜的类型与功能判断 阳膜只过阳离子、阴膜只过阴离子、质子膜只过H+、双极膜解离水供H+和OH-。 电解、电渗析及燃料电池中膜的选择与产物判断。 阳离子交
CHEMISTRY,浓差电池-的分析方法,“浓差电池”的分析方法,3,yes,串联,一池两用装置的分析 同一装置接不同电路可分别作原电池或电解池，按电极与电源连接判断。 分析一池两用（K 接 N 或 M）类装置时使用。 接原电池：活泼金属作负极
CHEMISTRY,提高合成氨反应速率和平衡转化率的条件比较,提高合成氨反应速率和平衡转化率的条件比较,5,yes,曲线,平衡转化率的表达式与影响规律 转化率=转化量/起始量×100%，平衡正移不一定使指定反应物转化率增大。 计算转化率、判断条件对转化率影响时使用。 α(A)=n(
CHEMISTRY,工业合成氨的适宜条件,工业合成氨的适宜条件,5,no,,工业合成氨的适宜条件 合成氨采用 10~30 MPa、400~500 ℃、铁触媒，并及时分离氨、循环利用原料。 解答合成氨条件选择及理由说明时使用。 压强：10
CHEMISTRY,速率-时间图像,速率-时间图像,0,no,,
CHEMISTRY,全程速率-时间图像,全程速率—时间图像,3,yes,曲线,“全程”类速率-时间图像的分析 反应先快后慢的全程图像：前期放热升温或生成催化剂使速率增大，后期浓度减小使速率减慢。 解释反应速率先增后减的全程曲线时使用。 O
CHEMISTRY,含量-或转化率-时间-温度-压强-图像,含量(或转化率)-时间-温度(压强)图像,2,yes,拐点,含量-时间-温度（压强）图像：先拐先平数值大 先出现拐点的曲线温度更高、压强更大或使用了催化剂，再由移动方向定 ΔH 或气体分子数变化。 解答转化率-时间-条件
CHEMISTRY,常见图像形式,常见图像形式：,0,no,,
CHEMISTRY,析图关键-关注曲线变化趋势-采取-定一议二-法,析图关键——关注曲线变化趋势，采取“定一议二”法。,0,no,,
CHEMISTRY,含量-转化率-投料比图像,含量/转化率—投料比图像,0,no,,
CHEMISTRY,常规图像解题分析,常规图像解题分析,0,no,,
CHEMISTRY,工业生产中的速率和平衡图像,工业生产中的速率和平衡图像,2,yes,曲线,水溶液离子平衡图像识图四步法 识图像、析微粒、判线段、细验证四步解读水溶液离子平衡图像。 滴定曲线、分布分数图、对数图等水溶液图像题的通用流程。 1. 识图像：
CHEMISTRY,化工生产中的复杂图像分析,化工生产中的复杂图像分析,0,no,,
CHEMISTRY,化学反应速率及表示方法,化学反应速率及表示方法,7,yes,拐点,化学反应速率的定义与表示 化学反应速率用单位时间内反应物浓度减少或生成物浓度增加表示，v＝Δc/Δt。 化学反应速率的计算与理解。 v＝Δc/Δt，常用单位mo
CHEMISTRY,v-t图像分析改变条件对化学平衡的影响,v－t图像分析改变条件对化学平衡的影响,12,yes,斜率,充入惰性气体对化学平衡的影响 恒温恒容充惰气平衡不移动；恒温恒压充惰气相当于减压使平衡向气体分子数增大方向移动。 判断充入不参与反应气体后平衡的移动。 恒温恒容
CHEMISTRY,化学平衡移动方向和转化率的判断,化学平衡移动方向和转化率的判断,7,yes,流向,原电池与电解池中离子移动方向的判断 原电池中阳离子移向正极；电解池中阳离子移向阴极。 电化学装置分析中判断离子迁移与膜的选择。 原电池：阳离子移向正极，阴离子移
CHEMISTRY,化学平衡移动的分析方法,化学平衡移动的分析方法,9,yes,曲线,晶胞投影图分析方法 沿不同方向投影时处于投影线上的微粒相互重合，据此核对微粒位置。 晶体结构与投影图类题目。 投影方向与投影面垂直：沿体对角线投影时，体对角线上
CHEMISTRY,浓度商与化学平衡常数的表达式,浓度商与化学平衡常数的表达式,10,yes,斜率,平衡常数取对数的图像线性化方法 由K表达式取对数得lg c线性关系，用于判断图像中直线斜率与位置。 lg c-lg c型、lg K-1/T型图像分析。 例：某反
CHEMISTRY,物质的量-或浓度-时间图像,物质的量(或浓度)—时间图像,1,yes,纵坐标,此类图像的纵坐标为某物质的平衡浓度或转化率 此类图像的纵坐标为某物质的平衡浓度或转化率，横坐标为温度或压强，解答此类问题，要关注曲线的变化趋势，有多个变量时，注
CHEMISTRY,依据反应条件判断有机反应类型,依据反应条件判断有机反应类型,7,yes,串联,多池串联装置的类型判断与计算依据 有外接电源均为电解池；阳极材料与溶液阳离子相同为电镀池；计算依据电子守恒与串并联电流规律。 分析多池串联装置、进行电化学综合计
CHEMISTRY,假设法判断氧化还原反应能否进行的步骤,假设法判断氧化还原反应能否进行的步骤,4,yes,横坐标,醇能否发生催化氧化与消去的判断 有 α-H 才能催化氧化，有 β-H 才能发生消去反应。 判断给定醇能否氧化或消去、确定产物时使用。 催化氧化：取决于醇分子中是
CHEMISTRY,强酸与弱酸-强碱与弱碱稀释时的ph变化图像,强酸与弱酸、强碱与弱碱稀释时的pH变化图像,5,yes,曲线,强碱滴定弱酸时中性点在计量点之前 弱酸被强碱恰好中和时生成水解显碱性的盐，中性点出现在计量点之前。 滴定曲线中中性点、计量点位置的判断。 NaOH滴定HA恰好完
CHEMISTRY,利用电离常数-k-巧判溶液稀释中有关粒子浓度比值大小,利用电离常数(K)巧判溶液稀释中有关粒子浓度比值大小,6,yes,横坐标,混合溶液中粒子浓度比较的通用方法 先近似处理浓度，再联用电荷守恒、物料守恒与电离/水解常数比较排序。 弱酸与其盐、碱与其盐等混合体系粒子浓度比较。 第一步：近似
CHEMISTRY,解沉淀溶解平衡图像题的三步骤,解沉淀溶解平衡图像题的三步骤,5,yes,曲线,pM-pC沉淀溶解图中直线的含义 pM-pC图中直线为沉淀溶解平衡线，线上点Q=Ksp，偏离方向判饱和与否。 难溶电解质Ksp的对数图像分析。 对MCO3(s)
CHEMISTRY,在不同温度下的沉淀溶解平衡曲线如图所示-下列说法不正确的是,在不同温度下的沉淀溶解平衡曲线如图所示()。下列说法不正确的是,3,yes,曲线,沉淀溶解平衡曲线（c-c 图像）的分析 曲线上各点为饱和状态，上方过饱和有沉淀，下方不饱和可继续溶解。 解答沉淀溶解平衡 c-c 图像题时使用。 曲线上任意一点
CHEMISTRY,25-时-和的沉淀溶解平衡曲线如图-代表或-所示-下列说法不正确的是,25℃时，和的沉淀溶解平衡曲线如图(代表或)所示。下列说法不正确的是,0,no,,
CHEMISTRY,滴定曲线,滴定曲线,0,no,,
CHEMISTRY,巧抓-四点-突破酸碱中和滴定曲线中的粒子浓度关系,巧抓“四点”，突破酸碱中和滴定曲线中的粒子浓度关系,7,yes,曲线,强碱滴定同浓度盐酸与醋酸的曲线对比 起点pH、突跃范围、终点pH三处不同：醋酸起点高、突跃小、终点pH>7。 比较强碱滴定强酸与弱酸的滴定曲线。 ①起点不同：同
CHEMISTRY,水的电离平衡移动的影响因素,水的电离平衡移动的影响因素,8,yes,曲线,影响电离平衡的因素 内因是弱电解质本身性质；温度升高、加水稀释、消耗离子的微粒促进电离。 分析条件改变对电离平衡的影响。 内因：弱电解质本身的性质决定电离程度大
CHEMISTRY,写出下列原子-或离子-核外电子排布的表示方法,写出下列原子(或离子)核外电子排布的表示方法。,3,no,,离子中质子数与核外电子数的关系 阳离子核外电子数＝质子数－电荷数，阴离子核外电子数＝质子数＋电荷数。 原子结构计算与微粒推断。 阳离子Xn＋：核外电子数＝质子数
CHEMISTRY,碳元素的单质有多种形式-下图依次是c60-石墨和金刚石的结构图,碳元素的单质有多种形式，下图依次是C60、石墨和金刚石的结构图：,4,yes,顶点,常见晶体模型的结构要点 熟记金刚石、SiO2、干冰、NaCl、CsCl、石墨等典型晶体结构数据。 由晶胞结构计算粒子数、配位数、键数时使用。 金刚石：每个 C 
CHEMISTRY,下列各图为几种晶体或晶胞的构型示意图,下列各图为几种晶体或晶胞的构型示意图。,1,no,,正八面体空隙与正四面体空隙的构型 正八面体空隙由6个微粒围成、配位数为6；正四面体空隙由4个微粒围成、配位数为4。 填隙型晶体（如CdSe、NaCl）结构的分析
CHEMISTRY,如图所示是实验室干馏煤的装置图-回答下列问题,如图所示是实验室干馏煤的装置图，回答下列问题：,0,no,,
CHEMISTRY,实验室制备溴苯的反应装置如图所示-下列关于实验操作或叙述错误的是,实验室制备溴苯的反应装置如图所示，下列关于实验操作或叙述错误的是(    ),4,yes,连接顺序,有机制备实验的关键操作要点 有机制备须注意加料顺序、冷凝回流、温度控制、防暴沸与尾气防倒吸。 解答乙酸乙酯、溴苯等有机制备实验题时使用。 乙酸乙酯制备：先加乙醇
BIOLOGY,有氧呼吸-x1,有氧呼吸★★★☆☆,29,yes,曲线,消耗 O2 → 一定存在有氧呼吸 只要呼吸过程消耗 O2，就一定存在有氧呼吸（O2 仅在有氧呼吸第三阶段被利用）。 据产物/耗氧判断呼吸方式。 O2 参与有氧呼
BIOLOGY,辨析真正光合速率-净光合速率和呼吸速率,辨析真正光合速率、净光合速率和呼吸速率★★★☆☆,31,yes,曲线,光照为 0 时 CO2 吸收速率为负值→绝对值代表呼吸速率 光照强度为 0 时，曲线 CO2 吸收速率为负值，其绝对值代表细胞呼吸速率。 多速率曲线并存时的定性
BIOLOGY,实验-探究酵母菌细胞呼吸的方式,实验：探究酵母菌细胞呼吸的方式★★★☆☆,52,no,,依据反应场所判断呼吸方式（细胞质基质/线粒体） 仅细胞质基质发生→无氧呼吸；有线粒体参与→存在有氧呼吸（或兼有无氧）。 据场所/细胞器信息判断呼吸方式。 1. 
