subject,slug,action,new_name,new_slug,reason
PHYSICS,楞次定律的理解-阻碍-的含义,rename,楞次定律的理解,,名称只含难度星号/结尾标点，清理即可
PHYSICS,特点-x1,review,,,名称不可用（通用名词无主语），需读上下文定名
PHYSICS,匀强磁场中磁通量的计算,rename,匀强磁场中磁通量的计算,,名称只含难度星号/结尾标点，清理即可
PHYSICS,工作原理,rename,电磁流量计的工作原理,,列表项的**行首标签**被当成了名字，名字脱离父主题就不成知识点名；原边界：流量 Q…导电液体中自由电荷在洛伦兹力作用下偏转，a、b 间出现电势差
PHYSICS,能量转化-导体克服安培力做功-其他形式能转化为电能-最终转化为内能,rename,能量转化,,整句话当名称 -> 机械推导
PHYSICS,电容-通交流-隔直流-通高频-阻低频,review,,,改名后与「电容」同名，需确认是否同一概念（同概念则 merge）
PHYSICS,周期与频率,rename,周期与频率,,只有标题冒号 -> 机械推导
PHYSICS,理想变压器的关系式,rename,理想变压器的关系式,,只有标题冒号 -> 机械推导
PHYSICS,匝数比不变的分析思路,rename,匝数比不变的分析思路,,只有标题冒号 -> 机械推导
PHYSICS,负载电阻不变的分析思路,rename,负载电阻不变的分析思路,,名称只含难度星号/结尾标点，清理即可
PHYSICS,正弦式交变电流的变化规律-线圈在中性面位置时开始计时,review,,,名称不可用（整句话当名称），需读上下文定名
PHYSICS,核心规律,rename,远距离输电的规律,,列表项的**行首标签**被当成了名字，名字脱离父主题就不成知识点名；原边界：（1）升压变压器…（3）输电电流…（6）减小输电线电能损失的主要途径
PHYSICS,电能的远距离输送电路图,rename,电能的远距离输送电路图,,名称只含难度星号/结尾标点，清理即可
PHYSICS,电磁波-x1,merge,,电磁波,与 电磁波 是同一概念（去星号后同名）
PHYSICS,宏观量和微观量,rename,宏观量和微观量,,只有标题冒号 -> 机械推导
PHYSICS,分子间的作用力与分子间距离的关系,rename,分子间的作用力与分子间距离的关系,,名称只含难度星号/结尾标点，清理即可
PHYSICS,物体的内能,rename,物体的内能,,只有标题冒号 -> 机械推导
PHYSICS,定义-在任何温度-任何压强下都遵从气体实验定律的气体,review,,,名称不可用（整句话当名称），需读上下文定名
PHYSICS,理想气体的状态方程,rename,理想气体的状态方程,,只有标题冒号 -> 机械推导
PHYSICS,对晶体和非晶体的理解,rename,对晶体和非晶体的理解,,只有标题冒号 -> 机械推导
PHYSICS,温度计-测量温度的仪器,rename,温度计,,名称只含难度星号/结尾标点，清理即可
PHYSICS,物理意义-一切自发过程总是沿着分子热运动的无序度增大的方向进行程,rename,物理意义,,整句话当名称 -> 机械推导
PHYSICS,一些方向性的例子,rename,一些方向性的例子,,只有标题冒号 -> 机械推导
PHYSICS,意义-x1,review,,,名称不可用（只有标题冒号），需读上下文定名
PHYSICS,内容-一个热力学系统的内能变化量等于外界向它传递的热量与外界对它所做的功的和,review,,,名称不可用（整句话当名称），需读上下文定名
PHYSICS,不要漏掉大气压强-同时又要尽可能平衡掉某些大气的压力,review,,,名称不可用（整句话当名称），需读上下文定名
PHYSICS,注意事项-x1,delete,,,抽取事故：题干/答案标记，非知识点
PHYSICS,实验步骤-x1,merge,,实验步骤,与 实验步骤 是同一概念（去星号后同名）
PHYSICS,数据处理-x2,review,,,名称不可用（只有标题冒号），需读上下文定名
PHYSICS,注意事项-x2,delete,,,抽取事故：题干/答案标记，非知识点
PHYSICS,若边线宽度不等于玻璃砖宽度时引起的误差分析,rename,若边线宽度不等于玻璃砖宽度时引起的误差分析,,名称只含难度星号/结尾标点，清理即可
PHYSICS,实验原理-条纹间距δx与光波长λ-双缝间距d及双缝与屏的距离l-有关系式为,rename,实验原理,,整句话当名称 -> 机械推导
PHYSICS,注意事项-1-调节各器件的高度-使光源灯丝发出的光能沿遮光筒轴线到达光屏,review,,,名称不可用（整句话当名称），需读上下文定名
PHYSICS,分子运动速率分布图像-气体分子速率呈-中间多-两头少-的规律分布-如下图所示,delete,,,抽取事故：题干/答案标记，非知识点
PHYSICS,原理-x2,review,,,名称不可用（通用名词无主语），需读上下文定名
PHYSICS,分类-x2,review,,,名称不可用（通用名词无主语），需读上下文定名
PHYSICS,玻尔理论的几个重要概念,rename,玻尔理论的几个重要概念,,名称只含难度星号/结尾标点，清理即可
PHYSICS,质能方程-该式表明物体的能量和质量之间存在着密切的联系,rename,质能方程,,整句话当名称 -> 机械推导
PHYSICS,基本概念理解,rename,基本概念理解,,只有标题冒号 -> 机械推导
PHYSICS,常用公式-n-n-m-m,rename,常用公式,,名称只含难度星号/结尾标点，清理即可
PHYSICS,规律的用途-利用天然放射性元素的半衰期可以估测岩石-化石和文物的年代,rename,规律的用途,,整句话当名称 -> 机械推导
PHYSICS,电子束衍射实验-戴维孙-g-p-汤姆孙-证实电子的波动性,rename,电子束衍射实验(戴维孙、G.P.汤姆孙),,整句话当名称 -> 机械推导
PHYSICS,中子-卢瑟福预言中子的存在-查德威克证实,rename,中子,,名称只含难度星号/结尾标点，清理即可
PHYSICS,第一次人工核反应,rename,第一次人工核反应,,只有标题冒号 -> 机械推导
PHYSICS,光电效应方程,rename,光电效应方程,,名称只含难度星号/结尾标点，清理即可
PHYSICS,原子核的组成-原子核是由质子和中子组成的-原子核的电荷数等于核内的质子数,rename,原子核的组成,,整句话当名称 -> 机械推导
PHYSICS,黑体辐射-黑体虽然不反射电磁波-却可以向外辐射电磁波,rename,黑体辐射,,整句话当名称 -> 机械推导
PHYSICS,光的波粒二象性的表现规律,rename,光的波粒二象性的表现规律,,名称只含难度星号/结尾标点，清理即可
PHYSICS,能量观点-用动能定理和能量守恒观点解题-可处理非匀变速运动问题,rename,能量观点,,整句话当名称 -> 机械推导
PHYSICS,判断滑块和模板运动状态的技巧,rename,判断滑块和模板运动状态的技巧,,名称只含难度星号/结尾标点，清理即可
PHYSICS,模型解读-x2,review,,,名称不可用（只有标题冒号），需读上下文定名
PHYSICS,模型临界问题-x1,merge,,模型临界问题,与 模型临界问题 是同一概念（去星号后同名）
PHYSICS,模型特点-x1,merge,,模型特点,与 模型特点 是同一概念（去星号后同名）
PHYSICS,情景分析-x1,review,,,名称不可用（只有标题冒号），需读上下文定名
PHYSICS,结果讨论-x1,delete,,,抽取事故：题干/答案标记，非知识点
PHYSICS,弹簧锁定模型,rename,弹簧锁定模型,,只有标题冒号 -> 机械推导
PHYSICS,倾斜传送带-x1,merge,,倾斜传送带,与 倾斜传送带 是同一概念（去星号后同名）
PHYSICS,功能关系分析,rename,功能关系分析,,只有标题冒号 -> 机械推导
PHYSICS,如果要列出各物理量在某一时刻的关系式-可用牛顿第二定律,review,,,名称不可用（整句话当名称），需读上下文定名
PHYSICS,若单独利用动量观点-或能量观点-无法解决问题-可尝试两种观点结合联立方程求解,review,,,名称不可用（整句话当名称），需读上下文定名
PHYSICS,基本思路,review,,,名称不可用（通用名词无主语），需读上下文定名
PHYSICS,系统误差,rename,系统误差,,只有标题冒号 -> 机械推导
PHYSICS,偶然误差,rename,偶然误差,,只有标题冒号 -> 机械推导
PHYSICS,图例,rename,多用电表面板标识的含义,,列表项的**行首标签**被当成了名字，名字脱离父主题就不成知识点名；原边界：欧姆表的欧姆调零旋钮、指针定位螺丝、表笔的正负插孔
PHYSICS,用途,rename,多用电表的使用,,列表项的**行首标签**被当成了名字，名字脱离父主题就不成知识点名；原边界：①测电压…②测电流…多用电表与被测电路并联/串联
PHYSICS,必须估读的仪器-这类仪器是大多数-其读数需要包含一位可靠的估计值,rename,必须估读的仪器,,整句话当名称 -> 机械推导
PHYSICS,纸带处理,rename,纸带处理,,只有标题冒号 -> 机械推导
PHYSICS,探究结果-胡克定律-x为形变量,rename,探究结果,,名称只含难度星号/结尾标点，清理即可
PHYSICS,重点步骤,rename,验证力的平行四边形定则,,列表项的**行首标签**被当成了名字，名字脱离父主题就不成知识点名；原边界：(1)第一次拉：两把称…(2)第二次拉…作力的图示，再用平行四边形定则合成
PHYSICS,实验方法-控制变量法-保持m不变探究a与f关系-保持f不变探究a与m关系,rename,实验方法,,整句话当名称 -> 机械推导
PHYSICS,误差分析,merge,,误差分析-x1,与 误差分析-x1 是同一概念（去星号后同名）
PHYSICS,实验描迹法-一次抛动记录一个点-重复抛动,rename,实验描迹法,,名称只含难度星号/结尾标点，清理即可
PHYSICS,实验目的,rename,探究向心力大小的影响因素,,列表项的**行首标签**被当成了名字，名字脱离父主题就不成知识点名；原边界：探究向心力与半径、角速度、质量的关系
PHYSICS,注意事项,delete,,,抽取事故：题干/答案标记，非知识点
PHYSICS,数据处理,review,,,名称不可用（只有标题冒号），需读上下文定名
PHYSICS,小球碰撞平抛实验法步骤,rename,小球碰撞平抛实验法步骤,,名称只含难度星号/结尾标点，清理即可
PHYSICS,拓展-气垫导轨光电门测速实验法,rename,拓展,,名称只含难度星号/结尾标点，清理即可
PHYSICS,测周期-测n次-约50次-全振动的总时间,rename,测周期,,名称只含难度星号/结尾标点，清理即可
PHYSICS,实验结论-周期的平方与摆长成正比,review,,,改名后与「实验结论」同名，需确认是否同一概念（同概念则 merge）
PHYSICS,以基本的力学模型为载体-依托运动学规律和力学定律设计实验,delete,,,抽取事故：题干/答案标记，非知识点
PHYSICS,用力传感器或已知质量的钩码等代替弹簧测力计,rename,用力传感器或已知质量的钩码等代替弹簧测力计,,名称只含难度星号/结尾标点，清理即可
PHYSICS,由测定加速度延伸为测定动摩擦因数,rename,由测定加速度延伸为测定动摩擦因数,,名称只含难度星号/结尾标点，清理即可
PHYSICS,由测定加速度延伸为测定交流电的频率,rename,由测定加速度延伸为测定交流电的频率,,名称只含难度星号/结尾标点，清理即可
PHYSICS,图像法在处理实验数据方面的应用,merge,,图像法在处理实验数据方面的应用-x1,与 图像法在处理实验数据方面的应用-x1 是同一概念（去星号后同名）
PHYSICS,电磁感应中的线框模型,merge,,电磁感应中的线框模型-x1,与 电磁感应中的线框模型-x1 是同一概念（去星号后同名）
CHEMISTRY,易错辨析-正确的打-错误的打,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,通过对比物理变化和化学变化的不同-回答下列问题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,判断下列转化能否实现-能实现的打-不能实现的打,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,fecl3溶液-fe-oh-3胶体-fe-oh-3浊液是三种重要的分散系,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,下列事实与胶体性质无关的是_________,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,请把下列物质的序号填写到下图的横线上,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,对下列物质分类-并完善表格内容,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列有关物质的组成与分类的叙述正确的有________-填序号,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,写出下列物质转化涉及的化学方程式,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,举例说明下列反应在一定条件下可以实现,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,书写fe-oh-3胶体制备的化学方程式的五个易错点,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,用fe-oh-3胶体进行下列实验,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,判断下列实验过程是否正确,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,看-气体-是否处于-标准状况-0-101kpa,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,d2o-h-h-d-h-t-h-三者中的中子数不同,rename,D2O,,整句话当名称 -> 机械推导
CHEMISTRY,计算下列小题中所含微粒数目,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,判断正误-正确的打-错误的打,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,从溶液改变角度分析产生的误差-用-偏大-偏小-或-无影响-填空,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,从溶质改变角度分析产生的误差-用-偏大-偏小-或-无影响-填空,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,设为阿伏加德罗常数的值-下列说法正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列有关的叙述正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,02-1022个na-的物质的量为,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,看-标准状况-下物质是否为-气体,rename,看“标准状况”下物质是否为“气体”,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,在化学研究中-物质的量浓度是使用最广泛的一种表示溶液浓度的方法,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,物质的量是高中化学常用的物理量-请完成以下有关计算,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,物质的量是高中化学常用的物理量-请完成以下有关计算-设na为阿伏加德罗常数的值,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,完成下列反应的离子方程式,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,写出符合下列情况的离子方程式,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,连续型离子方程式的书写-分类分析法,rename,连续型离子方程式的书写(分类分析法),,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,竞争型离子方程式的书写-先强后弱法,rename,竞争型离子方程式的书写(先强后弱法),,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,配比型离子方程式的书写-少定多变法,rename,配比型离子方程式的书写(少定多变法),,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,按要求写出下列反应的离子方程式,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,易错辨析-正确的打-错误的打-x2,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列离子在未知溶液中的检验方法正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列指定反应的离子方程式正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,2024-经典习题改编-按要求正确书写相关离子方程式,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,某溶液中可能含有下列阴离子-so-so-co-cl,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列有关离子的鉴别方法不正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,已知某100-ml溶液中含有的部分离子的浓度大小如表所示,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,能正确表示下列反应的离子方程式为,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列离子方程式正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列离子方程式书写正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列溶液中-离子一定能大量共存的有____________,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,书写离子方程式应注意的问题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,根据要求回答下列问题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,某同学用na2co3和nahco3溶液进行如图所示实验-下列说法不正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,碱金属元素单质及其化合物有广泛用途,rename,碱金属元素单质及其化合物有广泛用途,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,na2o2是一种常见的过氧化物-具有强氧化性和漂白性,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,绿色思想-循环使用的物质为co2-饱和食盐水,rename,绿色思想,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,金属钠与二氧化碳反应的实验步骤及现象如下表,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,易错辨析-x1,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列关于卤素的叙述正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,碘-紫黑色固体-微溶于水-及其化合物广泛用于医药-染料等方面-回答下列问题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,气体摩尔体积,merge,,气体摩尔体积-x1,与 气体摩尔体积-x1 是同一概念（去星号后同名）
CHEMISTRY,物质的量浓度,merge,,物质的量浓度-x1,与 物质的量浓度-x1 是同一概念（去星号后同名）
CHEMISTRY,下列说法正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,在指定条件下-下列有关铁单质的转化不能实现的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,菠菜常用作补铁食品之一-为探究其中铁元素的价态-现进行如下实验,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,电子工业常用30-的fecl3溶液腐蚀敷在绝缘板上的铜箔-制造印刷电路板,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,下列叙述正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,铁与水蒸气反应实验改进前后的装置如图所示,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,在fecl3-cucl2混合溶液中-加入铁粉与铜粉的混合物,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,横向变化体现了同价态不同的类别-氧化物-碱-盐-物质之间的转化,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,斜向变化体现不同价态-不同类别之间物质的转化-主要体现物质的氧化性或还原性,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,用如图所示装置-夹持仪器省略-制备氢氧化亚铁,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,判断正误-正确的打-错误的打-x4,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,粗铜的电解精炼示意图如图所示,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,判断正误-正确的打-错误的打-x5,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,深度思考-x1,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,了解电镀原理,rename,了解电镀原理,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,查阅资料-了解工业生产中提高电镀质量的方法,delete,,,题干/答案原文或抽取截断，节点不含知识点
CHEMISTRY,设计和制作一个氢氧燃料电池,rename,设计和制作一个氢氧燃料电池,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,mol-l-1-na2so4溶液-酚酞溶液,rename,mol·L－1 Na2SO4溶液、酚酞溶液,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,电解水,rename,电解水,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,制作一个氢氧燃料电池,rename,制作一个氢氧燃料电池,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,关于氢氧燃料电池说法正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,判断正误-正确的打-错误的打-x6,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,分析电解过程的思维程序,rename,分析电解过程的思维程序,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,如图-回答下列问题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,某兴趣小组利用电解装置-探究-铁作阳极-时发生反应的多样性-实验过程如图,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,以混有sio2的mgco3为原料制备氧化镁的实验流程如图,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,电解池工作原理-以电解cucl2溶液为例,rename,电解池工作原理(以电解CuCl2溶液为例),,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,能源与科学-技术-社会密不可分-下列装置或过程能实现电能转化为化学能的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,部分含铜物质的分类与相应铜元素的化合价关系如图所示-下列说法正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,电负性-x1,merge,,电负性,与 电负性 是同一概念（去星号后同名）
CHEMISTRY,下列事实不能说明元素的金属性或非金属性相对强弱的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,根据信息回答下列问题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,确定下列指定元素的原子序数,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,比较下列微粒半径的大小-用-或-填空,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,c-o-na-al-si-s-cl是常见的几种元素-请回答下列问题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,根据元素周期律比较下列各组性质-用-或-填空,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,易错辨析-x2,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,在下列反应中硫元素只表现氧化性的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,易错辨析-x3,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,如图所示是检验某无色气体a是so2和co2的混合气体的装置-按要求回答下列问题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,硫酸是中学化学实验室的常见药品-其性质有,delete,,,题干/答案原文或抽取截断，节点不含知识点
CHEMISTRY,某小组同学设计实验实现几种价态硫元素的转化,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,熟练掌握溶解-过滤-蒸发等操作-认识化学方法在物质分离和提纯中的重要作用,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,本实验中加入试剂的顺序是什么-按照其他顺序加入试剂能否达到同样的目的,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,在实验操作②中为什么依次加入的试剂都要略微过量-实验操作④中加入盐酸的目的是什么,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,粗盐水中加入氯化钡溶液使s沉淀而除去-如何检验s是否沉淀完全,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,通过此次实验活动-你认为物质分离和提纯原则应该有哪些,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,某同学在一张ph试纸上滴几滴新制氯水-现象如图-下列有关该实验的说法中正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下图是检验某无色气体a是so2和co2的混合气体的装置图-按要求回答下列问题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,下列氮气的用途叙述中-分别应用了氮气的什么性质,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,nox是汽车尾气中的主要污染物之一,rename,NOx 对大气的污染,,列表项的**行首标签**被当成了名字，名字脱离父主题就不成知识点名；名字是陈述句；同科目材料：工业尾气中的 NOx 常用碱液吸收处理
CHEMISTRY,nh3是中学化学中唯一的碱性气体-能使湿润的-色石蕊试纸变,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,物理性质-x1,merge,,物理性质,与 物理性质 是同一概念（去星号后同名）
CHEMISTRY,化学性质-x1,merge,,化学性质,与 化学性质 是同一概念（去星号后同名）
CHEMISTRY,n2o-no和no2等氮氧化物是空气污染物-含有氮氧化物的尾气需处理后才能排放,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,工业上制备的盐酸显黄色是因为溶有fe3-而浓hno3显黄色是因为溶有no2,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,浓盐酸和浓氨水反应有白烟生成-常用于hcl和nh3的相互检验,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,验证某无色气体为no的方法是向无色气体中通入o2-或空气-无色气体变为红棕色,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,常温下-铁-铝遇浓硝酸能发生-钝化-并非不反应-故常温下浓硝酸可以用铁桶盛放,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,吸收氨气-或hcl-时要注意防止倒吸,rename,吸收氨气(或HCl)时要注意防止倒吸,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,正误判断-正确的打-错误的打-x1,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,若某溶液中既含又含-请设计实验检验混合溶液中是否存在,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,应用氧化还原反应的原理实现不同价态含硫物质的转化,rename,应用氧化还原反应的原理实现不同价态含硫物质的转化,,整句话当名称 -> 机械推导
CHEMISTRY,绿色化学-x1,merge,,绿色化学,与 绿色化学 是同一概念（去星号后同名）
CHEMISTRY,正误判断-正确的打-错误的打-x2,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,写出除去下列气体中混有的杂质-括号内为杂质-可采取的方法,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,易错辨析-x4,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,判断正误-正确的打-错误的打-x7,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,硅单质及其化合物应用范围很广-请回答下列问题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,硅及其化合物的应用范围很广-下列说法正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,由下列实验事实得出的结论正确的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,硅是地壳中储量仅次于氧的元素-在自然界中主要以和硅酸盐的形式存在,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,含铁化合物的应用研究是科学研究的前沿之一-回答下列问题,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,写出除去下列固体粉末中混有杂质-括号内为杂质-可采取的方法-写出有关反应的方程式,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,易错辨析,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,在一定温度下-利用催化剂将nh3分解为n2和h2-相关化学键的键能数据如下,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,某反应的反应过程与能量关系如图所示,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,写出下列燃烧元素对应的稳定产物及状态,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,定义,review,,,名称不可用（通用名词无主语），需读上下文定名
CHEMISTRY,请写出298-k-101-kpa时-下列反应的热化学方程式,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,如图是通过热化学循环在较低温度下由水或硫化氢分解制备氢气的反应系统原理,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,依据图示关系-请回答,delete,,,题干/答案原文或抽取截断，节点不含知识点
CHEMISTRY,已知,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,试比较下列各组δh的大小,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,根据以下热化学方程式-δh1和δh2的大小比较错误的是,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,正误判断-正确的打-错误的打,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,标准状态下-下列物质气态时的相对能量如下表,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,依据事实-写出下列反应的热化学方程式,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,分析图像书写热化学方程式,rename,分析图像书写热化学方程式,,名称只含难度星号/结尾标点，清理即可
CHEMISTRY,按要求书写热化学方程式,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,对于反应n2-g-3h2-g-2nh3-g,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,甲烷与氯气在光照条件下存在如下反应历程-表示电子,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,若上述题目中的-1-4-改成一定温度下的恒压密闭容器-结果又如何,review,,,名称不可用（整句话当名称），需读上下文定名
CHEMISTRY,2025-北京卷-为研究三价铁配合物性质进行如下实验-忽略溶液体积变化,delete,,,抽取事故：题干/答案标记，非知识点
CHEMISTRY,浓度,rename,浓度,,只有标题冒号 -> 机械推导
CHEMISTRY,压强,rename,压强,,只有标题冒号 -> 机械推导
CHEMISTRY,催化剂-催化剂同等程度改变正逆反应速率-不影响平衡移动,review,,,改名后与「催化剂」同名，需确认是否同一概念（同概念则 merge）
CHEMISTRY,对于以下反应-从反应开始进行到达到平衡后-保持温度-体积不变-按要求回答下列问题,delete,,,抽取事故：题干/答案标记，非知识点
