rel_path	state	location	sha16	size	action
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接二十一 教材命题点探源提升卷（二）（学生版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接二十一 教材命题点探源提升卷（二）（学生版）.docx	-	1116179	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接二十一 教材命题点探源提升卷（二）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接二十一 教材命题点探源提升卷（二）（教师版）.docx	-	1879529	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接二十七 教材命题点探源 核心卷01（全国一卷通用）（学生版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接二十七 教材命题点探源 核心卷01（全国一卷通用）（学生版）.docx	-	1112096	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接二十七 教材命题点探源 核心卷01（全国一卷通用）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接二十七 教材命题点探源 核心卷01（全国一卷通用）（教师版）.docx	-	1854687	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接二十七 教材命题点探源 核心卷01（全国一卷通用）（考试版A3）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接二十七 教材命题点探源 核心卷01（全国一卷通用）（考试版A3）.docx	-	1121318	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接二十三 教材命题点探源突破卷01（学生版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接二十三 教材命题点探源突破卷01（学生版）.docx	-	1280187	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接二十三 教材命题点探源突破卷01（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接二十三 教材命题点探源突破卷01（教师版）.docx	-	2362202	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接二十二 教材命题点探源提升卷（三）（学生版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接二十二 教材命题点探源提升卷（三）（学生版）.docx	-	1140666	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接二十二 教材命题点探源提升卷（三）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接二十二 教材命题点探源提升卷（三）（教师版）.docx	-	1837450	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接二十五 教材命题点探源突破卷03（学生版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接二十五 教材命题点探源突破卷03（学生版）.docx	-	1248222	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接二十五 教材命题点探源突破卷03（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接二十五 教材命题点探源突破卷03（教师版）.docx	-	2115617	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接二十六 教材命题点探源突破卷04（学生版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接二十六 教材命题点探源突破卷04（学生版）.docx	-	1318280	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接二十六 教材命题点探源突破卷04（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接二十六 教材命题点探源突破卷04（教师版）.docx	-	2659533	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接二十四 教材命题点探源突破卷02（学生版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接二十四 教材命题点探源突破卷02（学生版）.docx	-	1133329	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接二十四 教材命题点探源突破卷02（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接二十四 教材命题点探源突破卷02（教师版）.docx	-	2400258	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接五 函数与基本初等函数（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接五 函数与基本初等函数（学生版）.docx	376d7851d56ca5a1	1286120	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接五 函数与基本初等函数（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接五 函数与基本初等函数（教师版）.docx	-	1704216	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接八 立体几何初步（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接八 立体几何初步（学生版）.docx	9b41c32c151d506a	1920871	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接八 立体几何初步（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接八 立体几何初步（教师版）.docx	-	2988277	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接六 一元函数的导数及其应用（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接六 一元函数的导数及其应用（学生版）.docx	a23333b3e97b7d02	1031164	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接六 一元函数的导数及其应用（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接六 一元函数的导数及其应用（教师版）.docx	-	1519307	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十 直线与圆（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接十 直线与圆（学生版）.docx	edf78665e29dc0c3	967483	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十 直线与圆（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接十 直线与圆（教师版）.docx	-	1427393	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十一 圆锥曲线（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接十一 圆锥曲线（学生版）.docx	e9f5816a9e964224	1148007	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十一 圆锥曲线（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接十一 圆锥曲线（教师版）.docx	-	1611032	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十七 教材命题点探源基础卷（一）（学生版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接十七 教材命题点探源基础卷（一）（学生版）.docx	-	1408075	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十七 教材命题点探源基础卷（一）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接十七 教材命题点探源基础卷（一）（教师版）.docx	-	2134464	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十三 计数原理与二项式定理（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接十三 计数原理与二项式定理（学生版）.docx	0eaa1874b7dc69ab	1054023	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十三 计数原理与二项式定理（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接十三 计数原理与二项式定理（教师版）.docx	-	1133010	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十九 教材命题点探源基础卷（三）（学生版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接十九 教材命题点探源基础卷（三）（学生版）.docx	-	1364008	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十九 教材命题点探源基础卷（三）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接十九 教材命题点探源基础卷（三）（教师版）.docx	-	1971978	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十二 统计与成对数据的统计分析（学生版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接十二 统计与成对数据的统计分析（学生版）.docx	-	1304417	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十二 统计与成对数据的统计分析（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接十二 统计与成对数据的统计分析（教师版）.docx	-	1415066	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十五 教材中的高考数学必背公式学案.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接十五 教材中的高考数学必背公式学案.docx	-	1964236	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十八 教材命题点探源基础卷（二）（学生版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接十八 教材命题点探源基础卷（二）（学生版）.docx	-	1298296	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十八 教材命题点探源基础卷（二）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接十八 教材命题点探源基础卷（二）（教师版）.docx	-	2017499	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十六 教材中的易混易错杜绝再错学案.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接十六 教材中的易混易错杜绝再错学案.docx	-	1083029	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十四 概率、随机变量及其分布（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接十四 概率、随机变量及其分布（学生版）.docx	51933c240d40ee37	1058940	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十四 概率、随机变量及其分布（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接十四 概率、随机变量及其分布（教师版）.docx	-	1204321	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接四 解三角形 （学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接四 解三角形 （学生版）.docx	167ae01c79e3791b	1045266	delete
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接四 解三角形（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【20】2026年高考数学二轮复习教考衔接教材命题点探源学案\教考衔接四 解三角形（教师版）.docx	-	1192171	delete
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 微专题1 常用构造函数的几种方法（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\二轮复习\【22】2026年高考数学二轮复习题型突破讲义（新高考通用）\专题一 微专题1 常用构造函数的几种方法（学生版）.docx	469b8d160ab7ca33	907582	delete
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 微专题1 常用构造函数的几种方法（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【22】2026年高考数学二轮复习题型突破讲义（新高考通用）\专题一 微专题1 常用构造函数的几种方法（教师版）.docx	-	914854	delete
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 微专题2 导数中的极值点偏移和隐零点问题（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\二轮复习\【22】2026年高考数学二轮复习题型突破讲义（新高考通用）\专题一 微专题2 导数中的极值点偏移和隐零点问题（学生版）.docx	4f1234514bde03cc	1058517	delete
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 微专题2 导数中的极值点偏移和隐零点问题（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【22】2026年高考数学二轮复习题型突破讲义（新高考通用）\专题一 微专题2 导数中的极值点偏移和隐零点问题（教师版）.docx	-	1160163	delete
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第1讲 函数的图象与性质（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\二轮复习\【22】2026年高考数学二轮复习题型突破讲义（新高考通用）\专题一 第1讲 函数的图象与性质（学生版）.docx	d6b368279c4f5f8b	1331360	delete
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第1讲 函数的图象与性质（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【22】2026年高考数学二轮复习题型突破讲义（新高考通用）\专题一 第1讲 函数的图象与性质（教师版）.docx	-	1403737	delete
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第2讲 基本初等函数、函数与方程（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\二轮复习\【22】2026年高考数学二轮复习题型突破讲义（新高考通用）\专题一 第2讲 基本初等函数、函数与方程（学生版）.docx	bbeb09d72aeff058	1148060	delete
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第2讲 基本初等函数、函数与方程（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【22】2026年高考数学二轮复习题型突破讲义（新高考通用）\专题一 第2讲 基本初等函数、函数与方程（教师版）.docx	-	1390943	delete
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第3讲 导数的简单应用（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\二轮复习\【22】2026年高考数学二轮复习题型突破讲义（新高考通用）\专题一 第3讲 导数的简单应用（学生版）.docx	8b4404fd9b0f836f	923268	delete
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第3讲 导数的简单应用（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【22】2026年高考数学二轮复习题型突破讲义（新高考通用）\专题一 第3讲 导数的简单应用（教师版）.docx	-	1092644	delete
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第4讲 利用导数研究不等式问题（学生版） .docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\二轮复习\【22】2026年高考数学二轮复习题型突破讲义（新高考通用）\专题一 第4讲 利用导数研究不等式问题（学生版） .docx	f2b75e80843bc5e9	911543	delete
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第4讲 利用导数研究不等式问题（教师版） .docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【22】2026年高考数学二轮复习题型突破讲义（新高考通用）\专题一 第4讲 利用导数研究不等式问题（教师版） .docx	-	1004597	delete
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第5讲 利用导数研究函数的零点问题（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\二轮复习\【22】2026年高考数学二轮复习题型突破讲义（新高考通用）\专题一 第5讲 利用导数研究函数的零点问题（学生版）.docx	3abae5131d1d25c0	908863	delete
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第5讲 利用导数研究函数的零点问题（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【22】2026年高考数学二轮复习题型突破讲义（新高考通用）\专题一 第5讲 利用导数研究函数的零点问题（教师版）.docx	-	1027771	delete
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题1 三角函数的图象与性质（学生）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【23】2026届高考数学二轮专题复习微专题突破讲义\微专题1 三角函数的图象与性质（学生）.docx	-	976843	delete
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题1 三角函数的图象与性质（教师）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【23】2026届高考数学二轮专题复习微专题突破讲义\微专题1 三角函数的图象与性质（教师）.docx	-	1098697	delete
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题10 爪形结构与分角定理、张角定理(学生）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【23】2026届高考数学二轮专题复习微专题突破讲义\微专题10 爪形结构与分角定理、张角定理(学生）.docx	-	1042600	delete
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题10 爪形结构与分角定理、张角定理(教师）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【23】2026届高考数学二轮专题复习微专题突破讲义\微专题10 爪形结构与分角定理、张角定理(教师）.docx	-	1190072	delete
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题11 等差数列与等比数列（学生）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【23】2026届高考数学二轮专题复习微专题突破讲义\微专题11 等差数列与等比数列（学生）.docx	-	1037921	delete
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题11 等差数列与等比数列（教师）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【23】2026届高考数学二轮专题复习微专题突破讲义\微专题11 等差数列与等比数列（教师）.docx	-	1061911	delete
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题12 数列的递推关系（学生）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【23】2026届高考数学二轮专题复习微专题突破讲义\微专题12 数列的递推关系（学生）.docx	-	914539	delete
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题12 数列的递推关系（教师）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【23】2026届高考数学二轮专题复习微专题突破讲义\微专题12 数列的递推关系（教师）.docx	-	943749	delete
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题13 数列的奇偶项问题（学生）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【23】2026届高考数学二轮专题复习微专题突破讲义\微专题13 数列的奇偶项问题（学生）.docx	-	912919	delete
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题13 数列的奇偶项问题（教师）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【23】2026届高考数学二轮专题复习微专题突破讲义\微专题13 数列的奇偶项问题（教师）.docx	-	930698	delete
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题14 数列中的最值、范围问题（学生）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【23】2026届高考数学二轮专题复习微专题突破讲义\微专题14 数列中的最值、范围问题（学生）.docx	-	915264	delete
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题14 数列中的最值、范围问题（教师）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【23】2026届高考数学二轮专题复习微专题突破讲义\微专题14 数列中的最值、范围问题（教师）.docx	-	950226	delete
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题15 数列与其他知识的交汇问题（学生）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【23】2026届高考数学二轮专题复习微专题突破讲义\微专题15 数列与其他知识的交汇问题（学生）.docx	-	923312	delete
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题15 数列与其他知识的交汇问题（教师）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【23】2026届高考数学二轮专题复习微专题突破讲义\微专题15 数列与其他知识的交汇问题（教师）.docx	-	943454	delete
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题17  衍生数列问题（学生）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【23】2026届高考数学二轮专题复习微专题突破讲义\微专题17  衍生数列问题（学生）.docx	-	909494	delete
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题17  衍生数列问题（教师）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【23】2026届高考数学二轮专题复习微专题突破讲义\微专题17  衍生数列问题（教师）.docx	-	923003	delete
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题18 数列中的放缩问题（学生）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【23】2026届高考数学二轮专题复习微专题突破讲义\微专题18 数列中的放缩问题（学生）.docx	-	911502	delete
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题18 数列中的放缩问题（教师）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【23】2026届高考数学二轮专题复习微专题突破讲义\微专题18 数列中的放缩问题（教师）.docx	-	922390	delete
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题2 三角恒等变换与解三角形（学生）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\二轮复习\【23】2026届高考数学二轮专题复习微专题突破讲义\微专题2 三角恒等变换与解三角形（学生）.docx	-	919924	delete
