subject,slug,name,topic,material_count,tier,note
CHEMISTRY,工业制硫酸的流程与原理,工业制硫酸的流程与原理,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,工业制铝的酸溶法流程,工业制铝的酸溶法流程,化学必修第一册·第三章·铁与金属材料,1,thin,
CHEMISTRY,已知两个醛分子在naoh溶液作用下可以发生加成反应-生成一种羟基醛,醛的羟醛缩合,醛和酮,1,thin,
CHEMISTRY,常用计量仪器的使用与检漏,常用计量仪器的使用与检漏,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,常考经典史籍中的化学知识,常考经典史籍中的化学知识,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,常见元素及其化合物的特性,常见元素及其化合物的特性,化学必修第一册·第四章·物质结构元素周期律,1,thin,
CHEMISTRY,常见净水剂、消毒剂与漂白剂,常见净水剂、消毒剂与漂白剂,化学必修第一册·第二章·氯及其化合物,1,thin,
CHEMISTRY,常见净水剂消毒剂漂白剂与干燥剂,常见净水剂消毒剂漂白剂与干燥剂,化学必修第一册·第二章·氯及其化合物,1,thin,
CHEMISTRY,常见危险化学品标志与实验事故处理,常见危险化学品标志与实验事故处理,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,常见干燥剂及其使用限制,常见干燥剂及其使用限制,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,常见物质的溶解性规律,常见物质的溶解性规律,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,常见的与量无关的离子反应,常见的与量无关的离子反应,化学必修第一册·第一章·离子反应与氧化还原·离子反应,1,thin,
CHEMISTRY,常见硫酸盐的性质与用途,常见硫酸盐的性质与用途,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,常见试剂的保存方法,常见试剂的保存方法,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,常见酸碱盐的溶解性,常见酸碱盐的溶解性,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,常见金属硫化物的溶解性,常见金属硫化物的溶解性,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,常见食品添加剂及其功能,常见食品添加剂及其功能,化学必修第二册·第七章·有机化合物·基本营养物质,1,thin,
CHEMISTRY,干冰萤石与三类玻璃的成分,干冰萤石与三类玻璃的成分,化学必修第二册·第五章第三节·无机非金属材料,1,thin,
CHEMISTRY,干燥管与洗气瓶的作用,干燥管与洗气瓶的作用,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,平均值法,平均值法,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,平衡常数-x1,平衡常数,化学选择性必修1·第二章·化学平衡,1,thin,
CHEMISTRY,平衡常数的应用,平衡常数的应用,化学必修第二册·第六章·化学反应与能量,1,thin,
CHEMISTRY,强弱规律及其应用,强弱规律及其应用,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,循环物质的确定方法,循环物质的确定方法,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,循环转化关系图中物质变化的分析思路,循环转化关系图中物质变化的分析思路,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,微型工艺流程的过程评价,微型工艺流程的过程评价,化学必修第二册·第六章·化学反应与能量,1,thin,
CHEMISTRY,恒温线或恒压线图像,恒温线或恒压线图像,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,惰性电极电解的四种类型,惰性电极电解的四种类型,化学选择性必修1·第四章·电化学,1,thin,
CHEMISTRY,惰性电极电解规律,惰性电极电解规律,化学选择性必修1·第四章·电化学,1,thin,
CHEMISTRY,手性分子,手性分子,化学选择性必修2·物质结构与性质·分子的空间结构,1,thin,
CHEMISTRY,手性分子与手性碳原子,手性分子与手性碳原子,化学选择性必修2·物质结构与性质·分子的空间结构,1,thin,
CHEMISTRY,手机-电脑的锂电池是一次电池还是二次电池,锂电池与新型电源,化学必修第二册·第六章·化学反应与能量,1,thin,
CHEMISTRY,探究型综合实验,探究型综合实验,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,探究性综合实验题的类型与特点,探究性综合实验题的类型与特点,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,控制反应发生与停止的装置,控制反应发生与停止的装置,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,支气管扩张药物特布他林-h-的一种合成路线如下,支气管扩张药物特布他林(H)的一种合成路线如下：,化学必修第二册·第七章·有机化合物,1,thin,
CHEMISTRY,放热反应,放热反应,化学必修第二册·第六章·化学反应与能量,1,thin,
CHEMISTRY,无机化合物制备实验的分析模型,无机化合物制备实验的分析模型,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,无机含氧酸酸性强弱的判断,无机含氧酸酸性强弱的判断,化学必修第一册·第四章·物质结构元素周期律,1,thin,
CHEMISTRY,无机非金属材料的分类与特点,无机非金属材料的分类与特点,化学必修第一册·第三章·铁与金属材料,1,thin,
CHEMISTRY,晶体中配位数的确定,晶体中配位数的确定,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,晶体结构与性质的易错点,晶体结构与性质的易错点,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,晶胞中粒子配位数的计算,晶胞中粒子配位数的计算,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,晶胞参数与密度计算,晶胞参数与密度计算,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,晶胞密度的计算,晶胞密度的计算,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,晶胞投影,晶胞投影,化学选择性必修2·物质结构与性质·物质的聚集状态与晶体的常识,1,thin,
CHEMISTRY,晶胞晶体密度的计算,晶胞晶体密度的计算,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,晶胞空间利用率的计算,晶胞空间利用率的计算,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,有关分子的性质的易混易错点,有关分子的性质的易混易错点,化学必修第二册·第六章·化学反应与能量,1,thin,
CHEMISTRY,有关物质的熔-沸点-解答下列问题,有关物质的熔、沸点,化学必修第二册·第六章·化学反应与能量,1,thin,
CHEMISTRY,有机制备实验的操作要点,有机制备实验的操作要点,化学必修第二册·第七章·有机化合物,1,thin,
CHEMISTRY,有机化合物制备实验的分析步骤,有机化合物制备实验的分析步骤,化学选择性必修3·有机化学基础·有机合成,1,thin,
CHEMISTRY,有机反应机理与断键规律,有机反应机理与断键规律,化学必修第二册·第七章·有机化合物,1,thin,
CHEMISTRY,有机实验中官能团与水解产物的检验,有机实验中官能团与水解产物的检验,化学选择性必修1·第三章·水溶液中的离子平衡,1,thin,
CHEMISTRY,有机物元素组成的定性分析,有机物元素组成的定性分析,化学必修第二册·第七章·有机化合物,1,thin,
CHEMISTRY,有机物分子结构的鉴定方法,有机物分子结构的鉴定方法,化学选择性必修2·物质结构与性质·分子的空间结构,1,thin,
CHEMISTRY,有机物制备实验的要点,有机物制备实验的要点,化学必修第二册·第七章·有机化合物,1,thin,
CHEMISTRY,有机物制备的基本操作,有机物制备的基本操作,化学必修第二册·第七章·有机化合物,1,thin,
CHEMISTRY,有机物原子共线共面的判断,有机物原子共线共面的判断,化学必修第二册·第七章·有机化合物,1,thin,
CHEMISTRY,有机物组成和结构的确定,有机物组成和结构的确定,化学必修第二册·第七章·有机化合物,1,thin,
CHEMISTRY,有机结构分析方法的对比与选用,有机结构分析方法的对比与选用,化学必修第二册·第七章·有机化合物,1,thin,
CHEMISTRY,李比希定量分析法,李比希定量分析法,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,极端假设法确定可逆反应的浓度范围,极端假设法确定可逆反应的浓度范围,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,极端假设法确定各物质浓度范围,极端假设法确定各物质浓度范围,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,某小组同学设计实验实现几种价态硫元素的转化,价态硫转化的实验设计,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,查阅资料-了解工业生产中提高电镀质量的方法,提高电镀质量的方法,化学必修第一册·第三章·铁与金属材料,1,thin,
CHEMISTRY,核反应方程的分析思路,核反应方程的分析思路,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,核反应方程的质量数守恒与电荷数守恒,核反应方程的质量数守恒与电荷数守恒,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,核磁共振氢谱,核磁共振氢谱,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,核素的相对原子质量与元素的相对原子质量,核素的相对原子质量与元素的相对原子质量,化学选择性必修2·物质结构与性质·原子结构与元素周期表,1,thin,
CHEMISTRY,核酸,核酸,化学选择性必修3·有机化学基础·核酸,1,thin,
CHEMISTRY,根据化学方程式计算的步骤,根据化学方程式计算的步骤,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,根据反应事实判断性质的强弱,根据反应事实判断性质的强弱。,化学选择性必修1·第一章·反应热与能量,1,thin,
CHEMISTRY,根据性质确定官能团的位置,根据性质确定官能团的位置,化学必修第二册·第七章·有机化合物,1,thin,
CHEMISTRY,格氏试剂在有机合成中的应用,格氏试剂在有机合成中的应用,化学选择性必修3·有机化学基础·有机合成,1,thin,
CHEMISTRY,步骤③和步骤④的操作顺序能否颠倒-为什么,坩埚灼烧固体的操作要点,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,比较物质酸性强弱的方法,比较物质酸性强弱的方法,化学必修第一册·第四章·物质结构元素周期律,1,thin,
CHEMISTRY,气体体积的测定,气体体积的测定,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,气体体积的测定方法,气体体积的测定方法,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,气体泄漏的检验与白烟白雾辨析,气体泄漏的检验与白烟白雾辨析,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,气体溶于水后溶液浓度的计算,气体溶于水后溶液浓度的计算,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,氢化钠-nah-广泛应用于工业生产,氢化钠(NaH)广泛应用于工业生产。,化学选择性必修1·第一章·反应热与能量,1,thin,
CHEMISTRY,氢氧化钠的性质与应用,氢氧化钠的性质与应用,化学必修第一册·第二章·钠及其化合物,1,thin,
CHEMISTRY,氢氧化铝沉淀图像分析,氢氧化铝沉淀图像分析,化学必修第一册·第三章·铁与金属材料,1,thin,
CHEMISTRY,氢氧化铝沉淀的图像与计算,氢氧化铝沉淀的图像与计算,化学必修第一册·第三章·铁与金属材料,1,thin,
CHEMISTRY,氢氧化铝沉淀量的计算,氢氧化铝沉淀量的计算,化学必修第一册·第三章·铁与金属材料,1,thin,
CHEMISTRY,氢氧化铝的制备方法,氢氧化铝的制备方法,化学必修第一册·第三章·铁与金属材料,1,thin,
CHEMISTRY,氢硫酸的性质与硫化氢的检验,氢硫酸的性质与硫化氢的检验,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,氧化性-还原性强弱比较易错点,氧化性、还原性强弱比较易错点,化学选择性必修1·第一章·反应热与能量,1,thin,
CHEMISTRY,氧化还原反应概念的辨析方法,氧化还原反应概念的辨析方法,化学必修第一册·第一章·离子反应与氧化还原,1,thin,
CHEMISTRY,氧化还原反应的守恒规律,氧化还原反应的守恒规律,化学必修第一册·第一章·离子反应与氧化还原,1,thin,
CHEMISTRY,氧化还原滴定法,氧化还原滴定法,化学选择性必修1·第三章·水溶液中的离子平衡,1,thin,
CHEMISTRY,氧化还原滴定的原理与指示剂,氧化还原滴定的原理与指示剂,化学选择性必修1·第三章·水溶液中的离子平衡,1,thin,
CHEMISTRY,氮及化合物的-十大-误区,氮及化合物的“十大”误区,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,氮氧化物与氧气混合溶于水的计算,氮氧化物与氧气混合溶于水的计算,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,氮的固定,氮的固定,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,氯及其化合物的价类二维图,氯及其化合物的价类二维图,化学必修第一册·第二章·氯及其化合物,1,thin,
CHEMISTRY,氯胺,氯胺,化学必修第一册·第二章·氯及其化合物,1,thin,
CHEMISTRY,水垢的成分与除水垢方法,水垢的成分与除水垢方法,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,水溶液中多曲线图像题的分析方法,水溶液中多曲线图像题的分析方法,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,水电离出的c(H+)（或c(OH-)）的计算,水电离出的c(H+)（或c(OH-)）的计算,化学选择性必修1·第三章·水溶液中的离子平衡,1,thin,
CHEMISTRY,水电离出的c水(H＋)与c水(OH－)的计算,水电离出的c水(H＋)与c水(OH－)的计算,化学选择性必修1·第三章·水溶液中的离子平衡,1,thin,
CHEMISTRY,水电离出的离子浓度的计算,水电离出的离子浓度的计算,化学选择性必修1·第三章·水溶液中的离子平衡,1,thin,
CHEMISTRY,水的电离平衡曲线,水的电离平衡曲线,化学选择性必修1·第三章·水溶液中的离子平衡,1,thin,
CHEMISTRY,沉淀溶解平衡实验设计与评价题的解题思路,沉淀溶解平衡实验设计与评价题的解题思路,化学选择性必修1·第三章·水溶液中的离子平衡,1,thin,
CHEMISTRY,沉淀的洗涤与检验,沉淀的洗涤与检验,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,洗涤与去污中的化学原理,洗涤与去污中的化学原理,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,浓硫酸转化为二氧化硫,浓硫酸转化为二氧化硫,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,液流电池的特点与分析,液流电池的特点与分析,化学选择性必修1·第四章·电化学,1,thin,
CHEMISTRY,淀粉-或纤维素-中含有的羟基数为3n,淀粉（或纤维素）中含有的羟基数为3n,化学必修第一册·第一章·物质分类与转化,1,thin,
CHEMISTRY,混合物计算的方法,混合物计算的方法,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,温度计的使用规范,温度计的使用规范,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,游离态,游离态,化学必修第一册·第一章·物质分类与转化,1,thin,
CHEMISTRY,溶液中离子反应与平衡图像题解题策略,溶液中离子反应与平衡图像题解题策略,化学选择性必修1·第三章·水溶液中的离子平衡,1,thin,
CHEMISTRY,溶液稀释与混合的计算,溶液稀释与混合的计算,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,溶解性与溶解度的关系,溶解性与溶解度的关系,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,溶质为碱的溶液-h-全部来自水的电离,溶质为碱的溶液：H＋全部来自水的电离。,化学选择性必修1·第三章·水溶液中的离子平衡·水的电离和溶液的pH,1,thin,
CHEMISTRY,溶质判断与溶液体积的易错点,溶质判断与溶液体积的易错点,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,滴加顺序不同现象不同,滴加顺序不同现象不同,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,滴定分析法,滴定分析法,化学选择性必修1·第三章·水溶液中的离子平衡,1,thin,
CHEMISTRY,滴定实验相关计算,滴定实验相关计算,化学选择性必修1·第三章·水溶液中的离子平衡,1,thin,
CHEMISTRY,热重分析法,热重分析法,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,热重法测定物质组成,热重法测定物质组成,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,烷烃,烷烃,化学必修第二册·第七章·有机化合物·烷烃,1,thin,
CHEMISTRY,烷烃的命名,烷烃的命名,烷烃,1,thin,
CHEMISTRY,焦亚硫酸钠,焦亚硫酸钠,化学必修第一册·第二章·钠及其化合物,1,thin,
CHEMISTRY,焰色反应,焰色反应,化学必修第一册·第二章·钠及其化合物,1,thin,
CHEMISTRY,燃烧通式与平均值法,燃烧通式与平均值法,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,物质含量的测定方法,物质含量的测定方法,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,物质性质验证类实验,物质性质验证类实验,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,物质的加热操作,物质的加热操作,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,物质的性质与变化的关系,物质的性质与变化的关系,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,物质的溶解与加热操作,物质的溶解与加热操作,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,物质的溶解与气体的吸收,物质的溶解与气体的吸收,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,物质的溶解与稀释,物质的溶解与稀释,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,物质的溶解与稀释操作,物质的溶解与稀释操作,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,物质的量在化学方程式计算中的应用,物质的量在化学方程式计算中的应用,化学必修第一册·第一章·物质分类与转化,1,thin,
CHEMISTRY,物质的量在化学方程式计算中的步骤,物质的量在化学方程式计算中的步骤,化学必修第一册·第一章·物质分类与转化,1,thin,
CHEMISTRY,物质间不能一步实现的转化,物质间不能一步实现的转化,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,玻璃仪器的洗涤,玻璃仪器的洗涤,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,玻璃纤维的性质与用途,玻璃纤维的性质与用途,化学必修第二册·第五章第三节·无机非金属材料,1,thin,
CHEMISTRY,生活中的化学常识与常见药物,生活中的化学常识与常见药物,化学必修第二册·第八章·化学与可持续发展,1,thin,
CHEMISTRY,用稀有气体元素确定主族元素位置,用稀有气体元素确定主族元素位置,化学必修第一册·第四章·物质结构元素周期律,1,thin,
CHEMISTRY,由图像确定化学方程式,由图像确定化学方程式,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,由性质与产物推断官能团的位置,由性质与产物推断官能团的位置,化学必修第二册·第七章·有机化合物,1,thin,
CHEMISTRY,由水电离的c(H＋)或c(OH－)的计算,由水电离的c(H＋)或c(OH－)的计算,化学选择性必修1·第三章·水溶液中的离子平衡,1,thin,
CHEMISTRY,甲-乙-丙三种有机物的结构如下,甲、乙、丙三种有机物的结构如下：,化学必修第二册·第六章·化学反应与能量,1,thin,
CHEMISTRY,甲烷,甲烷,化学必修第二册·第七章·有机化合物,1,thin,
CHEMISTRY,甲烷氯代的自由基链反应机理,甲烷氯代的自由基链反应机理,化学必修第一册·第二章·氯及其化合物,1,thin,
CHEMISTRY,电冶金,电冶金,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,电化学回路中电子流向与离子迁移,电化学回路中电子流向与离子迁移,化学选择性必修1·第四章·电化学,1,thin,
CHEMISTRY,电化学装置的回路分析与离子迁移,电化学装置的回路分析与离子迁移,化学选择性必修1·第四章·电化学,1,thin,
CHEMISTRY,电子云与原子轨道轮廓图,电子云与原子轨道轮廓图,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,电子式,电子式,化学必修第一册·第四章·物质结构元素周期律,1,thin,
CHEMISTRY,电子式的书写注意事项,电子式的书写注意事项,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,电离,电离,化学必修第一册·第一章·物质分类与转化·电离平衡,1,thin,
CHEMISTRY,电离平衡中的7个易错点,电离平衡中的7个易错点,化学选择性必修1·第三章·水溶液中的离子平衡·电离平衡,1,thin,
CHEMISTRY,电解水,电解水。,化学必修第一册·第三章·铁与金属材料,1,thin,
CHEMISTRY,电解精炼,电解精炼,化学选择性必修1·第四章·电化学,1,thin,
CHEMISTRY,电解质导电性的-易错点,电解质导电性的“易错点”,化学必修第一册·第一章·离子反应与氧化还原,1,thin,
CHEMISTRY,电解质的电离的-易错点,电解质的电离的“易错点”,化学必修第一册·第一章·离子反应与氧化还原,1,thin,
CHEMISTRY,电解过程中溶液性质的变化与溶液复原,电解过程中溶液性质的变化与溶液复原,化学选择性必修1·第四章·电化学,1,thin,
CHEMISTRY,电镀与电解精炼,电镀与电解精炼,化学选择性必修1·第四章·电化学,1,thin,
CHEMISTRY,盐溶液,盐溶液,化学选择性必修1·第三章·水溶液中的离子平衡,1,thin,
CHEMISTRY,盐类水解的三个误区,盐类水解的三个误区,化学选择性必修1·第三章·水溶液中的离子平衡,1,thin,
CHEMISTRY,相对原子质量,相对原子质量,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,相对原子质量(核素与元素),相对原子质量(核素与元素),化学选择性必修2·物质结构与性质·原子结构与元素周期表,1,thin,
CHEMISTRY,相对原子质量与近似相对原子质量,相对原子质量与近似相对原子质量,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,石油裂解是一个复杂的过程-其产物为混合物-例如,石油裂解的产物,化石燃料的综合利用,1,thin,
CHEMISTRY,研究有机化合物的一般方法,研究有机化合物的一般方法,化学必修第二册·第七章·有机化合物,1,thin,
CHEMISTRY,硒、碲及其化合物的性质,硒、碲及其化合物的性质,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,硒和碲及其化合物的性质,硒和碲及其化合物的性质,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,硫与变价金属的反应规律,硫与变价金属的反应规律,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,硫代硫酸钠的性质,硫代硫酸钠的性质,化学必修第一册·第二章·钠及其化合物,1,thin,
CHEMISTRY,硫酸亚铁铵的制备,硫酸亚铁铵的制备,化学必修第一册·第三章·铁与金属材料,1,thin,
CHEMISTRY,硫酸是中学化学实验室的常见药品-其性质有,硫酸的性质与实验应用,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,硫酸根离子的检验,硫酸根离子的检验,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,硫酸的工业制备（接触法）,硫酸的工业制备（接触法）,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,碘量法,碘量法,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,碳纳米材料,碳纳米材料,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,碳酸钠和碳酸氢钠的鉴别,碳酸钠和碳酸氢钠的鉴别,化学必修第一册·第二章·钠及其化合物,1,thin,
CHEMISTRY,磷及其化合物的性质,磷及其化合物的性质,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,离子交换膜的种类与作用,离子交换膜的种类与作用,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,离子反应先后顺序的判断,离子反应先后顺序的判断,化学必修第一册·第一章·离子反应与氧化还原,1,thin,
CHEMISTRY,离子反应顺序的判断,离子反应顺序的判断,化学必修第一册·第一章·离子反应与氧化还原,1,thin,
CHEMISTRY,离子推断的常见特殊现象,离子推断的常见特殊现象,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,离子推断解题技法,离子推断解题技法,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,离子放电顺序与电解产物判断,离子放电顺序与电解产物判断,化学选择性必修1·第四章·电化学,1,thin,
CHEMISTRY,离子方程式书写应注意的问题,离子方程式书写应注意的问题,化学必修第一册·第一章·离子反应与氧化还原,1,thin,
CHEMISTRY,等温(等压)平衡曲线分析,等温(等压)平衡曲线分析,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,等质量的铝与足量的盐酸-氢氧化钠溶液分别反应,等质量的铝与足量的盐酸、氢氧化钠溶液分别反应：,铝及其化合物,1,thin,
CHEMISTRY,粗盐提纯的试剂加入顺序,粗盐提纯的试剂加入顺序,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,粗盐提纯的除杂试剂与顺序,粗盐提纯的除杂试剂与顺序,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,糖类,糖类,化学选择性必修3·有机化学基础·糖类,1,thin,
CHEMISTRY,红外光谱与质谱,红外光谱与质谱,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,纯度、转化率与产率的计算,纯度、转化率与产率的计算,化学选择性必修1·第二章·化学平衡,1,thin,
CHEMISTRY,组分含量（或浓度）与温度的关系图像,组分含量（或浓度）与温度的关系图像,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,结晶方法的选择与操作,结晶方法的选择与操作,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,羧酸的组成和结构,羧酸的组成和结构,化学选择性必修3·有机化学基础·羧酸 羧酸衍生物,1,thin,
CHEMISTRY,能源的分类与利用,能源的分类与利用,化学选择性必修1·第一章·反应热与能量,1,thin,
CHEMISTRY,能源类型的划分,能源类型的划分,化学必修第二册·第六章·化学反应与能量,1,thin,
CHEMISTRY,脂肪烃的结构和性质易混易错点,脂肪烃的结构和性质易混易错点,脂肪烃,1,thin,
CHEMISTRY,臭氧,臭氧,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,臭氧与硫代硫酸盐的性质,臭氧与硫代硫酸盐的性质,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,若上述题目中的-1-4-改成一定温度下的恒压密闭容器-结果又如何,若上述题目中的,化学必修第二册·第六章·化学反应与能量,1,thin,
CHEMISTRY,若某溶液中既含又含-请设计实验检验混合溶液中是否存在,若某溶液中既含又含,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,装置气密性检查方法,装置气密性检查方法,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,规避两个易失分点,规避两个易失分点,化学必修第二册·第六章·化学反应与能量,1,thin,
CHEMISTRY,设计和制作一个氢氧燃料电池,设计和制作一个氢氧燃料电池。,化学必修第一册·第三章·铁与金属材料,1,thin,
CHEMISTRY,试剂的保存方法,试剂的保存方法,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,试纸的使用方法,试纸的使用方法,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,试纸的类型与使用方法,试纸的类型与使用方法,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,调节pH分离提纯金属离子,调节pH分离提纯金属离子,化学必修第一册·第三章·铁与金属材料,1,thin,
CHEMISTRY,过二硫酸钠,过二硫酸钠,化学必修第一册·第二章·钠及其化合物,1,thin,
CHEMISTRY,过氧化氢,过氧化氢,化学必修第一册·第四章·物质结构元素周期律,1,thin,
CHEMISTRY,过氧化氢的性质,过氧化氢的性质,化学必修第一册·第四章·物质结构元素周期律,1,thin,
CHEMISTRY,过氧化物的过氧键与化合价分析,过氧化物的过氧键与化合价分析,化学必修第一册·第一章·离子反应与氧化还原,1,thin,
CHEMISTRY,过渡金属的多价态与氧化性规律,过渡金属的多价态与氧化性规律,化学必修第一册·第三章·铁与金属材料,1,thin,
CHEMISTRY,速率-温度(压强)图像,速率-温度(压强)图像,化学选择性必修1·第二章·化学平衡,1,thin,
CHEMISTRY,速率—压强(或温度)图像,速率—压强(或温度)图像,化学选择性必修1·第二章·化学平衡,1,thin,
CHEMISTRY,配制一定物质的量浓度溶液的仪器与容量瓶使用,配制一定物质的量浓度溶液的仪器与容量瓶使用,化学必修第一册·第一章·物质分类与转化,1,thin,
CHEMISTRY,酯,酯,酯和油脂,1,thin,
CHEMISTRY,酸或碱溶液中水电离程度的计算,酸或碱溶液中水电离程度的计算,化学选择性必修1·第三章·水溶液中的离子平衡,1,thin,
