rel_path,top_dir,ext,bytes,content_bearing,pages,text_cjk_sample,text_layer
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十一 圆锥曲线（教师版）.docx,2026年新高考资料,.docx,1611032,yes,,,
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十七 教材命题点探源基础卷（一）（学生版）.docx,2026年新高考资料,.docx,1408075,yes,,,
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十七 教材命题点探源基础卷（一）（教师版）.docx,2026年新高考资料,.docx,2134464,yes,,,
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十三 计数原理与二项式定理（学生版）.docx,2026年新高考资料,.docx,1054023,yes,,,
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十三 计数原理与二项式定理（教师版）.docx,2026年新高考资料,.docx,1133010,yes,,,
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十九 教材命题点探源基础卷（三）（学生版）.docx,2026年新高考资料,.docx,1364008,yes,,,
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十九 教材命题点探源基础卷（三）（教师版）.docx,2026年新高考资料,.docx,1971978,yes,,,
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十二 统计与成对数据的统计分析（学生版）.docx,2026年新高考资料,.docx,1304417,yes,,,
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十二 统计与成对数据的统计分析（教师版）.docx,2026年新高考资料,.docx,1415066,yes,,,
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十五 教材中的高考数学必背公式学案.docx,2026年新高考资料,.docx,1964236,yes,,,
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十八 教材命题点探源基础卷（二）（学生版）.docx,2026年新高考资料,.docx,1298296,yes,,,
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十八 教材命题点探源基础卷（二）（教师版）.docx,2026年新高考资料,.docx,2017499,yes,,,
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十六 教材中的易混易错杜绝再错学案.docx,2026年新高考资料,.docx,1083029,yes,,,
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十四 概率、随机变量及其分布（学生版）.docx,2026年新高考资料,.docx,1058940,yes,,,
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接十四 概率、随机变量及其分布（教师版）.docx,2026年新高考资料,.docx,1204321,yes,,,
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接四 解三角形 （学生版）.docx,2026年新高考资料,.docx,1045266,yes,,,
2026年新高考资料/二轮复习/【20】2026年高考数学二轮复习教考衔接教材命题点探源学案/教考衔接四 解三角形（教师版）.docx,2026年新高考资料,.docx,1192171,yes,,,
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 微专题1 常用构造函数的几种方法（学生版）.docx,2026年新高考资料,.docx,907582,yes,,,
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 微专题1 常用构造函数的几种方法（教师版）.docx,2026年新高考资料,.docx,914854,yes,,,
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 微专题2 导数中的极值点偏移和隐零点问题（学生版）.docx,2026年新高考资料,.docx,1058517,yes,,,
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 微专题2 导数中的极值点偏移和隐零点问题（教师版）.docx,2026年新高考资料,.docx,1160163,yes,,,
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第1讲 函数的图象与性质（学生版）.docx,2026年新高考资料,.docx,1331360,yes,,,
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第1讲 函数的图象与性质（教师版）.docx,2026年新高考资料,.docx,1403737,yes,,,
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第2讲 基本初等函数、函数与方程（学生版）.docx,2026年新高考资料,.docx,1148060,yes,,,
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第2讲 基本初等函数、函数与方程（教师版）.docx,2026年新高考资料,.docx,1390943,yes,,,
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第3讲 导数的简单应用（学生版）.docx,2026年新高考资料,.docx,923268,yes,,,
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第3讲 导数的简单应用（教师版）.docx,2026年新高考资料,.docx,1092644,yes,,,
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第4讲 利用导数研究不等式问题（学生版） .docx,2026年新高考资料,.docx,911543,yes,,,
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第4讲 利用导数研究不等式问题（教师版） .docx,2026年新高考资料,.docx,1004597,yes,,,
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第5讲 利用导数研究函数的零点问题（学生版）.docx,2026年新高考资料,.docx,908863,yes,,,
2026年新高考资料/二轮复习/【22】2026年高考数学二轮复习题型突破讲义（新高考通用）/专题一 第5讲 利用导数研究函数的零点问题（教师版）.docx,2026年新高考资料,.docx,1027771,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题1 三角函数的图象与性质（学生）.docx,2026年新高考资料,.docx,976843,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题1 三角函数的图象与性质（教师）.docx,2026年新高考资料,.docx,1098697,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题10 爪形结构与分角定理、张角定理(学生）.docx,2026年新高考资料,.docx,1042600,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题10 爪形结构与分角定理、张角定理(教师）.docx,2026年新高考资料,.docx,1190072,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题11 等差数列与等比数列（学生）.docx,2026年新高考资料,.docx,1037921,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题11 等差数列与等比数列（教师）.docx,2026年新高考资料,.docx,1061911,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题12 数列的递推关系（学生）.docx,2026年新高考资料,.docx,914539,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题12 数列的递推关系（教师）.docx,2026年新高考资料,.docx,943749,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题13 数列的奇偶项问题（学生）.docx,2026年新高考资料,.docx,912919,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题13 数列的奇偶项问题（教师）.docx,2026年新高考资料,.docx,930698,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题14 数列中的最值、范围问题（学生）.docx,2026年新高考资料,.docx,915264,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题14 数列中的最值、范围问题（教师）.docx,2026年新高考资料,.docx,950226,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题15 数列与其他知识的交汇问题（学生）.docx,2026年新高考资料,.docx,923312,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题15 数列与其他知识的交汇问题（教师）.docx,2026年新高考资料,.docx,943454,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题17  衍生数列问题（学生）.docx,2026年新高考资料,.docx,909494,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题17  衍生数列问题（教师）.docx,2026年新高考资料,.docx,923003,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题18 数列中的放缩问题（学生）.docx,2026年新高考资料,.docx,911502,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题18 数列中的放缩问题（教师）.docx,2026年新高考资料,.docx,922390,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题2 三角恒等变换与解三角形（学生）.docx,2026年新高考资料,.docx,919924,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题2 三角恒等变换与解三角形（教师）.docx,2026年新高考资料,.docx,955804,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题20 空间中的平行与垂直关系(几何法、向量法)（学生）.docx,2026年新高考资料,.docx,1181879,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题20 空间中的平行与垂直关系(几何法、向量法)（教师）.docx,2026年新高考资料,.docx,1731163,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题23 立体几何中的折叠与探索问题（学生）docx.docx,2026年新高考资料,.docx,1072343,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题23 立体几何中的折叠与探索问题（教师）docx.docx,2026年新高考资料,.docx,1364325,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题3 三角形中的“三条线”（学生）.docx,2026年新高考资料,.docx,929729,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题3 三角形中的“三条线”（教师）.docx,2026年新高考资料,.docx,968721,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题30 圆锥曲线中的最值、范围问题（学生）.docx,2026年新高考资料,.docx,910068,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题30 圆锥曲线中的最值、范围问题（教师）.docx,2026年新高考资料,.docx,990002,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题4 三角中的最值、范围问题（学生）.docx,2026年新高考资料,.docx,931147,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题4 三角中的最值、范围问题（教师）.docx,2026年新高考资料,.docx,960224,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题5 平面向量的基本运算及应用（学生）.docx,2026年新高考资料,.docx,1007310,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题5 平面向量的基本运算及应用（教师）.docx,2026年新高考资料,.docx,1128649,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题6 与平面向量有关的最值、范围问题(学生）.docx,2026年新高考资料,.docx,952124,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题6 与平面向量有关的最值、范围问题(教师）.docx,2026年新高考资料,.docx,1160203,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题7  三角函数与解三角形中的创新问题（学生）docx..docx,2026年新高考资料,.docx,936119,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题7  三角函数与解三角形中的创新问题（教师）docx.docx,2026年新高考资料,.docx,1000345,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题8  极化恒等式与等和线(学生）.docx,2026年新高考资料,.docx,997651,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题8  极化恒等式与等和线(教师）.docx,2026年新高考资料,.docx,1212144,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题9  奔驰定理与三角形四心（学生）.docx,2026年新高考资料,.docx,1087093,yes,,,
2026年新高考资料/二轮复习/【23】2026届高考数学二轮专题复习微专题突破讲义/微专题9  奔驰定理与三角形四心（教师）.docx,2026年新高考资料,.docx,1475835,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/培优点01：极化恒等式与等和线（知识梳理+题型总结）（学生版）.docx,2026年新高考资料,.docx,15727140,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/培优点01：极化恒等式与等和线（知识梳理+题型总结）（教师版）.docx,2026年新高考资料,.docx,16322639,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/培优点02：奔驰定理与三角形的四心（知识梳理+题型归纳）（学生版）.docx,2026年新高考资料,.docx,15400260,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/培优点02：奔驰定理与三角形的四心（知识梳理+题型归纳）（教师版）.docx,2026年新高考资料,.docx,11002099,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/培优点03：爪形结构与分角定理+张角定理（知识梳理+题型归纳）（学生版）.docx,2026年新高考资料,.docx,1356815,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/培优点03：爪形结构与分角定理+张角定理（知识梳理+题型归纳）（教师版）.docx,2026年新高考资料,.docx,1975759,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/培优点18：导数中的隐零点问题（方法解析+题型突破）（学生版）.docx,2026年新高考资料,.docx,1463577,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/培优点18：导数中的隐零点问题（方法解析+题型突破）（教师版）.docx,2026年新高考资料,.docx,9532700,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/培优点19：极值点偏移（知识梳理+题型突破）（学生版）.docx,2026年新高考资料,.docx,15487078,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/培优点19：极值点偏移（知识梳理+题型突破）（教师版）.docx,2026年新高考资料,.docx,8540643,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/培优点20：同构函数（知识梳理+题型突破训练）（学生版）.docx,2026年新高考资料,.docx,1259533,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/培优点20：同构函数（知识梳理+题型突破训练）（教师版）.docx,2026年新高考资料,.docx,8597352,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/培优点21：对数均值不等式（知识梳理+题型归纳）（学生版）.docx,2026年新高考资料,.docx,15510363,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/培优点21：对数均值不等式（知识梳理+题型归纳）（教师版）.docx,2026年新高考资料,.docx,8592288,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/培优点22：切线放缩+割线放缩+切线夹（知识梳理+题型归纳）（学生版）.docx,2026年新高考资料,.docx,1239739,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/培优点22：切线放缩+割线放缩+切线夹（知识梳理+题型归纳）（教师版）.docx,2026年新高考资料,.docx,1615654,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/培优点23：必要性探路与主元法（知识梳理+例题讲解+真题练习）（学生版）.docx,2026年新高考资料,.docx,1071070,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/培优点23：必要性探路与主元法（知识梳理+例题讲解+真题练习）（教师版）.docx,2026年新高考资料,.docx,1009293,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/微专题06：等差数列与等比数列及其前n项和（知识梳理+题型归纳）（学生版）.docx,2026年新高考资料,.docx,15429577,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/微专题06：等差数列与等比数列及其前n项和（知识梳理+题型归纳）（教师版）.docx,2026年新高考资料,.docx,8305301,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/微专题07：数列求和的常用方法（知识梳理+题型归纳）（学生版）.docx,2026年新高考资料,.docx,1206144,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/微专题07：数列求和的常用方法（知识梳理+题型归纳）（教师版）.docx,2026年新高考资料,.docx,1163665,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/微专题1：三角函数的图像与性质（二轮复习专题）（学生版）.docx,2026年新高考资料,.docx,1694738,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/微专题1：三角函数的图像与性质（二轮复习专题）（教师版）.docx,2026年新高考资料,.docx,2383537,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/微专题2：三角恒等变换与解三角形（二轮复习微专题）（学生版）.docx,2026年新高考资料,.docx,1583765,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/微专题2：三角恒等变换与解三角形（二轮复习微专题）（教师版）.docx,2026年新高考资料,.docx,2221803,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/微专题3：三角恒等变换及解三角形中的最值与范围（二轮复习微专题）（学生版）.docx,2026年新高考资料,.docx,1478654,yes,,,
2026年新高考资料/二轮复习/【3】2026年高考数学二轮专题复习讲义/微专题3：三角恒等变换及解三角形中的最值与范围（二轮复习微专题）（教师版）.docx,2026年新高考资料,.docx,8740398,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/02  专题一  第2讲  三角函数的图象与性质（学生版）.docx,2026年新高考资料,.docx,1030781,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/02  专题一  第2讲  三角函数的图象与性质（教师版）.docx,2026年新高考资料,.docx,1392239,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/03  专题一  微专题1 含参三角函数特征量ω问题（学生版）.docx,2026年新高考资料,.docx,993876,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/03  专题一  微专题1 含参三角函数特征量ω问题（教师版）.docx,2026年新高考资料,.docx,1283308,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/04  专题一  第3讲  平面向量与解三角形（学生版）.docx,2026年新高考资料,.docx,1094889,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/04  专题一  第3讲  平面向量与解三角形（教师版）.docx,2026年新高考资料,.docx,1697657,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/05  专题一  微专题2  向量模几何意义与三角形四心（学生版）.docx,2026年新高考资料,.docx,1077580,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/05  专题一  微专题2  向量模几何意义与三角形四心（教师版）.docx,2026年新高考资料,.docx,1536797,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/06  专题一  微专题3  三角函数中最值与范围问题（学生版）.docx,2026年新高考资料,.docx,1046794,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/06  专题一  微专题3  三角函数中最值与范围问题（教师版）.docx,2026年新高考资料,.docx,1495582,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题一 第1讲  三角恒等变换(学生版).docx,2026年新高考资料,.docx,1042352,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题一 第1讲  三角恒等变换(教师版).docx,2026年新高考资料,.docx,1310118,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题三  微专题1  球的切接问题（学生版）.docx,2026年新高考资料,.docx,1020177,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题三  微专题1  球的切接问题（教师版）.docx,2026年新高考资料,.docx,1492696,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题三  微专题2  截面与动态问题（学生版）.docx,2026年新高考资料,.docx,1207620,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题三  微专题2  截面与动态问题（教师版）.docx,2026年新高考资料,.docx,1530789,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题三  微专题3  最值、翻折与探索问题（教师版）.docx,2026年新高考资料,.docx,1697316,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题三  微专题3 最值、翻折与探索问题（学生版）.docx,2026年新高考资料,.docx,1212155,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题三  第1讲  空间几何体的表面积与体积（学生版）.docx,2026年新高考资料,.docx,1344813,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题三  第1讲  空间几何体的表面积与体积（教师版）.docx,2026年新高考资料,.docx,1636164,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题三  第2讲  空间角与距离（学生版）.docx,2026年新高考资料,.docx,1235888,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题三  第2讲  空间角与距离（教师版）.docx,2026年新高考资料,.docx,1872284,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题二数列  第1讲  等差、等比数列（学生版）.docx,2026年新高考资料,.docx,1127198,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题二数列  第1讲  等差、等比数列（教师版）.docx,2026年新高考资料,.docx,1255625,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题二数列  第2讲  数列求通项（学生版）.docx,2026年新高考资料,.docx,982010,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题二数列  第2讲  数列求通项（教师版）.docx,2026年新高考资料,.docx,1003455,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题二数列  第3讲  数列求和（学生版）.docx,2026年新高考资料,.docx,980729,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题二数列  第3讲  数列求和（教师版）.docx,2026年新高考资料,.docx,1304101,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题二数列  第4讲  数列与函数、不等式综合（学生版）.docx,2026年新高考资料,.docx,957549,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题二数列  第4讲  数列与函数、不等式综合（教师版）.docx,2026年新高考资料,.docx,1147636,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题五  微专题1  离心率的取值与范围问题（学生版）.docx,2026年新高考资料,.docx,1020278,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题五  微专题1  离心率的取值与范围问题（教师版）.docx,2026年新高考资料,.docx,1296354,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题五  微专题2 圆锥曲线中范围、最值问题（学生版）.docx,2026年新高考资料,.docx,1330318,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题五  微专题2 圆锥曲线中范围、最值问题（教师版）.docx,2026年新高考资料,.docx,1830210,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题五  微专题3  圆锥曲线定值定点定直线问题（学生版）.docx,2026年新高考资料,.docx,1060391,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题五  微专题3  圆锥曲线定值定点定直线问题（教师版）.docx,2026年新高考资料,.docx,1485681,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题五  微专题4  圆锥曲线中的证明、探索问题（学生版）.docx,2026年新高考资料,.docx,1023142,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题五  微专题4  圆锥曲线中的证明、探索问题（教师版）.docx,2026年新高考资料,.docx,2101906,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题五  第1讲  直线与圆（学生版）.docx,2026年新高考资料,.docx,928222,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题五  第1讲  直线与圆（教师版）.docx,2026年新高考资料,.docx,1178647,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题五  第2讲  圆锥曲线的方程与性质（学生版）.docx,2026年新高考资料,.docx,960425,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题五  第2讲  圆锥曲线的方程与性质（教师版）.docx,2026年新高考资料,.docx,1989477,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题五  第3讲  直线与圆锥曲线的位置关系（学生版）.docx,2026年新高考资料,.docx,906133,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题五  第3讲  直线与圆锥曲线的位置关系（教师版）.docx,2026年新高考资料,.docx,1153743,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题六  微专题1 导数与不等式证明问题（学生版）.docx,2026年新高考资料,.docx,995928,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题六  微专题1 导数与不等式证明问题（教师版）.docx,2026年新高考资料,.docx,1731232,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题六  微专题6 极值点与拐点偏移问题（学生版）.docx,2026年新高考资料,.docx,1006723,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题六  微专题6 极值点与拐点偏移问题（教师版）.docx,2026年新高考资料,.docx,1503178,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题六　第1讲　函数的图象与性质（学生版）.docx,2026年新高考资料,.docx,1437457,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题六　第1讲　函数的图象与性质（教师版）.docx,2026年新高考资料,.docx,1551455,yes,,,
2026年新高考资料/二轮复习/【4】2026年高考数学二轮复习讲义与练习（通用）/专题六　第2讲　基本初等函数、函数的应用（学生版）.docx,2026年新高考资料,.docx,1304272,yes,,,
