subject,pdf_rel,page,page_kind,ink,rows,rule,fig,formulas,figs,note
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,256,公式密排,0.0392,47,0,0.0016,28.2,3,公式 28.2/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,257,图密集,0.0309,59,0,0.0021,21.5,8,【图】8
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,258,图密集,0.0443,42,0,0.0016,22.8,6,【图】6
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,259,公式密排,0.0262,53,0,0.0,29.9,1,公式 29.9/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,260,公式密排,0.0388,48,0,0.0032,25.9,3,公式 25.9/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,261,公式密排,0.0264,53,0,0.0,35.3,3,公式 35.3/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,262,公式密排,0.0399,43,0,0.0,32.4,1,公式 32.4/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,263,图密集,0.0404,44,0,0.014,20.7,4,【图】4
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,264,叙述,0.0501,50,0,0.012,21.2,1,行 50
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,265,图密集,0.0319,64,0,0.0026,0.0,7,【图】7
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,266,表格式,0.0377,62,0,0.0016,0.0,9,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,267,公式密排,0.0229,70,0,0.0052,36.0,10,公式 36.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,268,公式密排,0.0397,49,0,0.0026,55.1,5,公式 55.1/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,269,公式密排,0.0337,49,0,0.001,50.6,3,公式 50.6/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,270,公式密排,0.046,44,0,0.0021,52.4,2,公式 52.4/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,271,公式密排,0.0288,54,0,0.0064,36.1,3,公式 36.1/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,272,公式密排,0.0479,62,1,0.0094,35.9,5,公式 35.9/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,273,公式密排,0.0301,49,0,0.001,44.6,2,公式 44.6/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,274,公式密排,0.04,45,0,0.0026,57.0,3,公式 57.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,275,公式密排,0.0292,51,0,0.0042,52.7,3,公式 52.7/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,276,公式密排,0.0322,50,0,0.0005,50.6,3,公式 50.6/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,277,公式密排,0.0438,45,0,0.0078,29.2,4,公式 29.2/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,278,公式密排,0.0416,58,2,0.0,26.1,4,公式 26.1/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,279,公式密排,0.0459,43,0,0.0036,29.0,3,公式 29.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,280,公式密排,0.0499,48,0,0.0078,33.7,5,公式 33.7/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,281,公式密排,0.029,56,0,0.0016,47.4,3,公式 47.4/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,282,公式密排,0.0471,50,0,0.0005,45.9,5,公式 45.9/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,283,公式密排,0.0294,57,0,0.0016,33.9,2,公式 33.9/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,284,公式密排,0.0348,42,0,0.0,60.1,4,公式 60.1/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,285,公式密排,0.0374,52,0,0.0021,51.7,4,公式 51.7/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,286,公式密排,0.0427,60,0,0.0016,48.6,4,公式 48.6/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,287,公式密排,0.026,60,0,0.0005,39.8,3,公式 39.8/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,288,公式密排,0.0368,49,0,0.0,46.0,2,公式 46.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,289,公式密排,0.0305,49,0,0.0026,50.8,3,公式 50.8/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,290,公式密排,0.0407,47,0,0.0031,45.8,2,公式 45.8/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,291,公式密排,0.0285,44,0,0.0016,45.6,1,公式 45.6/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,292,公式密排,0.0277,48,0,0.0,39.4,1,公式 39.4/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,293,叙述,0.0253,46,0,0.0042,21.4,2,行 46
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,294,叙述,0.0563,46,0,0.0062,7.0,1,行 46
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,295,表格式,0.0323,57,0,0.0,0.0,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,296,表格式,0.0535,50,0,0.0021,14.8,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,297,叙述,0.0366,48,0,0.0088,22.9,0,行 48
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,298,表格式,0.039,61,0,0.0005,19.0,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,299,叙述,0.0375,58,1,0.0057,9.5,1,行 58
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,300,表格式,0.0468,58,0,0.0021,9.0,2,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,301,表格式,0.0383,56,0,0.0021,12.6,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,302,叙述,0.0482,47,0,0.0021,19.9,1,行 47
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,303,公式密排,0.0305,47,0,0.0021,35.1,0,公式 35.1/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,304,表格式,0.047,48,0,0.0016,20.5,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,305,叙述,0.032,53,0,0.0021,5.0,1,行 53
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,306,表格式,0.0495,52,0,0.0016,22.3,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,307,公式密排,0.0206,40,0,0.0042,38.8,7,公式 38.8/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,308,表格式,0.0479,52,0,0.0109,19.3,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,309,表格式,0.0286,71,0,0.0047,0.0,7,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,310,表格式,0.0494,54,0,0.0021,0.0,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,311,叙述,0.0381,42,0,0.0031,0.0,1,行 42
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,312,表格式,0.0401,46,0,0.0021,0.0,3,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,313,叙述,0.0314,41,0,0.0031,0.0,2,行 41
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,314,叙述,0.0395,48,0,0.0,0.0,0,行 48
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,315,叙述,0.0335,47,1,0.0061,0.0,1,行 47
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,316,表格式,0.0467,53,0,0.0005,0.0,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,317,表格式,0.0569,46,41,0.039,0.0,1,横线 41
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,318,表格式,0.0492,47,0,0.0073,0.0,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,319,表格式,0.0296,59,0,0.0031,0.0,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,320,表格式,0.0518,58,0,0.0005,0.0,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,321,表格式,0.0326,47,2,0.001,0.0,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,322,叙述,0.0464,43,0,0.0,0.0,1,行 43
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,323,表格式,0.0246,43,0,0.0083,24.4,5,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,324,公式密排,0.0455,60,0,0.0099,26.4,3,公式 26.4/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,325,表格式,0.0304,48,0,0.0057,24.0,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,326,公式密排,0.0441,50,0,0.0073,31.4,3,公式 31.4/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,327,公式密排,0.037,53,0,0.0042,28.8,1,公式 28.8/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,328,公式密排,0.0395,43,0,0.0,28.1,2,公式 28.1/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,329,公式密排,0.0318,49,1,0.0151,34.6,3,公式 34.6/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,330,公式密排,0.0404,59,0,0.0005,34.1,2,公式 34.1/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,331,表格式,0.0354,51,0,0.009,23.3,3,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,332,公式密排,0.0526,51,1,0.0132,34.9,3,公式 34.9/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,333,表格式,0.0358,50,0,0.0085,22.7,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,334,公式密排,0.0383,54,0,0.0036,33.1,1,公式 33.1/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,335,公式密排,0.0287,45,0,0.0042,48.5,2,公式 48.5/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,336,公式密排,0.0419,56,2,0.0122,38.6,6,公式 38.6/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,337,公式密排,0.0376,45,0,0.0064,26.9,2,公式 26.9/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,338,公式密排,0.0361,44,0,0.0021,31.0,3,公式 31.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,339,公式密排,0.0337,40,0,0.0062,25.3,2,公式 25.3/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,340,公式密排,0.0399,51,0,0.0005,38.1,2,公式 38.1/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,341,公式密排,0.0248,51,0,0.0026,32.4,2,公式 32.4/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,342,公式密排,0.0416,58,0,0.0021,37.9,3,公式 37.9/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,343,公式密排,0.0311,43,3,0.0026,42.0,2,公式 42.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,344,公式密排,0.0463,49,0,0.0,47.8,2,公式 47.8/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,345,公式密排,0.0295,45,2,0.0031,52.5,5,公式 52.5/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,346,公式密排,0.0406,55,0,0.0,42.8,2,公式 42.8/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,347,公式密排,0.0297,50,4,0.0021,46.3,4,公式 46.3/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,348,公式密排,0.0401,49,0,0.0042,45.3,2,公式 45.3/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,349,公式密排,0.0251,48,0,0.0037,38.2,1,公式 38.2/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,350,公式密排,0.0353,51,0,0.0148,25.9,6,公式 25.9/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,351,公式密排,0.0253,53,0,0.0025,42.6,1,公式 42.6/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,352,公式密排,0.0311,40,0,0.0026,47.9,4,公式 47.9/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,353,公式密排,0.0249,55,0,0.0083,44.9,4,公式 44.9/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,354,公式密排,0.0451,52,0,0.001,55.8,1,公式 55.8/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,355,公式密排,0.0354,48,0,0.0058,42.4,2,公式 42.4/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,356,公式密排,0.0461,49,2,0.0016,49.9,0,公式 49.9/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,357,公式密排,0.0345,65,1,0.0088,50.0,1,公式 50.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,358,公式密排,0.0518,37,0,0.0058,52.8,0,公式 52.8/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,359,公式密排,0.0251,46,0,0.0042,44.0,1,公式 44.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,360,公式密排,0.0404,47,0,0.0005,44.7,0,公式 44.7/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,361,公式密排,0.0419,57,1,0.0095,35.2,0,公式 35.2/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,362,公式密排,0.0398,49,0,0.0058,44.7,0,公式 44.7/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,363,公式密排,0.0387,36,0,0.0057,39.9,0,公式 39.9/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,364,公式密排,0.038,58,0,0.0005,53.7,1,公式 53.7/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,365,公式密排,0.0278,45,0,0.0036,54.3,4,公式 54.3/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,366,公式密排,0.0444,46,0,0.0011,59.7,5,公式 59.7/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,367,公式密排,0.0317,52,0,0.0037,37.4,2,公式 37.4/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,368,公式密排,0.0344,47,0,0.0021,37.7,2,公式 37.7/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,369,公式密排,0.0273,41,0,0.0079,31.6,0,公式 31.6/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,370,公式密排,0.0383,40,0,0.0032,41.3,3,公式 41.3/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,371,公式密排,0.0263,58,0,0.0037,30.9,0,公式 30.9/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,372,公式密排,0.0441,47,0,0.0011,32.8,0,公式 32.8/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,373,公式密排,0.0387,42,0,0.0217,40.0,3,公式 40.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,374,公式密排,0.0386,64,2,0.0074,27.7,7,公式 27.7/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,375,表格式,0.0263,54,0,0.0064,24.9,5,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,376,公式密排,0.0461,49,0,0.001,46.1,0,公式 46.1/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,377,公式密排,0.0278,44,6,0.0021,45.4,0,公式 45.4/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,378,公式密排,0.0295,56,0,0.0,40.4,1,公式 40.4/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,379,表格式,0.0319,40,0,0.0031,19.0,2,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,380,表格式,0.0379,44,0,0.0,22.8,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,381,公式密排,0.0231,48,0,0.0026,25.0,1,公式 25.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,382,公式密排,0.0383,43,0,0.0,29.9,1,公式 29.9/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,383,公式密排,0.0313,52,0,0.0021,25.2,0,公式 25.2/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,384,公式密排,0.038,47,0,0.0021,25.4,2,公式 25.4/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,385,表格式,0.0264,51,0,0.0032,14.5,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,386,表格式,0.0234,50,2,0.0117,15.0,4,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,387,表格式,0.022,56,0,0.0031,16.9,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,388,表格式,0.0356,48,0,0.0026,22.6,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,389,表格式,0.0263,43,1,0.0042,19.7,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,390,叙述,0.0404,45,0,0.0042,19.9,0,行 45
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,391,表格式,0.0295,68,0,0.0058,18.2,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,392,表格式,0.0367,58,0,0.0037,23.9,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,393,公式密排,0.0186,48,0,0.0047,42.0,1,公式 42.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,394,公式密排,0.0464,47,0,0.0026,32.5,0,公式 32.5/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,395,公式密排,0.0326,44,2,0.0095,45.3,4,公式 45.3/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,396,公式密排,0.0408,49,1,0.0074,34.8,1,公式 34.8/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,397,公式密排,0.0304,39,0,0.0088,26.7,1,公式 26.7/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,398,公式密排,0.0367,47,0,0.0026,28.7,0,公式 28.7/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,399,公式密排,0.0198,46,0,0.0026,34.3,1,公式 34.3/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,400,公式密排,0.0276,39,0,0.0,46.8,2,公式 46.8/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,401,公式密排,0.0251,52,3,0.002,29.0,0,公式 29.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,402,公式密排,0.0336,66,0,0.0,36.0,1,公式 36.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,403,公式密排,0.0195,51,0,0.0026,33.6,1,公式 33.6/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,404,公式密排,0.0479,50,0,0.0064,34.0,2,公式 34.0/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,405,公式密排,0.0286,59,2,0.009,52.1,5,公式 52.1/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,406,公式密排,0.0414,56,2,0.0016,49.6,1,公式 49.6/千字
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,407,表格式,0.0306,35,0,0.0057,0.0,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,408,表格式,0.0453,48,0,0.0016,0.0,0,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,409,表格式,0.0334,41,0,0.0058,0.0,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,410,表格式,0.0415,45,0,0.0026,0.0,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,411,表格式,0.0262,53,0,0.0021,0.0,2,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,412,表格式,0.0402,46,0,0.0021,0.0,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,413,表格式,0.0278,51,0,0.0047,0.0,1,含表行
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,414,叙述,0.0383,63,0,0.0042,0.0,0,行 63
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,415,叙述,0.0215,48,0,0.0031,0.0,0,行 48
