subject,material_slug,node_slug,node_name,confidence,evidence,slice
BIOLOGY,bio-hormone-experiment-variables,生命活动调节实验的设计要点,生命活动调节实验的设计要点,medium,材料讲激素类动物实验各组动物数量年龄性别生理状态饲养条件相同且适宜并多次重复；属生命活动调节实验设计要点,slice_24
BIOLOGY,bio-hypothalamus-circadian-rhythm,下丘脑的功能,下丘脑的功能,medium,材料讲下丘脑（视交叉上核）是昼夜节律控制中心；属下丘脑功能之一（另一节点侧重稳态调节链条）,slice_25
BIOLOGY,bio-hypothalamus-removal-dehydration,水和无机盐平衡的调节,水和无机盐平衡的调节,medium,材料讲下丘脑合成的抗利尿激素减少致肾小管集合管重吸收水减少而脱水；是水盐平衡调节链条,slice_26
BIOLOGY,bio-hypoxia-weakens-pump,主动运输,主动运输,high,材料讲缺氧使ATP减少致Na+-K+泵活动减弱、离子梯度难以维持；该节点别名含「氧气含量通过呼吸供能影响主动运输」「钠钾泵与静息电位幅度的关系」,slice_27
BIOLOGY,bio-incomplete-dominance,分离定律的特殊类型,分离定律的特殊类型,high,材料讲不完全显性杂合子表现介于双亲之间且自交分离比1:2:1；该节点别名即「不完全显性」且已收录同题材料,slice_28
BIOLOGY,bio-info-extraction-bar-chart,坐标图类信息题的变量分析,坐标图类信息题的变量分析,high,材料讲柱状图给出各实验组的自变量与因变量并可由柱值差获取组间差异；属坐标图类信息题的变量分析,slice_29
BIOLOGY,bio-info-extraction-curve,坐标图类信息题的变量分析,坐标图类信息题的变量分析,high,材料讲曲线图先看横纵坐标轴与单位再判变化趋势后比交点拐点平台；节点已收「坐标图信息分析先定变量」与「双纵坐标曲线图的读图方法」,slice_30
BIOLOGY,bio-info-extraction-table,坐标图类信息题的变量分析,坐标图类信息题的变量分析,medium,材料讲表格题先看表头与注再从行列对比找自变量因变量；该节点边界把柱形图与表格的变量分析纳入范围,slice_01
BIOLOGY,bio-inverse-pcr-unknown-flanking,pcr技术,PCR技术,high,材料讲用限制酶环化后以相反方向引物扩增已知序列两侧未知序列；即该节点的反向PCR原理与操作步骤,slice_02
BIOLOGY,bio-k-value-max-rate,种群数量的变化,种群数量的变化,medium,材料讲S形曲线增长速率在K/2最大且过K/2后减小；属S形增长曲线定量分析,slice_03
BIOLOGY,bio-kb-adaptation-formation-necessary-conditions,自然选择,自然选择,high,材料讲可遗传的有利变异与环境的定向选择是适应形成的必要条件（变异不定向、选择定向）,slice_04
BIOLOGY,bio-kb-cell-size-limitation-reasons,细胞不能无限长大的原因,细胞不能无限长大的原因,high,材料解释相对表面积减小与细胞核控制范围限制；与节点同名,slice_05
BIOLOGY,bio-kb-comparative-experiment-concept,对照实验的分析方法,对照实验的分析方法,high,材料给出对比实验（相互对照）的定义、特点与实例并区分空白对照；属对照实验的分析方法,slice_06
BIOLOGY,bio-kb-competitive-noncompetitive-inhibitors,酶的两种抑制机理,酶的两种抑制机理,high,材料讲竞争性与非竞争性抑制剂的作用部位及抑制能否被底物浓度解除；即酶的两种抑制机理,slice_07
BIOLOGY,bio-kb-continuous-selfing-ratio-formula,自交和自由交配的概率计算,自交和自由交配的概率计算,high,材料给杂合子连续自交与逐代淘汰隐性个体的比例公式；该节点别名即「杂合子连续自交与逐代淘汰的计算」,slice_08
BIOLOGY,bio-kb-elements-macro-micro-classification,组成细胞的元素,组成细胞的元素,high,材料列举大量元素与微量元素并强调按含量而非重要性区分；即组成细胞的元素这一考点,slice_09
BIOLOGY,bio-kb-enzyme-hormone-antibody-nature-judgment,酶的本质,酶的本质,high,材料主线是酶绝大多数为蛋白质少数为RNA并借激素抗体作对比；服务酶的本质,slice_10
BIOLOGY,bio-kb-essential-element-solution-culture,细胞中的无机盐,细胞中的无机盐,high,材料用完全培养液与缺元素X培养液对照并补X观察恢复来判定元素作用；同节点已绑『无机盐功能验证的实验设计』即同一考法,slice_11
BIOLOGY,bio-kb-fehling-reagent-reducing-sugar,实验-检测生物组织中的糖类-脂肪和蛋白质,实验：检测生物组织中的糖类、脂肪和蛋白质,high,材料讲斐林试剂现配现用水浴加热检测还原糖的操作要点与选材；属该检测实验的原理与操作要点,slice_12
BIOLOGY,bio-kb-fehling-vs-biuret-reagents,实验-检测生物组织中的糖类-脂肪和蛋白质,实验：检测生物组织中的糖类、脂肪和蛋白质,high,材料比较斐林试剂与双缩脲试剂的成分浓度用法与原理；该节点别名即斐林试剂与双缩脲试剂的对比辨析,slice_13
BIOLOGY,bio-kb-hybrid-breeding-and-heterosis,育种,育种,high,材料讲杂交选育纯合品种与杂种优势及其固定方法；节点别名含「杂种优势及其固定方法」与「基因重组的结果、意义与杂交育种」,slice_14
BIOLOGY,bio-kb-induction-method,归纳法,归纳法,high,材料讲归纳法定义与完全归纳和不完全归纳的区分；与节点归纳法同名同义,slice_15
BIOLOGY,bio-kb-intermittent-illumination-method,影响光合作用强度的环境因素,影响光合作用强度的环境因素,medium,材料讲光暗交替让暗反应利用光反应积累的ATP与NADPH以提高光能利用率；该节点别名即含「为提高光能利用率」,slice_16
BIOLOGY,bio-kb-lens-length-magnification,使用高倍显微镜观察细胞,使用高倍显微镜观察细胞,high,材料讲目镜与物镜长短和放大倍数的对应关系；该节点别名即「显微镜的结构与目镜物镜特点」,slice_17
BIOLOGY,bio-kb-monosaccharide-types-distribution,细胞中的糖类,细胞中的糖类,high,材料讲核糖 脱氧核糖 葡萄糖 果糖 半乳糖的种类分布与功能；知识库同类单糖材料均绑此节点,slice_18
BIOLOGY,bio-kb-neuron-and-glia-cells,神经调节的结构基础,神经调节的结构基础,high,材料讲神经元与神经胶质细胞的数量功能；属神经调节的结构基础中的组成细胞,slice_19
BIOLOGY,bio-kb-osmosis-direction-and-concentration-judgment,渗透作用,渗透作用,high,材料讲水由低浓度一侧向高浓度一侧净渗透、浓度指物质的量浓度、渗透平衡时仍存在浓度差；与该节点别名一致,slice_20
BIOLOGY,bio-kb-pea-artificial-hybrid-operation,人工异花传粉的操作流程,人工异花传粉的操作流程,high,材料讲花蕾期去雄、套袋、人工授粉、再套袋四步操作与单性花不需去雄；与节点同名同主题,slice_21
BIOLOGY,bio-kb-polysaccharide-types-functions,细胞中的糖类,细胞中的糖类,high,材料讲淀粉、纤维素、糖原、几丁质的分布与功能；该节点别名含「常见的多糖」「细胞中的糖类·多糖」,slice_22
BIOLOGY,bio-kb-pure-vs-heterozygote-identification,纯合子与杂合子的判断,纯合子与杂合子的判断,high,材料讲植物用自交法动物用测交法鉴定纯合子与杂合子；节点名完全对应,slice_23
BIOLOGY,bio-kb-sodium-potassium-pump-function,通道蛋白与载体蛋白的辨析,通道蛋白与载体蛋白的辨析,medium,材料对比离子通道顺浓度被动运输与钠钾泵逆浓度转运并水解ATP；核心是两类转运蛋白的区分,slice_24
BIOLOGY,bio-kb-sterol-types-functions,细胞中的脂质,细胞中的脂质,high,材料讲固醇三成员胆固醇性激素维生素D的功能；该节点别名含「性激素的功能」与「细胞中的脂质·种类及功能」,slice_25
BIOLOGY,bio-kb-sugar-not-all-reducing-energy,细胞中的糖类,细胞中的糖类,high,材料辨蔗糖淀粉纤维素为非还原糖且核糖脱氧核糖纤维素不供能；属糖类种类与功能辨析,slice_26
BIOLOGY,bio-kb-tissue-edema-cause-analysis,组织水肿的成因,组织水肿的成因,high,材料归纳血浆蛋白减少、组织液渗透压升高、淋巴回流受阻三类水肿成因并落脚渗透压变化；与该节点同名同判据,slice_27
BIOLOGY,bio-kb-translocation-vs-crossing-over-diff,染色体变异-x1,染色体变异,high,材料辨析易位（非同源染色体之间属结构变异）与互换（同源染色体非姐妹染色单体之间属基因重组）；该节点别名即「交叉互换与染色体易位的区别」,slice_28
BIOLOGY,bio-kb-water-18o-irrigation-judgment,同位素标记法,同位素标记法,medium,材料用H2(18)O浇灌植物追踪18O在空气水蒸气与O2与CO2中的去向；属同位素示踪类判断,slice_29
BIOLOGY,bio-kb2-02-elements-classification,细胞中的元素,细胞中的元素,medium,材料讲大量元素与微量元素按含量区分而非按重要性且二者都是必需元素；节点已收「大量元素与微量元素的辨析」,slice_30
BIOLOGY,bio-kb2-02-feilin-bisuoshiji-diff,实验-检测生物组织中的糖类-脂肪和蛋白质,实验：检测生物组织中的糖类、脂肪和蛋白质,high,材料比较斐林试剂与双缩脲试剂的成分用法与原理；该节点别名即「斐林试剂与双缩脲试剂的对比辨析」,slice_01
BIOLOGY,bio-kb2-02-reducing-sugar-test,实验-检测生物组织中的糖类-脂肪和蛋白质,实验：检测生物组织中的糖类、脂肪和蛋白质,high,材料讲斐林试剂现配现用并水浴加热出现砖红色沉淀以检还原糖；即组织中糖类的检测实验,slice_02
BIOLOGY,bio-kb2-02-three-unique-organic-test,实验-检测生物组织中的糖类-脂肪和蛋白质,实验：检测生物组织中的糖类、脂肪和蛋白质,high,材料讲还原糖需水浴脂肪需显微镜且用酒精的三个唯一；节点别名含三类有机物检测的三个唯一,slice_03
BIOLOGY,bio-kb2-03-chitin,几丁质,几丁质,high,材料讲几丁质（壳多糖）的分布、应用、基本单位与含N特点；与节点同名,slice_04
BIOLOGY,bio-kb2-03-non-reducing-sugars,细胞中的糖类,细胞中的糖类,medium,材料区分还原糖与非还原糖并说明淀粉蔗糖不能用斐林试剂检测；属糖类的性质与分类,slice_05
BIOLOGY,bio-kb2-03-polysaccharide-function,细胞中的糖类,细胞中的糖类,high,材料讲淀粉、纤维素、糖原的分布与功能；正是细胞中的糖类这一考点,slice_06
BIOLOGY,bio-kb2-03-sugar-classification,细胞中的糖类,细胞中的糖类,high,材料讲单糖二糖多糖的分类与代表物质及几丁质含N；属细胞中的糖类分类与常见二糖多糖,slice_07
BIOLOGY,bio-kb2-04-rna-functions,RNA的结构、种类与功能,RNA的结构、种类与功能,high,材料逐条列举mRNA、tRNA、rRNA与催化RNA的功能；与节点同名同域,slice_08
BIOLOGY,bio-kb2-06-vesicle-transport,囊泡运输与蛋白质分选,囊泡运输与蛋白质分选,high,材料讲囊泡来自内质网高尔基体与细胞膜、形成依赖膜的流动性且运输耗能；与节点「囊泡运输与蛋白质分选」一致,slice_09
BIOLOGY,bio-kb2-07-protoplast-layer,质壁分离,质壁分离,medium,材料讲原生质层由细胞膜液泡膜及两层膜间细胞质组成并相当于半透膜；是质壁分离的结构基础,slice_10
BIOLOGY,bio-kb2-08-inhibitors,酶的两种抑制机理,酶的两种抑制机理,high,材料讲竞争性抑制剂与底物争活性部位可被增底物消除而非竞争性抑制剂改变构象不可消除；与该节点别名『竞争性与非竞争性抑制』一致,slice_11
BIOLOGY,bio-kb2-08-ph-temperature-relation,影响酶促反应的因素分析,影响酶促反应的因素分析,high,材料讲不同pH下酶的最适温度不变且不同温度下最适pH不变；属温度与pH对酶活性影响的分析,slice_12
BIOLOGY,bio-kb2-10-light-compensation-saturation,影响光合作用强度的环境因素,影响光合作用强度的环境因素,high,材料讲光补偿点与光饱和点定义及光照强度曲线分析；即光照强度对光合作用强度的影响,slice_13
BIOLOGY,bio-kb2-10-pigment-absorption,捕获光能的色素和结构,捕获光能的色素和结构,high,材料讲叶绿素主要吸收红光和蓝紫光而类胡萝卜素主要吸收蓝紫光；节点已收录「绿叶中色素的吸收光谱」,slice_14
BIOLOGY,bio-kb2-10-pigment-extraction,捕获光能的色素和结构,捕获光能的色素和结构,high,材料讲绿叶中色素提取（无水乙醇与二氧化硅与碳酸钙）与纸层析分离的原理与步骤；即捕获光能的色素一节的探究实验,slice_15
BIOLOGY,bio-kb2-11-intermittent-light,影响光合作用强度的环境因素,影响光合作用强度的环境因素,medium,材料讲光照总时间不变时交替光照比持续光照制造更多有机物；同属提高光能利用率类内容,slice_16
BIOLOGY,bio-kb2-11-photosynthate-transport,光合产物的运输与转化,光合产物的运输与转化,high,材料讲磷酸丙糖运出叶绿体后在细胞质中合成蔗糖并经韧皮部运输；与节点同义,slice_17
BIOLOGY,bio-kb2-15-continuous-selfing-formula,分离定律的概率计算-含自交与自由交配,分离定律的概率计算（含自交与自由交配）,high,材料给杂合子连续自交n代的杂合子与纯合子比例公式；知识库主题最相近的材料即绑此节点,slice_18
BIOLOGY,bio-kb2-15-homozygote-judgement,纯合子与杂合子的判断,纯合子与杂合子的判断,high,材料讲自交法与测交法鉴定纯合子和杂合子；节点名完全对应,slice_19
BIOLOGY,bio-kb2-16-heterosis-breeding,育种,育种,high,材料讲杂交育种组合优良性状并连续自交选纯及杂种优势的固定；该节点别名含「杂种优势及其固定方法」,slice_20
BIOLOGY,bio-kb2-22-translocation-vs-crossing-over,染色体变异-x1,染色体变异,medium,材料辨析易位（非同源染色体之间且光镜可见）与交叉互换（同源染色体非姐妹染色单体间属基因重组）；同主题「易位与互换的区别」材料已绑该节点,slice_21
BIOLOGY,bio-kb2-26-blood-sugar-source-sink,胰岛素,胰岛素,low,材料讲血糖的来源与去向；本学科只有胰岛素节点带别名「血糖平衡的调节」与该主题同源故勉强归此,slice_22
BIOLOGY,bio-kb2-26-diabetes-types,胰岛素,胰岛素,medium,材料讲1型糖尿病胰岛素绝对缺乏与2型靶细胞对胰岛素敏感性降低；属胰岛素分泌不足与作用异常（节点表无血糖调节专点）,slice_23
BIOLOGY,bio-kb2-26-secretin-discovery,激素,激素,medium,材料讲促胰液素的发现史即人们发现的第一种激素；服务于激素概念的建立,slice_24
BIOLOGY,bio-kb2-27-aldosterone,水和无机盐平衡的调节,水和无机盐平衡的调节,high,材料讲醛固酮由肾上腺皮质分泌并吸钠泌钾维持血钠血钾平衡；该节点别名含「醛固酮与抗利尿激素调节血钠」,slice_25
BIOLOGY,bio-kb2-27-hypothalamus-functions,下丘脑在稳态调节中的作用,下丘脑在稳态调节中的作用,high,材料逐条讲下丘脑感受渗透压、分泌激素、作为调节中枢、传导兴奋四大功能；与节点同名同义,slice_26
BIOLOGY,bio-kb2-27-sweat-adh-exercise,水和无机盐平衡的调节,水和无机盐平衡的调节,high,材料讲运动出汗使细胞外液渗透压升高、抗利尿激素释放增加、尿量减少；该节点边界正收录同一情境条目,slice_27
BIOLOGY,bio-kb2-27-winter-urine,水和无机盐平衡的调节,水和无机盐平衡的调节,high,材料讲冬天汗液分泌减少且低温下代谢生成的水增加使尿量增多；属水盐平衡中尿量多少的成因分析,slice_28
BIOLOGY,bio-kb2-28-b-cell-activation,体液免疫,体液免疫,high,材料讲B细胞活化的两个信号（抗原接触与辅助性T细胞表面分子变化）及细胞因子的作用；属体液免疫,slice_29
BIOLOGY,bio-kb2-28-pd1-immune-escape,免疫系统的组成和功能,免疫系统的组成和功能,high,材料讲肿瘤细胞过量表达PD-L1与活化T细胞的PD-1结合以逃避免疫攻击；节点已收同源的「肿瘤免疫逃逸」材料,slice_30
BIOLOGY,bio-kb2-29-autoimmune-disease,自身免疫病与免疫缺陷病,自身免疫病与免疫缺陷病,high,材料讲自身免疫病的概念实例与治疗；与节点主题一致,slice_01
BIOLOGY,bio-kb2-29-hiv-aids,艾滋病（HIV）,艾滋病（HIV）,high,材料讲HIV为逆转录病毒并破坏辅助性T细胞及三条传播途径；与艾滋病（HIV）节点一致,slice_02
BIOLOGY,bio-kb2-29-mrna-vaccine,疫苗,疫苗,high,材料讲mRNA疫苗兼导体液与细胞免疫且比DNA疫苗安全；节点别名含灭活疫苗与mRNA疫苗的比较,slice_03
BIOLOGY,bio-kb2-29-organ-transplant-hla,免疫学的应用,免疫学的应用,high,材料讲器官移植的HLA配型、免疫排斥与免疫抑制剂；属免疫学的应用中的器官移植,slice_04
BIOLOGY,bio-kb2-30-inward-outward-current,兴奋在神经纤维上的传导,兴奋在神经纤维上的传导,medium,材料说明内向电流致去极化、外向电流致复极化或超极化；即动作电位产生的膜电位机制,slice_05
BIOLOGY,bio-kb2-31-apical-dominance,植物生长素及其生理作用,植物生长素及其生理作用,medium,材料讲顶端优势的成因（生长素向下运输致侧芽受抑）与应用；是生长素生理作用的典型实例,slice_06
BIOLOGY,bio-kb2-32-counting-formula,血细胞计数板,血细胞计数板,high,材料给出16×25与25×16计数板换算1mL酵母细胞数的公式；即血细胞计数板的计数方法与计算公式,slice_07
BIOLOGY,bio-kb2-32-density-dependent-factors,密度制约因素与非密度制约因素,密度制约因素与非密度制约因素,high,材料主题即两类因素的归类判断；节点同名,slice_08
BIOLOGY,bio-kb2-32-j-s-curve,种群数量的变化,种群数量的变化,medium,材料讲J形与S形增长曲线及K值与K/2时增长速率最大；属种群数量变化一节的核心内容,slice_09
BIOLOGY,bio-kb2-33-primary-secondary-succession,群落的演替,群落的演替,high,材料比较初生演替与次生演替的发生地点、时间长短与实例；即群落的演替,slice_10
BIOLOGY,bio-kb2-33-soil-animal-survey,研究土壤中小动物类群的丰富度,研究土壤中小动物类群的丰富度,high,材料讲取样器取样法采集并用记名计算法或目测估计法统计土壤小动物丰富度；与该节点同名同义,slice_11
BIOLOGY,bio-kb3-f4-s15-n01,核酸,核酸,high,材料只讲核酸分为DNA与RNA两大类；该节点别名含「核酸的种类与分布」与「核酸的种类、分布与核苷酸组成」,slice_12
BIOLOGY,bio-kb3-f4-s15-n02,核酸是遗传信息的携带者,核酸是遗传信息的携带者,medium,材料讲真核细胞中DNA主要分布在细胞核而线粒体叶绿体含少量DNA且RNA主要在细胞质；属核酸的种类及分布内容,slice_13
BIOLOGY,bio-kb3-f4-s28-n01,生物模型的类型,生物模型的类型,low,材料只给模型的一般定义（为特定目的对认识对象作简化的概括性描述）且节点表无建构模型节点；就近绑到生物模型类型待复核,slice_14
BIOLOGY,bio-kb3-f4-s28-n02,生物模型的类型,生物模型的类型,high,材料列物理模型与数学模型与概念模型三类；即生物模型的类型,slice_15
BIOLOGY,bio-kb3-f4-s28-n03,生物模型的类型,生物模型的类型,high,材料以沃森和克里克的DNA双螺旋结构模型为例说明其属物理模型；该节点边界正用同一例辨析物理模型,slice_16
BIOLOGY,bio-kb3-f4-s28-n04,物理模型的构建方法,物理模型的构建方法,medium,材料为制作真核细胞三维结构模型的探究实践目的要求；属建构物理模型的实践活动,slice_17
BIOLOGY,bio-kb3-f4-s28-n05,物理模型的构建方法,物理模型的构建方法,medium,材料为探究·实践片段（选取材料用具与建立模型）；同系列相邻片段「探究·实践（三）」已按此节点处理,slice_18
BIOLOGY,bio-kb3-f4-s28-n06,物理模型的构建方法,物理模型的构建方法,medium,材料讲制作模型的实施过程与分工、修补缺陷与交流评价；属物理模型构建方法,slice_19
BIOLOGY,bio-kb3-f4-s34-n01,胞吞,胞吞,medium,材料给出胞吞与胞吐两个过程的概念（膜内陷成囊泡与囊泡与膜融合外排）；该节点边界即含胞吞与胞吐两种方式的区分,slice_20
BIOLOGY,bio-kb3-f4-s34-n02,胞吞,胞吞,medium,材料给出胞吞与胞吐的实例；同源同批次材料（胞吞与胞吐的概念）已绑该节点且其边界含两种方式的区分,slice_21
BIOLOGY,bio-kb3-f4-s34-n03,胞吞,胞吞,medium,材料讲胞吞与胞吐的共同特点（耗能、需膜上蛋白识别、依赖膜的流动性）；胞吞节点边界含两种方式的区分且别名即「胞吞与胞吐运输的物质不都是大分子」,slice_22
BIOLOGY,bio-kb3-f4-s34-n04,物质出入细胞的方式,物质出入细胞的方式,medium,材料是教材总结；讲离子与小分子须借助转运蛋白跨膜且大分子经胞吞胞吐进出细胞；覆盖物质出入细胞的各种方式,slice_23
BIOLOGY,bio-kb3-f4-s55-n01,细胞不能无限长大的原因,细胞不能无限长大的原因,high,材料是不等大小模型模拟细胞大小与扩散速率相同的实验原理；服务于细胞不能无限长大的原因,slice_24
BIOLOGY,bio-kb3-f4-s55-n03,细胞不能无限长大的原因,细胞不能无限长大的原因,high,材料给出模型表面积体积与葡萄糖扩散深度数据以解释细胞不能无限长大；同源同节的n04条目已绑此节点,slice_25
BIOLOGY,bio-kb3-f4-s55-n04,细胞不能无限长大的原因,细胞不能无限长大的原因,high,材料用扩散深度与表面积体积比及含葡萄糖体积占比的模型数据解释细胞不能无限长大,slice_26
BIOLOGY,bio-kb3-f4-s55-n05,细胞不能无限长大的原因,细胞不能无限长大的原因,high,材料给出边长8的模型其表面积384、体积512与含葡萄糖体积比169/512；正是该节点的物质运输模型与相对表面积考点,slice_27
BIOLOGY,bio-kb3-f5-s5-1-n03,酶的作用,酶的作用,high,材料讲加热使过氧化氢分子获得能量转变为活跃状态并给出活化能定义；该节点边界即「酶通过降低化学反应的活化能加快反应速率」且既有「活化能与酶的作用机理」材料同绑此节点,slice_28
BIOLOGY,bio-kb3-f5-s5-1-n04,酶的作用和本质,酶的作用和本质,medium,材料讲酶的来源与催化作用及作用原理降低活化能与本质为蛋白质或RNA及合成原料场所；对应酶的作用和本质,slice_29
BIOLOGY,bio-kb3-f5-s5-1-n08,酶的特性,酶的特性,medium,材料讲过酸过碱或温度过高破坏酶的空间结构而永久失活且低温下结构稳定；属酶的作用条件较温和与失活条件,slice_30
BIOLOGY,bio-kb3-f5-s5-1-n09,酶的特性,酶的特性,medium,材料说催化淀粉水解的酶是淀粉酶催化唾液淀粉酶的是蛋白酶；体现酶的专一性而该节点收录酶的专一性条目,slice_01
BIOLOGY,bio-kb3-f5-s5-1-n10,酶在代谢中的作用,酶在代谢中的作用,high,材料讲细胞代谢有条不紊与酶的专一性和酶在细胞中的分布有关；该节点别名含细胞代谢与酶在细胞内的分布,slice_02
BIOLOGY,bio-kb3-f5-s5-1-n11,影响酶促反应的因素分析,影响酶促反应的因素分析,medium,材料定义酶活性为催化特定化学反应的能力并用反应速率表示；节点别名即含酶活性,slice_03
BIOLOGY,bio-lac-operon-mechanism,基因的表达,基因的表达,medium,材料讲乳糖操纵子对结构基因转录的负调控（阻遏蛋白结合操纵基因阻止转录）；属基因表达调控内容,slice_04
BIOLOGY,bio-lethal-aa-and-bb-4-2-2-1,个体或配子致死问题的处理-规律方法,个体或配子致死问题的处理(规律方法),medium,材料讲AA与BB显性纯合致死导致F2为4:2:2:1、测交1:1:1:1；属个体纯合致死的处理,slice_05
BIOLOGY,bio-long-answer-principle-based,长句应答题的作答方法,长句应答题的作答方法,high,材料讲依据原理类长句按推导起点、原因分析、结果组织并善用逻辑词；属长句应答题的作答方法,slice_06
BIOLOGY,bio-mirna-repression-mechanism,基因的表达,基因的表达,medium,材料讲miRNA与靶mRNA部分互补而抑制翻译或促降解；属基因表达中的RNA干扰沉默与非编码RNA调控（与遗传信息的翻译节点有重叠）,slice_07
BIOLOGY,bio-mo-cell-221,使用高倍显微镜观察细胞,使用高倍显微镜观察细胞,high,材料讲显微镜「找、移、转、调」高倍镜操作与视野调光；该节点已含换用高倍镜操作材料,slice_08
BIOLOGY,bio-mo-cell-222,使用高倍显微镜观察细胞,使用高倍显微镜观察细胞,medium,材料讲视野调暗用小光圈与平面镜、调亮用大光圈与凹面镜以及放大倍数等于目镜乘物镜；属显微镜使用要点,slice_09
BIOLOGY,bio-mo-cell-223,使用高倍显微镜观察细胞,使用高倍显微镜观察细胞,medium,材料讲目镜长度与放大倍数反比、物镜正比及装片哪偏哪移；属显微镜观察操作,slice_10
BIOLOGY,bio-mo-enzyme-007,atp的合成和利用,ATP的合成和利用,high,材料讲动物人与真菌和大多数细菌靠呼吸作用产生ATP而绿色植物还有光合作用并列出产生ATP的场所；与同节点已绑『ATP的来源与利用方式』一致,slice_11
BIOLOGY,bio-mutation-breeding-features,育种,育种,high,材料讲诱变育种以基因突变为原理可产生新基因且有利变异少；该节点专门比较各育种方法的原理程序与优缺点,slice_12
BIOLOGY,bio-nadp-deficient-electron-to-o2,光系统与电子传递链,光系统与电子传递链,medium,材料讲光反应电子传递链末端NADP+不足时电子传给O2生成超氧自由基；与已有光抑制材料同归电子传递链,slice_13
BIOLOGY,bio-neurotransmitter-clearance,神经递质,神经递质,high,材料讲递质作用后被特异性酶降解或被突触前膜回收以保证信号单次准确传递；节点别名即「神经递质的来源 释放 作用与去向」,slice_14
BIOLOGY,bio-pcr-prenatal-advantages,遗传病的检测与预防,遗传病的检测与预防,medium,材料列举PCR产前诊断取样（外周血游离胎儿DNA与羊水与绒毛）及优点；属遗传病检测与预防中的产前诊断,slice_15
BIOLOGY,bio-pedigree-y-linked,伴性遗传的特点及应用,伴性遗传的特点及应用,medium,材料给系谱判据「只有男性患病且代代父传子→伴Y（限雄）遗传」；即伴Y遗传的特点,slice_16
BIOLOGY,bio-peroxisome,光呼吸,光呼吸,medium,材料讲过氧化物酶体含过氧化氢酶并参与光呼吸且与叶绿体线粒体协同；该节点别名即「光呼吸发生的三个细胞器途径」,slice_17
BIOLOGY,bio-photoinhibition-3-links,影响光合作用强度的环境因素,影响光合作用强度的环境因素,medium,材料讲光抑制三步链（光能过剩到ROS生成到D1失活）；该节点已收录「光抑制与光保护机制」等光抑制材料,slice_18
BIOLOGY,bio-photoinhibition-excess-light-damage,光合作用的影响因素,光合作用的影响因素,medium,材料讲强光下光能过剩损伤光系统I和II使光合速率下降；属光照强度对光合作用的影响,slice_19
BIOLOGY,bio-photoinhibition-ros-generation,光系统与电子传递链,光系统与电子传递链,medium,材料讲电子传递中NADP+供应不足时电子传给O2生成ROS；属电子传递链电子受体的替代与电子流向改变,slice_20
BIOLOGY,bio-photoprotection-d1-repair,影响光合作用强度的环境因素,影响光合作用强度的环境因素,medium,材料讲光保护防线三即D1蛋白修复替换恢复PSII活性；该节点已收录「光抑制与光保护机制」（含D1蛋白周转）等同主题材料,slice_21
BIOLOGY,bio-photoprotection-heat-dissipation,影响光合作用强度的环境因素,影响光合作用强度的环境因素,high,材料讲热耗散过剩光能的光保护防御防线；该节点别名即「光抑制与光保护机制」「光能的去向与减轻光抑制的途径」,slice_22
BIOLOGY,bio-photoprotection-ros-scavenging,影响光合作用强度的环境因素,影响光合作用强度的环境因素,medium,材料讲强光下抗氧化酶系统清除已生成ROS的光保护防线；同节点已绑光抑制与光保护机制类材料,slice_23
BIOLOGY,bio-photorespiration-consumes-energy,光呼吸,光呼吸,high,材料讲光呼吸途径消耗ATP和NADPH并释放CO2且不产生糖；即光呼吸节点,slice_24
BIOLOGY,bio-photosynthetic-dawn-reading,辨析真正光合速率-净光合速率和呼吸速率,辨析真正光合速率、净光合速率和呼吸速率,medium,材料教光响应曲线逐点判读（起点为呼吸速率交点为零净光合平台为最大净光合）并强调先看纵轴净或真光合语义；同源同题型的「光饱和点」条目已绑此节点,slice_25
BIOLOGY,bio-plasmolysis-automatic-recovery-substances,质壁分离,质壁分离,high,材料讲KNO3尿素乙二醇等高渗但溶质可吸收的溶液使细胞先质壁分离后自动复原,slice_26
BIOLOGY,bio-polysaccharide,细胞中的糖类,细胞中的糖类,high,材料讲淀粉、糖原、纤维素、几丁质的缩合来源与功能；属该节点的多糖条目（同页单糖二糖也归该章糖类）,slice_27
BIOLOGY,bio-primer-directionality-two-primers,pcr技术,PCR技术,high,材料讲Taq酶沿子链5'→3'方向合成且PCR需2种引物控制两条链反向合成；该节点别名即「PCR引物的特点与设计原则」,slice_28
BIOLOGY,bio-primer-pair-complement-dimer,pcr技术,PCR技术,high,材料讲两种引物之间不能有连续4个及以上碱基互补以防引物二聚体；引物设计是PCR技术的核心要点,slice_29
BIOLOGY,bio-primer-self-complement-hairpin,pcr技术,PCR技术,high,材料讲引物自身不能有连续4个及以上碱基互补以免形成发卡结构；节点已收「PCR引物的特点与设计原则」,slice_30
BIOLOGY,bio-prokaryote-transcription-translation-coupled,原核细胞和真核细胞,原核细胞和真核细胞,high,材料对比原核无核膜使转录翻译耦联与真核转录翻译时空分隔；该节点已收录同主题材料「原核细胞与真核细胞基因表达的差异」,slice_01
BIOLOGY,bio-qpcr-taqman-probe-principle,pcr技术,PCR技术,high,材料讲TaqMan探针被水解后报告基团发荧光且Ct值与起始模板量成反比；即实时荧光定量PCR的检测原理,slice_02
