subject,pages,verdict,items_min,items_numbered,evidence
MATH,"71,72,73,74,75,76,77,78,79",ACCEPT,124,46,"p71 例9 两解法与 f(x)=x^2+x+1、例10 f(f(0))=10 与 f(9)=11、例11 三段方程组（a+2=2 / 2a=2 / a^2/2=2）齐全；p72 例11 结论 a=1或2 与 x=2、例12 答案(-∞,-3)、例13 五段分段式与 f(x)=[x/2]、左加右减 y=f(x+a) 与上加下减 y=f(x)+b 均与页图一致；p73 三种对称变换（-f(x)/f(-x)/-f(-x)）、翻折 y=|f(x)| 与 y=f(|x|)、例15 ①②曲线结论关于y轴对称、3.2 知识图谱四图（增/减/偶/奇）一致（例15图放大核实）；p74 定义表、A/B/C/D 端点空心实心标记（放大核实：A上空心下实心、B下空心上实心、C上实心下空心、D双曲线）、等价形式5式一致；p75 ①-④ 特殊函数单调性与①-⑤运算性质、最值定义表（f(x)≤M 与 f(x)≥M）、深度剖析3+5条一致；p76 奇偶定义表、等价形式 f(-x)/f(x)=±1、奇同偶异、f(0)=0 既不充分也不必要、名师点睛(−x,−f(x))一致；p77 例1 差式 (x2-x1)(x1x2+4)/(x1x2)（手算验证正确）、例2 分段式与答案[1,2]、同增异减表4行一致；p78 例3 定义域(-1,5) 与递增区间[2,5)、例4 三部分证明、规律总结 和型/积型变形一致。无漏块、无编造。"
MATH,80,ACCEPT,10,4,"p80 数学内容全部核对一致：例8 分段配方式与值域[3/4,+∞)、例9 基本不等式 ±2√6 与值域(-∞,-2√6]∪[2√6,+∞)、例10 分离常数 y=3+13/(x-2) 与值域{y|y≠3}、例11(1) 1<√a<4⇒1<a<16 与 a=2、(2) 方程组与 4x^2-(4m+1)x+m^2-1=0。轻微缺陷：例8 图描述轴标漏 x轴'−1/2'与 y轴'−1'（页面实际标 x轴 −2,−1,−1/2,1/2,1 与 y轴 3/4,1,−1,−5/4，3倍放大核实）；属图注小错，不影响数学内容正确性，不判重转。"
MATH,81,RETRANSCRIBE,14,5,"p81 例11(3) 解析有实质错误：页面原文（2倍放大核实）为'当−1≤c<0时，y=−1/x+1 在(−∞,c)上单调递增，则 1<−1/x+1<−1/c+1'；转写稿（range_0071_0084.jsonl 第11行 page=81）写成'1<−1/x<1<−1/c+1'，+1 错位、不等式链错误（x<0 时 1<−1/x 不成立，且 1<…<1 无意义）。其余内容一致：(2) 四条件方程组（Δ>0、4+(4m+1)+m^2−1≥0、轴>−1、m≤−2）与 (−17/8,−2]、(3) −1/c+1≤5⇒−1≤c≤−1/4 与答案[−1,−1/4]、例12 f(−1/2)=−5/4、例13 ①5a^2−4a+2 ②a^2+1 ③5a^2−8a+5 与 g(a) 分段式均核对无误。需重转本页。"
MATH,"82,83,84",ACCEPT,41,16,"p82 例14 g(t) 两段、(2) −3/2≤a≤−1/2 与 a=−3/4（−9/4舍）、a=−5/4（1/4舍）（代入方程验根正确）、例15 f(−1)=f(3) 与 b>c>a 选B；p83 例16 f(0)=−1 f(3)=1 与解集(−∞,−1]∪[2,+∞)选D、例17 方程组(−a/2≥1、a<0、−a−6≤a)与−3≤a≤−2选C、温馨提示3条、定义法/图象法流程图、性质法5式（奇+奇=奇、奇×奇=偶、偶+偶=偶、偶×偶=偶、奇×偶=奇）、常见函数奇偶性4条一致；p84 例18 五小题结论（偶/偶/非奇非偶/既奇且偶/奇）与例19(1) 分段 f(x)、(2) f(x)=1/(x^2−1) 与 g(x)=x/(x^2−1) 全部一致，红字批注无遗漏。无漏块、无编造。"
MATH,"85,86,87,88,89,90,91,92,93,94,95,96,97,98",ACCEPT,295,166,"逐页对照页图清点与抽查均吻合（口径：一条可独立引用的最小式子/结论计1条；编号条含例号、n.、n)、①、段号）：P85例20链g(-2)=18→g(2)=-18→f(2)=-26、例21(1)a-1+(-2a)=0→a=-1、2bx=0→b=0→a+b=-1、(2)(x²+1)/(-ax+b)=-(x²+1)/(ax+b)→b=0、2/a=2→a=1→(x²+1)/x、答案B；对勾函数表5行（定义域格原印|x|x≠0稿中如实括注、值域(-∞,-2√a]∪[2√a,+∞)与R、奇函数、增减区间）、双图四组标注(2√a、-2√a、√a、-√a；-√(-a)、√(-a))、例22变形a>-(x+9/x)、y_min=6、[-(x+9/x)]_max=-6、a>-6齐全；P86解法二x+9/x≥2√(x·9/x)=6、答案(-6,+∞)、对称性5条(⇔f(2a-x)=f(x)、x=(a+b)/2、f(a+mx)=f(b-mx)⇔f(a+b-mx)=f(mx)、点(a,b)、点(a/2,0))、两函数对称3条(x=0、(b-a)/2、(a+b)/(2m))、奇增⇔f(a)+f(b)≥0/奇减⇔≤0、f(|x|)=f(x)、例23的f(3)≤f(|2a+1|)、9<(2a+1)²、答案C与橙色【小技巧】批注、例24(1)对称轴x=2、f(1)=f(3)、f(-1)<f(0)<f(3)、(2)f(0)=0齐全；P87接f(x)=f(1-x)→f(1)…f(5)逐项=0→和0、答案(1)A(2)0、3.3知识图谱+五曲线图(轴刻度-3…4、交点(1,1)箭头标注)、概念例A-D解析选D、特征3条、α=1,2,3,1/2,-1、指大图高、(0,1)内x^½/x⁻¹在y=x上方x²/x³在下方、作图第一步齐全；P88五常见幂函数5列×4行性质格+共同点(1,1)行、第二/三步、知识拓展1六格定义域(N*→R；≤0且Z→{x|x≠0}；p/q偶q[0,+∞)、奇q R；-p/q偶q(0,+∞)、奇q{x|x≠0})、知识拓展2五格奇偶、一般幂函数3×3图象表九小图形态如实、5条性质(含(-1,1)(-1,-1)四点)齐全；P89辨识两规律(x=1右侧上到下、左侧下到上)、例1四选项+图(C1递减C2上凸C3陡增均过(1,1))选A、上凸/下凸两定义(f((x1+x2)/2)≥/≤弦中值)、三凸性(0<α<1上凸、α>1与α<0下凸)、例2①②③+图a/b及等号/不等号关系齐全；P90图c、③符合、个数1、答案B、比较三法+同单调区间注意、例3三组结论(3⁻⁵ᐟ²>3.1⁻⁵ᐟ²、-8⁻⁷ᐟ⁸<-(1/9)^⁷ᐟ⁸、(-1.9)^³ᐟ⁵<3.8⁻²ᐟ³<4.1²ᐟ⁵)、例4(1)m²-2m<0→0<m<2/m²-2m>0→m>2舍→(-∞,0)∪(0,2)与【扫清障碍】批注、(2)k²+2k-2=1→k=-3或1、m²-2m-3<0→m=1或2、x⁻⁴偶合/x⁻³奇不合、答案、例5题干齐全；P91例5(1)p=1时x⁻¹不合/p=2时x^½合、(2)三条件组、[1/2,4/3)与【关键提醒】批注、3.4知识图谱(四模型小图+审题→建模→解模→还原)、四模型式(kx+b、ax²+bx+c、k/x、kx^α)、建模4步(自然语言转数学语言高亮如实)、变化趋势4条、框图5框6组箭头标注齐全；P92例1{3x+5y=165、4x+7y=225}→{x=30、y=15}、0<m<12且m∈N*、费用两不等式组、6≤m≤9、m≠12-m→三方案、W=480m+8640、W_min=12000、例2(1)(3600-3000)/50=12、100-12=88齐全；P93f(x)=-(1/50)(x-4050)²+307050、x=4050最大307050、例3图(P/千帕50–200、V/立方米0.5–3、A(1.5,64))四选项、k=96、答案D、例4双图(1,0.125)(1,0.5)、k₁=1/8、k₂=1/2、f=x/8、g=√x/2、y=-(1/8)(√x-2)²+3、x=4、y_max=3、股4万债16万齐全；P94例5三段P(x)(9；x²+24x-60；65x+900/x-420)、64x收入、三段R(x)(64x-209；-x²+40x-140；-x-900/x+220)、R(3)=-17、对称轴x=20、R(20)=260、x+900/x≥60当且仅当x=30、R(30)=160、-17<160<260→20万人260万、数据拟合定义、例6两表六数(0.65/1.39/1.85/2/1.84/1.40与0.25/0.49/0.76/1/1.26/1.51)齐全；P95双散点图(倒拱/直线上升)、y=a(x-4)²+2、(1,0.65)→a=-0.15、y=-0.15(x-4)²+2、{0.25=k+m、1=4k+m}→y=0.25x、x_A+x_B=12、W=-(3/20)(x_A-19/6)²+(3/20)(19/6)²+13/5、x_A=19/6≈3.2、W≈4.1、3.2万+8.8万方案齐全；P96整页导图六块：幂运算①②((ⁿ√a)ⁿ=a、ⁿ√(aⁿ)奇a偶|a|、a^(±m/n))、指数运算3条(aʳaˢ、(aʳ)ˢ、(ab)ʳ)、指对互化(aˣ=N⇔logₐN=x带底数/指数/幂值/真数/对数值标注)、对数性质4条(含换底b>0、c>0、c≠1)、指数函数5点(域R值(0,+∞)、0<a<1减、a>1增、过(0,1)+双图)、对数函数5点(过(1,0)+双图)、应用(二)三栏(y=kx/cˣ/logₐx增长比较图、零点三链⇔、零点存在定理含只能判存在不能判个数)齐全；P97 4.1知识图谱(方根/根式/指数/分数指数幂互化/实数指数幂3条)、定义(xⁿ=a、n>1、n∈N*)、性质2条+表(奇ⁿ√a|R、偶±ⁿ√a|[0,+∞))、3)负数无偶次方根、4)ⁿ√0=0、根式定义与性质①②(ⁿ√(aⁿ)=a/|a|分段)、例1五说法、深度剖析3条、口诀、知识辨析((ⁿ√a)ⁿ恒等于a)齐全；P98解析(³√-27=-3①错、±⁴√16=±2②对、⁴√625=5③错、√(x+y)²=|x+y|④对、|x-2|+x-√2=2-√2⑤对)、答案②④⑤、橙色批注、漫画√(x²)=|x|及两句台词、分数指数幂3条(0的正分数=0负分数无意义)、例2四式判定选C、无理指数幂确定实数+拓展到实数、实数指数幂3条、深度剖析3条((-1)^⅓=-1、(-1)^½非实、(-4)^¼⁻式=2 vs 约分后无意义)、关键能力1根式化简2条齐全。无漏块、无编造；⇔/≥/≤/≠、上下标(m²-2m-3、p/q、ⁿ√)、单位(千帕、立方米、元、万元、64元/人)均核对无误；页脚页码63–76与跨页衔接(P85解法二→P86均值链、P86 f(0)=0→P87 f(x)=f(1-x)、P87第一步→P88第二/三步、P90例5题干→P91(2)、P92设f(x)元→P93则f(x)=、P94表→P95散点图)全链无缝。"
MATH,"99,100,101",RETRANSCRIBE,57,30,p99 例2 多处指数误读：(2) 页面 4a^(2/3)b^(-1/3)÷(-2/3 a^(-1/3)b^(-1/3)) 稿写 4a^(1/3)…a^(-1/6)b^(-1/2)（解析(2)分数 a^(2/3)/a^(-1/3) 也写成 a^(1/3)/a^(-1/6)）；(3) 页面 [(3/2)^√3]^(-√3/9)×(-6^√2)^0+8^(1/4)×∜2-√((-2/3)^(2/3)) 稿写 [(3/2)^(√3/3)]^(-√3/2)+8^(1/3)…√((-2/3)^(4/3))，解析(3) 页面 (3/2)^(-1/3)×1+2^(3/4)×2^(1/4)-(2/3)^(1/3) 稿写 (3/2)^(-1/2)+2^(1/2)…(2/3)^(1/6)（稿版算不出 2）；(4) 页面内层为 √(b^3/64a)、除式 a^(1/2) 稿写 ∛(b^3/64a)、a^(1/3)，解析(4) (…)^1/2→1/3、a^(3/2)b^(-3/2)→a^(1/2)b^(-1/2)、(3/2)a^(1/2)b^(-1/2)→(3/2)a^(1/6)b^(-1/6)。p100 变形公式 3)4) 页面 a^(3/2)±b^(3/2)=(a^(1/2)±b^(1/2))(a∓a^(1/2)b^(1/2)+b) 稿全部写成 4/3 与 1/3 指数。p101 例6 解法二 页面 a^(1/w)=70^(1/x)、b^(1/w)=70^(1/y)、c^(1/w)=70^(1/z)、a^(1/w)·b^(1/w)·c^(1/w)=70^(1/x)×70^(1/y)×70^(1/z)、(abc)^(1/w)=70^(1/x+1/y+1/z) 稿把底/指数 x 与 w 对调写成 a^(1/x)=70^(1/w) 等、(abc)^(1/x)。
MATH,"102,103",ACCEPT,48,32,"p102 概念/结构特征、图象性质表（定义域 R、值域、过定点(0,1)、单调性、函数值三行×两列）、y 轴对称、底数三点记忆、想一想三条、口诀、温馨提示三点、示意图 a>b>1>c>d>0 逐条与页图一致；p103 例1 七个选项与逐条解析、答案(1)①(2)16(3)3^x、过定点 (-c,k+b) 理论、例2 g(x)=x^2 得 4、变换作图三点注意、例3 五个小题与 (1)-(4) 解析（含红色手注指向 (4)）均一致。"
MATH,104,RETRANSCRIBE,15,8,"p104 公式部分（例4 定义域/奇偶排除、例5 f(0)=a^b∈(0,1)→b<0 选 AD、例6 分类 0<2a<1 与 a>1 矛盾、答案 (0,1/2)）与页一致；但图(1)图(2) 说明写成『在 (1,0) 处触及 x 轴』，放大核对页图两幅 V 形顶点均在原点 O 处触及 x 轴（y=|a^x-1| 过 (0,0)），图注坐标错误。"
MATH,105,RETRANSCRIBE,24,13,p105 例8(2) 页面 (1/3)^(1/4)、(1/4)^(1/5)，解析 (1/3)^(5×1/20)=(1/243)^(1/20)、(1/4)^(4×1/20)=(1/256)^(1/20)、直线 x=1/20、从而 (1/243)^(1/20)>(1/256)^(1/20) 即 (1/3)^(1/4)>(1/4)^(1/5)；稿把 (1/3)^(1/4) 写成 (1/3)^(1/7)、中间步写成 5×1/35 与 4×1/35→(1/243)^(1/35)、(1/256)^(1/35)、即行写成 (1/3)^(1/7)>(1/4)^(1/5)（自相矛盾）。例8(4) 页面 (1/3)^(3/4)、(1/3)^(1/2)、π^(1/2)，解析 (1/3)^(3/4)<(1/3)^(1/2)<(1/3)^0=1、π^(1/2)>π^0=1、结论 (1/3)^(3/4)<(1/3)^(1/2)<π^(1/2)；稿全部写成 1/7、1/5、π^(1/3)。例7、幂值比较框图、解指数不等式四种形式、例9 四小题与页一致。
MATH,"106,107",ACCEPT,29,19,"p106 例9 四小题解析（[0,+∞)、(-∞,-1)∪(4,+∞)、a>1/0<a<1 两分支、{x|x>-1}）、例10 分类 a=1/2 或 3/2、两段红字提醒、4 复合函数两类及定义域值域 1)2) 均与页一致；p107 复合单调性 1)2) 判断方法、例11(1) a≥2 选 D、例11(2) 思想溯源红字、a>2 舍去/a=2 时 D=[2√2-2,+∞)/1<a<2 时四元不等式组解得 [36/25,2]、答案 (1)D (2)D、奇偶性方法段、例12 题干均与页一致。"
MATH,"108,109",ACCEPT,42,17,p108 例12 解析 f(-x)+f(x)=0 全链（至 a-1=0、a=1、答案 1）、例13 题干（y=a·(2/3)^(λt)、162/48 ppm、(2)(1024/243) ppm）、方程组①②、②/① 得 6λ=3、a=162/(2/3)=243、(2) 不等式 (2/3)^(t/2)≤(2/3)^10、t≥20、4.3 对数知识图谱（定义/互化/恒等式/负数和0没有对数/log_a1=0/log_aa=1/log_aa^x=x/三条运算性质/换底公式及条件）逐条一致；p109 对数概念、互化示意图（指数 x∈R/对数值/幂值 N>0/真数/底数框）、对数性质 1)-4)、三形式对照表、对数恒等式及证明、常用/自然对数（e≈2.718 28）、运算性质 1)、深度剖析、想一想三条（log_(-2)8、log_0 3、log_0 0、log_1 3、log_1 1）、易错警示四个反例、卡通四句对话均一致。
MATH,110,RETRANSCRIBE,23,18,p110 换底公式及推论 1)2)3)、两条推论证明、深度剖析两点、化简技巧 1.-5.、例1(1) 原式=lg2^4+lg5^3-lg(1/5)=4、例1(2) (5/6)log_2 3×3/(2log_2 3)=5/4、例1(3) 开头均与页一致；但例1(4) 题面两处错：页面分子首项为 3^(log_3 2) 稿写 3^(lg 5^2)，页面分母末项为 log_(1/2)27 中的底应为 1/5（log_(1/5)27，p111 稿自身解析(4) 写作 log_(5^-1)3^3 反证题面底数即 1/5）稿写 log_(1/2)27。
MATH,"111,112",ACCEPT,37,12,p111 例1(3) 至 13/4、例1(4) 至 1/3（分母 log_2 5^-2×log_3 2^3×log_(5^-1)3^3）、对数方程总述、题型解法表四行、例2 五小题题干与五段解析（x=2/-16、x=15、x=2、x=10 或 1/100、x=-1 均含检验）、3 带附加条件段均一致；p112 例3 三小题（54、25/9、(b+4)/(2ab+1)）与解析链（含 a-3b=log_3(5/3)、9^(log_3^(5/3)) 步）、例4 设 k>1、p=2log_3 4=4log_3 2、(2) 证明 1/z-1/x=log_k 6-log_k 3=log_k 2=(1/2)log_k 4=1/(2log_4 k)=1/(2y)、例5(1)(2) 题干、令 m/n 得 (4/3)^m-1/(4/3)^m-1=0、f(x) 单调增 m=n、末行 (4/3)^(2m)-（接下一页）均一致。
MATH,113,RETRANSCRIBE,25,18,正文公式全对（(4/3)^m=(1+√5)/2、x/y=(1+√5)/2、log₂(2x)+log₂(2y)=1⇒xy=1/2、(x²+y²)/(x−y)≥2 最小值2、例6 T=klog₂N、T₂−T₁=10k=20⇒k=2、T₃−T₂=4、答案B）；但知识图谱大图右侧竖排字稿作「底数小于0且小于1 底数越来越小」，原页放大核实为「（底数大于0且小于1）底数越来越小」；同图在 p114 示意图注中稿子写对，可证 p113 行系笔误。
MATH,"114,115",ACCEPT,64,42,"p114 概念/例1（①-④、答案③）、图象性质表（定义域(0，+∞)、值域R、定点(1,0)、单调性、函数值变化6行）、底数a影响3条（升降、关于x轴对称、底大图低及上下左右比较）、口诀、温馨提示（恒过(1/a,−1),(1,0),(a,1)）逐项与页图一致；p115 反函数2条、例2（y=4^x 与 y=log_(3/4)x）、三函数增长差异表（a^x>kx>logₐx）、例1定点（2x−3=1⇒P(2,√2)、2^α=√2⇒α=1/2、f(3)=√3）均正确。"
MATH,116,RETRANSCRIBE,40,22,例3 选项 A 稿作「0<b<1」，原页放大核实为「A.0<a<b<1」（B.0<a<1<b、C.0<b<1<a、D.a<0<1<b 稿均正确）；其余无误：例2解析（b=1/a、同增同减故选D）、例4 三个图象变换子题（log₂|x|、log₂|x−1|、log₄(x+2)²=log₂|x+2|）、例5（f₁(2)≤f₂(2)⇒logₐ2≥1⇒1<a≤2、答案C、红批注「a值不确定需分类讨论」）均与页图一致。
MATH,"117,118,119,120,121,122,123,124,125,126",ACCEPT,348,179,"抽查全对：p117 例6（m=0 恒成立；m≠0 时 m(4m−3)<0⇒[0，3/4)；值域R⇒m≥3/4）、例7（t∈[−3,3]、g(t)=(t−1/2)²−9/4、值域[−9/4,10]）；p118 例9 四组比较（含 log₂5>log₃5 两解法）、例10（(1/2,2)、(0,2/5)∪(1,+∞)、奇函数 g(3x+1)>g(−x)）；p119 例11（[−1,0]；(1/4,1/2]∪[8,+∞)）、例12（(1+a)ln(1/3)=(−1+a)ln3⇒a=0）；p121 例14（①17<20 否、②递减 否、③40>20 且 <x/10、x≥1024）；p124 例2 二分法五步（|1.4375−1.375|=0.0625<0.1⇒1.4）、例3（(0,1)；(1/3)x 与 ln x 图⇒C）；p125 例4（f(1)=−a<0、f(2)=3−a>0⇒0<a<3）、例5（f(−2)=−3、f(−1)=2、g(0)=0⇒BD；注意 C 段末「+3x」为原书笔误、稿忠实照录）；p126 例6（3a+1=8 或 >10⇒a=7/3 或 a>3；答案{7/3}∪(3,+∞)）、零点分布表 6 行条件齐全。唯一小疵：p126 续表 m<x₁<n<x₂<p 行图注漏写 x 轴上的 x₁ 刻度（正文「x₁在m、n之间」已含，不涉数学内容）。"
MATH,"127,128,129,130,131,132,133,134,135,136,137,138,139,140",ACCEPT,329,180,"逐页独立清点后与稿子逐块核对：p127例7三问解析（m<−1；(−5/4,−1)；(−7/5,−5/4)）、例8声压级表（燃油60~90/混动50~60/电动40 dB）与A~D选项、解析L_p1−L_p2≥0链均与页图一致；p128例8续解（p2≥√10·p3故B错、p3=100p0故C对、p1≤100p2故D对）、四散点模型①~④（y=ba^x+c等）、例9表4.00/5.58/7.00/8.44与f(x)=1.5x+2.5、f(7)=13、13×70%=9.1均一致；p129总览页框3诱导公式16条与sin/cos/tan性质表27格（含tan定义域{x|x≠π/2+kπ}、单调增(−π/2+kπ,π/2+kπ)、对称中心(kπ/2,0)）逐项核对无缺；p130~p133（终边相同集合、轴线角表7行、弧度制表1°≈0.01745 rad/1 rad≈57.30°=57°18′、特殊角12列、扇形表、例1 k=5 β=220°）与页一致；p134~p136（例1(2) −119/18≤k<−65/18得θ=−140°/220°/580°、区域角图1{α|−30°<α<60°}与图2解法一{α|30°+k·180°≤α<105°+k·180°}、p135对称垂直表6行含β=−α+(4k+1)/2·π、p136例5(2) R=20/(α+2)）与页一致；p137例6 θ=(2x+10)/(x+10)、y=−(x−5/2)²+225/4、5.2知识图谱三框与页一致；p138特殊角表10列（tan行π/2与3π/2两处长横线—）及定义域值域表与页一致；p139口诀「一全正二正弦三正切四余弦」、公式一三式、sin²α+cos²α=1推导OM²+MP²=1、变形①②含红笔±√注与页一致；p140例1(1) 26π/3−8π=2π/3、Q(−1/2,√3/2)选A，(2)四弧分类y/x<x<y选C，例2 r=√5|a|两分支2√5/5与−2√5/5均与页一致，且扫描件B/D选项负号模糊稿中已如实加注。全片未见漏块、编造、上下标或单位错误；页脚页码105~118连续一致。"
MATH,"141,142,143,144,145,146,147,148,149,150,151,152,153,154",ACCEPT,248,190,"口径：一条可独立引用的最小式子/结论计1条（14页合计248）；编号条含例号、段号[n]/n.、步骤n)/(n)、①、公式一～六（合计190，P152未编号的『例（多选题）』不计）。逐页独立清点并与页图抽查：P141例3解链（y=-√3x、两象限r=2、sin/cos/tan六值）、定号2步+『一全正二正弦三正切四余弦』+弧度制注意、例4(1) -π/2+2kπ<α<2kπ→2α三/四象限或y轴非正半轴→sin2α<0选D、(2) tan125°sin223°>0、例5 k=0,1,2三区间(π/6,π/3)(5π/6,π)(3π/2,5π/3)→一二四象限选D、温馨提示（终边可在y轴非负半轴）、例6(1)=√3/2 (2)=√3/2+1全部吻合，页脚119。P142[4]3步骤、例7两情形sinα=±4/5与tanα=∓4/3、齐次式2方法（除以cosα/cos²α、1=sin²+cos²代换）、例8 sinα=3cosα→tanα=3、(1)=8/9 (2)=13/10及两处红批（化弦为切、'1'的代换）、4条高亮变形(sinα±cosα)²=1±2sinαcosα、(sinα+cosα)²+(sinα-cosα)²=2、(sinα-cosα)²=(sinα+cosα)²-4sinαcosα、例9四选项与解析A正确(-12/25)/B错误(sinθ-cosθ=7/5)全部吻合。P143【易错】红头、例9 C错(tanθ=-4/3)/D对(37/125)答案AD、方法技巧2条各3情形（y=x、y=-x上及上下半平面）与图①图②单位圆绿/蓝区域标注描述吻合、[5]化简原则+3方法、例10(1)=1 (2)解法一/二均=-2/sinα、[6]无条件恒等式前2方法吻合。P144 3)化异为同/4)变更命题(a/b=c/d⇔ad=bc)/5)比较法、例11证法一/二/三（差法=0）、条件恒等式3方法、例12解链tan²β=½(tan²α-1)→sin²β=2sin²α-1、5.3知识图谱公式二～六共14式+竖排『奇变偶不变符号看象限』吻合。P145六行诱导公式表（公式一含k∈Z注）、口诀3条理解、举例cos(5π/2+α)=-sinα及手写注、深度剖析说明3条、公式作用5条（一～六）、[1]给角求值4框流程图（公式三或一/一/二或四）吻合。P146例1三值-√3/2、1、√3/2+红批（和差是否π/2整数倍）、互余互补5对角、例2(1) sin(α-75°)=-2√2/3→-4√2/3 (2) m=16 n=½→2/5+口诀『奇π当π看偶π当0看』、给值求角4条（sin/cos/tan三族角通解）、例3题干吻合。P147例3方程组①sinα=√2sinβ ②√3cosα=√2cosβ→sin²α=½→(π/4,π/6)与(3π/4,5π/6)、温馨提示、[2]化简原则（负化正大化小化到锐角算终了）、例4(1)=1 (2)=½（sin4π-α=-sinα、cos9π/2+α=-sinα、sin11π/2+α=-cosα等符号逐项核对）、[3]4证明方法、例5=-tanα吻合。P148条件恒等式2方法、例6(1) tan(α+8π/7)=a→(a+3)/(a+1)含红【指点迷津】(2) α+β=2kπ+π/2→tan(2α+β)+tanβ=0、[4]△ABC 5条结论（sin(A+B)=sinC、cos=-cosC、tan=-tanC、半角2条）、例7 cosC=cosB→B=C等腰选C吻合。P149 5.4知识图谱（余弦/正弦/正切三图+性质清单+五点法小图）、[1]正弦一周期图+平移2π得全图、[2]五关键点(0,0)(π/2,1)(π,0)(3π/2,-1)(2π,0)、温馨提示2条、深度剖析3条（交点3+最值2、平滑曲线、陡/缓）吻合。P150余弦图（左移π/2）与由来y=cosx=sin(x+π/2)、[4]周期函数定义f(x+T)=f(x)+红批（T<0右移T>0左移|T|）、最小正周期定义、正弦余弦周期2kπ最小正周期2π、A sin(ωx+φ)的T=2π/ω及证明段、余弦五点(0,1)(π/2,0)(π,-1)(3π/2,0)(2π,1)、周期性理解4条、f(x)=c无最小正周期、正余弦周期来源2条吻合。P151正弦/余弦8行性质表两列逐格（单调区间[-π/2+2kπ,π/2+2kπ]/[π/2+2kπ,3π/2+2kπ]与[-π+2kπ,2kπ]/[2kπ,π+2kπ]、最值点、对称轴x=π/2+kπ与x=kπ、对称中心(kπ,0)与(π/2+kπ,0)、周期2π）、ω符号T=2π/|ω|、深度剖析4条（半周期/四分之一周期/过最值点/单调区间占半周期）、正切7行表（域x≠kπ+π/2、值域R、周期π、奇、增(kπ-π/2,kπ+π/2)、中心(kπ/2,0)无对称轴）、注意点3条（无减区间、不能闭区间/不能说全域增、渐近线x=π/2+kπ不相交）、拓展T=π/|ω|吻合。P152例（多选）tan2x四选项（B域{kπ+π/4}错、A奇对、C(-π/4,π/4)增对、D中心(kπ/4,0)对）答案ACD、三点两线（(-π/4,-1)(0,0)(π/4,1)与x=±π/2虚线、平移π得全域图）、[1]解不等式5步骤+红批『尽量在某个周期内』+特别地sin(ωx+φ)≥a代换、例1 sin(2x+π/3)≥½（图：弓形绿阴影、交点竖直虚线）吻合。P153解集{x|-π/12+kπ≤x≤π/4+kπ}、[2]3求法（定义/公式T=2π/|ω|与π/|ω|、|A sin(ωx+φ)|最小正周期π/|ω|/图象）、例2(1) T=4,4,8,8排除CD、x=2时sin(π/2×2)=0非最值排除A选B含红【另解】(2) 2tan(x/2+π/4) T=π/(1/2)=2π (3) y=|cosx|图（拱形、x轴±π/2,±3π/2触0）答案π、抽象函数周期4条（f(a+x)=f(b+x)→|b-a|、-f→2|b-a|、双轴→2|b-a|、双中心A(a,0)B(b,0)→接下页）吻合。P154 5)轴+中心→4|a-b|、6)①-⑥（f(x+m)=-f(x)、±1/f(x)、(f+1)/(f-1)、(1-f)/(1+f)、f(x-m)）→2m为周期、例3(1) f(x+4)=f(2-(x+2))=f(-x)=f(x)周期4含红批（x∈[-2,2]图象左移4个单位）(2) x+4∈[-2,2]→f(x)=-(x+4)²+1=-x²-8x-15、方法技巧、[3]求单调区间2条+注意（ω<0诱导转正、A<0相反）、例4(1) 2kπ≤2x-π/4≤π+2kπ→[π/8+kπ,5π/8+kπ] (2) y=-(1/3)sin(x-π/6)、π/2+2kπ≤x-π/6≤3π/2+2kπ→[2π/3+2kπ,5π/3+2kπ]∩[0,π]=[2π/3,π]含红批吻合。全片：无整块漏转（稿中每行均见于对应页图）、无编造（稿中无页图不存在的内容，红批共10处全部如实转写）；本页段无⇌/⇔及物理化学单位，仅度数/弧度制与k∈Z、上下标，抽查均无误。"
