subject,pdf_rel,pages,reason
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,81,"p81 例11(3) 解析有实质错误：页面原文（2倍放大核实）为'当−1≤c<0时，y=−1/x+1 在(−∞,c)上单调递增，则 1<−1/x+1<−1/c+1'；转写稿（range_0071_0084.jsonl 第11行 page=8"
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,"99,100,101",p99 例2 多处指数误读：(2) 页面 4a^(2/3)b^(-1/3)÷(-2/3 a^(-1/3)b^(-1/3)) 稿写 4a^(1/3)…a^(-1/6)b^(-1/2)（解析(2)分数 a^(2/3)/a^(-1/3) 也写成 
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,117,p216 ⑫共振现象的研究（整页重读核实）：稿写「A的摆球质量大于其他摆球的长度」，页图为「A的摆球质量大于其他摆球的**质量**」——单字误转（质量→长度，句子失去意义，属可核对的内容错误，缺陷局部）。同页其余公式全对：sinθ=θ=x/
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,118,漏整块（整页图重读两遍核实）：p218 右栏「②图像分析行」与「应用框」之间，页面有「③定量计算」块——原文「据振子做位移x=A sin(ωt+φ)、t₁=0时φ=0（π舍去）、A/2=A sin(2π/T·t₀)、则t_OB=T/12、t
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,119,控制字符损坏3处（脚本按字节核实，\x07 顶替命令首字母）：① p219 1.等效摆长2) 稿写「l\sin\x07lpha」与「T=2π√(l\sin\x07lpha/g)」，应为 l sinα 与 T=2π√(l sinα/g)（α丢
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,121,确认反写1处（整页重读核实）：p224 ⑲说明第1条，稿写「振动图像描述的是介质中**各个质点**在**某一时刻**离开平衡位置的位移，而波动图像描述的是介质中**某一质点**在**各个时刻**离开平衡位置的位移」，页图恰相反（振动图像=某
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,124,例5 图1/图2 描述与同页文字矛盾（整页重读核实）：页面信息提取【2】与解法二均明写「t=0时，P处于波峰，Q处于平衡位置且向上振动」，故图1（P）应为余弦（t=0波峰）、图2（Q）应为正弦（t=0过零向上、t=2s波峰）；稿却把图1描述
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,126,控制字符损坏2处（脚本按字节核实）：知识图谱①光的反射下注「反射角等于入射角」后公式稿写「\x08eta=\x07lpha」，应为「β=α」（β、α两命令首字母均被0x08/0x07顶替，公式不可渲染）。其余全页核过且正确：反射/折射表光路
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,130,实质缺陷2类：(1) 串页重复——第130页稿自「②在光学元件的表面镀一层特定厚度的膜增加光的透射或反射」起（含增透膜/增反膜表、6 增透膜和增反膜厚度的确定、3 实验：用双缝干涉测量光的波长、4 光的衍射、9/10/11、知识拓展 生活中
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,153,漏块：p287（153页左半）整框 知识拓展｜对通电自感和断电自感的三点理解 在稿中完全缺失。该框含3条独立结论：1.通电时线圈产生的自感电动势阻碍电流的增大且与原电流方向相反；2.断电时线圈产生的自感电动势与原来线圈中的电流方向相同，且在
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,173,"p0173右页（书328页，章首页）热平衡示意图：页图为隔板K分隔的两容器A(p_A,T_A)、B(p_B,T_B)，图下方仅有「T_A=T_B」「表征共同的热学性质的物理量叫温度」「T=t+273.15K」，页面上不存在p₀、T₀符号；稿"
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,177,p0177左页（书335页）顶部漏块：页图首行为「p₀下，b管上的刻度可以直接读出环境温度。则在p₁下（ ）」，前页条目176止于「在标准大气压（接下页）」，而本条目直接以「则在p₁下（ ）」开头，「p₀下，b管上的刻度可以直接读出环境温度
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,19,书页第19页漏1个边注盒：左页「3.自由落体运动公式③…5)连续相等的时间内的位移之差Δh=gT²」下方、右栏频闪照片左侧，有标号「③ 对自由落体运动公式的说明」的便签盒，内容「初速度为零的匀加速直线运动的公式对自由落体运动都适用。」，整页
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,37,漏整块：p37中栏「例4」（30°光滑斜面上m、m、2m、2m四木块，两m间轻绳相连、木块间最大静摩擦力f_m，求拉力F最大值）在稿中完全缺失——题干、木块图、选项A-D、信息提取【1】木块与斜面无摩擦、【2】a=(F+6mg sin30°
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,38,漏块：p38左栏天平图下方小注「▲将Q下面的线剪断后(m_?>m_?)，P加速下降，失重；Q加速上升，超重。P的质量大，失重'失'得多；Q的质量小，超重'超'得少，系统失重。」（约1行多）在稿中完全缺失——稿从「2.从加速度角度判断」+红字
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,"44,45",系统性字符损坏（python json.loads后逐页扫描控制字符确认，共7处）：p44三处——\varphi变0x0B(VT)+arphi两处（斜面约束表第2行tanφ=gt/v₀、α=θ−φ）、\alpha变0x07(BEL)+lph
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,47,1处字符损坏：知识图谱F_n=ma_n=mv²/r=mω²r=mr(2π/T)²式中\right变0x0D(CR)+right（python控制字符扫描确认），公式不可渲染。除该处外逐条核对：知识图谱4式、1.圆周运动定义、线速度3条（物理
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,"49,50,51",系统性字符损坏+2处符号错误：p49五处——\begin变0x08(BS)+egin三处（模型表第2/4/5行公式组F_T cosθ=mg等）、\right变0x0D+right两处（圆锥摆F_T=(2π/T)²l·…与周期T=2π√(h/
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,"53,54,55,56",系统性字符损坏+3处误读：p53八处——\rho变0x0D(CR)+ho五处（估量表M=ρ·4/3πR³两行、ρ=3πr³/GT²R³、ρ≈行、ρ=3g/4πGR行）、\alpha变0x07(BEL)+lpha两处（例5 mg sinα=m
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,71,无大块漏块：知识图谱、1电荷（e=1.60×10⁻¹⁹ C、电子比荷e/m_e=1.76×10¹¹ C/kg）、2静电感应、①-⑥、知识拓展电中性/电中和、3三种起电方式表（产生条件/现象/原因/实质×3列）、7、8（(Q1+Q2)/2、(
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,73,正文与公式全对：比较表五行、平衡总述与(1)(2)、图1/3/5/7/10平衡方程（m_A g=kq_Aq_B/L²、k₀x=kq²/l²+kq²/4l²、m_A g tanθ=kq_Aq_B/L²、m_B g tanθ=kq_Aq_B/d
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,78,正文必备知识清单（1-4、示例图甲乙、①两小条、②、W_AB=E_pA-E_pB=-ΔE_p、指点迷津减少量增量）与知识图谱主公式（W=Flcosθ、W_电=qU_AB、W_电+W_其他=ΔE_k、φ=E_p/q、U_AB=W_AB/q=φ
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,81,正文整体齐全且一致：例1续选项C/D、解析（E₁=U_ca/l_ca=2 V/cm、E₂=U_cb/l_cb=1.5 V/cm、E=2.5 V/cm、φ_O=1 V、三点电势能-10/-17/-26 eV、W=9 eV、答案AB）、知识拓展
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,86,左页知识导图「电流表的内外、外接法」表错误：页图误差来源行为内接法=电流表分压、外接法=电压表分流，稿子把两个标签写反（内接法U_A=U_x+U_V（电压表分压）、外接法I_V=I_x+I_A（电流表分流）），且两式下标顺序疑似误读（物理上
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,9,p9 索引（书内页码3/4）逐条独立清点（方法技巧续141条+情境分析25条+必做实验24条）：稿中『方法技巧（续）』整体漏掉页码 134-187 的连续 26 条（自『应用对称性计算非点电荷间的作用力 134』至『非匀强磁场中磁通量的变化
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,94,左页知识导图「电功、电热、电功率」框：稿作「⑤电热：电流通过导体时所产生的热量Q=UIt（本箱相同）」，页图对应行疑似为「电流所做的功W=UIt（本箱相同）」（隶属④电功项），页面无「⑤电热Q=UIt」行，疑似误读/编造（且电热应为I²Rt
PHYSICS,2027版高中《53知识清单》彩色版（物理）/2027高中知识清单物理.pdf,98,例5图注与页图不符：页图为单一串联回路（电源在a、b间，a—L₁—d—L₂—c—R—S—b），L₁在a、d之间（稿作「L₁在b、c间」错），变阻器R与L₂串联（稿作「R与L₂并联」错），S在b与R之间的下排（稿作「S在a、b间」不准）；该判
