rel_path,subject,decision,rule,reason
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/分层训练/专题六 数列/6.4数列求和/训练册PDF/6.4　数列求和.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/分层训练/专题六 数列/6.5数列的综合与创新/训练册PDF/6.5　数列的综合与创新.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/分层训练/专题六 数列/一年创新•风向练/训练册PDF/一年创新风向练.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/分层训练/专题六 数列/培优8 数列中的奇偶项问题/训练册PDF/培优8　数列中的奇偶项问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/分层训练/专题六 数列/培优9  衍生数列问题/训练册PDF/培优9　衍生数列问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/分层训练/专题四 三角函数与解三角形/4.1三角函数的概念、诱导公式、三角恒等变换/训练册PDF/4.1　三角函数的概念、诱导公式、三角恒等变换.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/分层训练/专题四 三角函数与解三角形/4.2三角函数的图象与性质/训练册PDF/4.2　三角函数的图象与性质.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/分层训练/专题四 三角函数与解三角形/4.3解三角形/训练册PDF/4.3　解三角形.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/分层训练/专题四 三角函数与解三角形/一年创新•风向练/训练册PDF/一年创新风向练.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/分层训练/专题四 三角函数与解三角形/培优6 三角函数中ω的范围范围/训练册PDF/培优6　三角函数中ω的范围问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/分层训练/专题四 三角函数与解三角形/培优7 解三角形中的最值和范围问题/训练册PDF/培优7　解三角形中的最值和范围问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题一 集合、常用逻辑用语与不等式/题型透析/讲解册PDF/专题一 集合、常用逻辑用语与不等式.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题七  立体几何与空间向量/培优10  球的切、接问题/讲解册PDF/培优10　球的切、接问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题七  立体几何与空间向量/培优11 空间几何体的截面与交线问题/讲解册PDF/培优11　空间几何体的截面与交线问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题七  立体几何与空间向量/培优12 空间几何体的动态和探索问题/讲解册PDF/培优12　空间几何体的动态和探索问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题七  立体几何与空间向量/题型透析/讲解册PDF/专题七　立体几何与空间向量.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题三 导数及其应用/培优1  三次函数的性质研究/讲解册PDF/培优1　三次函数性质综合.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题三 导数及其应用/培优2 隐零点问题/讲解册PDF/培优2　隐零点问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题三 导数及其应用/培优3恒成立和能成立求参问题/讲解册PDF/培优3　恒成立和能成立求参问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题三 导数及其应用/培优4导数中的双变量问题/讲解册PDF/培优4　导数中的双变量问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题三 导数及其应用/培优5 极值点偏移问题/讲解册PDF/培优5　极值点偏移问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题三 导数及其应用/题型透析/讲解册PDF/专题三　导数及其应用.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题九 计数原理、概率与统计/培优18 概率与函数综合/讲解册PDF/培优18　概率与函数综合.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题九 计数原理、概率与统计/培优19 概率与数列综合/讲解册PDF/培优19　概率与数列综合.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题九 计数原理、概率与统计/题型透析/讲解册PDF/专题九　计数原理、概率与统计.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题二 函数及其性质/题型透析/讲解册PDF/专题二 函数及其性质.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题五 平面向量与复数/题型透析/讲解册PDF/专题五　平面向量与复数.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题八 平面解析几何/培优13 圆锥曲线中的弦长与面积问题/讲解册PDF/培优13　圆锥曲线中的弦长与面积问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题八 平面解析几何/培优14 圆锥曲线中的最值和范围问题/讲解册PDF/培优14　圆锥曲线中的最值或范围问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题八 平面解析几何/培优15 圆锥曲线中的定点、定值和定线问题/讲解册PDF/培优15　圆锥曲线中的定点、定值和定线问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题八 平面解析几何/培优16 圆锥曲线中的角度问题/讲解册PDF/培优16　圆锥曲线中的角度问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题八 平面解析几何/培优17 圆锥曲线中的非对称问题/讲解册PDF/培优17　圆锥曲线中的非对称问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题八 平面解析几何/题型透析/讲解册PDF/专题八　平面解析几何.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题六 数列/培优8 数列中的奇偶项问题/讲解册PDF/培优8　数列中的奇偶项问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题六 数列/培优9  衍生数列问题/讲解册PDF/培优9　衍生数列问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题六 数列/题型透析/讲解册PDF/专题六　数列.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题四 三角函数与解三角形/培优6 三角函数中ω的范围范围/讲解册PDF/培优6　三角函数中ω的范围问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题四 三角函数与解三角形/培优7 解三角形中的最值和范围问题/讲解册PDF/培优7　解三角形中的最值和范围问题.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/重难突破/专题四 三角函数与解三角形/题型透析/讲解册PDF/专题四　三角函数与解三角形.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/四、高考试卷分期推送/第一期：2024-2025高考试卷推送/2024年答案/高考真题卷/2024年答案.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/四、高考试卷分期推送/第一期：2024-2025高考试卷推送/2024年试卷/高考真题卷/2024年试卷.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/四、高考试卷分期推送/第一期：2024-2025高考试卷推送/2025年答案/高考真题卷/2025年答案.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.数学.新高考版.高三.全一册_学生用书全一册/四、高考试卷分期推送/第一期：2024-2025高考试卷推送/2025年试卷/高考真题卷/2025年试卷.pdf,MATH,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/专题一  直线运动/专题PDF/01：专题一  PDF.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/专题七  动量守恒定律/专题PDF/07：专题七  PDF.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/专题三  牛顿运动定律/专题PDF/03：专题三  PDF.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/专题九  静电场/专题PDF/09：专题九  PDF.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/专题二  相互作用/专题PDF/02：专题二  PDF.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/专题五  万有引力与宇宙航行/专题PDF/05：专题五  PDF.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/专题八  机械振动  机械波/专题PDF/08：专题八  PDF.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/专题六  机械能守恒定律/专题PDF/06：专题六  PDF.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/专题十  恒定电流/专题PDF/10：专题十  PDF.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/专题十一  磁场/专题PDF/11：专题十一  PDF.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/专题十三  交变电流/专题PDF/13：专题十三  PDF.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/专题十二  电磁感应/专题PDF/12：专题十二  PDF.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/专题十五  热学/专题PDF/15：专题十五  PDF.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/专题十六  近代物理初步/专题PDF/16：专题十六  PDF.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/专题十四  光/专题PDF/14：专题十四  PDF.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/一、本书配套电子教参/专题四  曲线运动/专题PDF/04：专题四  PDF.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/1.教考衔接（100%原创题）/原创题加练1  必修第一册/提分资料包/必修第一册.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/1.教考衔接（100%原创题）/原创题加练1  必修第一册/提分资料包/教考衔接答案.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/1.教考衔接（100%原创题）/原创题加练2  必修第二册/提分资料包/必修第二册.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/1.教考衔接（100%原创题）/原创题加练2  必修第二册/提分资料包/教考衔接答案.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/1.教考衔接（100%原创题）/原创题加练3  必修第三册/提分资料包/必修第三册.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/1.教考衔接（100%原创题）/原创题加练3  必修第三册/提分资料包/教考衔接答案.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/1.教考衔接（100%原创题）/原创题加练4  选择性必修第一册/提分资料包/教考衔接答案.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/1.教考衔接（100%原创题）/原创题加练4  选择性必修第一册/提分资料包/选择性必修第一册.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/1.教考衔接（100%原创题）/原创题加练5  选择性必修第二册/提分资料包/教考衔接答案.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/1.教考衔接（100%原创题）/原创题加练5  选择性必修第二册/提分资料包/选择性必修第二册.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/1.教考衔接（100%原创题）/原创题加练6  选择性必修第三册/提分资料包/教考衔接答案.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/1.教考衔接（100%原创题）/原创题加练6  选择性必修第三册/提分资料包/选择性必修第三册.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/2.思维方法微专题：物理培优加餐/提分加练1  匀变速直线运动中的逆向思维/提分资料包/提分加练1　匀变速直线运动中的逆向思维.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/2.思维方法微专题：物理培优加餐/提分加练10  转换法/提分资料包/提分加练10　转换法.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/2.思维方法微专题：物理培优加餐/提分加练11  假设法/提分资料包/提分加练11　假设法.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/2.思维方法微专题：物理培优加餐/提分加练12  图像法/提分资料包/提分加练12　图像法.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/2.思维方法微专题：物理培优加餐/提分加练13  磁场中的动态圆模型/提分资料包/提分加练13　磁场中的动态圆模型.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/2.思维方法微专题：物理培优加餐/提分加练14  理想模型与比值定义法/提分资料包/提分加练14　理想模型与比值定义法.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/2.思维方法微专题：物理培优加餐/提分加练15  控制变量法/提分资料包/提分加练15　控制变量法.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/2.思维方法微专题：物理培优加餐/提分加练16  等效替代法/提分资料包/提分加练16　等效替代法.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/2.思维方法微专题：物理培优加餐/提分加练17  解析式法/提分资料包/提分加练17　解析式法.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/2.思维方法微专题：物理培优加餐/提分加练18  三角函数法/提分资料包/提分加练18　三角函数法.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/2.思维方法微专题：物理培优加餐/提分加练19  基本不等式法/提分资料包/提分加练19　基本不等式法.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/2.思维方法微专题：物理培优加餐/提分加练2  斜上抛运动中的逆向思维/提分资料包/提分加练2　斜上抛运动中的逆向思维.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/2.思维方法微专题：物理培优加餐/提分加练20  类比法/提分资料包/提分加练20　类比法.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
27版五三/53模拟B版（2027版）/2027版.5·3B版.新教材.物理.新高考版.高三.全一册_学生用书全一册/五、53提分资料包/2.思维方法微专题：物理培优加餐/提分加练21  归纳递推法/提分资料包/提分加练21　归纳递推法.pdf,PHYSICS,TRANSCRIBE_LATER,wusan-b-topic,B版专题 PDF，另一本书，知识+题混合
