subject,pdf_rel,page,span,status,page_kind,plan,chars,formulas,figs,numbered,uncertainties,truncated,items_min,verdict,gate,note
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,245,0239_0252,done,表格式,审计-全,1334,13,4,41,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,246,0239_0252,done,图密集,审计-全,1887,45,3,8,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,247,0239_0252,done,公式密排,审计-全,1711,48,2,4,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,248,0239_0252,done,公式密排,审计-全,1890,51,4,6,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,249,0239_0252,done,表格式,审计-全,1604,27,4,3,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,250,0239_0252,done,叙述,审计-轻,1205,19,1,6,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,251,0239_0252,done,叙述,审计-轻,1649,28,2,23,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,252,0239_0252,done,公式密排,审计-全,2151,75,4,2,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,253,0253_0266,done,图密集,审计-全,1386,0,11,2,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,254,0253_0266,done,表格式,审计-全,1979,0,7,3,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,255,0253_0266,done,叙述,重转-全协议,1666,41,0,18,0,,19,RETRANSCRIBE,fail,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,256,0253_0266,done,公式密排,审计-全,1381,39,3,5,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,257,0253_0266,done,图密集,审计-全,2698,58,8,7,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,258,0253_0266,done,图密集,审计-全,1623,37,6,4,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,259,0253_0266,done,公式密排,审计-全,2042,61,1,2,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,260,0253_0266,done,公式密排,审计-全,1852,48,3,2,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,261,0253_0266,done,公式密排,审计-全,2180,77,3,8,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,262,0253_0266,done,公式密排,审计-全,1726,56,1,7,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,263,0253_0266,done,图密集,审计-全,1832,38,4,0,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,264,0253_0266,done,叙述,审计-轻,1412,30,1,8,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,265,0253_0266,done,图密集,重转-全协议,1623,0,7,15,0,,21,RETRANSCRIBE,fail,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,266,0253_0266,done,表格式,审计-全,1384,0,9,5,0,,19,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,267,0267_0280,done,公式密排,审计-全,1612,58,10,11,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,268,0267_0280,done,公式密排,审计-全,1997,110,5,5,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,269,0267_0280,done,公式密排,审计-全,1897,96,3,8,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,270,0267_0280,done,公式密排,审计-全,2576,135,2,10,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,271,0267_0280,done,公式密排,审计-全,1992,72,3,29,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,272,0267_0280,done,公式密排,审计-全,2590,93,5,12,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,273,0267_0280,done,公式密排,审计-全,1927,86,2,11,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,274,0267_0280,done,公式密排,审计-全,2106,120,3,5,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,275,0267_0280,done,公式密排,审计-全,1973,104,3,7,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,276,0267_0280,done,公式密排,审计-全,1661,84,3,0,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,277,0267_0280,done,公式密排,审计-全,1985,58,4,11,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,278,0267_0280,done,公式密排,审计-全,1683,44,4,22,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,279,0267_0280,done,公式密排,审计-全,1585,46,3,22,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,280,0267_0280,done,公式密排,审计-全,1931,65,5,11,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,281,0281_0294,done,公式密排,审计-全,1900,90,3,13,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,282,0281_0294,done,公式密排,审计-全,2396,110,5,5,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,283,0281_0294,done,公式密排,审计-全,2036,69,2,13,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,284,0281_0294,done,公式密排,审计-全,2546,153,4,4,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,285,0281_0294,done,公式密排,审计-全,2381,123,4,2,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,286,0281_0294,done,公式密排,审计-全,1935,94,4,4,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,287,0281_0294,done,公式密排,审计-全,2060,82,3,17,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,288,0281_0294,done,公式密排,审计-全,2088,96,2,5,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,289,0281_0294,done,公式密排,审计-全,1888,96,3,7,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,290,0281_0294,done,公式密排,审计-全,2337,107,2,3,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,291,0281_0294,done,公式密排,审计-全,2194,100,1,9,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,292,0281_0294,done,公式密排,审计-全,2130,84,1,10,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,293,0281_0294,done,叙述,审计-轻,1213,26,2,22,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,294,0281_0294,done,叙述,审计-轻,1434,10,1,4,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,295,0295_0308,done,表格式,审计-全,1251,0,1,19,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,296,0295_0308,done,表格式,审计-全,1830,27,1,18,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,297,0295_0308,done,叙述,审计-轻,1746,40,0,15,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,298,0295_0308,done,表格式,审计-全,1525,29,0,1,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,299,0295_0308,done,叙述,审计-轻,1472,14,1,22,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,300,0295_0308,done,表格式,审计-全,1452,13,2,21,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,301,0295_0308,done,表格式,重转-全协议,1590,20,1,13,0,,23,RETRANSCRIBE,fail,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,302,0295_0308,done,叙述,审计-轻,1913,38,1,23,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,303,0295_0308,done,公式密排,审计-全,1968,69,0,11,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,304,0295_0308,done,表格式,审计-全,2001,41,0,7,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,305,0295_0308,done,叙述,审计-轻,1601,8,1,11,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,306,0295_0308,done,表格式,审计-全,1797,40,1,9,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,307,0295_0308,done,公式密排,审计-全,1496,58,7,4,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,308,0295_0308,done,表格式,审计-全,1296,25,1,13,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,309,0309_0322,done,表格式,审计-全,1443,0,7,19,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,310,0309_0322,done,表格式,审计-全,1617,0,0,10,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,311,0309_0322,done,叙述,审计-轻,1438,0,1,13,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,312,0309_0322,done,表格式,审计-全,1286,0,3,9,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,313,0309_0322,done,叙述,审计-轻,1543,0,2,6,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,314,0309_0322,done,叙述,审计-轻,1344,0,0,5,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,315,0309_0322,done,叙述,审计-轻,1187,0,1,17,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,316,0309_0322,done,表格式,审计-全,1500,0,0,7,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,317,0309_0322,done,表格式,审计-全,1378,0,1,19,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,318,0309_0322,done,表格式,审计-全,1271,0,0,14,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,319,0309_0322,done,表格式,重转-全协议,1129,0,0,10,0,,10,RETRANSCRIBE,fail,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,320,0309_0322,done,表格式,审计-全,1586,0,1,7,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,321,0309_0322,done,表格式,审计-全,1395,0,1,7,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,322,0309_0322,done,叙述,重转-全协议,1216,0,1,7,0,,7,RETRANSCRIBE,fail,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,323,0323_0336,done,表格式,审计-全,4427,108,5,18,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,324,0323_0336,done,公式密排,审计-全,3330,88,3,15,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,325,0323_0336,done,表格式,审计-全,3796,91,1,32,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,326,0323_0336,done,公式密排,审计-全,3950,124,3,36,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,327,0323_0336,done,公式密排,审计-全,3160,91,1,17,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,328,0323_0336,done,公式密排,审计-全,3879,109,2,10,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,329,0323_0336,done,公式密排,审计-全,3964,137,3,4,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,330,0323_0336,done,公式密排,审计-全,2755,94,2,13,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,331,0323_0336,done,表格式,审计-全,3946,92,3,5,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,332,0323_0336,done,公式密排,审计-全,2951,103,3,3,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,333,0323_0336,done,表格式,审计-全,3299,75,0,9,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,334,0323_0336,done,公式密排,审计-全,2901,96,1,14,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,335,0323_0336,done,公式密排,审计-全,2310,112,2,21,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,336,0323_0336,done,公式密排,审计-全,3163,122,6,14,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,337,0337_0350,done,公式密排,审计-全,3229,87,2,19,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,338,0337_0350,done,公式密排,审计-全,3004,93,3,8,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,339,0337_0350,done,公式密排,审计-全,2453,62,2,7,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,340,0337_0350,done,公式密排,审计-全,3514,134,2,4,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,341,0337_0350,done,公式密排,审计-全,3452,112,2,6,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,342,0337_0350,done,公式密排,审计-全,2767,105,3,6,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,343,0337_0350,done,公式密排,重转-全协议,2932,123,2,15,0,,18,RETRANSCRIBE,fail,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,344,0337_0350,done,公式密排,审计-全,3326,159,2,7,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,345,0337_0350,done,公式密排,审计-全,2571,135,5,9,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,346,0337_0350,done,公式密排,审计-全,3222,138,2,5,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,347,0337_0350,done,公式密排,审计-全,2830,131,4,19,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,348,0337_0350,done,公式密排,审计-全,2518,114,2,4,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,349,0337_0350,done,公式密排,审计-全,2381,91,1,2,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,350,0337_0350,done,公式密排,重转-全协议,2126,55,6,6,0,,26,RETRANSCRIBE,fail,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,351,0351_0364,done,公式密排,重转-全协议,2089,89,1,17,0,,24,RETRANSCRIBE,fail,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,352,0351_0364,done,公式密排,审计-全,2296,110,4,9,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,353,0351_0364,done,公式密排,审计-全,2361,106,4,5,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,354,0351_0364,done,公式密排,审计-全,1901,106,1,9,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,355,0351_0364,done,公式密排,审计-全,2074,88,2,15,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,356,0351_0364,done,公式密排,审计-全,1924,96,0,12,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,357,0351_0364,done,公式密排,审计-全,2618,131,1,32,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,358,0351_0364,done,公式密排,审计-全,1571,83,0,21,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,359,0351_0364,done,公式密排,审计-全,1797,79,1,16,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,360,0351_0364,done,公式密排,审计-全,1702,76,0,11,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,361,0351_0364,done,公式密排,审计-全,2073,73,0,13,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,362,0351_0364,done,公式密排,审计-全,1701,76,0,7,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,363,0351_0364,done,公式密排,审计-全,2007,80,0,19,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,364,0351_0364,done,公式密排,审计-全,2031,109,1,23,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,365,0365_0378,done,公式密排,审计-全,2061,112,4,12,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,366,0365_0378,done,公式密排,审计-全,2481,148,5,24,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,367,0365_0378,done,公式密排,审计-全,1847,69,2,4,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,368,0365_0378,done,公式密排,审计-全,1856,70,2,5,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,369,0365_0378,done,公式密排,审计-全,1488,47,0,8,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,370,0365_0378,done,公式密排,审计-全,1548,64,3,15,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,371,0365_0378,done,公式密排,重转-全协议,3885,120,0,15,0,,27,RETRANSCRIBE,fail,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,372,0365_0378,done,公式密排,审计-全,1587,52,0,6,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,373,0365_0378,done,公式密排,审计-全,1599,64,3,16,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,374,0365_0378,done,公式密排,审计-全,1550,43,7,5,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,375,0365_0378,done,表格式,审计-全,1167,29,5,7,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,376,0365_0378,done,公式密排,审计-全,1975,91,0,11,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,377,0365_0378,done,公式密排,审计-全,2049,93,0,4,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,378,0365_0378,done,公式密排,重转-全协议,2375,96,1,5,0,,,ACCEPT,fail,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,379,0379_0392,done,表格式,审计-全,1844,35,2,9,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,380,0379_0392,done,表格式,审计-全,1796,41,1,13,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,381,0379_0392,done,公式密排,审计-全,1918,48,1,14,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,382,0379_0392,done,公式密排,审计-全,1572,47,1,3,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,383,0379_0392,done,公式密排,审计-全,1864,47,0,34,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,384,0379_0392,done,公式密排,审计-全,1967,50,2,7,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,385,0379_0392,done,表格式,审计-全,1586,23,1,3,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,386,0379_0392,done,表格式,审计-全,1728,26,4,12,0,,,ACCEPT,pass,
MATH,2027版高中《53知识清单》彩色版（数学）/【2027】53高中知识清单高中数学必修+选择性必修.pdf,387,0379_0392,done,表格式,审计-全,1543,26,1,11,0,,,ACCEPT,pass,
