subject,candidate_slug,status,target_node_slug,evidence_phrase,note
MATH,elective-b-calculus-candidate-013,NOT_COVERED,,",二元函数未设节点",
MATH,elective-b-calculus-candidate-014,NOT_COVERED,,",偏导数未设节点",
MATH,elective-b-calculus-candidate-015,NOT_COVERED,,",驻点未设节点",
MATH,elective-b-calculus-candidate-016,NOT_COVERED,,",等高线法未设节点",
MATH,elective-b-calculus-candidate-017,NOT_COVERED,,",二元二次函数最值未设节点",
MATH,elective-b-space-vector-algebra-candidate-001,COVERED,空间向量的线性运算,"通过几何直观,理解向量运算的几何意义",
MATH,elective-b-space-vector-algebra-candidate-002,PARTIAL,空间向量的数量积及运算律,探索并解释空间向量的内积(即数量积)与外积及其几何意义,外积未设节点
MATH,elective-b-space-vector-algebra-candidate-003,PARTIAL,空间向量的有关定理,"理解向量的投影与分解及其几何意义,并会应用",空间向量投影未单设
MATH,elective-b-space-vector-algebra-candidate-004,NOT_COVERED,,",线性相关性（B类）未设节点",
MATH,elective-b-space-vector-algebra-candidate-005,NOT_COVERED,,",向量空间/子空间（B类）未设节点",
MATH,elective-b-space-vector-algebra-candidate-006,COVERED,利用空间向量求空间距离,"会求点到直线、点到平面的距离,两条异面直线的距离,直线与平面的夹角",夹角面另见 用向量法求异面直线所成角的一般步骤/垂线法求线面角
MATH,elective-b-space-vector-algebra-candidate-007,NOT_COVERED,,",矩阵（B类）未设节点",
MATH,elective-b-space-vector-algebra-candidate-008,NOT_COVERED,,",行列式（B类）未设节点",
MATH,elective-b-space-vector-algebra-candidate-009,NOT_COVERED,,",线性方程组/高斯消元（B类）未设节点",
MATH,elective-b-space-vector-algebra-candidate-010,NOT_COVERED,,",齐次线性方程组（B类）未设节点",
MATH,elective-b-space-vector-algebra-candidate-011,NOT_COVERED,,",非齐次方程组判定（B类）未设节点",
MATH,elective-b-space-vector-algebra-candidate-012,NOT_COVERED,,",方程组解的结构（B类）未设节点",
MATH,elective-b-space-vector-algebra-candidate-013,NOT_COVERED,,",克拉默法则（B类）未设节点",
MATH,elective-b-applied-statistics-candidate-001,NOT_COVERED,,",连续型随机变量（B类）未设节点",
MATH,elective-b-applied-statistics-candidate-002,NOT_COVERED,,",连续型分布（B类）未设节点",
MATH,elective-b-applied-statistics-candidate-003,NOT_COVERED,,",连续型数字特征（B类）未设节点",
MATH,elective-b-applied-statistics-candidate-004,NOT_COVERED,,",二维随机变量（B类）未设节点",
MATH,elective-b-applied-statistics-candidate-005,NOT_COVERED,,",二维正态（B类）未设节点",
MATH,elective-b-applied-statistics-candidate-006,NOT_COVERED,,",参数估计（B类）未设节点",
MATH,elective-b-applied-statistics-candidate-007,NOT_COVERED,,",假设检验（B类）未设节点",
MATH,elective-b-applied-statistics-candidate-008,NOT_COVERED,,",均值方差检验（B类）未设节点",
MATH,elective-b-applied-statistics-candidate-009,NOT_COVERED,,",拟合优度检验（B类）未设节点",
MATH,elective-b-applied-statistics-candidate-010,NOT_COVERED,,",二维正态统计含义（B类）未设节点",
MATH,elective-b-applied-statistics-candidate-011,NOT_COVERED,,",二元线性回归（B类）未设节点",
MATH,elective-b-applied-statistics-candidate-012,NOT_COVERED,,",二元回归应用（B类）未设节点",
MATH,elective-b-applied-statistics-candidate-013,NOT_COVERED,,",聚类分析未设节点",
MATH,elective-b-applied-statistics-candidate-014,NOT_COVERED,,",聚类方法未设节点",
MATH,elective-b-applied-statistics-candidate-015,NOT_COVERED,,",正交设计未设节点",
MATH,elective-b-applied-statistics-candidate-016,NOT_COVERED,,",正交表实验设计未设节点",
MATH,elective-b-models-candidate-001,NOT_COVERED,,",一维线性模型未设节点",
MATH,elective-b-models-candidate-002,NOT_COVERED,,",二维线性模型未设节点",
MATH,elective-b-models-candidate-003,NOT_COVERED,,",三维线性模型/投入产出未设节点",
MATH,elective-b-models-candidate-004,PARTIAL,圆锥曲线的综合问题,"了解二次曲线模型的含义和特征,体会二次曲线模型的实际意义",建模面未单设
MATH,elective-b-models-candidate-005,COVERED,函数模型与增长速度的比较,"理解指数函数模型,感受增长率是常数的事物的单调变化",2026-09-18 第四批直抽材料闭合
MATH,elective-b-models-candidate-006,PARTIAL,三角函数的图象与性质,理解波动等周期现象可以用三角函数刻画,建模应用面未单设
MATH,elective-b-models-candidate-007,NOT_COVERED,,",参数方程未设节点",
MATH,elective-b-models-candidate-008,NOT_COVERED,,",空间参数方程未设节点",
MATH,elective-b-models-candidate-009,NOT_COVERED,,",参变数意义未设节点",
MATH,elective-c-logic-candidate-001,COVERED,充分条件与必要条件的判断,"能理解数学命题中的条件和结论,能对充分条件、必要条件、充要条件进行判断",
MATH,elective-c-logic-candidate-002,NOT_COVERED,,",逻辑三律（同一/矛盾/排中）未设节点",
MATH,elective-c-logic-candidate-003,NOT_COVERED,,",推理类型（演绎/归纳/类比）未设节点",
MATH,elective-c-logic-candidate-004,PARTIAL,数学归纳法,"认识一些常用的数学证明方法,理解这些证明方法在数学和生活中的意义",证明方法体系未单设（现仅数学归纳法）
MATH,elective-c-logic-candidate-005,NOT_COVERED,,",公理化思想未设节点",
MATH,elective-c-mathematical-models-candidate-001,NOT_COVERED,,",存款贷款模型未设节点",
MATH,elective-c-mathematical-models-candidate-002,NOT_COVERED,,",投入产出模型未设节点",
MATH,elective-c-mathematical-models-candidate-003,PARTIAL,回归分析,"建立线性回归模型或分段的线性回归模型,估计其中的参数",经济建模面未单设
MATH,elective-c-mathematical-models-candidate-004,NOT_COVERED,,",凯恩斯模型未设节点",
MATH,elective-c-mathematical-models-candidate-005,NOT_COVERED,,",生产函数/对数线性模型未设节点",
MATH,elective-c-mathematical-models-candidate-006,PARTIAL,平均数与中位数,了解加权平均、调和平均、稳健平均等评价模型的特点及适用范围,调和/稳健平均未覆盖
MATH,elective-c-mathematical-models-candidate-007,PARTIAL,指数函数及其性质,"了解为什么可以用指数增长模型刻画人口变化的规律,知道如何用模型拟合实际数据",数据拟合面未单设
MATH,elective-c-mathematical-models-candidate-008,NOT_COVERED,,",Logistic回归未设节点",
MATH,elective-c-social-survey-candidate-001,NOT_COVERED,,",社会调查未设节点",
MATH,elective-c-social-survey-candidate-002,NOT_COVERED,,",调查步骤未设节点",
MATH,elective-c-social-survey-candidate-003,NOT_COVERED,,",调查方案框架未设节点",
MATH,elective-c-social-survey-candidate-004,NOT_COVERED,,",可行性评估未设节点",
MATH,elective-c-social-survey-candidate-005,NOT_COVERED,,",问卷设计未设节点",
MATH,elective-c-social-survey-candidate-006,NOT_COVERED,,",调查方法未设节点",
MATH,elective-c-social-survey-candidate-007,NOT_COVERED,,",多阶抽样未设节点",
MATH,elective-c-social-survey-candidate-008,NOT_COVERED,,",统计图表与统计量未设节点（频数表/茎叶图/箱线图等）",
MATH,elective-c-social-survey-candidate-009,NOT_COVERED,,",多元统计分析未设节点",
MATH,elective-c-social-survey-candidate-010,NOT_COVERED,,",调查数据报告未设节点",
MATH,elective-c-social-survey-candidate-011,NOT_COVERED,,",社会调查案例未设节点",
MATH,elective-d-beauty-math-candidate-001,NOT_COVERED,,",简洁美未设节点",
MATH,elective-d-beauty-math-candidate-002,NOT_COVERED,,",对称美未设节点",
MATH,elective-d-beauty-math-candidate-003,NOT_COVERED,,",周期美未设节点",
MATH,elective-d-beauty-math-candidate-004,NOT_COVERED,,",和谐美/黄金分割/斐波那契未设节点",
MATH,elective-d-music-math-candidate-001,PARTIAL,正弦函数,"纯音可以用正弦函数来表达,音高与正弦函数的频率相关,响度与振幅相关",音物理关系面未单设
MATH,elective-d-music-math-candidate-002,PARTIAL,等比数列,十二平均律与等比数列相关,律制背景未单设
MATH,elective-d-music-math-candidate-003,NOT_COVERED,,",节拍与分数未设节点",
MATH,elective-d-music-math-candidate-004,NOT_COVERED,,",乐器中的数学未设节点",
MATH,elective-d-music-math-candidate-005,NOT_COVERED,,",乐曲中的数学未设节点",
MATH,elective-d-art-math-candidate-001,NOT_COVERED,,",绘画与数学未设节点",
MATH,elective-d-art-math-candidate-002,NOT_COVERED,,",美术作品中的数学未设节点",
MATH,elective-d-art-math-candidate-003,NOT_COVERED,,",美术与计算机未设节点",
MATH,elective-d-art-math-candidate-004,NOT_COVERED,,",美术家的数学思想未设节点",
MATH,elective-d-sports-math-candidate-001,PARTIAL,平面向量的线性运算,根据向量分解的原理指导运动员进行跳高、跳远和投掷,体育应用面未单设
MATH,elective-d-sports-math-candidate-002,NOT_COVERED,,",运动成绩数据分析未设节点",
MATH,elective-d-sports-math-candidate-003,NOT_COVERED,,",图论/运筹未设节点",
MATH,elective-d-sports-math-candidate-004,NOT_COVERED,,",体育用具设施数学未设节点",
MATH,elective-e-school-developed-candidate-001,NOT_COVERED,,",学校自主开发课程（E类）非统一知识点对象",
PHYSICS,required-physics-1-candidate-001,NOT_COVERED,,",科学史/实验背景未设节点",
PHYSICS,required-physics-1-candidate-002,COVERED,质点,"经历质点模型的建构过程,了解质点的含义",条件另见 物体看作质点的条件-物体的大小和形状对研究问题的影响可以忽略
PHYSICS,required-physics-1-candidate-003,COVERED,匀变速直线运动的规律,"理解位移、速度和加速度,能运用其解决实际问题",基本概念另见 位移/速度/加速度
PHYSICS,required-physics-1-candidate-004,COVERED,自由落体运动,"通过实验,认识自由落体运动规律",物理学史面另见 伽利略斜面实验
PHYSICS,required-physics-1-candidate-005,COVERED,力的基础概念-重力-弹力-摩擦力,"认识重力、弹力与摩擦力,通过实验,了解胡克定律",胡克定律另见 胡克定律
PHYSICS,required-physics-1-candidate-006,COVERED,共点力平衡,"通过实验,了解力的合成与分解,能用共点力的平衡条件分析生产生活中的问题",矢量和标量另见 矢量和标量
PHYSICS,required-physics-1-candidate-007,COVERED,牛顿运动三定律的基本概念和规律,"理解牛顿运动定律,能用牛顿运动定律解释生产生活中的有关现象",超重失重另见 超重/失重
PHYSICS,required-physics-1-candidate-008,COVERED,单位制,"知道国际单位制中的力学单位,了解单位制在物理学中的重要意义",
PHYSICS,required-physics-2-candidate-001,COVERED,功,"理解功和功率,了解生产生活中常见机械的功率大小及其意义",功率另见 功率
PHYSICS,required-physics-2-candidate-002,COVERED,动能定理,"理解动能和动能定理,能用动能定理解释生产生活中的有关现象",动能另见 动能
PHYSICS,required-physics-2-candidate-003,COVERED,重力势能,"理解重力势能,知道重力势能的变化与重力做功的关系",弹性势能另见 弹性势能
PHYSICS,required-physics-2-candidate-004,COVERED,机械能守恒定律,"理解机械能守恒定律,体会守恒观念对认识物理规律的重要性",
PHYSICS,required-physics-2-candidate-005,COVERED,曲线运动,"通过实验,了解曲线运动,知道物体做曲线运动的条件",处理思想另见 曲线运动的基本概念与处理思想
PHYSICS,required-physics-2-candidate-006,COVERED,平抛运动,"通过实验,探究并认识平抛运动的规律,会用运动合成与分解的方法分析平抛运动",运动合成与分解另见 运动的合成与分解
PHYSICS,required-physics-2-candidate-007,COVERED,圆周运动,"会用线速度、角速度、周期描述匀速圆周运动,能用牛顿第二定律分析匀速圆周运动的向心力",向心力/离心另见 向心力/离心现象
PHYSICS,required-physics-2-candidate-008,COVERED,万有引力定律,"通过史实,了解万有引力定律的发现过程,知道万有引力定律",
PHYSICS,required-physics-2-candidate-009,COVERED,宇宙速度,"会计算人造地球卫星的环绕速度,知道第二宇宙速度和第三宇宙速度",
PHYSICS,required-physics-2-candidate-010,NOT_COVERED,,",牛顿力学局限性未设节点",
PHYSICS,required-physics-2-candidate-011,NOT_COVERED,,",相对论时空观未设节点",
PHYSICS,required-physics-2-candidate-012,NOT_COVERED,,",宇宙起源演化未设节点",
PHYSICS,required-physics-3-candidate-001,COVERED,电荷守恒定律,能用原子结构模型和电荷守恒的知识分析静电现象,三种起电方式另见 三种起电方式
PHYSICS,required-physics-3-candidate-002,COVERED,库仑定律,"知道点电荷模型,知道两个点电荷间相互作用的规律",
PHYSICS,required-physics-3-candidate-003,COVERED,电场,"知道电场是一种物质,了解电场强度,会用电场线描述电场",电场强度/电场线另见 电场强度/电场线
PHYSICS,required-physics-3-candidate-004,COVERED,静电场的应用,了解生产生活中关于静电的利用与防护,尖端放电/屏蔽另见 尖端放电的应用与防止/静电屏蔽的应用
PHYSICS,required-physics-3-candidate-005,COVERED,电势,"知道静电场中的电荷具有电势能,了解电势能、电势和电势差的含义",带电粒子运动另见 带电粒子在电场中的运动
PHYSICS,required-physics-3-candidate-006,COVERED,电容器,"观察常见的电容器,了解电容器的电容,观察电容器的充、放电现象",电容/充放电另见 电容/电容器充放电过程
PHYSICS,required-physics-3-candidate-007,PARTIAL,必备实验仪器的原理及使用,会使用多用电表,电路元器件识别另见 电路中的基本概念
PHYSICS,required-physics-3-candidate-008,COVERED,电阻定律,"探究并了解金属导体的电阻与材料、长度和横截面积的定量关系,会测量金属丝的电阻率",电阻率另见 电阻率
PHYSICS,required-physics-3-candidate-009,NOT_COVERED,,",串并联电路电阻特点未设节点",
PHYSICS,required-physics-3-candidate-010,COVERED,闭合电路欧姆定律,"理解闭合电路欧姆定律,会测量电源的电动势和内阻",电动势/内阻另见 电动势/电源的内阻
PHYSICS,required-physics-3-candidate-011,COVERED,焦耳定律,"理解电功、电功率及焦耳定律,能用焦耳定律解释生产生活中的电热现象",电功率另见 电功率
PHYSICS,required-physics-3-candidate-012,NOT_COVERED,,",家庭电路/安全用电未设节点",
PHYSICS,required-physics-3-candidate-013,PARTIAL,磁场的基本概念和性质,"能列举磁现象在生产生活中的应用,了解我国古代在磁现象方面的研究成果",史实与现代技术面未设
PHYSICS,required-physics-3-candidate-014,COVERED,磁场,"通过实验,认识磁场,了解磁感应强度,会用磁感线描述磁场",磁感应强度另见 磁感应强度
PHYSICS,required-physics-3-candidate-015,COVERED,电磁感应现象,"通过实验,了解电磁感应现象,了解产生感应电流的条件",磁通量另见 磁通量
PHYSICS,required-physics-3-candidate-016,COVERED,电磁波,"通过实验,了解电磁波,知道电磁场的物质性",
PHYSICS,required-physics-3-candidate-017,PARTIAL,电磁波,"通过实例,了解电磁波的应用及其带来的影响",应用面未单设
PHYSICS,required-physics-3-candidate-018,COVERED,光子说,"知道光是一种电磁波,知道光的能量是不连续的",光电磁说另见 电磁说-麦克斯韦认为光是一种电磁波
PHYSICS,required-physics-3-candidate-019,COVERED,核裂变,初步了解核裂变与核聚变,核聚变另见 核聚变
PHYSICS,required-physics-3-candidate-020,COVERED,能量守恒定律,"知道不同形式的能量可互相转化,在转化过程中能量总量保持不变",方向性另见 热力学第二定律
PHYSICS,required-physics-3-candidate-021,NOT_COVERED,,",能源分类/环境影响未设节点",
PHYSICS,required-physics-3-candidate-022,NOT_COVERED,,",环境污染/可持续发展未设节点",
PHYSICS,selective-physics-1-candidate-001,COVERED,动量守恒定律,"理解冲量和动量,理解动量定理和动量守恒定律,能用其解释生产生活中的有关现象",冲量/动量定理另见 冲量/动量定理
PHYSICS,selective-physics-1-candidate-002,COVERED,弹性碰撞,"通过实验,了解弹性碰撞和非弹性碰撞的特点,定量分析一维碰撞问题",非弹性碰撞另见 非弹性碰撞
PHYSICS,selective-physics-1-candidate-003,NOT_COVERED,,",守恒方法/STS未设节点",
PHYSICS,selective-physics-1-candidate-004,COVERED,简谐运动,"通过实验,认识简谐运动的特征,能用公式和图像描述简谐运动",
PHYSICS,selective-physics-1-candidate-005,COVERED,单摆,"通过实验,探究单摆的周期与摆长的定量关系,会用单摆测量重力加速度的大小",单摆周期另见 单摆周期
PHYSICS,selective-physics-1-candidate-006,COVERED,受迫振动,"通过实验,认识受迫振动的特点,了解产生共振的条件及其应用",共振另见 共振
PHYSICS,selective-physics-1-candidate-007,COVERED,机械波,"通过观察,认识波的特征,能区别横波和纵波,理解波速、波长和频率的关系",横波/纵波/波速另见 横波/纵波/波速
PHYSICS,selective-physics-1-candidate-008,COVERED,机械波,"知道波的反射和折射现象,通过实验,了解波的干涉与衍射现象",反射/干涉/衍射另见 反射/波的干涉/波的衍射
PHYSICS,selective-physics-1-candidate-009,COVERED,多普勒效应,"通过实验,认识多普勒效应,能解释多普勒效应产生的原因",成因分析另见 多普勒效应的成因分析
PHYSICS,selective-physics-1-candidate-010,COVERED,折射率,"通过实验,理解光的折射定律,会测量材料的折射率",折射定律另见 光的反射和折射
PHYSICS,selective-physics-1-candidate-011,COVERED,全反射,"知道光的全反射现象及其产生的条件,初步了解光纤的工作原理",条件另见 条件-①光从光密介质射入光疏介质-②入射角大于或等于临界角
PHYSICS,selective-physics-1-candidate-012,COVERED,光的干涉,"观察光的干涉、衍射和偏振现象,知道光是横波,会用双缝干涉实验测量光的波长,衍射/偏振另见 光的衍射/光的偏振",双缝另见 杨氏双缝干涉
PHYSICS,selective-physics-1-candidate-013,COVERED,激光,"通过实验,了解激光的特性,能举例说明激光技术在生产生活中的应用",应用另见 应用-光纤通信-激光测距-激光武器等
PHYSICS,selective-physics-2-candidate-001,COVERED,安培力,"通过实验,认识安培力,能判断安培力的方向,会计算安培力的大小",
PHYSICS,selective-physics-2-candidate-002,COVERED,洛伦兹力,"通过实验,认识洛伦兹力,能判断洛伦兹力的方向,会计算洛伦兹力的大小",
PHYSICS,selective-physics-2-candidate-003,COVERED,带电粒子在磁场中的运动,"能用洛伦兹力分析带电粒子在匀强磁场中的圆周运动,了解带电粒子在匀强磁场中的偏转及其应用",
PHYSICS,selective-physics-2-candidate-004,COVERED,楞次定律,"探究影响感应电流方向的因素,理解楞次定律",理解另见 楞次定律的理解-阻碍-的含义
PHYSICS,selective-physics-2-candidate-005,COVERED,法拉第电磁感应定律,"通过实验,理解法拉第电磁感应定律",
PHYSICS,selective-physics-2-candidate-006,COVERED,自感,"通过实验,了解自感现象和涡流现象,能举例说明自感现象和涡流现象在生产生活中的应用",涡流另见 涡流
PHYSICS,selective-physics-2-candidate-007,COVERED,交变电流,"通过实验,认识交变电流,能用公式和图像描述正弦交变电流",正弦式另见 正弦式交变电流
PHYSICS,selective-physics-2-candidate-008,COVERED,变压器,"通过实验,探究并了解变压器原、副线圈电压与匝数的关系,知道远距离输电时通常采用高压输电的原因",输电另见 电能的输送
PHYSICS,selective-physics-2-candidate-009,NOT_COVERED,,",发电机/电动机能量转化未设节点",
PHYSICS,selective-physics-2-candidate-010,PARTIAL,电磁说-麦克斯韦认为光是一种电磁波,"初步了解麦克斯韦电磁场理论的基本思想,初步了解场的统一性与多样性",麦克斯韦理论全文未单设
PHYSICS,selective-physics-2-candidate-011,COVERED,电磁振荡,"通过实验,了解电磁振荡",变化规律另见 振荡电路过程中各物理量的变化
PHYSICS,selective-physics-2-candidate-012,PARTIAL,无线电波的发射,知道电磁波的发射、传播和接收,传播/接收面未单设
PHYSICS,selective-physics-2-candidate-013,PARTIAL,电磁波,"认识电磁波谱,知道各个波段的电磁波的名称、特征和典型应用",波谱波段未单设
PHYSICS,selective-physics-2-candidate-014,COVERED,传感器,知道非电学量转换成电学量的技术意义,
PHYSICS,selective-physics-2-candidate-015,COVERED,常见传感器的特点,"通过实验,了解常见传感器的工作原理,会利用传感器制作简单的自动控制装置",
PHYSICS,selective-physics-2-candidate-016,PARTIAL,常见传感器的特点,列举传感器在生产生活中的应用,应用面未单设
PHYSICS,selective-physics-3-candidate-001,COVERED,分子动理论,"通过实验,估测油酸分子的大小,了解分子动理论的基本观点及相关的实验证据",
PHYSICS,selective-physics-3-candidate-002,COVERED,布朗运动,"通过实验,了解扩散现象,观察并解释布朗运动",速率分布另见 分子运动速率分布图像
PHYSICS,selective-physics-3-candidate-003,COVERED,晶体,"了解固体的微观结构,知道晶体和非晶体的特点",液晶另见 液晶
PHYSICS,selective-physics-3-candidate-004,NOT_COVERED,,",材料科学未设节点",
PHYSICS,selective-physics-3-candidate-005,COVERED,表面张力,"观察液体的表面张力现象,了解表面张力产生的原因",毛细现象未单设
PHYSICS,selective-physics-3-candidate-006,COVERED,气体实验定律,"通过实验,了解气体实验定律,知道理想气体模型",理想气体另见 理想气体状态方程
PHYSICS,selective-physics-3-candidate-007,COVERED,热力学第一定律,"知道热力学第一定律,通过有关史实,了解其发现过程",
PHYSICS,selective-physics-3-candidate-008,COVERED,能量守恒定律,"理解能量守恒定律,能用能量守恒的观点解释自然现象",
PHYSICS,selective-physics-3-candidate-009,COVERED,热力学第二定律,"通过自然界中宏观过程的方向性,了解热力学第二定律",
PHYSICS,selective-physics-3-candidate-010,COVERED,原子核式结构,"了解人类探索原子及其结构的历史,知道原子的核式结构模型",氢光谱/能级另见 氢原子光谱的实验规律
PHYSICS,selective-physics-3-candidate-011,COVERED,原子核的组成-原子核是由质子和中子组成的-原子核的电荷数等于核内的质子数,"了解原子核的组成和核力的性质,能根据质量数守恒和电荷守恒写出核反应方程,核力另见 核力的特点",四种相互作用另见 四种基本相互作用
PHYSICS,selective-physics-3-candidate-012,COVERED,原子核衰变,"了解放射性和原子核衰变,知道半衰期及其统计意义",半衰期另见 半衰期
PHYSICS,selective-physics-3-candidate-013,COVERED,结合能,"认识原子核的结合能,了解核裂变反应和核聚变反应",核裂变/核聚变另见 核裂变/核聚变
PHYSICS,selective-physics-3-candidate-014,PARTIAL,近代物理学史-相关粒子的发现和实验,了解人类对物质结构的探索历程,加速器/粒子探测器面未单设
PHYSICS,selective-physics-3-candidate-015,COVERED,光电效应,"通过实验,了解光电效应现象,知道爱因斯坦光电效应方程及其意义",方程另见 光电效应方程
PHYSICS,selective-physics-3-candidate-016,COVERED,物质波,"知道实物粒子具有波动性,了解微观世界的量子化特征",
PHYSICS,elective-physics-1-candidate-001,NOT_COVERED,,",宇宙观史实未设节点",
PHYSICS,elective-physics-1-candidate-002,NOT_COVERED,,",物理学史未设节点",
PHYSICS,elective-physics-1-candidate-003,NOT_COVERED,,",近代物理学革命史未设节点",
PHYSICS,elective-physics-1-candidate-004,PARTIAL,波粒二象性,"了解波粒二象性的物理思想,体会人们对物质本性认识的不断发展",思想史面未单设
PHYSICS,elective-physics-1-candidate-005,NOT_COVERED,,",相对论/质能关系影响未设节点",
PHYSICS,elective-physics-1-candidate-006,NOT_COVERED,,",我国物理学家成果未设节点",
PHYSICS,elective-physics-1-candidate-007,NOT_COVERED,,",工业革命史未设节点",
PHYSICS,elective-physics-1-candidate-008,NOT_COVERED,,",电磁学发展史未设节点",
PHYSICS,elective-physics-1-candidate-009,NOT_COVERED,,",集成电路/微电子未设节点",
PHYSICS,elective-physics-1-candidate-010,NOT_COVERED,,",信息技术影响未设节点",
PHYSICS,elective-physics-1-candidate-011,NOT_COVERED,,",核技术应用影响未设节点",
PHYSICS,elective-physics-1-candidate-012,NOT_COVERED,,",能源实例未设节点",
PHYSICS,elective-physics-1-candidate-013,NOT_COVERED,,",微电子技术实例未设节点",
PHYSICS,elective-physics-1-candidate-014,NOT_COVERED,,",计算机/手机历程未设节点",
PHYSICS,elective-physics-1-candidate-015,PARTIAL,激光,了解激光技术和光纤通信技术在生活中的应用,光纤通信另见 应用-光纤通信-激光测距-激光武器等
PHYSICS,elective-physics-1-candidate-016,NOT_COVERED,,",航天技术影响未设节点",
PHYSICS,elective-physics-2-candidate-001,NOT_COVERED,,",B超应用未设节点",
PHYSICS,elective-physics-2-candidate-002,PARTIAL,多普勒效应,了解多普勒效应在彩超中的应用,彩超应用面未单设
PHYSICS,elective-physics-2-candidate-003,NOT_COVERED,,",X射线医学应用未设节点",
PHYSICS,elective-physics-2-candidate-004,NOT_COVERED,,",CT扫描未设节点",
PHYSICS,elective-physics-2-candidate-005,NOT_COVERED,,",射线医学防护未设节点",
PHYSICS,elective-physics-2-candidate-006,NOT_COVERED,,",新能源开发未设节点",
PHYSICS,elective-physics-2-candidate-007,NOT_COVERED,,",太阳能利用未设节点",
PHYSICS,elective-physics-2-candidate-008,PARTIAL,核裂变,"了解核裂变和核聚变,了解核能的利用及核废料的处理",核聚变/废料另见 核聚变
PHYSICS,elective-physics-2-candidate-009,NOT_COVERED,,",地热/潮汐/风能未设节点",
PHYSICS,elective-physics-2-candidate-010,NOT_COVERED,,",新材料开发未设节点",
PHYSICS,elective-physics-2-candidate-011,NOT_COVERED,,",纳米材料未设节点",
PHYSICS,elective-physics-2-candidate-012,NOT_COVERED,,",超导体未设节点",
PHYSICS,elective-physics-2-candidate-013,NOT_COVERED,,",功能材料未设节点",
PHYSICS,elective-physics-2-candidate-014,NOT_COVERED,,",信息技术贡献未设节点",
PHYSICS,elective-physics-2-candidate-015,NOT_COVERED,,",智能手机功能未设节点",
PHYSICS,elective-physics-2-candidate-016,NOT_COVERED,,",计算机部件未设节点",
PHYSICS,elective-physics-2-candidate-017,NOT_COVERED,,",卫星定位系统未设节点",
PHYSICS,elective-physics-2-candidate-018,NOT_COVERED,,",人工智能未设节点",
PHYSICS,elective-physics-3-candidate-001,NOT_COVERED,,",宏观微观描述差异未设节点",
PHYSICS,elective-physics-3-candidate-002,COVERED,物质波,"了解德布罗意物质波,知道物质的波粒二象性",
PHYSICS,elective-physics-3-candidate-003,NOT_COVERED,,",不确定性原理未设节点",
PHYSICS,elective-physics-3-candidate-004,PARTIAL,常见基本粒子及其分类,初步了解基本粒子的微观模型及其特点,微观模型面未单设
PHYSICS,elective-physics-3-candidate-005,PARTIAL,常见基本粒子及其分类,了解人类探索基本粒子的大致历程,史实面未单设
PHYSICS,elective-physics-3-candidate-006,NOT_COVERED,,",相对性原理/光速不变未设节点",
PHYSICS,elective-physics-3-candidate-007,NOT_COVERED,,",长度收缩/时间延缓未设节点",
PHYSICS,elective-physics-3-candidate-008,COVERED,质能方程-该式表明物体的能量和质量之间存在着密切的联系,知道爱因斯坦质能方程的意义,
PHYSICS,elective-physics-3-candidate-009,NOT_COVERED,,",广义相对论未设节点",
PHYSICS,elective-physics-3-candidate-010,NOT_COVERED,,",高速世界探索史未设节点",
PHYSICS,elective-physics-3-candidate-011,NOT_COVERED,,",大爆炸宇宙论未设节点",
PHYSICS,elective-physics-3-candidate-012,NOT_COVERED,,",黑洞未设节点",
PHYSICS,elective-physics-3-candidate-013,NOT_COVERED,,",暗物质/暗能量未设节点",
PHYSICS,elective-physics-3-candidate-014,NOT_COVERED,,",反物质未设节点",
PHYSICS,elective-physics-3-candidate-015,NOT_COVERED,,",宇宙论进展未设节点",
PHYSICS,elective-physics-3-candidate-016,COVERED,四种基本相互作用-引力相互作用-电磁相互作用-强相互作用和弱相互作用,了解四种基本相互作用及其特点,
PHYSICS,elective-physics-3-candidate-017,NOT_COVERED,,",相互作用统一思想未设节点",
CHEMISTRY,required-science-experiment-candidate-001,NOT_COVERED,,",课程发展史未设节点",
CHEMISTRY,required-science-experiment-candidate-002,NOT_COVERED,,",科学探究方法论未设节点",
CHEMISTRY,required-science-experiment-candidate-003,COVERED,分离提纯,"初步学会物质检验、分离、提纯和溶液配制等化学实验基础知识和基本技能,溶液配制另见 溶液的配制步骤",检验另见 物质检验
CHEMISTRY,required-science-experiment-candidate-004,NOT_COVERED,,",实验室安全规则未设节点",
CHEMISTRY,required-science-experiment-candidate-005,COVERED,溶液的配制步骤,配制一定物质的量浓度的溶液,误差分析另见 溶液的配制误差分析
CHEMISTRY,required-inorganic-substances-candidate-001,COVERED,物质的分类,"认识元素可以组成不同种类的物质,根据物质的组成和性质可以对物质进行分类",
CHEMISTRY,required-inorganic-substances-candidate-002,COVERED,氧化还原反应,"认识有化合价变化的反应是氧化还原反应,了解氧化还原反应的本质是电子的转移",
CHEMISTRY,required-inorganic-substances-candidate-003,COVERED,电离,"认识酸、碱、盐等电解质在水溶液中或熔融状态下能发生电离,离子反应另见 离子反应",检验另见 常见阳离子的检验与推断依据
CHEMISTRY,required-inorganic-substances-candidate-004,COVERED,钠,"了解钠、铁及其重要化合物的主要性质,了解这些物质在生产生活中的应用",铁另见 铁
CHEMISTRY,required-inorganic-substances-candidate-005,COVERED,氯气,"了解氯、氮、硫及其重要化合物的主要性质,认识这些物质在生产生活中的应用和对生态环境的影响,氮另见 氮气",硫另见 硫
