chunk_id,midx,node_slug,type,title,summary,applicability,content,boundary,note
1e82fabdbf-019,,溶液ph的计算,METHOD_MODEL,溶液pH的计算,单一溶液与强酸强碱混合溶液的pH计算步骤,水溶液中的离子平衡 pH计算,①单一溶液：c mol·L－1 HnA强酸溶液，c(H＋)＝nc mol·L－1，pH＝－lg nc；c mol·L－1 B(OH)n强碱溶液先求c(OH－)＝nc mol·L－1，再由c(H＋)＝Kw/c(OH－)求c(H＋)，25 ℃时pH＝14＋lg nc。②强酸与强酸混合先求混合后的c混(H＋)再求pH；强碱与强碱混合必须先求c混(OH－)，再换算成c(H＋)求pH，不能直接用c(H＋)混合计算。③强酸与强碱混合要先判断溶液的酸碱性：恰好完全反应呈中性、pH＝7（25 ℃）；酸过量则求剩余c(H＋)；碱过量先求剩余c(OH－)再换算。,强碱混合是OH－在混合，不能直接用H＋浓度混合计算；用碱浓度算pH必须注意温度,一轮 复习讲义 第02讲 水的电离和溶液的酸碱性（四川专用 教师版）
52e4b9ee73-016,,vsepr模型,CONCEPT_EXPLANATION,价层电子对互斥（VSEPR）模型,模型要点、价层电子对数计算方法及与分子构型的关系,分子结构与性质 VSEPR模型,①理论要点：价层电子对在空间上彼此相距最远时排斥力最小、体系能量最低；孤电子对与成键电子对的排斥力较大，孤电子对越多排斥力越强、键角越小。②判断关键：先算出中心原子上的价层电子对数，其中a是中心原子的价电子数（阳离子减去电荷数、阴离子加上电荷数），b是与中心原子结合的原子最多能接受的电子数，x是结合的原子数；氧族元素原子作配位原子时不计入配位原子个数。③由价层电子对数可确定VSEPR模型，再由孤电子对数＝价层电子对数－配位原子总数，去掉孤对电子后得到分子（或离子）的空间构型。,价层电子对数≠成键电子对数，含孤对电子时分子构型与VSEPR模型不同名,一轮 复习讲义 第03讲 分子结构与性质 化学键（福建专用 教师版）
024618b63e-008,,炔烃的化学性质,CONCEPT_EXPLANATION,炔烃的结构与化学性质,炔烃的定义、通式、物理性质及氧化、加成等反应规律,烯烃 炔烃 炔烃性质,①结构：炔烃是分子里含有碳碳三键的一类脂肪烃，官能团为碳碳三键（—C≡C—），只含一个碳碳三键时通式为CnH2n－2(n≥2)。②物理性质：2～4个碳原子的炔烃为气态，5～16个为液态，16个以上为固态；都难溶于水、易溶于有机溶剂；随碳原子数增多熔沸点升高、密度增大但比水小。③化学性质由碳碳三键决定，与乙炔相似：能使酸性KMnO4溶液褪色（被氧化）；能发生加成反应，如丙炔与溴水加成CH3C≡CH＋Br2―→CH3CBr==CHBr，还可与H2、HCl、H2O等加成。④实验室制法：CaC2＋2H2O―→C2H2↑＋Ca(OH)2，常用饱和食盐水代替水以控制反应速率。,炔烃加成可分步进行，与溴水1∶1加成产物仍含双键；炔烃燃烧火焰明亮并伴有浓烟,一轮 复习讲义 第02讲 烃（福建专用 教师版）
9a101eff14-003,,羧酸的化学性质,CONCEPT_EXPLANATION,羧酸的化学性质与酯化反应,羧酸的酯化反应规律、常见酯化类型与酯的水解,羧酸 羧酸衍生物 酯化反应,①羧酸分子中含有羧基（—COOH），能发生酯化反应，规律是羧酸脱羟基、醇脱羟基上的氢，生成酯和水。②酯化反应类型多样：一元羧酸与多元醇（如乙酸与乙二醇按1∶1酯化）、多元羧酸与一元醇（如乙二酸与乙醇按1∶2酯化）、多元羧酸与多元醇（可生成环酯或高聚酯）、羟基酸自身酯化（可生成环酯或高聚酯）。③酯的通性：密度一般比水小，易溶于有机溶剂，低级酯有芳香气味；酯在酸性或碱性条件下都能水解，乙酸乙酯在酸性条件下水解可逆，生成乙酸和乙醇；在碱性条件下水解进行彻底，生成乙酸钠和乙醇。④同理，油脂的碱性水解即皂化反应。,酯化反应中“酸脱羟基醇脱氢”，碱性水解不可逆而酸性水解可逆，注意定量关系,一轮 卓越讲义重难点 第58讲 醛 酮 羧酸 酯 酰胺（学生版）
9129741016-003,,烷烃的化学性质,CONCEPT_EXPLANATION,烷烃的化学性质,烷烃的稳定性、燃烧反应、光照取代反应与高温分解,烷烃 化学性质,①稳定性：常温下烷烃很不活泼，与强酸、强碱、强氧化剂等都不发生反应，只有在特殊条件（如光照或高温）下才能发生某些反应。②燃烧反应（氧化反应）：辛烷完全燃烧为2C8H18＋25O216CO2＋18H2O，烷烃完全燃烧的通式为CnH2n＋2＋O2nCO2＋(n＋1)H2O。③取代反应：烷烃可与纯卤素单质在光照下发生取代，如CH3—CH3＋Cl2CH3CH2Cl＋HCl；反应条件是气态烷烃与气态卤素单质在光照下进行，产物是多种卤代烃的混合物和卤化氢，定量关系为取代1 mol氢原子消耗1 mol卤素单质并生成1 mol卤化氢。,烷烃取代产物是多种卤代烃的混合物而非纯净物；光照下取代，不可用溴水代替卤素单质,一轮 知识清单 专题02 烃（全国通用 教师版）
4ddeefaa27-004,,醇的结构和性质,CONCEPT_EXPLANATION,醇的结构与化学性质,醇的概念、通式、物理性质与按断键部位理解的反应类型,醇 结构与化学性质,①概念与分类：脂肪烃分子中的氢原子或芳香烃侧链上的氢原子被羟基取代后的有机化合物称为醇，饱和一元醇的通式为CnH2n＋1OH(n≥1)。②物理性质：醇比同碳原子数的烃沸点高，因为醇分子间形成氢键；甲醇、乙醇、丙醇可与水以任意比例互溶，因为它们与水分子间形成氢键。③从官能团和化学键角度理解性质：醇的官能团羟基决定其主要化学性质，受羟基影响C—H极性增强，一定条件下也能断键反应。,断键部位决定反应类型：断O—H为置换、断C—O为取代、同时断C—O与邻位C—H为消去,一轮 卓越讲义重难点 第57讲 卤代烃 醇 酚（教师版）
4ddeefaa27-009,,酚的结构和性质,CONCEPT_EXPLANATION,酚的化学性质,苯酚的取代、显色、缩聚与氧化反应及羟基与苯环的相互影响,酚 化学性质,①苯酚与浓溴水反应生成2，4，6-三溴苯酚白色沉淀，羟基使苯环上邻、对位氢变活泼，说明羟基对苯环有影响：1 mol苯酚能与3 mol Br2发生取代反应。②显色反应：苯酚与FeCl3溶液作用显紫色，可用来检验酚类物质。③缩聚反应：苯酚与甲醛在催化剂作用下发生缩聚反应，生成酚醛树脂。④氧化反应：苯酚易被空气氧化而显粉红色。⑤注意：苯酚有毒，浓溶液对皮肤有强腐蚀性，皮肤不慎沾上应立即用酒精洗涤再用水冲洗；苯酚具有弱酸性但酸性比碳酸弱，与碳酸钠反应只生成NaHCO3，通入CO2不论是否过量产物均为NaHCO3。,苯酚酸性弱于碳酸，与Na2CO3只生成NaHCO3；皮肤沾上苯酚必须用酒精洗而不是直接用水冲,一轮 卓越讲义重难点 第57讲 卤代烃 醇 酚（教师版）
1ced0078c6-004,,铝的制备和用途,CONCEPT_EXPLANATION,铝的制备、用途与铝热反应,电解熔融氧化铝制铝、铝的用途及铝热反应的实质与限制,铝及其化合物 铝的制备与应用,①铝的制备：电解熔融氧化铝，2Al2O3(熔融)4Al＋3O2↑，加入冰晶石(Na3AlF6)作助熔剂以降低熔化温度；工业上不用电解AlCl3，因为AlCl3是共价化合物、熔融态不导电。②用途：纯铝用作导线，铝合金用于制造汽车、飞机、生活用品等，铝还可用作还原剂。③铝热反应不仅指铝与Fe2O3反应，而是铝与金属活动性比铝弱的难熔金属氧化物的置换反应，在高温干态下进行，放出大量热；Mg条、KClO3的作用是产生高温引发反应；铝热剂着火不能用水灭火，应用沙土盖灭。④铝是活泼金属但抗腐蚀性强，因为表面有致密氧化膜；常温下铝遇浓硫酸、浓硝酸钝化，是化学变化而不是不反应。,铝热反应只能置换活动性比铝弱的金属；钝化是化学变化，不能理解为“不反应”,一轮 高效培优讲义 专题03 铝及其重要化合物（教师版）
f93b82f3a2-004,,铁盐的性质及应用,CONCEPT_EXPLANATION,铁盐与亚铁盐的性质及应用,Fe2＋、Fe3＋的氧化还原性、水解性与检验方法,铁盐 性质与检验,①亚铁盐：含Fe2＋的溶液呈浅绿色，Fe2＋既有氧化性又有还原性，其中以还原性为主，遇Br2、Cl2、H2O2、NO(H＋)等均表现还原性，如2Fe2＋＋H2O2＋2H＋===2Fe3＋＋2H2O；Fe(OH)2是弱碱，硫酸亚铁溶液呈酸性，配制时常加少量硫酸抑制水解、加少量铁屑防止氧化。②铁盐：含Fe3＋的溶液呈棕黄色，处于高价态，遇Fe、Cu、HI、H2S等表现氧化性，与S2－、I－等还原性离子不能大量共存；Fe3＋可腐蚀铜箔，反应为2Fe3＋＋Cu===2Cu＋＋2Fe2＋。③Fe3＋极易水解，只能存在于酸性较强的溶液中，利用该性质可将FeCl3滴入沸水制氢氧化铁胶体。,Fe2＋以还原性为主、Fe3＋以氧化性为主；检验Fe2＋时不能先加KSCN再判断是否含Fe3＋的干扰,一轮 知识清单 专题02 铁及其重要化合物（教师版）
d9699faeed-001,,硫转化为硫化亚铁,CONCEPT_EXPLANATION,硫与金属反应生成硫化亚铁,硫的化学性质：与变价金属生成低价盐，Fe与S加热生成FeS,硫及其化合物 硫的化学性质,①硫是较活泼的非金属单质，能与大多数金属化合生成金属硫化物，反应中硫作氧化剂。②硫与变价金属反应时生成低价盐，如铁与硫在加热条件下反应生成硫化亚铁：Fe＋SFeS，铁元素显＋2价而不是＋3价；同理铜与硫生成Cu2S（铜显＋1价）。③该规律可用于判断硫与变价金属反应的产物中铁、铜的价态，是常见的易错点。④相关性质：硫与非金属反应生成SO2（无论氧气是否充足均不生成SO3）；汞蒸气有毒，实验室洒落汞可撒硫粉处理（Hg＋S===HgS）；残留硫可用CS2溶解或热的NaOH溶液除去；硫有多种同素异形体，如单斜硫、斜方硫。,硫与Fe、Cu等变价金属反应只生成低价硫化物，Fe显＋2价，不能写成Fe2S3,一轮 复习讲义 第21讲 硫及其化合物（学生版）
45d8808041-012,,规避两个易失分点,MISCONCEPTION_GUIDE,化学反应热效应的两个易失分点,断键与成键同时进行、ΔH与可逆性及中和热测定注意点,反应热与能量 易失分点,①第一个易失分点：旧化学键的断裂和新化学键的形成是同时进行的，缺少任何一个过程都不是化学变化；根据化学键断裂和形成过程中的能量变化计算反应热时，必须用断键时吸收的总能量减去成键时放出的总能量，注意断键和成键的总数。②第二个易失分点：ΔH与反应的可逆性无关。可逆反应的ΔH表示反应完全时的热量变化，如N2(g)＋3H2(g)2NH3(g) ΔH＝－92.4 kJ·mol－1表示1 mol N2与3 mol H2完全反应生成2 mol NH3时放热92.4 kJ；实际反应不可能进行完全，故实际放出的热量小于92.4 kJ。,可逆反应的ΔH对应“完全反应”，实际放热小于理论值；中和热不包括溶解热与电离热效应,一轮 知识清单 专题01 化学反应的热效应（学生版）
d63da64959-029,,有关化学键易错点,MISCONCEPTION_GUIDE,有关化学键的易错点,离子键与共价键的判断、存在范围及熔化时是否断键等易错辨析,化学键 易错辨析,①物质中并不一定都存在化学键，如He等稀有气体分子；离子键中的“静电作用”既包括静电吸引力又包括静电排斥力。②由活泼金属与活泼非金属形成的化学键不一定都是离子键，如AlCl3中Al—Cl为共价键；两原子电负性相差很大（大于1.7）时才形成离子键。③常见错误认识：认为熔化时都破坏化学键（HCl、S等熔化时不破坏化学键）、认为金属与非金属间不能形成共价键（AlCl3中即存在共价键）、认为离子化合物中不存在共价键（NaOH中存在共价键）、认为共价化合物中存在离子键（含离子键一定是离子化合物）。,熔融状态能导电的化合物一定是离子化合物；AlCl3、NH4Cl是常考的“反例”，不要凭印象判断键型,一轮 知识清单 专题03 化学键 分子结构与性质（学生版）
128c010eef-012,,常规图像解题分析,METHOD_MODEL,化学平衡图像的解题步骤,看特点、识图像、联原理、图表整合四步法与三条技巧,化学反应速率与平衡 图像解题,①第一步看特点：分析可逆反应方程式，观察物质状态、气态物质分子数的变化（正反应是气体分子数增大还是减小）、反应热（正反应吸热还是放热）。②第二步识图像：一看“面”理清横、纵坐标含义；二看“线”分析曲线走向与变化趋势；三看“点”重点分析起点、拐点、交点、终点；四看是否需要作辅助线（如等温线、等压线）；五看定量图像中有关量的多少。③第三步联想速率与平衡移动原理，用“先拐先平，数值大”判断：曲线先出现拐点则先达到平衡，其温度或压强较大。④第四步图表与原理整合，逐项分析是否符合可逆反应特点与平衡原理。,“先拐先平”只用于含量—时间曲线，且必须先明确纵坐标是含量还是转化率，否则易反向判断,一轮 复习讲义 第05讲 化学反应速率与化学平衡图像（学生版）
47e9f5af2f-018,,多重平衡体系规则,METHOD_MODEL,多重平衡体系的类型与规则,连续性与竞争性多重平衡的特点、平衡常数乘积商规则与计算技巧,化学反应速率与平衡 多重平衡,①连续性多重平衡体系：前一步反应的生成物继续参与后续反应生成新物质，当每一步反应都处于平衡状态时整个体系才处于平衡状态。②竞争性多重平衡体系：同一种反应物参加多步反应，这些反应之间是平行关系同时也是竞争关系，相互制约，同样要求每一步都达到平衡。③多重平衡体系规则：在多重平衡体系中，如果一个反应由另外两个或多个反应相加减而来，则该反应的平衡常数等于这两个或多个反应平衡常数的乘积或商。④解题技巧：某物质的平衡浓度对所有相关反应的平衡常数都满足；计算某反应的平衡常数时善用特殊点，只要温度不变该平衡常数可运用于平衡曲线上任何一点，选取多曲线交点往往能简化计算。,多重平衡中同一物质同时受多个平衡制约，加减方程式时平衡常数是乘除关系而不是加减关系,一轮 知识清单 专题05 化学反应速率和化学平衡图像（教师版）
5bbd870f70-003,,催化剂与化学反应,CONCEPT_EXPLANATION,催化剂对化学反应的影响,催化剂加快反应的原因、参与反应改变历程及活性与中毒,化学反应的速率与限度 催化剂,①一般情况下使用催化剂能加快化学反应速率，但催化剂只改变反应速率、不改变反应的ΔH，也不能使本来不能进行的反应发生。②催化剂参与反应并改变反应历程：如乙醇催化氧化2CH3CH2OH＋O22CH3CHO＋2H2O，用铜丝作催化剂时将一步反应改为两步：2Cu＋O22CuO、CH3CH2OH＋CuOCH3CHO＋Cu＋H2O。③加快速率的原因：活化能是活化分子的平均能量与反应物分子平均能量之差，加入催化剂降低了反应的活化能，使活化分子百分数增大，有效碰撞次数增多。④注意催化剂的活性：需要适宜温度，温度过低活性低、过高可能失活；某些物质会使催化剂明显失效，即催化剂中毒。,催化剂不影响平衡转化率与ΔH；催化剂中毒与“温度过高失活”是常考的两个失效原因,一轮 知识清单 第20讲 化学反应速率（学生版）
d361f74c03-005,,一些有机物的命名,CONCEPT_EXPLANATION,有机物的命名方法,烷烃习惯命名与系统命名、烯炔与苯的同系物命名及含氧衍生物命名,有机化合物 命名,①烷烃的习惯命名：直链烷烃在碳原子数后加“烷”字，碳原子数在十以内用天干（甲、乙、丙……），十以上用中文数字，如十四个碳的直链烷烃称十四烷；支链烷烃在碳原子数相同时加正、异、新等前缀。②烷烃系统命名法要选最长碳链为主链、从离支链最近一端编号、按先简后繁书写取代基。③烯烃、炔烃命名须选含双键或三键的最长碳链并标明官能团位置。④苯的同系物习惯命名如甲苯、乙苯，二甲苯有邻、间、对三种；系统命名以苯环为母体、其他基团为取代基，将最简侧链所在碳编为1号并遵循侧链编号之和最小原则。,1号碳上不能连甲基、2号碳上不能连乙基，否则主链要重新选取；酯命名时酸的名称在前,一轮 复习讲义 第01讲 有机化合物的结构特点与研究方法（教师版）
95860fb410-020,,有机物命名易错点,MISCONCEPTION_GUIDE,有机物命名的易错点,主链选取、编号、支链主次与字义混淆四类常见错误,有机化合物 命名易错辨析,①系统命名常见错误：主链选取不当（不包含官能团、不是最长碳链或支链最多）；编号错误（官能团位次不是最小、取代基位号之和不是最小）；支链主次不分（没有先简后繁）；“—”“，”忘记或用错。②要弄清系统命名法中四种字的含义：烯、炔、醛、酮、酸、酯等指官能团；二、三、四等指相同取代基或官能团的个数；1、2、3等指官能团或取代基的位置；甲、乙、丙、丁等指主链碳原子个数分别为1、2、3、4。③典型错误判断：1，2，3-三甲基丁烷、2，3-二乙基丁烷、邻羟基甲苯、1，3，4-三甲苯、1，2-二溴乙烯、二氯乙烷等命名均不正确，因为主链或编号选取不当、未标位置或误用习惯名称。,带官能团时必须围绕官能团选主链、编号并注明其位置与数目；书写时勿漏数字间逗号与汉字间短线,一轮 知识清单 专题01 有机化合物的结构特点与研究方法（教师版）
1a9ac8e309-013,,ksp的影响因素,CONCEPT_EXPLANATION,溶度积常数及其影响因素,Ksp的定义、表达式、意义以及与离子积Q的比较,化学平衡 溶度积,①定义：在一定温度下，难溶电解质达到沉淀溶解平衡后的溶液为饱和溶液，其离子浓度不再变化，溶液中各离子浓度幂之积为常数，叫溶度积常数（简称溶度积），用Ksp表示。②表达式：对AmBn(s)mAn＋(aq)＋nBm－(aq)，Ksp＝cm(An＋)·cn(Bm－)，如Fe(OH)3的Ksp＝c(Fe3＋)·c3(OH－)。③意义：Ksp反映难溶电解质在水中的溶解能力，对相同类型的难溶电解质，Ksp数值越大溶解能力越强；不同类型（阴、阳离子个数比不同）的难溶电解质需通过计算才能比较。,Ksp只与温度有关，与沉淀量、离子浓度无关；不同类型物质不能用Ksp大小直接比较溶解度,一轮 复习讲义 第04讲 沉淀溶解平衡（四川专用 教师版）
416151960a-001,,羧酸的结构和性质,CONCEPT_EXPLANATION,羧基的极性对羧酸酸性的影响,从键的极性理解羧基结构如何决定羧酸酸性强弱,有机化合物 羧酸酸性比较,①羧酸的结构特征是含羧基（—COOH），其酸性来自羧基中羟基上氢的电离，键的极性对羧酸酸性大小的影响实质上是通过改变羧基中羟基的极性实现的：羟基的极性越大，越容易电离出H＋，羧酸的酸性越强。②与羧基相邻的共价键极性越大，羧基中羟基的极性越大，酸性越强。因此吸电子基团使酸性增强：CF3COOH＞CCl3COOH＞CHCl2COOH＞CH2ClCOOH＞CH3COOH。③烷基是推电子基团，会减小羟基的极性使酸性减弱，一般烷基越长推电子效应越大、羧酸酸性越弱，故酸性CH3COOH＞CH3CH2COOH。,吸电子基团增强酸性、推电子基团减弱酸性；比较酸性时先看与羧基相邻基团的极性,一轮 复习讲义 第33讲 分子的性质 配合物与超分子（学生版）
a18e148bcb-001,,糖类的组成和分类,CONCEPT_EXPLANATION,糖类的组成与分类,糖类的结构定义、组成元素、通式与单糖、二糖、多糖的分类,糖类 组成与分类,①概念：从分子结构上看，糖类是多羟基醛、多羟基酮和它们的脱水缩合物。②组成元素为碳、氢、氧，大多数糖类化合物的通式可写作Cm(H2O)n，所以糖类也叫碳水化合物，但注意通式只反映组成、并不表示结构。③分类：按能否水解及水解产物分为单糖（如葡萄糖、果糖、核糖，不能水解）、二糖（蔗糖与麦芽糖，1 mol水解生成2 mol单糖）和多糖（淀粉与纤维素，最终水解产物均为葡萄糖）。④淀粉水解程度的判断：直接在水解液中加碘水可检验淀粉是否有剩余；检验水解产物葡萄糖时，须先加NaOH溶液中和至碱性，再加银氨溶液或新制Cu(OH)2，否则酸会干扰检验。,“碳水化合物”通式只表示组成不表示结构；检验水解产物前必须先中和催化剂酸,一轮 知识清单 第29讲 糖类 油脂 蛋白质 高分子材料（学生版）
8179029ae7-003,,糖类的结构和性质,CONCEPT_EXPLANATION,单糖的结构与还原性,葡萄糖与果糖的结构、官能团及二者互为同分异构体,糖类 单糖结构与性质,①从分子结构上看，糖类是多羟基醛、多羟基酮和它们的脱水缩合物，可分为单糖、寡糖（二糖最重要）和多糖，其中单糖不能水解。②葡萄糖与果糖的分子式均为C6H12O6，二者互为同分异构体：葡萄糖的结构简式为CH2OH(CHOH)4CHO，属醛糖，官能团为—OH和—CHO；果糖的结构简式为CH2OH(CHOH)3COCH2OH，属酮糖，官能团为—OH和酮羰基。③由于葡萄糖含醛基，具有还原性，能发生银镜反应、能与新制Cu(OH)2反应生成砖红色Cu2O沉淀，可用作还原糖的检验依据；果糖在碱性条件下也能发生类似反应。④多糖（淀粉、纤维素）水解的最终产物均为葡萄糖。,葡萄糖是醛糖、果糖是酮糖，二者分子式相同但官能团不同；还原糖检验须在碱性条件下进行,27版五三B版 随堂讲解PPT 第十二章 生命活动的物质基础（学生用书）
024618b63e-017,,苯分子的空间结构,CONCEPT_EXPLANATION,苯分子的结构与性质,苯分子平面正六边形结构、特殊碳碳键及“易取代难加成”,芳香烃 苯的结构,①苯分子为平面正六边形结构，分子中12个原子共平面；6个碳碳键完全相同，是一种介于碳碳单键和碳碳双键之间的独特的键。②物理性质：苯是无色、有特殊气味的液体，密度比水小，有毒，不溶于水，易溶于有机溶剂，也是良好的有机溶剂。③化学性质：燃烧时产生明亮的火焰并有浓烟；不能使酸性KMnO4溶液褪色；不与溴水反应，但在催化剂作用下能与液溴发生取代反应，也能与浓硝酸发生硝化反应；一定条件下能与H2发生加成反应生成环己烷。④从组成看苯属于不饱和烃，但分子中没有典型的不饱和键，不能像乙烯那样与溴水发生加成反应；从化学键看苯易发生取代反应、能氧化、难加成。,苯不与溴水反应、不能使酸性KMnO4褪色；其碳碳键不是单双键交替，而是介于二者之间的特殊键,一轮 复习讲义 第02讲 烃（福建专用 教师版）
044d85b5d2-001,,几种重要的醛-酮,CONCEPT_EXPLANATION,醛类的概念与重要的醛,醛的概念、物理性质、甲醛的结构特点与醛类的加成和氧化反应,醛和酮 重要的醛,①醛是醛基与烃基或氢原子相连构成的化合物，官能团为醛基，常见的醛有甲醛、乙醛等，甲醛是醛类中不含烃基的醛。②醛类的化学性质以乙醛为例：能发生加成反应，如催化加氢（还原反应）CH3CHO＋H2CH3CH2OH，也能与HCN等含极性键的分子加成，含α-H的醛还能发生羟醛缩合生成β-羟基醛。③氧化反应：能与银氨溶液发生银镜反应生成银，CH3CHO＋2[Ag(NH3)2]OHCH3COONH4＋3NH3＋2Ag↓＋H2O；能与新制Cu(OH)2悬浊液反应（碱必须过量且加热煮沸）生成砖红色Cu2O；还能被O2催化氧化、被酸性KMnO4溶液或溴水氧化成乙酸。,甲醛相当于含两个醛基，1 mol甲醛可还原出4 mol Ag；与新制Cu(OH)2反应必须碱过量并加热煮沸,一轮 复习讲义 第九章 第4讲 醛 酮（教师版）
044d85b5d2-002,,醛-酮的化学性质,METHOD_MODEL,醛基的检验与官能团检验顺序,甲醛的还原性、醛基的检验方法及含醛基物质中碳碳双键的检验,醛 官能团检验,①甲醛具有醛类通性且还原性更强，其结构相当于含两个醛基：与新制Cu(OH)2悬浊液反应为HCHO＋4Cu(OH)2＋2NaOHNa2CO3＋2Cu2O↓＋6H2O，1 mol甲醛可还原出2 mol Cu2O、4 mol Ag。②醛基的检验常用银氨溶液（水浴加热产生银镜）或新制氢氧化铜悬浊液（加热产生砖红色沉淀），两种试剂都必须在碱性条件下使用。③含醛基物质中碳碳双键的检验要注意试剂顺序：醛基也能使溴水、酸性KMnO4溶液褪色，因此不能直接用它检验碳碳双键；应先用银氨溶液或新制Cu(OH)2把醛基氧化并酸化除去干扰，再用溴水检验碳碳双键。④醛基与碳碳双键性质重叠是该类检验题的常见陷阱。,醛基也能使溴水、酸性KMnO4褪色，检验碳碳双键必须先氧化醛基并酸化后再加溴水,一轮 复习讲义 第九章 第4讲 醛 酮（教师版）
b32088729d-005,,有关醛的定量计算,METHOD_MODEL,醛的定量计算关系,1 mol醛基对应的银与Cu2O的量及甲醛的特殊计量关系,醛 定量计算,①根据有机反应中的定量关系可以推断官能团的数目：烃和卤素单质的取代中取代1 mol氢原子消耗1 mol卤素单质；含—OH的有机物与Na反应时2 mol —OH生成1 mol H2。②醛基的定量关系是重点：1 mol —CHO对应2 mol Ag，或1 mol —CHO对应1 mol Cu2O。③特别注意甲醛的特殊性：HCHO中相当于有2个—CHO，故1 mol HCHO对应4 mol Ag或2 mol Cu2O，做定量计算时不能按普通醛处理。④由—CHO变为—COOH时相对分子质量将增加16，可用于有机推断中判断含氧官能团的变化；结合这些定量关系可由产物Ag或Cu2O的量反推醛基的物质的量。,甲醛相当于两个醛基，1 mol甲醛对应4 mol Ag、2 mol Cu2O，是定量计算最易失分处,一轮 知识清单 专题05 有机合成与推断（教师版）
c0b9fecf2c-018,,酯化反应实验探究,METHOD_MODEL,乙酸乙酯的制备实验要点,试剂加入顺序、导管与倒吸、浓硫酸与饱和碳酸钠的作用及碎瓷片,酯 乙酸乙酯制备实验,①试剂的加入顺序：先加入乙醇，然后沿器壁慢慢加入浓硫酸，冷却后再加入乙酸，不能把浓硫酸加到乙酸与乙醇混合液中而不冷却。②导管末端不能插入饱和Na2CO3溶液中，防止挥发出来的乙酸、乙醇溶于水造成溶液倒吸。③浓硫酸的作用：一是催化剂，加快反应速率；二是吸水剂，除去生成物中的水使平衡向生成物的方向移动，提高乙酸、乙醇的转化率。④饱和Na2CO3溶液的作用：中和挥发出的乙酸、溶解挥发出的乙醇、降低乙酸乙酯的溶解度便于分层得到酯。⑤加入碎瓷片的作用是防止暴沸；实验中乙醇过量的原因是提高乙酸的转化率；长导管起导气兼冷凝作用。,导管末端不能插入液面以下防止倒吸；饱和碳酸钠溶液不能换成氢氧化钠溶液（会使乙酸乙酯水解）,一轮 复习讲义 第03讲 常用物质的制备（湖南专用 教师版）
3638d9188e-012,,各类物质的化学通性,CONCEPT_EXPLANATION,各类物质的化学通性,不同类别无机物间的转化规律与酸、碱、酸性氧化物、碱性氧化物的通性,物质分类与转化 通性规律,①不同类别无机物间转化的一般规律：金属单质→碱性氧化物→碱→盐，如Na→Na2O→NaOH→Na2SO4，符合这一转化关系的常见金属有Na、K、Ca、Ba，但Mg、Fe、Al、Cu不符合；非金属单质→酸性氧化物→酸→盐，如S→SO2→H2SO3→Na2SO3，符合的常见非金属有C、S、P，但N、Si不符合。②酸性氧化物的通性：与H2O反应生成对应的酸（并非所有酸性氧化物都能与水反应，如SiO2）、与碱性氧化物反应生成盐、与碱反应生成盐和水。③碱性氧化物的通性：与水反应生成对应的碱（难溶性碱性氧化物一般不与水反应）、与酸性氧化物反应生成盐、与酸反应生成盐和水。,Na、K、Ca、Ba符合“金属单质→碱性氧化物→碱”的转化而Mg、Fe、Al、Cu不符合；SiO2不与水反应,一轮 知识清单 专题01 物质及其变化（教师版）
6679c4dab3-005,,硫化钠转化为单质硫,METHOD_MODEL,二氧化硫与硫化钠反应生成硫,SO2的氧化性：通入硫化钠溶液生成淡黄色单质硫沉淀,硫及其化合物 氧化还原,①SO2中硫为＋4价，处于中间价态，既有氧化性又有还原性；其氧化性的表现之一是把还原性物质氧化，自身被还原为0价的硫。②当SO2通入硫化钠溶液（或氢硫酸）中时会出现淡黄色沉淀，这是因为SO2把S2－氧化为单质硫：2S2－＋SO2＋2H2O===3S↓＋4OH－，体现了SO2的氧化性。③该反应是“＋4价硫与－2价硫归中生成0价硫”的典型实例，可用于判断SO2的氧化性及除去含硫废液中的硫化物。④注意与SO2还原性的区分：SO2通入氯水、酸性KMnO4溶液时表现还原性而被氧化为SO42－，通入硫化钠溶液时则表现氧化性。,同一物质SO2遇强氧化剂显还原性、遇强还原剂显氧化性，判断时先看对方价态与氧化还原能力强弱,一轮 复习讲义 第02讲 硫及其重要化合物（四川专用 教师版）
7ba48831b9-005,,化学平衡常数的应用,METHOD_MODEL,化学平衡常数的应用,用K判断反应程度、热效应、反应方向及计算相关量,化学平衡 平衡常数应用,①判断和比较可逆反应进行的程度：K值越大，反应进行得越完全，反应物的转化率越大；反之则越不完全、转化率越小。②判断可逆反应的热效应：升高温度K值增大说明正反应为吸热反应，K值减小说明正反应为放热反应；降低温度K值增大说明正反应为放热反应，K值减小说明正反应为吸热反应。③判断反应是否达到平衡及进行方向：对mA(g)＋nB(g)pC(g)＋qD(g)，任意时刻的浓度商Q与K比较，Q＝K时处于平衡状态、v正＝v逆；Q＜K时向正反应方向进行；Q＞K时向逆反应方向进行。④计算平衡体系中的相关量：由相同温度下K不变可计算浓度、转化率、反应速率等。,K只随温度改变，用任意时刻浓度算出的Q不能叫平衡常数；固体与纯液体不写入K的表达式,一轮 高效培优讲义 专题03 化学平衡常数及其相关计算（教师版）
